Orthogroup	HELIO_ok	CAPO3
OG0002152	HELIO_07905	CAPO305214
OG0002156	HELIO_12738, HELIO_03634	CAPO307789
OG0002159	HELIO_09826	CAPO301618
OG0002160	HELIO_00185	CAPO306354
OG0002165	HELIO_11027	CAPO306860
OG0002166	HELIO_08775	CAPO300536
OG0002168	HELIO_07698, HELIO_12373	CAPO305846
OG0002169	HELIO_05746, HELIO_06281	CAPO305188, CAPO305186
OG0002170	HELIO_04325, HELIO_08216	CAPO306065
OG0002171	HELIO_11666	CAPO300657
OG0002172	HELIO_02383	CAPO300117
OG0002173	HELIO_10127	CAPO300163
OG0002177	HELIO_06435	CAPO303715
OG0002178	HELIO_00881	CAPO300762
OG0002179	HELIO_11957	CAPO301344
OG0002182	HELIO_07381	CAPO300304
OG0002184	HELIO_03187, HELIO_03186	CAPO302808
OG0002185	HELIO_02280	CAPO306894
OG0002187	HELIO_06883	CAPO303260
OG0002188	HELIO_11286	CAPO307308
OG0002189	HELIO_09345	CAPO302919, CAPO302901
OG0002190	HELIO_11217	CAPO305794
OG0002191	HELIO_05501	CAPO306349
OG0002193	HELIO_11239	CAPO307827, CAPO303661
OG0002194	HELIO_08167, HELIO_09274	CAPO306073
OG0002216	HELIO_08118	CAPO308083
OG0002217	HELIO_07595	CAPO303403
OG0002219	HELIO_03142	CAPO301953
OG0002222	HELIO_01086	CAPO300961
OG0002224	HELIO_08402	CAPO304952
OG0002225	HELIO_05714	CAPO301769
OG0002226	HELIO_03074	CAPO307804
OG0002227	HELIO_01271	CAPO307820, CAPO307799
OG0002228	HELIO_10818	CAPO301630, CAPO300068
OG0002229	HELIO_11908	CAPO308040
OG0002235	HELIO_04428, HELIO_01162	CAPO303035
OG0002237	HELIO_11740, HELIO_11741	CAPO306506
OG0002239	HELIO_12051	CAPO303809
OG0002240	HELIO_06722	CAPO306707
OG0002241	HELIO_09347	CAPO303979
OG0002243	HELIO_12098	CAPO301335, CAPO300484
OG0002244	HELIO_01234, HELIO_09967	CAPO303840
OG0002245	HELIO_05485	CAPO302737
OG0002246	HELIO_12705	CAPO301929
OG0002251	HELIO_12433	CAPO302537
OG0002252	HELIO_01235	CAPO304306
OG0002255	HELIO_12509, HELIO_02143	CAPO301475, CAPO302337
OG0002258	HELIO_06245	CAPO302229
OG0002261	HELIO_06100	CAPO303559
OG0002263	HELIO_06943	CAPO304694
OG0002264	HELIO_02936	CAPO304810
OG0002266	HELIO_09260	CAPO307392
OG0002270	HELIO_04696	CAPO302042
OG0002272	HELIO_11743	CAPO301905
OG0002282	HELIO_05112	CAPO300014
OG0002284	HELIO_12726	CAPO304167
OG0002285	HELIO_01805	CAPO305012
OG0002287	HELIO_11386	CAPO306430
OG0002288	HELIO_07429	CAPO306855
OG0002292	HELIO_04485	CAPO301471
OG0002293	HELIO_02043	CAPO302207
OG0002294	HELIO_08497	CAPO300522
OG0002296	HELIO_00402	CAPO307746
OG0002312	HELIO_12558	CAPO305339
OG0002316	HELIO_12382	CAPO302192
OG0002317	HELIO_02026	CAPO301129
OG0002318	HELIO_12246, HELIO_12682	CAPO302292
OG0002319	HELIO_07888	CAPO306342
OG0002321	HELIO_05182	CAPO300390
OG0002322	HELIO_08056	CAPO300979
OG0002323	HELIO_11101, HELIO_02178	CAPO308299
OG0002324	HELIO_10551, HELIO_09504	CAPO301866
OG0002325	HELIO_01569	CAPO300458
OG0002326	HELIO_03775	CAPO302239
OG0002327	HELIO_05706	CAPO302954
OG0002330	HELIO_10560, HELIO_10559	CAPO300172
OG0002331	HELIO_09275	CAPO302246
OG0002332	HELIO_10520	CAPO300761
OG0002337	HELIO_11545	CAPO307155
OG0002340	HELIO_10066, HELIO_07363	CAPO307906
OG0002343	HELIO_11409	CAPO303889
OG0002344	HELIO_01896	CAPO307434
OG0002345	HELIO_01008	CAPO304277
OG0002346	HELIO_09863	CAPO307106
OG0002348	HELIO_04598	CAPO302095
OG0002354	HELIO_07745	CAPO306383
OG0002356	HELIO_09006	CAPO305051
OG0002357	HELIO_07681	CAPO302341
OG0002358	HELIO_03502	CAPO307788
OG0002359	HELIO_12405, HELIO_06338	CAPO302128
OG0002361	HELIO_05139	CAPO304727
OG0002362	HELIO_10755	CAPO301902
OG0002363	HELIO_06225	CAPO302980
OG0002364	HELIO_07159	CAPO306488
OG0002367	HELIO_12396	CAPO304316
OG0002368	HELIO_02256	CAPO301447
OG0002369	HELIO_10202	CAPO301279
OG0002370	HELIO_01318	CAPO303015
OG0002371	HELIO_03580	CAPO304426
OG0002372	HELIO_10493	CAPO303540
OG0002372	HELIO_07747	CAPO303041
OG0002374	HELIO_00949	CAPO302309
OG0002375	HELIO_04442	CAPO305178, CAPO300285
OG0002376	HELIO_06701	CAPO304863
OG0002377	HELIO_10194	CAPO301847
OG0002379	HELIO_12739, HELIO_12740	CAPO301214
OG0002396	HELIO_08126, HELIO_08125	CAPO302410
OG0002398	HELIO_08517	CAPO306938
OG0002405	HELIO_01367	CAPO300119
OG0002406	HELIO_01959	CAPO304138
OG0002407	HELIO_11688	CAPO301366
OG0002409	HELIO_02015	CAPO301533
OG0002410	HELIO_00976, HELIO_04394	CAPO305170
OG0002411	HELIO_01331	CAPO305052
OG0002412	HELIO_10126	CAPO302706
OG0002413	HELIO_01474	CAPO307797
OG0002413	HELIO_06354	CAPO304716
OG0002414	HELIO_10381	CAPO304631
OG0002415	HELIO_12736, HELIO_07942	CAPO304905
OG0002417	HELIO_03414, HELIO_05896, HELIO_06870, HELIO_11911	CAPO307671
OG0002418	HELIO_11411	CAPO303802
OG0002419	HELIO_12342, HELIO_02504	CAPO303825
OG0002421	HELIO_01261	CAPO305365
OG0002422	HELIO_01387	CAPO302014
OG0002425	HELIO_10208, HELIO_05178	CAPO304491
OG0002426	HELIO_03335	CAPO303294
OG0002429	HELIO_09815, HELIO_04529	CAPO305260
OG0002433	HELIO_07051	CAPO302444
OG0002435	HELIO_07591	CAPO304613
OG0002436	HELIO_02267	CAPO307054
OG0002437	HELIO_01793	CAPO303352
OG0002439	HELIO_09848	CAPO302565
OG0002441	HELIO_05799	CAPO304429
OG0002442	HELIO_07816	CAPO300535
OG0002443	HELIO_09645	CAPO301424
OG0002445	HELIO_07116	CAPO304782
OG0002446	HELIO_06057	CAPO303707
OG0002448	HELIO_12221, HELIO_04227	CAPO308204
OG0002453	HELIO_12679	CAPO305834
OG0002454	HELIO_09590, HELIO_09589	CAPO305157
OG0002476	HELIO_03664, HELIO_09312	CAPO307617
OG0002484	HELIO_02445	CAPO305360
OG0002486	HELIO_03836	CAPO303598
OG0002489	HELIO_10331	CAPO304231
OG0002490	HELIO_04381	CAPO307409, CAPO300849
OG0002492	HELIO_10487	CAPO305743
OG0002494	HELIO_01599, HELIO_01251	CAPO307620
OG0002496	HELIO_09651	CAPO300997
OG0002497	HELIO_02505	CAPO301629
OG0002499	HELIO_10794, HELIO_00659	CAPO308309
OG0002500	HELIO_06617	CAPO305159
OG0002501	HELIO_10161	CAPO305150
OG0002502	HELIO_06069	CAPO304947
OG0002503	HELIO_07673	CAPO301024
OG0002505	HELIO_10389, HELIO_10390	CAPO302692
OG0002506	HELIO_01419	CAPO301029
OG0002507	HELIO_11185	CAPO303215
OG0002509	HELIO_05251	CAPO305905, CAPO306732
OG0002510	HELIO_10856	CAPO305793
OG0002511	HELIO_01449	CAPO303146
OG0002516	HELIO_09840	CAPO307569
OG0002518	HELIO_01975	CAPO304200
OG0002519	HELIO_07618	CAPO302874
OG0002523	HELIO_02687	CAPO301008
OG0002525	HELIO_12186	CAPO300787
OG0002526	HELIO_08372, HELIO_08373	CAPO303145
OG0002527	HELIO_00703	CAPO306066
OG0002528	HELIO_06964	CAPO301891
OG0002529	HELIO_12199, HELIO_12198	CAPO301231, CAPO301232
OG0002531	HELIO_08040	CAPO304673
OG0002532	HELIO_08702	CAPO307265
OG0002533	HELIO_10038	CAPO302353
OG0002534	HELIO_01862	CAPO302248
OG0002539	HELIO_05871	CAPO305908
OG0002542	HELIO_12766	CAPO300062
OG0002543	HELIO_01303	CAPO306889, CAPO301493
OG0002548	HELIO_03411	CAPO303502
OG0002555	HELIO_03386	CAPO301095
OG0002557	HELIO_05219	CAPO302757
OG0002558	HELIO_07563, HELIO_02493, HELIO_02494	CAPO301820
OG0002559	HELIO_00119	CAPO306363
OG0002561	HELIO_11216	CAPO306761
OG0002562	HELIO_08903	CAPO305283
OG0002564	HELIO_03476	CAPO307297
OG0002565	HELIO_04197	CAPO302611
OG0002566	HELIO_07620	CAPO303827
OG0002567	HELIO_10477	CAPO304319
OG0002569	HELIO_09801	CAPO306658
OG0002574	HELIO_05197	CAPO307488
OG0002587	HELIO_02597	CAPO300512
OG0002589	HELIO_07397, HELIO_07756	CAPO302447
OG0002592	HELIO_12783	CAPO300278
OG0002594	HELIO_03260	CAPO304177
OG0002598	HELIO_09306	CAPO300566
OG0002599	HELIO_01735	CAPO303706
OG0002600	HELIO_08436	CAPO305861
OG0002601	HELIO_06938, HELIO_11513, HELIO_11173	CAPO300675
OG0002602	HELIO_11174, HELIO_02231	CAPO303637
OG0002603	HELIO_07142, HELIO_03372	CAPO302609
OG0002605	HELIO_03379, HELIO_03378	CAPO303522
OG0002608	HELIO_01546, HELIO_10204	CAPO303192
OG0002609	HELIO_09507	CAPO304999
OG0002610	HELIO_08229	CAPO307043
OG0002611	HELIO_08050	CAPO302425
OG0002617	HELIO_10276	CAPO307606
OG0002618	HELIO_07943	CAPO307902
OG0002620	HELIO_07883	CAPO300598
OG0002621	HELIO_07034, HELIO_01916	CAPO305708, CAPO305709, CAPO305858
OG0002624	HELIO_03629	CAPO307642
OG0002629	HELIO_11339	CAPO306781
OG0002630	HELIO_09231	CAPO300618
OG0002631	HELIO_07808, HELIO_05400, HELIO_04876, HELIO_05525	CAPO302228
OG0002632	HELIO_06737	CAPO301605
OG0002633	HELIO_02658	CAPO301845
OG0002634	HELIO_10302	CAPO303763
OG0002636	HELIO_03936	CAPO302443
OG0002638	HELIO_10591	CAPO302461, CAPO301720
OG0002642	HELIO_07779	CAPO302887
OG0002643	HELIO_01593, HELIO_01594	CAPO305403
OG0002644	HELIO_10604	CAPO300686
OG0002645	HELIO_01123	CAPO302012
OG0002646	HELIO_02697	CAPO300302
OG0002651	HELIO_07721	CAPO307502
OG0002652	HELIO_10370, HELIO_10369	CAPO305413
OG0002656	HELIO_06530	CAPO301386
OG0002657	HELIO_10902	CAPO301921
OG0002659	HELIO_09615	CAPO302308
OG0002661	HELIO_07731	CAPO300165
OG0002662	HELIO_07752	CAPO307949
OG0002663	HELIO_09556	CAPO308163
OG0002665	HELIO_10240	CAPO307055
OG0002666	HELIO_11096	CAPO308350
OG0002668	HELIO_10383	CAPO301754
OG0002669	HELIO_08691	CAPO301762
OG0002672	HELIO_03503	CAPO307527
OG0002677	HELIO_01468	CAPO303005
OG0002682	HELIO_04795	CAPO301064
OG0002705	HELIO_08111	CAPO303959
OG0002706	HELIO_10421, HELIO_10422	CAPO306125
OG0002708	HELIO_08992	CAPO306708
OG0002710	HELIO_04236, HELIO_00829	CAPO301641
OG0002713	HELIO_06459	CAPO306909
OG0002715	HELIO_02942	CAPO303783
OG0002716	HELIO_08404, HELIO_08403	CAPO302306
OG0002717	HELIO_07984	CAPO307873
OG0002718	HELIO_09888, HELIO_05744	CAPO306705
OG0002720	HELIO_07567	CAPO304077
OG0002722	HELIO_03522	CAPO300697
OG0002726	HELIO_03574	CAPO303092
OG0002728	HELIO_04995	CAPO304582
OG0002730	HELIO_11697	CAPO300185
OG0002731	HELIO_12043	CAPO304916
OG0002732	HELIO_10058	CAPO305751
OG0002736	HELIO_07077	CAPO302364
OG0002739	HELIO_02376, HELIO_11343	CAPO303462
OG0002741	HELIO_06518	CAPO305001
OG0002743	HELIO_06294, HELIO_10710, HELIO_12091	CAPO305659
OG0002744	HELIO_02644	CAPO307532
OG0002745	HELIO_03178	CAPO302960
OG0002746	HELIO_04608	CAPO301404
OG0002747	HELIO_03630	CAPO308121
OG0002749	HELIO_01827	CAPO305516
OG0002750	HELIO_10272	CAPO305820
OG0002751	HELIO_10298, HELIO_10297	CAPO300590
OG0002752	HELIO_06786	CAPO306571
OG0002753	HELIO_11375	CAPO301419
OG0002755	HELIO_12204	CAPO303504
OG0002756	HELIO_12369, HELIO_08256	CAPO302206
OG0002757	HELIO_06335	CAPO301022
OG0002758	HELIO_09772, HELIO_09771	CAPO302892, CAPO307678
OG0002760	HELIO_01910, HELIO_05414	CAPO306120
OG0002764	HELIO_10952	CAPO300451
OG0002765	HELIO_11601	CAPO307679
OG0002766	HELIO_03644	CAPO300475
OG0002767	HELIO_09009, HELIO_09010	CAPO302818
OG0002770	HELIO_11505	CAPO300723
OG0002771	HELIO_10086	CAPO307480
OG0002772	HELIO_06808	CAPO301657
OG0002773	HELIO_10713	CAPO300783
OG0002774	HELIO_01198	CAPO301900
OG0002776	HELIO_03486	CAPO300785
OG0002777	HELIO_07932	CAPO303340
OG0002779	HELIO_10351, HELIO_06589	CAPO306710
OG0002780	HELIO_04586, HELIO_08537	CAPO306806
OG0002782	HELIO_06824	CAPO301842
OG0002785	HELIO_00607	CAPO300520
OG0002787	HELIO_10790	CAPO307667
OG0002788	HELIO_09264	CAPO304831
OG0002790	HELIO_09329	CAPO302263
OG0002799	HELIO_09828	CAPO301814
OG0002814	HELIO_09045	CAPO300792
OG0002815	HELIO_01963	CAPO305247
OG0002816	HELIO_05443	CAPO300822
OG0002817	HELIO_12282	CAPO305631
OG0002818	HELIO_00501	CAPO300344
OG0002821	HELIO_04509	CAPO300805, CAPO300806
OG0002822	HELIO_10906	CAPO300505
OG0002824	HELIO_02922	CAPO304804
OG0002825	HELIO_02820	CAPO303958
OG0002827	HELIO_03783, HELIO_03782	CAPO302357
OG0002831	HELIO_05128, HELIO_03570	CAPO303454
OG0002833	HELIO_07158	CAPO302961
OG0002835	HELIO_03801	CAPO306542
OG0002836	HELIO_02181	CAPO301463
OG0002837	HELIO_03273	CAPO304096
OG0002838	HELIO_12357, HELIO_03981	CAPO305478
OG0002839	HELIO_09494	CAPO302420
OG0002841	HELIO_01372, HELIO_01187	CAPO302293
OG0002842	HELIO_01615	CAPO300353
OG0002843	HELIO_06210	CAPO300339
OG0002844	HELIO_07105	CAPO306381, CAPO305443
OG0002845	HELIO_07056	CAPO305717
OG0002847	HELIO_10413	CAPO307024
OG0002848	HELIO_11321	CAPO306888
OG0002850	HELIO_03435	CAPO305439
OG0002851	HELIO_03346	CAPO304239
OG0002858	HELIO_00884	CAPO302020
OG0002860	HELIO_08136	CAPO304305
OG0002864	HELIO_02101	CAPO303007
OG0002865	HELIO_03638	CAPO302058
OG0002866	HELIO_03845	CAPO307089
OG0002868	HELIO_12255	CAPO307730
OG0002870	HELIO_09163	CAPO303935
OG0002873	HELIO_11478	CAPO302439
OG0002875	HELIO_09561, HELIO_09560	CAPO302434
OG0002876	HELIO_11883	CAPO302622
OG0002878	HELIO_11931	CAPO304014
OG0002888	HELIO_00572	CAPO302979
OG0002890	HELIO_04771	CAPO307147
OG0002891	HELIO_09925	CAPO305115
OG0002894	HELIO_09144	CAPO307506
OG0002895	HELIO_08387	CAPO306767, CAPO303745
OG0002896	HELIO_10510	CAPO301218
OG0002897	HELIO_04251	CAPO306671
OG0002899	HELIO_09658	CAPO306014
OG0002900	HELIO_10716	CAPO303795
OG0002902	HELIO_03973, HELIO_08255	CAPO300125
OG0002907	HELIO_08086	CAPO303347
OG0002908	HELIO_12076, HELIO_06861	CAPO301293
OG0002909	HELIO_11442	CAPO302801
OG0002910	HELIO_10397	CAPO304697
OG0002911	HELIO_11560	CAPO306312
OG0002913	HELIO_08382	CAPO307505
OG0002914	HELIO_04503, HELIO_09465	CAPO304158
OG0002915	HELIO_03014	CAPO307623
OG0002916	HELIO_01260	CAPO307991
OG0002917	HELIO_07208, HELIO_11831, HELIO_12269	CAPO304597
OG0002921	HELIO_00633	CAPO307445
OG0002922	HELIO_01371	CAPO305731
OG0002923	HELIO_01291	CAPO307207
OG0002926	HELIO_11215	CAPO301908
OG0002927	HELIO_04118, HELIO_11389	CAPO307647
OG0002944	HELIO_03982	CAPO306630
OG0002945	HELIO_07253	CAPO307786
OG0002947	HELIO_05476, HELIO_00496	CAPO306510
OG0002948	HELIO_11632, HELIO_00853	CAPO303072
OG0002949	HELIO_00481	CAPO305527, CAPO304499
OG0002950	HELIO_08656	CAPO302322
OG0002953	HELIO_00856	CAPO305937
OG0002954	HELIO_11852	CAPO303510
OG0002955	HELIO_02054	CAPO305617
OG0002957	HELIO_01334	CAPO303846
OG0002959	HELIO_11816	CAPO305557
OG0002960	HELIO_12408	CAPO301301
OG0002961	HELIO_07714	CAPO306313
OG0002962	HELIO_09203	CAPO302937
OG0002965	HELIO_08080	CAPO304902
OG0002969	HELIO_06121	CAPO301408
OG0002973	HELIO_02856	CAPO301405
OG0002974	HELIO_04772	CAPO300358
OG0002976	HELIO_01861	CAPO304649
OG0002977	HELIO_08539	CAPO306762
OG0002981	HELIO_06184	CAPO305421
OG0002982	HELIO_12635	CAPO306469
OG0002983	HELIO_04868	CAPO302346
OG0002985	HELIO_08571	CAPO300589
OG0002987	HELIO_07528	CAPO306603
OG0002988	HELIO_02811	CAPO300003
OG0002990	HELIO_01354	CAPO304869
OG0002991	HELIO_03254	CAPO300778
OG0002992	HELIO_10682	CAPO307180
OG0002994	HELIO_12644, HELIO_02869	CAPO307303
OG0002997	HELIO_11017, HELIO_08478	CAPO307685
OG0002998	HELIO_07110	CAPO302958
OG0003001	HELIO_11460	CAPO302423
OG0003002	HELIO_11172	CAPO304848
OG0003004	HELIO_11259	CAPO304489
OG0003005	HELIO_00569	CAPO302131
OG0003005	HELIO_03271	CAPO302452, CAPO300516
OG0003006	HELIO_11696	CAPO302605
OG0003010	HELIO_03406	CAPO303642
OG0003012	HELIO_05186	CAPO302272
OG0003014	HELIO_11145	CAPO304419
OG0003016	HELIO_02017	CAPO301025
OG0003017	HELIO_02953	CAPO303755
OG0003018	HELIO_09293	CAPO301697
OG0003019	HELIO_02704	CAPO307689
OG0003020	HELIO_00457, HELIO_06305	CAPO306543, CAPO306821
OG0003022	HELIO_09487	CAPO308155
OG0003025	HELIO_02232	CAPO306077
OG0003026	HELIO_08978	CAPO304742
OG0003027	HELIO_02071	CAPO302145
OG0003028	HELIO_06724	CAPO307794
OG0003029	HELIO_10606	CAPO301992
OG0003030	HELIO_00797	CAPO304737
OG0003033	HELIO_00240	CAPO300181
OG0003034	HELIO_06173	CAPO300214, CAPO307271
OG0003037	HELIO_06047	CAPO305626
OG0003038	HELIO_08052	CAPO300861
OG0003041	HELIO_12413, HELIO_06092	CAPO306033
OG0003042	HELIO_08156, HELIO_08157	CAPO301480
OG0003043	HELIO_08514	CAPO304921
OG0003044	HELIO_01506	CAPO300082
OG0003046	HELIO_07002, HELIO_12633	CAPO302851
OG0003048	HELIO_01657	CAPO300169
OG0003049	HELIO_04451	CAPO300501, CAPO307086, CAPO305726
OG0003053	HELIO_10692	CAPO305034
OG0003054	HELIO_04850	CAPO305605
OG0003055	HELIO_03528	CAPO307832
OG0003056	HELIO_08287	CAPO300334
OG0003058	HELIO_09680	CAPO305219
OG0003059	HELIO_08106	CAPO307928
OG0003060	HELIO_05995	CAPO300265
OG0003063	HELIO_05044	CAPO306091
OG0003064	HELIO_01395	CAPO303600
OG0003065	HELIO_03475	CAPO305486
OG0003067	HELIO_06760	CAPO301062
OG0003072	HELIO_06085	CAPO300719
OG0003073	HELIO_04819, HELIO_06482	CAPO300571
OG0003074	HELIO_04402	CAPO305232
OG0003079	HELIO_12034	CAPO303732
OG0003104	HELIO_10296	CAPO300208
OG0003106	HELIO_01110	CAPO300222
OG0003107	HELIO_07326	CAPO305408
OG0003108	HELIO_02749	CAPO307100
OG0003110	HELIO_02879	CAPO302380
OG0003111	HELIO_06075	CAPO305398
OG0003112	HELIO_11141	CAPO305044
OG0003113	HELIO_07738	CAPO300369
OG0003114	HELIO_11712	CAPO305811
OG0003115	HELIO_03185	CAPO305328
OG0003116	HELIO_12513	CAPO304220
OG0003119	HELIO_00761	CAPO301756
OG0003120	HELIO_07299, HELIO_12609	CAPO301313
OG0003121	HELIO_08859	CAPO300078
OG0003122	HELIO_06710	CAPO305152
OG0003124	HELIO_08012	CAPO307110
OG0003125	HELIO_10746	CAPO308199
OG0003128	HELIO_06948	CAPO300639
OG0003130	HELIO_08736	CAPO308112
OG0003131	HELIO_00277	CAPO301104
OG0003135	HELIO_09441	CAPO304970
OG0003136	HELIO_01694	CAPO303233
OG0003138	HELIO_07469	CAPO307798
OG0003141	HELIO_02200	CAPO300915
OG0003144	HELIO_08805, HELIO_03417	CAPO304802
OG0003145	HELIO_05596	CAPO301669
OG0003146	HELIO_05913	CAPO304953
OG0003147	HELIO_02388	CAPO305754
OG0003149	HELIO_01057, HELIO_03918, HELIO_03910	CAPO303321
OG0003150	HELIO_04239	CAPO304553
OG0003151	HELIO_00768	CAPO302311
OG0003152	HELIO_05013	CAPO306395
OG0003153	HELIO_01955	CAPO305242
OG0003154	HELIO_10327	CAPO308152
OG0003157	HELIO_06700	CAPO300659
OG0003159	HELIO_08765	CAPO307514
OG0003160	HELIO_04756	CAPO305734
OG0003161	HELIO_10835	CAPO307952, CAPO307190, CAPO305141
OG0003162	HELIO_02560	CAPO303406
OG0003163	HELIO_09287	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	HELIO_09851	CAPO302879
OG0003165	HELIO_04786	CAPO302597
OG0003166	HELIO_09979	CAPO306562
OG0003169	HELIO_08500	CAPO302137
OG0003172	HELIO_04597	CAPO306984
OG0003174	HELIO_00264	CAPO306817
OG0003175	HELIO_11871	CAPO306274
OG0003176	HELIO_05807	CAPO307890
OG0003177	HELIO_06751	CAPO305441
OG0003178	HELIO_01460	CAPO303283
OG0003179	HELIO_10655	CAPO300801
OG0003184	HELIO_07973	CAPO303123
OG0003185	HELIO_04542	CAPO301951
OG0003187	HELIO_00272, HELIO_09827	CAPO303479
OG0003189	HELIO_12511	CAPO303157
OG0003190	HELIO_04199, HELIO_06545	CAPO303910
OG0003191	HELIO_09939	CAPO306279
OG0003192	HELIO_10231	CAPO301014
OG0003193	HELIO_03842	CAPO301211
OG0003194	HELIO_11474, HELIO_08051, HELIO_11630	CAPO301882
OG0003196	HELIO_01637	CAPO306231
OG0003198	HELIO_01556	CAPO304417
OG0003199	HELIO_10732	CAPO305890
OG0003200	HELIO_09839	CAPO301026
OG0003202	HELIO_00628	CAPO307016
OG0003203	HELIO_12411	CAPO305085
OG0003206	HELIO_08652	CAPO306250
OG0003207	HELIO_04788	CAPO301521
OG0003210	HELIO_01772	CAPO303247
OG0003211	HELIO_12582	CAPO307771
OG0003212	HELIO_01310	CAPO300076
OG0003214	HELIO_05250	CAPO305438
OG0003215	HELIO_01923	CAPO305646
OG0003217	HELIO_01441	CAPO304366
OG0003218	HELIO_02702	CAPO308113
OG0003219	HELIO_02834	CAPO306660
OG0003220	HELIO_12154	CAPO304799
OG0003221	HELIO_05558	CAPO300283
OG0003223	HELIO_00004	CAPO307650
OG0003225	HELIO_03805	CAPO303179
OG0003227	HELIO_09540	CAPO306597
OG0003228	HELIO_02794	CAPO305495
OG0003230	HELIO_01822	CAPO301507
OG0003231	HELIO_09943	CAPO301890
OG0003235	HELIO_02635	CAPO301047
OG0003238	HELIO_01572	CAPO305586
OG0003251	HELIO_02853	CAPO307251
OG0003252	HELIO_12715	CAPO305303
OG0003254	HELIO_02013	CAPO307938
OG0003255	HELIO_03313	CAPO301338
OG0003263	HELIO_06528	CAPO303458
OG0003264	HELIO_05957	CAPO306409
OG0003266	HELIO_11954	CAPO303168
OG0003267	HELIO_05451	CAPO300914
OG0003268	HELIO_11848	CAPO301821
OG0003269	HELIO_11705	CAPO304139
OG0003272	HELIO_09074	CAPO300665
OG0003278	HELIO_10318, HELIO_00656	CAPO306634
OG0003279	HELIO_09284	CAPO306251
OG0003282	HELIO_02896	CAPO305239
OG0003283	HELIO_04347	CAPO304400
OG0003284	HELIO_03635	CAPO302648
OG0003287	HELIO_02350	CAPO306546
OG0003288	HELIO_08221	CAPO307866
OG0003290	HELIO_11498	CAPO307662, CAPO300441
OG0003291	HELIO_02174	CAPO306657
OG0003293	HELIO_08360	CAPO300956
OG0003294	HELIO_09835	CAPO303988
OG0003296	HELIO_04825	CAPO301282
OG0003297	HELIO_06575	CAPO307941
OG0003298	HELIO_02188	CAPO306456
OG0003300	HELIO_08594, HELIO_10525	CAPO307904
OG0003302	HELIO_00429	CAPO303848
OG0003306	HELIO_02826	CAPO303291
OG0003309	HELIO_10103	CAPO301499
OG0003315	HELIO_10391, HELIO_06277	CAPO301649
OG0003316	HELIO_04955	CAPO300235
OG0003317	HELIO_04704, HELIO_06602	CAPO304285
OG0003318	HELIO_09114	CAPO302830
OG0003320	HELIO_07667	CAPO303640
OG0003323	HELIO_10464	CAPO304122
OG0003324	HELIO_08362	CAPO308312
OG0003325	HELIO_09071	CAPO300972, CAPO304961
OG0003326	HELIO_11660	CAPO308259
OG0003331	HELIO_02767	CAPO303947
OG0003332	HELIO_03785	CAPO307894
OG0003333	HELIO_06153	CAPO307836
OG0003334	HELIO_02733, HELIO_00316	CAPO305710
OG0003335	HELIO_09042	CAPO302255
OG0003340	HELIO_01544, HELIO_01545	CAPO305389
OG0003341	HELIO_12055	CAPO301683
OG0003345	HELIO_04658	CAPO302682
OG0003348	HELIO_06884	CAPO308059, CAPO308052
OG0003349	HELIO_12164	CAPO300780
OG0003353	HELIO_09911	CAPO304897
OG0003354	HELIO_00644	CAPO300396
OG0003355	HELIO_08886, HELIO_06119	CAPO308186
OG0003356	HELIO_03350	CAPO306224
OG0003357	HELIO_00345	CAPO307953
OG0003358	HELIO_01492	CAPO307281
OG0003359	HELIO_03690, HELIO_03689	CAPO303262, CAPO304527
OG0003360	HELIO_10234	CAPO301722
OG0003361	HELIO_12352	CAPO301802
OG0003362	HELIO_10225, HELIO_09367, HELIO_10226	CAPO306572
OG0003364	HELIO_10249	CAPO301569
OG0003365	HELIO_08582	CAPO301538
OG0003366	HELIO_04839	CAPO302011
OG0003368	HELIO_01416	CAPO307793
OG0003369	HELIO_06850	CAPO305084
OG0003370	HELIO_11000	CAPO302725
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	CAPO301869
OG0003374	HELIO_02124	CAPO305683
OG0003375	HELIO_02027	CAPO301633, CAPO305837
OG0003376	HELIO_11921	CAPO306560
OG0003377	HELIO_08558	CAPO301205
OG0003378	HELIO_09467	CAPO305510
OG0003379	HELIO_07891	CAPO301575
OG0003380	HELIO_08129	CAPO301115
OG0003382	HELIO_00905, HELIO_00906	CAPO302262
OG0003383	HELIO_12143	CAPO305778
OG0003384	HELIO_02989	CAPO306617
OG0003386	HELIO_02832	CAPO300917
OG0003388	HELIO_00223	CAPO302657, CAPO304459, CAPO302957
OG0003391	HELIO_12678	CAPO301846
OG0003392	HELIO_03752	CAPO304278
OG0003393	HELIO_03857	CAPO304102
OG0003419	HELIO_02457	CAPO301040
OG0003421	HELIO_01521	CAPO300028
OG0003422	HELIO_08753	CAPO300121
OG0003424	HELIO_12054	CAPO307323
OG0003425	HELIO_11455	CAPO304371
OG0003426	HELIO_05969	CAPO301532
OG0003429	HELIO_03900	CAPO307638
OG0003430	HELIO_07216	CAPO305848
OG0003431	HELIO_02627	CAPO308284
OG0003434	HELIO_08552	CAPO303572
OG0003435	HELIO_06428	CAPO300552
OG0003438	HELIO_10393, HELIO_07303	CAPO304548, CAPO305602, CAPO302554
OG0003443	HELIO_11420	CAPO306901, CAPO306924
OG0003447	HELIO_12555	CAPO304621, CAPO305856
