Orthogroup	HELIO_ok	XENTR
OG0003046	HELIO_07002, HELIO_12633	XENTR00458, XENTR06271
OG0003048	HELIO_01657	XENTR04971
OG0003049	HELIO_04451	XENTR12371
OG0003051	HELIO_05764, HELIO_08416	XENTR15589, XENTR08838
OG0003052	HELIO_08976	XENTR17582
OG0003053	HELIO_10692	XENTR14155
OG0003054	HELIO_04850	XENTR02710
OG0003055	HELIO_03528	XENTR00054, XENTR12225
OG0003057	HELIO_10235	XENTR06973, XENTR14619
OG0003058	HELIO_09680	XENTR07986, XENTR10890, XENTR02463
OG0003059	HELIO_08106	XENTR12777
OG0003060	HELIO_05995	XENTR06510, XENTR13247, XENTR16776
OG0003063	HELIO_05044	XENTR10800
OG0003064	HELIO_01395	XENTR18991
OG0003065	HELIO_03475	XENTR08230
OG0003066	HELIO_02851	XENTR17099, XENTR08960
OG0003072	HELIO_06085	XENTR02567, XENTR00734
OG0003073	HELIO_04819	XENTR04061
OG0003074	HELIO_04402	XENTR02964, XENTR07675
OG0003077	HELIO_08466	XENTR07311, XENTR05693, XENTR17699
OG0003078	HELIO_05417	XENTR09095, XENTR11706
OG0003079	HELIO_12034	XENTR14327, XENTR13284
OG0003084	HELIO_07579	XENTR11661, XENTR12082
OG0003086	HELIO_04584	XENTR14465
OG0003101	HELIO_07909	XENTR05478, XENTR07812, XENTR18234
OG0003104	HELIO_10296	XENTR06110, XENTR04678
OG0003105	HELIO_09603	XENTR04336
OG0003106	HELIO_01110	XENTR12128
OG0003107	HELIO_07326	XENTR10986
OG0003108	HELIO_02749	XENTR11504, XENTR11503
OG0003111	HELIO_06075	XENTR12220
OG0003114	HELIO_11712	XENTR18657, XENTR06619
OG0003115	HELIO_03185	XENTR01484, XENTR05078, XENTR17555
OG0003118	HELIO_06562	XENTR06207, XENTR15713
OG0003119	HELIO_00761	XENTR16252, XENTR18505
OG0003120	HELIO_07299	XENTR06695
OG0003121	HELIO_08859	XENTR11254
OG0003122	HELIO_06710	XENTR07201
OG0003123	HELIO_02552	XENTR00502
OG0003124	HELIO_08012	XENTR00783
OG0003125	HELIO_10746	XENTR09690
OG0003127	HELIO_04631	XENTR08996, XENTR08997
OG0003128	HELIO_06948	XENTR14159
OG0003130	HELIO_08736	XENTR04051
OG0003131	HELIO_00277	XENTR13920
OG0003133	HELIO_02835, HELIO_09007	XENTR00486
OG0003135	HELIO_09441	XENTR02084
OG0003136	HELIO_01694	XENTR12656, XENTR02424, XENTR05090
OG0003137	HELIO_04487	XENTR07279, XENTR05048
OG0003138	HELIO_07469	XENTR08591
OG0003140	HELIO_07640	XENTR00556, XENTR12115
OG0003141	HELIO_02200	XENTR16911
OG0003142	HELIO_02394	XENTR11445, XENTR11444
OG0003144	HELIO_08805, HELIO_03417	XENTR11410
OG0003145	HELIO_05596	XENTR04007
OG0003146	HELIO_05913	XENTR05117
OG0003147	HELIO_02388	XENTR09759
OG0003148	HELIO_09068	XENTR04123, XENTR10073
OG0003150	HELIO_04239	XENTR02043, XENTR08836
OG0003152	HELIO_05013	XENTR07384, XENTR12708
OG0003153	HELIO_01955	XENTR18452
OG0003154	HELIO_10327	XENTR00073
OG0003156	HELIO_09324, HELIO_09323	XENTR12843
OG0003157	HELIO_06700	XENTR16641
OG0003159	HELIO_08765	XENTR04322, XENTR04257
OG0003160	HELIO_04756	XENTR13384
OG0003161	HELIO_10835	XENTR09600
OG0003162	HELIO_02560	XENTR03824, XENTR08572
OG0003163	HELIO_09287	XENTR11544, XENTR05306
OG0003164	HELIO_09851	XENTR00718, XENTR05518
OG0003165	HELIO_04786	XENTR12396, XENTR12753
OG0003166	HELIO_09979	XENTR07083
OG0003167	HELIO_12275	XENTR18627, XENTR06313
OG0003168	HELIO_11978	XENTR03888, XENTR07332
OG0003169	HELIO_08500	XENTR00138
OG0003171	HELIO_08786	XENTR03950
OG0003172	HELIO_04597	XENTR14668
OG0003173	HELIO_11473	XENTR14158, XENTR06342
OG0003174	HELIO_00264	XENTR07544, XENTR18836
OG0003175	HELIO_11871	XENTR01126, XENTR01743, XENTR01744
OG0003176	HELIO_05807	XENTR00495
OG0003177	HELIO_06751	XENTR12635
OG0003178	HELIO_01460	XENTR11667, XENTR09042
OG0003179	HELIO_10655	XENTR11724
OG0003183	HELIO_01228	XENTR03790, XENTR17483, XENTR15104
OG0003185	HELIO_04542	XENTR17498, XENTR15967
OG0003187	HELIO_00272	XENTR16789
OG0003188	HELIO_07819	XENTR05320, XENTR02763
OG0003189	HELIO_12511	XENTR15950
OG0003190	HELIO_04199, HELIO_06545	XENTR05661
OG0003191	HELIO_09939	XENTR05225
OG0003192	HELIO_10231	XENTR08220
OG0003193	HELIO_03842	XENTR09215
OG0003195	HELIO_05599	XENTR17698
OG0003196	HELIO_01637	XENTR16724
OG0003197	HELIO_12323	XENTR08587
OG0003198	HELIO_01556	XENTR08036
OG0003199	HELIO_10732	XENTR13157
OG0003201	HELIO_10741	XENTR08359
OG0003202	HELIO_00628	XENTR06728
OG0003203	HELIO_12411	XENTR15103
OG0003204	HELIO_09427	XENTR15170, XENTR10528
OG0003206	HELIO_08652	XENTR01762
OG0003207	HELIO_04788	XENTR17115, XENTR02861
OG0003210	HELIO_01772	XENTR07740, XENTR03933
OG0003211	HELIO_12582	XENTR01345
OG0003212	HELIO_01310	XENTR07956, XENTR01342
OG0003213	HELIO_11031	XENTR15721
OG0003214	HELIO_05250	XENTR06201
OG0003215	HELIO_01923	XENTR07497, XENTR09047
OG0003217	HELIO_01441	XENTR05031, XENTR04303
OG0003218	HELIO_02702	XENTR12593
OG0003219	HELIO_02834	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	HELIO_12154	XENTR11144, XENTR12866
OG0003221	HELIO_05558	XENTR02159, XENTR04079
OG0003222	HELIO_04495	XENTR15911, XENTR10214, XENTR13202
OG0003223	HELIO_00004	XENTR06905
OG0003225	HELIO_03805	XENTR02604
OG0003226	HELIO_03198	XENTR18053
OG0003227	HELIO_09540	XENTR01422
OG0003228	HELIO_02794	XENTR13523
OG0003229	HELIO_12333	XENTR16185, XENTR10298
OG0003230	HELIO_01822	XENTR10511, XENTR10510
OG0003235	HELIO_02635	XENTR17209
OG0003236	HELIO_03810	XENTR08328, XENTR13718
OG0003238	HELIO_01572	XENTR13238
OG0003239	HELIO_12569	XENTR00722
OG0003250	HELIO_06454	XENTR15630, XENTR17841
OG0003251	HELIO_02853	XENTR09756
OG0003252	HELIO_12715	XENTR09598, XENTR09597
OG0003253	HELIO_01269, HELIO_01268	XENTR18870, XENTR10063
OG0003254	HELIO_02013	XENTR15784
OG0003258	HELIO_01814	XENTR09647
OG0003260	HELIO_09298	XENTR11550, XENTR09192
OG0003261	HELIO_09008	XENTR03202
OG0003262	HELIO_09738	XENTR06319, XENTR04546
OG0003263	HELIO_06528	XENTR11183
OG0003264	HELIO_05957	XENTR02125, XENTR05760
OG0003265	HELIO_05075	XENTR04827, XENTR00765
OG0003266	HELIO_11954	XENTR12815, XENTR10446
OG0003267	HELIO_05451	XENTR06701
OG0003268	HELIO_11848	XENTR11858
OG0003269	HELIO_11705	XENTR00981
OG0003270	HELIO_04333	XENTR01357
OG0003272	HELIO_09074	XENTR11923, XENTR13832
OG0003275	HELIO_12630	XENTR18433, XENTR02465
OG0003278	HELIO_10318	XENTR12702
OG0003279	HELIO_09284	XENTR06409, XENTR03464
OG0003280	HELIO_09348	XENTR14496
OG0003282	HELIO_02896	XENTR08973
OG0003283	HELIO_04347	XENTR02862
OG0003284	HELIO_03635	XENTR09408, XENTR09407
OG0003286	HELIO_05866	XENTR00938
OG0003287	HELIO_02350	XENTR07598
OG0003288	HELIO_08221	XENTR00671
OG0003289	HELIO_01128	XENTR14484, XENTR00516, XENTR00515
OG0003290	HELIO_11498	XENTR07784
OG0003293	HELIO_08360	XENTR05206
OG0003294	HELIO_09835	XENTR05508
OG0003295	HELIO_04382	XENTR13148
OG0003296	HELIO_04825	XENTR00824
OG0003297	HELIO_06575	XENTR07372
OG0003298	HELIO_02188	XENTR15553
OG0003299	HELIO_09593	XENTR12358
OG0003302	HELIO_00429	XENTR02111
OG0003304	HELIO_10378	XENTR08010, XENTR06925
OG0003306	HELIO_02826	XENTR07978
OG0003307	HELIO_09634	XENTR16158
OG0003311	HELIO_05785	XENTR11582, XENTR06308
OG0003314	HELIO_06199	XENTR05197, XENTR05257, XENTR05501
OG0003315	HELIO_06277	XENTR05114
OG0003316	HELIO_04955	XENTR08584
OG0003317	HELIO_04704, HELIO_06602	XENTR09784
OG0003318	HELIO_09114	XENTR17690, XENTR06814
OG0003319	HELIO_09121	XENTR16866, XENTR04625
OG0003320	HELIO_07667	XENTR02217
OG0003321	HELIO_08818	XENTR02507, XENTR05135, XENTR05136, XENTR05137
OG0003324	HELIO_08362	XENTR05271, XENTR05270
OG0003325	HELIO_09071	XENTR14438
OG0003326	HELIO_11660	XENTR10496, XENTR05739
OG0003327	HELIO_12534	XENTR17104, XENTR13251
OG0003329	HELIO_02507	XENTR05841
OG0003330	HELIO_07578, HELIO_05577	XENTR05319
OG0003331	HELIO_02767	XENTR04048
OG0003332	HELIO_03785	XENTR17058, XENTR17059
OG0003333	HELIO_06153	XENTR16496, XENTR16497
OG0003335	HELIO_09042	XENTR09006
OG0003336	HELIO_03867	XENTR04249, XENTR10459, XENTR04672
OG0003337	HELIO_01038	XENTR12026
OG0003340	HELIO_01545	XENTR05753, XENTR04075
OG0003341	HELIO_12055	XENTR12776
OG0003343	HELIO_10253	XENTR10202
OG0003344	HELIO_01718	XENTR06071, XENTR06072, XENTR06070
OG0003347	HELIO_07786	XENTR05381
OG0003348	HELIO_06884	XENTR12378, XENTR08608
OG0003349	HELIO_12164	XENTR05563, XENTR07550
OG0003350	HELIO_03656	XENTR14406, XENTR06191
OG0003352	HELIO_01595	XENTR08399, XENTR03180
OG0003353	HELIO_09911	XENTR00740
OG0003354	HELIO_00644	XENTR14729
OG0003355	HELIO_08886, HELIO_06119	XENTR08296, XENTR14300
OG0003356	HELIO_03350	XENTR01788, XENTR19056
OG0003359	HELIO_03690	XENTR15397
OG0003360	HELIO_10234	XENTR03049, XENTR03048
OG0003361	HELIO_12352	XENTR13092
OG0003362	HELIO_10225, HELIO_09367	XENTR04367
OG0003364	HELIO_10249	XENTR14029, XENTR16714
OG0003365	HELIO_08582	XENTR02850, XENTR01233
OG0003366	HELIO_04839	XENTR04144
OG0003367	HELIO_04573	XENTR19276
OG0003368	HELIO_01416	XENTR08859
OG0003369	HELIO_06850	XENTR02694, XENTR17149
OG0003372	HELIO_02230	XENTR00441
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	XENTR14268
OG0003374	HELIO_02124	XENTR00231, XENTR13931
OG0003375	HELIO_02027	XENTR18878, XENTR00570
OG0003376	HELIO_11921	XENTR08868
OG0003377	HELIO_08558	XENTR09874
OG0003378	HELIO_09467	XENTR16000
OG0003379	HELIO_07891	XENTR05021
OG0003380	HELIO_08129	XENTR00830
OG0003381	HELIO_01980	XENTR16745, XENTR08704
OG0003382	HELIO_00905, HELIO_00906	XENTR06748
OG0003383	HELIO_12143	XENTR17067, XENTR06946, XENTR06945
OG0003384	HELIO_02989	XENTR01965
OG0003385	HELIO_09926	XENTR03792
OG0003386	HELIO_02832	XENTR15284
OG0003387	HELIO_01155	XENTR16576, XENTR16577
OG0003388	HELIO_00223	XENTR06699
OG0003389	HELIO_00233	XENTR04470
OG0003391	HELIO_12678	XENTR13531
OG0003392	HELIO_03752	XENTR09804, XENTR00995, XENTR07310
OG0003393	HELIO_03857	XENTR04439
OG0003396	HELIO_09211	XENTR16644
OG0003419	HELIO_02457	XENTR16940
OG0003420	HELIO_10401	XENTR12609
OG0003421	HELIO_01521	XENTR04887
OG0003422	HELIO_08753	XENTR08946, XENTR08947
OG0003424	HELIO_12054	XENTR01798
OG0003425	HELIO_11455	XENTR08256
OG0003426	HELIO_05969	XENTR14116
OG0003429	HELIO_03900	XENTR12279
OG0003430	HELIO_07216	XENTR15234
OG0003431	HELIO_02627	XENTR08565, XENTR08564, XENTR09172
OG0003432	HELIO_06375	XENTR12177
OG0003433	HELIO_11340	XENTR13812
OG0003434	HELIO_08552	XENTR01877
OG0003439	HELIO_01786	XENTR17504, XENTR10921, XENTR10920
OG0003440	HELIO_07388	XENTR02723, XENTR02722
OG0003441	HELIO_00883	XENTR00766, XENTR04826
OG0003442	HELIO_06696	XENTR06416, XENTR16044, XENTR02332
OG0003443	HELIO_11420	XENTR07991, XENTR13306
OG0003445	HELIO_11640	XENTR07728
OG0003447	HELIO_12555	XENTR05985
OG0003448	HELIO_06243	XENTR05059
OG0003449	HELIO_09169	XENTR04620
OG0003450	HELIO_01298	XENTR11136
OG0003451	HELIO_02050, HELIO_02049	XENTR03958
OG0003453	HELIO_00524	XENTR12517
OG0003454	HELIO_07210	XENTR06943, XENTR12431
OG0003455	HELIO_04761	XENTR18377
OG0003456	HELIO_11022	XENTR10526
OG0003457	HELIO_03135	XENTR04624, XENTR08027
OG0003458	HELIO_01103	XENTR11788
OG0003459	HELIO_07845	XENTR01653
OG0003460	HELIO_03777	XENTR05095
OG0003461	HELIO_00074	XENTR15751
OG0003462	HELIO_10720	XENTR16197
OG0003463	HELIO_02234	XENTR11861
OG0003464	HELIO_08682, HELIO_08683	XENTR00966
OG0003465	HELIO_11762	XENTR06176
OG0003466	HELIO_07353, HELIO_00851	XENTR11842, XENTR10915
OG0003467	HELIO_09149	XENTR17927
OG0003468	HELIO_03925, HELIO_03353	XENTR02404
OG0003469	HELIO_09305	XENTR12948
OG0003470	HELIO_08926	XENTR05074
OG0003471	HELIO_08909	XENTR06561
OG0003472	HELIO_03492	XENTR13142
OG0003473	HELIO_10680	XENTR00629, XENTR14470
OG0003474	HELIO_09641	XENTR05119, XENTR13688
OG0003475	HELIO_09101, HELIO_09102	XENTR16240
OG0003476	HELIO_03292	XENTR00760
OG0003477	HELIO_08724	XENTR08073
OG0003478	HELIO_07187	XENTR12098
OG0003479	HELIO_04296	XENTR02579, XENTR16286, XENTR11231
OG0003480	HELIO_09170	XENTR09961, XENTR17800
OG0003481	HELIO_01052	XENTR05415
OG0003482	HELIO_11806	XENTR09273, XENTR18489
OG0003483	HELIO_09297	XENTR07509
OG0003485	HELIO_01317, HELIO_05627	XENTR10111
OG0003487	HELIO_01481	XENTR18643
OG0003488	HELIO_03650	XENTR06590
OG0003489	HELIO_11702	XENTR05327, XENTR05749
OG0003490	HELIO_09531	XENTR10771
OG0003491	HELIO_12169	XENTR03228, XENTR07233
OG0003492	HELIO_04826	XENTR01960, XENTR06706
OG0003493	HELIO_09058	XENTR00341
OG0003495	HELIO_09765	XENTR04647
OG0003497	HELIO_01513	XENTR06024, XENTR18982
OG0003498	HELIO_09734	XENTR03494
OG0003499	HELIO_04566, HELIO_04195	XENTR09564
OG0003500	HELIO_10237	XENTR14238, XENTR02385
OG0003501	HELIO_00872	XENTR10636
OG0003502	HELIO_11773	XENTR06321
OG0003503	HELIO_07145	XENTR13845
OG0003505	HELIO_03524	XENTR00482
OG0003506	HELIO_08087	XENTR11659, XENTR05517
OG0003507	HELIO_09678	XENTR10640, XENTR00027
OG0003508	HELIO_02722	XENTR17069
OG0003509	HELIO_11968	XENTR18947
OG0003510	HELIO_01753	XENTR02162, XENTR10219
OG0003511	HELIO_09304	XENTR05842
OG0003512	HELIO_03822	XENTR01185
OG0003513	HELIO_06774	XENTR16163, XENTR15086
OG0003514	HELIO_08202	XENTR07062, XENTR05972
OG0003515	HELIO_01150	XENTR10827, XENTR01032
OG0003516	HELIO_02977	XENTR16307
OG0003517	HELIO_00750	XENTR17629, XENTR11506
OG0003518	HELIO_01357	XENTR08349
OG0003519	HELIO_05466	XENTR16950
OG0003520	HELIO_02766, HELIO_06238, HELIO_06922	XENTR02410
OG0003521	HELIO_05214	XENTR17130
OG0003522	HELIO_08738	XENTR04224
OG0003523	HELIO_02927	XENTR06238
OG0003525	HELIO_08996, HELIO_04858	XENTR04572
OG0003526	HELIO_09793	XENTR07495, XENTR09052
OG0003528	HELIO_06120	XENTR10782
OG0003529	HELIO_09756	XENTR04193, XENTR18482
OG0003530	HELIO_11962	XENTR08393
OG0003531	HELIO_05168	XENTR02395, XENTR17644
OG0003532	HELIO_02994	XENTR10579
OG0003533	HELIO_04997	XENTR06013
OG0003534	HELIO_09244	XENTR09091, XENTR03027
OG0003535	HELIO_02930	XENTR02215, XENTR09303
OG0003536	HELIO_03615	XENTR04485, XENTR12968, XENTR16655
OG0003538	HELIO_07947	XENTR16304
OG0003539	HELIO_06853	XENTR17518
OG0003541	HELIO_02897	XENTR10222
OG0003543	HELIO_01891	XENTR00214
OG0003544	HELIO_03400	XENTR13004, XENTR07985
OG0003545	HELIO_05328	XENTR01366, XENTR13128
OG0003546	HELIO_08740	XENTR06379, XENTR00109
OG0003547	HELIO_11264	XENTR05429, XENTR12061
OG0003548	HELIO_03258	XENTR15263
OG0003549	HELIO_01543	XENTR16034, XENTR03980
OG0003550	HELIO_10135	XENTR11802, XENTR05398
OG0003551	HELIO_11131	XENTR04301
OG0003552	HELIO_01828	XENTR01989
OG0003553	HELIO_05191	XENTR06457
OG0003554	HELIO_04654	XENTR12448
OG0003555	HELIO_03076	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003558	HELIO_09026	XENTR09307, XENTR11536
OG0003560	HELIO_02403	XENTR06670
OG0003561	HELIO_03510	XENTR09143, XENTR09144, XENTR15956
OG0003562	HELIO_07501	XENTR13770
OG0003563	HELIO_02254	XENTR00974
OG0003564	HELIO_08585	XENTR01915, XENTR08979
OG0003565	HELIO_07480	XENTR01961
OG0003566	HELIO_03423	XENTR08703
OG0003567	HELIO_02904	XENTR12992
OG0003568	HELIO_09743, HELIO_09744	XENTR01200
OG0003569	HELIO_07355	XENTR00379, XENTR02589, XENTR02786
OG0003570	HELIO_06559	XENTR15222
OG0003571	HELIO_02351	XENTR05133, XENTR16524
OG0003572	HELIO_00742	XENTR12331, XENTR07627
OG0003573	HELIO_09111	XENTR18024
OG0003576	HELIO_12690	XENTR04491, XENTR04492, XENTR02968, XENTR03721
OG0003577	HELIO_10105	XENTR15366
OG0003578	HELIO_08279, HELIO_08278	XENTR14689, XENTR00880
OG0003579	HELIO_05944	XENTR01923, XENTR05581, XENTR05580
OG0003581	HELIO_09020	XENTR18268
OG0003582	HELIO_04947	XENTR13303
OG0003597	HELIO_02664	XENTR18049
OG0003598	HELIO_10451	XENTR12005
OG0003601	HELIO_07255	XENTR05348, XENTR05349
OG0003603	HELIO_04475	XENTR07586
OG0003604	HELIO_00754	XENTR09462, XENTR01204
OG0003608	HELIO_09737	XENTR09171
OG0003610	HELIO_12163	XENTR18364
OG0003611	HELIO_01894	XENTR13792
OG0003613	HELIO_01893	XENTR07063, XENTR18350
OG0003615	HELIO_01584	XENTR11541
OG0003617	HELIO_03494	XENTR18835
OG0003619	HELIO_07057	XENTR14382
OG0003620	HELIO_09212	XENTR11610
OG0003621	HELIO_07026	XENTR08477, XENTR08478
OG0003622	HELIO_11126	XENTR00588
OG0003626	HELIO_07783	XENTR09204
OG0003627	HELIO_01019	XENTR03252
OG0003628	HELIO_05594	XENTR05281
OG0003630	HELIO_01750	XENTR17948
OG0003631	HELIO_10254	XENTR01597
OG0003635	HELIO_08551	XENTR09260
OG0003636	HELIO_11667	XENTR14237
OG0003638	HELIO_00190	XENTR03036
OG0003639	HELIO_03103	XENTR09450
OG0003640	HELIO_10891	XENTR07366, XENTR07389, XENTR15717
OG0003641	HELIO_07553	XENTR07679
OG0003642	HELIO_02432	XENTR10056, XENTR06735
OG0003644	HELIO_02002	XENTR17108
OG0003645	HELIO_02632	XENTR03915, XENTR07317
OG0003646	HELIO_10542	XENTR17031, XENTR17030
OG0003647	HELIO_08435	XENTR05840
OG0003648	HELIO_08542	XENTR11369
OG0003649	HELIO_09186	XENTR11535
OG0003650	HELIO_02717, HELIO_11983, HELIO_06323	XENTR18719
OG0003651	HELIO_01012	XENTR07797
OG0003652	HELIO_05306	XENTR05790, XENTR01212
OG0003653	HELIO_00722	XENTR00241, XENTR07273, XENTR15919
OG0003654	HELIO_11410	XENTR14703
OG0003655	HELIO_12535	XENTR16032, XENTR04379
OG0003656	HELIO_01092	XENTR08122, XENTR09683
OG0003657	HELIO_09755	XENTR07176
OG0003658	HELIO_10115	XENTR03326
OG0003659	HELIO_01564	XENTR06944
OG0003660	HELIO_06666	XENTR09436
OG0003662	HELIO_12127	XENTR13147, XENTR18370
OG0003663	HELIO_00775	XENTR12741, XENTR07298
OG0003664	HELIO_10185	XENTR01685
OG0003665	HELIO_10497, HELIO_07311	XENTR03871
OG0003668	HELIO_12712	XENTR02672
OG0003669	HELIO_09100	XENTR08683
OG0003671	HELIO_01352	XENTR13386, XENTR15446
OG0003672	HELIO_03464	XENTR07314
OG0003675	HELIO_07191	XENTR14931
OG0003676	HELIO_07728	XENTR01874
OG0003677	HELIO_12600	XENTR08610, XENTR17285, XENTR15109
OG0003678	HELIO_06802	XENTR00079, XENTR17514
OG0003679	HELIO_01849	XENTR18397, XENTR12379
OG0003680	HELIO_06689	XENTR05231
OG0003681	HELIO_01500	XENTR16296, XENTR16295, XENTR04463
OG0003682	HELIO_01433	XENTR13445
OG0003684	HELIO_08776	XENTR04969
OG0003685	HELIO_09044	XENTR08131
OG0003686	HELIO_08163	XENTR05887
OG0003687	HELIO_06361	XENTR05213, XENTR00134
OG0003688	HELIO_05020	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	HELIO_02422	XENTR14093, XENTR05380
OG0003690	HELIO_12684	XENTR02409
OG0003691	HELIO_02530, HELIO_02531, HELIO_04964	XENTR14452
OG0003692	HELIO_09987	XENTR01955
OG0003693	HELIO_12474	XENTR10718, XENTR18258
OG0003694	HELIO_05422	XENTR17179
OG0003695	HELIO_02593	XENTR07743, XENTR03931
OG0003696	HELIO_11257	XENTR02869
OG0003697	HELIO_12071	XENTR07379
OG0003698	HELIO_09605	XENTR09545, XENTR01970
OG0003700	HELIO_11457	XENTR15169, XENTR07388
OG0003702	HELIO_12767	XENTR18826, XENTR08512
OG0003703	HELIO_02888	XENTR16337, XENTR12841
OG0003705	HELIO_09455	XENTR12388
OG0003706	HELIO_11708	XENTR15599
OG0003707	HELIO_10348	XENTR17466, XENTR01423
OG0003709	HELIO_00709, HELIO_04113	XENTR16313
OG0003710	HELIO_06500	XENTR06304
OG0003711	HELIO_12137	XENTR14138
OG0003712	HELIO_03886, HELIO_08547	XENTR01274, XENTR12990
OG0003713	HELIO_10395	XENTR03924
OG0003716	HELIO_05664, HELIO_06645	XENTR10549
OG0003717	HELIO_05515	XENTR08367
OG0003720	HELIO_08336	XENTR01280, XENTR11759
OG0003721	HELIO_10032, HELIO_03702	XENTR09504
OG0003722	HELIO_03347	XENTR13252, XENTR06780
OG0003724	HELIO_10508	XENTR10087
OG0003725	HELIO_02882	XENTR00052, XENTR12224, XENTR12471
OG0003727	HELIO_02912	XENTR08237
OG0003729	HELIO_11354	XENTR03157
OG0003730	HELIO_08006	XENTR02013
OG0003731	HELIO_04511, HELIO_05539	XENTR04923
OG0003733	HELIO_03136	XENTR04294
OG0003734	HELIO_06093	XENTR16422
OG0003735	HELIO_01294	XENTR05792
OG0003736	HELIO_03063	XENTR09558
OG0003737	HELIO_10888	XENTR06182, XENTR09163
OG0003738	HELIO_10176	XENTR17869
OG0003739	HELIO_08892	XENTR15714
OG0003740	HELIO_05574	XENTR15199
OG0003741	HELIO_02790	XENTR17057
OG0003742	HELIO_08883	XENTR03179, XENTR03778
OG0003743	HELIO_02787	XENTR12518
OG0003744	HELIO_04674	XENTR06835, XENTR16465
OG0003745	HELIO_09559	XENTR00802
OG0003746	HELIO_00144	XENTR04180, XENTR06934, XENTR16848
OG0003747	HELIO_06022	XENTR05018
OG0003749	HELIO_02988	XENTR16748
OG0003750	HELIO_02076	XENTR02453
OG0003751	HELIO_08716	XENTR09919, XENTR09920
OG0003752	HELIO_08739	XENTR05303
OG0003753	HELIO_02945	XENTR13127
OG0003754	HELIO_09263	XENTR10153, XENTR11505
OG0003755	HELIO_08454	XENTR04060
OG0003757	HELIO_08330	XENTR15569, XENTR19000
OG0003758	HELIO_04986	XENTR10842, XENTR07110
OG0003759	HELIO_08276	XENTR16557, XENTR14606
OG0003760	HELIO_10329	XENTR04510, XENTR16728
OG0003761	HELIO_09527	XENTR05309, XENTR05308, XENTR07160
OG0003762	HELIO_00794	XENTR07403
OG0003763	HELIO_02371, HELIO_07298	XENTR17599
OG0003764	HELIO_10540	XENTR10248
OG0003768	HELIO_12290, HELIO_05875, HELIO_09493	XENTR08962
OG0003769	HELIO_09666	XENTR12425
OG0003770	HELIO_06598	XENTR14731
OG0003771	HELIO_09996	XENTR13739, XENTR03911
OG0003772	HELIO_11304	XENTR05943
OG0003773	HELIO_11994	XENTR01780, XENTR13130
OG0003776	HELIO_02001	XENTR07141
OG0003777	HELIO_01826	XENTR01073, XENTR12435
OG0003778	HELIO_12734	XENTR10711
OG0003779	HELIO_09039	XENTR17121
OG0003780	HELIO_05552	XENTR09649, XENTR09270, XENTR06188
OG0003794	HELIO_01699	XENTR06585, XENTR05055
OG0003795	HELIO_00713	XENTR19254
OG0003798	HELIO_10316	XENTR01114, XENTR07104
OG0003803	HELIO_02425	XENTR01279
OG0003806	HELIO_00384	XENTR07356
OG0003807	HELIO_07147	XENTR01368, XENTR01369, XENTR01367
OG0003808	HELIO_04304	XENTR13676
OG0003809	HELIO_07339	XENTR08847, XENTR04264
OG0003810	HELIO_06395	XENTR00906, XENTR07521, XENTR07515
OG0003811	HELIO_07404	XENTR05500
OG0003813	HELIO_02391	XENTR10561, XENTR06474
OG0003816	HELIO_04161, HELIO_05586	XENTR07578
OG0003818	HELIO_04533	XENTR08826
OG0003820	HELIO_12732, HELIO_12713	XENTR15816, XENTR15817
OG0003821	HELIO_04733	XENTR02570, XENTR07045
OG0003823	HELIO_12718	XENTR12892
OG0003824	HELIO_02077	XENTR02218
OG0003825	HELIO_12444	XENTR01217
OG0003826	HELIO_02592	XENTR01516
OG0003827	HELIO_10529	XENTR11304, XENTR18626
OG0003828	HELIO_03989	XENTR14525
OG0003829	HELIO_04115	XENTR04012
OG0003830	HELIO_07812	XENTR18560, XENTR14254
OG0003831	HELIO_00414	XENTR03490
OG0003832	HELIO_04229	XENTR00382, XENTR01228, XENTR01229
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	XENTR15540
OG0003834	HELIO_10627	XENTR04978, XENTR18533
OG0003835	HELIO_00960	XENTR12732, XENTR12733
OG0003836	HELIO_02274	XENTR11782, XENTR15896
OG0003837	HELIO_01037	XENTR02506
OG0003838	HELIO_09299	XENTR00914, XENTR03476
OG0003839	HELIO_00548	XENTR13884
OG0003840	HELIO_07119	XENTR12159
OG0003841	HELIO_08429	XENTR12939
OG0003842	HELIO_06073	XENTR06616
OG0003843	HELIO_09017	XENTR12778, XENTR12779
OG0003844	HELIO_00051	XENTR07150
OG0003845	HELIO_09710	XENTR04055
OG0003846	HELIO_07722	XENTR11317
OG0003848	HELIO_02520	XENTR09160
OG0003850	HELIO_01423	XENTR05454
OG0003851	HELIO_06451	XENTR02901
OG0003852	HELIO_11600	XENTR01443, XENTR00580
OG0003853	HELIO_12441	XENTR16563
OG0003854	HELIO_03527	XENTR09846, XENTR03116
OG0003855	HELIO_07181	XENTR18199
OG0003856	HELIO_05722	XENTR05612
OG0003857	HELIO_12190	XENTR10397
OG0003859	HELIO_02262	XENTR18118
OG0003861	HELIO_09460	XENTR12844
OG0003862	HELIO_04377	XENTR03149
