Orthogroup	HELIO_ok	LYTVA_ok
OG0004232	HELIO_08424	LYTVA_16476
OG0004234	HELIO_07633	LYTVA_17567
OG0004235	HELIO_06406	LYTVA_20276
OG0004236	HELIO_09356	LYTVA_29541
OG0004238	HELIO_12309	LYTVA_24752
OG0004239	HELIO_10562	LYTVA_15516, LYTVA_12963
OG0004240	HELIO_07818	LYTVA_26856
OG0004242	HELIO_01220	LYTVA_22292
OG0004243	HELIO_08298	LYTVA_09481
OG0004244	HELIO_02306	LYTVA_01667
OG0004245	HELIO_07870	LYTVA_24279, LYTVA_26637, LYTVA_24281
OG0004246	HELIO_10928	LYTVA_29403, LYTVA_27509
OG0004247	HELIO_02696	LYTVA_14365
OG0004248	HELIO_05247	LYTVA_23168
OG0004249	HELIO_00455, HELIO_00454	LYTVA_11290
OG0004251	HELIO_09481	LYTVA_08695, LYTVA_17055
OG0004254	HELIO_03429	LYTVA_15962
OG0004255	HELIO_06018	LYTVA_12403
OG0004257	HELIO_08894, HELIO_08895	LYTVA_15930
OG0004258	HELIO_08732	LYTVA_05034
OG0004259	HELIO_07775	LYTVA_21802
OG0004260	HELIO_03739	LYTVA_22612
OG0004261	HELIO_00002	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721
OG0004262	HELIO_03447	LYTVA_18711
OG0004263	HELIO_12287	LYTVA_29357, LYTVA_12199
OG0004264	HELIO_02131	LYTVA_24355
OG0004265	HELIO_09429	LYTVA_15750, LYTVA_15746
OG0004266	HELIO_03550	LYTVA_10169
OG0004267	HELIO_11484	LYTVA_21270
OG0004269	HELIO_06762	LYTVA_28413
OG0004270	HELIO_06659	LYTVA_25924
OG0004271	HELIO_12035	LYTVA_28380
OG0004272	HELIO_09365	LYTVA_26397
OG0004273	HELIO_01145	LYTVA_03846
OG0004274	HELIO_10268	LYTVA_00343
OG0004275	HELIO_12661	LYTVA_25889
OG0004276	HELIO_03812	LYTVA_20924, LYTVA_25606
OG0004277	HELIO_06678	LYTVA_14258, LYTVA_28062
OG0004278	HELIO_12691	LYTVA_19997
OG0004279	HELIO_08783	LYTVA_03505, LYTVA_11401
OG0004280	HELIO_01147	LYTVA_00315, LYTVA_29508
OG0004281	HELIO_09492	LYTVA_15973
OG0004281	HELIO_10274	LYTVA_06895
OG0004282	HELIO_05309	LYTVA_16737
OG0004283	HELIO_02459	LYTVA_10414
OG0004284	HELIO_08102	LYTVA_21849, LYTVA_03684
OG0004285	HELIO_09389	LYTVA_14336
OG0004287	HELIO_08219	LYTVA_30135
OG0004288	HELIO_02021	LYTVA_10116
OG0004289	HELIO_05881	LYTVA_15304, LYTVA_08621
OG0004290	HELIO_02511	LYTVA_08795
OG0004291	HELIO_06310	LYTVA_26380
OG0004292	HELIO_01648	LYTVA_29633
OG0004295	HELIO_07746	LYTVA_10836
OG0004296	HELIO_11270	LYTVA_05826
OG0004298	HELIO_12397	LYTVA_21985
OG0004299	HELIO_07815	LYTVA_10418, LYTVA_24447
OG0004301	HELIO_02301	LYTVA_17218
OG0004302	HELIO_11348	LYTVA_27877
OG0004303	HELIO_05977	LYTVA_05571
OG0004304	HELIO_10121	LYTVA_08021
OG0004305	HELIO_02999	LYTVA_07884
OG0004306	HELIO_01476	LYTVA_04812
OG0004307	HELIO_06021	LYTVA_23176
OG0004308	HELIO_02621	LYTVA_27577, LYTVA_15253
OG0004309	HELIO_02544	LYTVA_20861
OG0004310	HELIO_05755	LYTVA_21824
OG0004311	HELIO_02558	LYTVA_29214, LYTVA_29213
OG0004312	HELIO_09858	LYTVA_13567, LYTVA_05872
OG0004313	HELIO_11032	LYTVA_04902
OG0004314	HELIO_11288	LYTVA_09224
OG0004315	HELIO_06706, HELIO_01279	LYTVA_14423
OG0004316	HELIO_08782	LYTVA_04481
OG0004317	HELIO_01651	LYTVA_23919
OG0004318	HELIO_04611, HELIO_04568	LYTVA_13097
OG0004319	HELIO_02747	LYTVA_09566
OG0004320	HELIO_02657	LYTVA_02018
OG0004321	HELIO_05529	LYTVA_13173
OG0004322	HELIO_03250, HELIO_03251	LYTVA_23319
OG0004323	HELIO_07772	LYTVA_25817
OG0004324	HELIO_06380	LYTVA_01961
OG0004325	HELIO_12742	LYTVA_15912
OG0004327	HELIO_00022	LYTVA_13718
OG0004328	HELIO_03031	LYTVA_05322
OG0004329	HELIO_08973	LYTVA_10469
OG0004331	HELIO_04862	LYTVA_21103
OG0004333	HELIO_03394	LYTVA_21119
OG0004334	HELIO_04407	LYTVA_23900
OG0004335	HELIO_10063	LYTVA_05831
OG0004336	HELIO_08099	LYTVA_10552
OG0004338	HELIO_02735	LYTVA_14064
OG0004339	HELIO_09382	LYTVA_20730
OG0004341	HELIO_02346	LYTVA_13644
OG0004342	HELIO_05788	LYTVA_03045, LYTVA_22651
OG0004343	HELIO_09479	LYTVA_10492
OG0004345	HELIO_11483	LYTVA_15243
OG0004346	HELIO_04653	LYTVA_24745
OG0004346	HELIO_04870	LYTVA_19377, LYTVA_10129
OG0004348	HELIO_02969	LYTVA_06128
OG0004349	HELIO_12177	LYTVA_06151
OG0004350	HELIO_09167	LYTVA_13333
OG0004351	HELIO_03402	LYTVA_20511
OG0004353	HELIO_05842	LYTVA_00606, LYTVA_13736
OG0004354	HELIO_08304	LYTVA_02005
OG0004355	HELIO_02311	LYTVA_19137
OG0004356	HELIO_08069	LYTVA_23236
OG0004357	HELIO_08001	LYTVA_09241
OG0004359	HELIO_12437	LYTVA_02266
OG0004360	HELIO_07589	LYTVA_09179, LYTVA_28719
OG0004361	HELIO_01540, HELIO_04775	LYTVA_20394
OG0004362	HELIO_04842	LYTVA_21740
OG0004363	HELIO_07648	LYTVA_24551
OG0004364	HELIO_04246	LYTVA_02485
OG0004365	HELIO_11208	LYTVA_05834
OG0004366	HELIO_12347	LYTVA_06643, LYTVA_27515
OG0004367	HELIO_11157	LYTVA_09396
OG0004368	HELIO_10695	LYTVA_06379
OG0004369	HELIO_12496	LYTVA_09883
OG0004370	HELIO_03960	LYTVA_30229
OG0004372	HELIO_06703, HELIO_07476	LYTVA_04302
OG0004373	HELIO_08887	LYTVA_12488
OG0004374	HELIO_04430	LYTVA_22107
OG0004375	HELIO_10600	LYTVA_14843
OG0004377	HELIO_08549	LYTVA_23335
OG0004378	HELIO_09047	LYTVA_15604
OG0004379	HELIO_02169	LYTVA_28643
OG0004381	HELIO_09818	LYTVA_18126
OG0004382	HELIO_05962	LYTVA_18561
OG0004383	HELIO_09050	LYTVA_01592
OG0004384	HELIO_07788	LYTVA_01455
OG0004385	HELIO_01485	LYTVA_17871
OG0004386	HELIO_07923	LYTVA_16054
OG0004387	HELIO_00300	LYTVA_14364
OG0004388	HELIO_09998	LYTVA_16559
OG0004389	HELIO_01623, HELIO_04466	LYTVA_29149
OG0004390	HELIO_11441, HELIO_02437	LYTVA_24758
OG0004391	HELIO_08588	LYTVA_09306, LYTVA_24715
OG0004393	HELIO_11585, HELIO_11584	LYTVA_06799
OG0004394	HELIO_11388	LYTVA_30193, LYTVA_14506
OG0004395	HELIO_08875	LYTVA_18598
OG0004396	HELIO_05800	LYTVA_05452
OG0004397	HELIO_02130	LYTVA_23126
OG0004398	HELIO_02807	LYTVA_05438
OG0004399	HELIO_04973	LYTVA_18756
OG0004400	HELIO_06143	LYTVA_11350
OG0004401	HELIO_00357	LYTVA_06522
OG0004402	HELIO_03883	LYTVA_05123
OG0004404	HELIO_00365	LYTVA_29981
OG0004405	HELIO_11201	LYTVA_16143
OG0004407	HELIO_06486	LYTVA_09960
OG0004409	HELIO_04938	LYTVA_18965
OG0004413	HELIO_03374	LYTVA_15678
OG0004414	HELIO_03088	LYTVA_05497, LYTVA_28298
OG0004415	HELIO_09325	LYTVA_28761
OG0004417	HELIO_12409	LYTVA_08260
OG0004418	HELIO_10340	LYTVA_16592
OG0004419	HELIO_10631	LYTVA_10302
OG0004420	HELIO_07109	LYTVA_28762, LYTVA_28354
OG0004421	HELIO_04689	LYTVA_21010
OG0004422	HELIO_01632	LYTVA_03079
OG0004423	HELIO_05314	LYTVA_27161
OG0004424	HELIO_04380	LYTVA_21963
OG0004457	HELIO_12044	LYTVA_01205
OG0004459	HELIO_06462	LYTVA_10441, LYTVA_04612
OG0004460	HELIO_11544	LYTVA_05295, LYTVA_29632
OG0004461	HELIO_08132	LYTVA_30117
OG0004462	HELIO_10916	LYTVA_20076
OG0004463	HELIO_11855	LYTVA_14183
OG0004465	HELIO_02805	LYTVA_25687, LYTVA_12969
OG0004467	HELIO_02292	LYTVA_29939
OG0004468	HELIO_01285	LYTVA_02592, LYTVA_18913
OG0004471	HELIO_05522	LYTVA_02607
OG0004472	HELIO_06484	LYTVA_08562
OG0004474	HELIO_12721	LYTVA_28353
OG0004476	HELIO_02731	LYTVA_16113
OG0004477	HELIO_02575	LYTVA_00888
OG0004478	HELIO_00101	LYTVA_08799
OG0004479	HELIO_09869	LYTVA_00476, LYTVA_04117, LYTVA_07724
OG0004480	HELIO_01943	LYTVA_24895
OG0004481	HELIO_11879	LYTVA_30175
OG0004482	HELIO_01201	LYTVA_11188
OG0004483	HELIO_00784	LYTVA_03457
OG0004485	HELIO_10753	LYTVA_17989
OG0004485	HELIO_10752	LYTVA_18629
OG0004486	HELIO_09931	LYTVA_17364
OG0004487	HELIO_11260	LYTVA_15851
OG0004490	HELIO_01426	LYTVA_28558
OG0004491	HELIO_12478	LYTVA_04310, LYTVA_24604
OG0004493	HELIO_02462	LYTVA_27458
OG0004494	HELIO_01937	LYTVA_00181
OG0004495	HELIO_05252	LYTVA_01540
OG0004496	HELIO_05528	LYTVA_14373
OG0004497	HELIO_02407	LYTVA_18009
OG0004498	HELIO_05086	LYTVA_12145, LYTVA_00159, LYTVA_28363
OG0004499	HELIO_06775	LYTVA_06920, LYTVA_10034
OG0004500	HELIO_00985	LYTVA_20358
OG0004503	HELIO_11512	LYTVA_09532, LYTVA_13945
OG0004505	HELIO_05492	LYTVA_20170
OG0004506	HELIO_06458	LYTVA_19692
OG0004507	HELIO_11682	LYTVA_06354, LYTVA_26743
OG0004509	HELIO_01830	LYTVA_02030, LYTVA_02021
OG0004509	HELIO_01547	LYTVA_16763
OG0004510	HELIO_01779	LYTVA_04427
OG0004512	HELIO_09740	LYTVA_20700
OG0004513	HELIO_06065	LYTVA_19138
OG0004514	HELIO_05298, HELIO_06872	LYTVA_16044
OG0004515	HELIO_07915	LYTVA_17033
OG0004516	HELIO_08851	LYTVA_27324
OG0004516	HELIO_08852	LYTVA_16585
OG0004518	HELIO_02464	LYTVA_14613, LYTVA_02025
OG0004519	HELIO_02070	LYTVA_25742
OG0004520	HELIO_02470	LYTVA_16032
OG0004521	HELIO_09242	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066
OG0004522	HELIO_11269	LYTVA_23507
OG0004524	HELIO_11653	LYTVA_04551
OG0004525	HELIO_11194	LYTVA_04264, LYTVA_18553
OG0004527	HELIO_00542	LYTVA_09964
OG0004528	HELIO_05441, HELIO_04705	LYTVA_28246
OG0004529	HELIO_04437	LYTVA_01959
OG0004530	HELIO_06657	LYTVA_11116, LYTVA_17848
OG0004531	HELIO_07234	LYTVA_04794
OG0004533	HELIO_08527	LYTVA_29598
OG0004534	HELIO_01164, HELIO_01163	LYTVA_21294
OG0004536	HELIO_05759, HELIO_04117	LYTVA_11025, LYTVA_21189
OG0004537	HELIO_11941	LYTVA_02634
OG0004538	HELIO_08825	LYTVA_26379
OG0004539	HELIO_10766	LYTVA_28625
OG0004540	HELIO_01984	LYTVA_07396
OG0004541	HELIO_11072	LYTVA_00634
OG0004541	HELIO_07529	LYTVA_17093
OG0004541	HELIO_10987	LYTVA_28009, LYTVA_08647, LYTVA_17092
OG0004542	HELIO_06841	LYTVA_17843
OG0004543	HELIO_11207	LYTVA_27820
OG0004545	HELIO_12540	LYTVA_25949, LYTVA_02321
OG0004547	HELIO_09117	LYTVA_11437, LYTVA_22912
OG0004548	HELIO_08241	LYTVA_04949, LYTVA_13430
OG0004550	HELIO_07318	LYTVA_18000
OG0004551	HELIO_10162	LYTVA_08055
OG0004552	HELIO_10506	LYTVA_27213
OG0004554	HELIO_08526	LYTVA_17490
OG0004555	HELIO_01600	LYTVA_03872
OG0004556	HELIO_00978	LYTVA_12685
OG0004558	HELIO_11447	LYTVA_11113
OG0004560	HELIO_02040, HELIO_02041	LYTVA_05880
OG0004561	HELIO_05341	LYTVA_17889
OG0004562	HELIO_00448	LYTVA_13714
OG0004562	HELIO_02610	LYTVA_01259
OG0004563	HELIO_10963	LYTVA_23594, LYTVA_13340
OG0004564	HELIO_01798	LYTVA_29664
OG0004565	HELIO_09408	LYTVA_02489
OG0004566	HELIO_12744	LYTVA_11051
OG0004567	HELIO_07623	LYTVA_18454, LYTVA_08904
OG0004568	HELIO_11657	LYTVA_04763
OG0004569	HELIO_01159	LYTVA_09982
OG0004570	HELIO_00155	LYTVA_13935
OG0004571	HELIO_02695	LYTVA_14576
OG0004572	HELIO_02556	LYTVA_23087
OG0004573	HELIO_11161	LYTVA_17192
OG0004576	HELIO_00640	LYTVA_19417
OG0004577	HELIO_01659	LYTVA_11608
OG0004579	HELIO_04280	LYTVA_18859
OG0004580	HELIO_09929	LYTVA_15191
OG0004581	HELIO_05498	LYTVA_28885
OG0004582	HELIO_08565	LYTVA_19263
OG0004583	HELIO_00209	LYTVA_15816
OG0004584	HELIO_11293	LYTVA_28504
OG0004585	HELIO_05321	LYTVA_04116
OG0004589	HELIO_12707	LYTVA_09509
OG0004590	HELIO_05349	LYTVA_05932
OG0004591	HELIO_01411	LYTVA_29829
OG0004592	HELIO_10984	LYTVA_02889
OG0004593	HELIO_00714	LYTVA_10440
OG0004596	HELIO_10182	LYTVA_23208
OG0004597	HELIO_09975	LYTVA_05808
OG0004599	HELIO_07655	LYTVA_22073
OG0004600	HELIO_10167	LYTVA_05795
OG0004601	HELIO_03704	LYTVA_30200
OG0004602	HELIO_01820	LYTVA_07552, LYTVA_23290
OG0004603	HELIO_01872	LYTVA_15394
OG0004604	HELIO_00020	LYTVA_28261
OG0004604	HELIO_00351	LYTVA_19721
OG0004604	HELIO_00984	LYTVA_13927, LYTVA_11979, LYTVA_11980
OG0004605	HELIO_09439, HELIO_09440	LYTVA_22511
OG0004608	HELIO_11826	LYTVA_15038
OG0004609	HELIO_00052	LYTVA_25027
OG0004610	HELIO_00082	LYTVA_15593
OG0004611	HELIO_04196	LYTVA_03557
OG0004612	HELIO_01397	LYTVA_14652
OG0004613	HELIO_10626	LYTVA_16660
OG0004614	HELIO_01801	LYTVA_20720, LYTVA_20719
OG0004615	HELIO_08842	LYTVA_21893
OG0004616	HELIO_01195	LYTVA_00918
OG0004617	HELIO_08369	LYTVA_25577
OG0004619	HELIO_09992	LYTVA_04247
OG0004620	HELIO_02984	LYTVA_24433
OG0004621	HELIO_04659	LYTVA_28481
OG0004622	HELIO_02761	LYTVA_09479
OG0004623	HELIO_06064	LYTVA_23275, LYTVA_00416
OG0004623	HELIO_06434	LYTVA_02350, LYTVA_10953
OG0004625	HELIO_09081	LYTVA_23609
OG0004626	HELIO_09727	LYTVA_13913
OG0004627	HELIO_11945	LYTVA_28887
OG0004628	HELIO_07285	LYTVA_10287
OG0004629	HELIO_00929	LYTVA_12574
OG0004630	HELIO_07827	LYTVA_20130
OG0004631	HELIO_03167	LYTVA_01130
OG0004632	HELIO_07666	LYTVA_23166
OG0004633	HELIO_01232	LYTVA_19530
OG0004634	HELIO_03114	LYTVA_18328, LYTVA_15495
OG0004636	HELIO_03920	LYTVA_18387
OG0004636	HELIO_04029	LYTVA_00444, LYTVA_23569, LYTVA_09542
OG0004637	HELIO_04732	LYTVA_29249
OG0004638	HELIO_00200	LYTVA_13228, LYTVA_06142
OG0004639	HELIO_02889	LYTVA_06644, LYTVA_25887
OG0004641	HELIO_09900	LYTVA_14378
OG0004642	HELIO_09909	LYTVA_01586
OG0004644	HELIO_11529	LYTVA_08153
OG0004646	HELIO_06813	LYTVA_07777
OG0004647	HELIO_00821	LYTVA_07140
OG0004648	HELIO_00369	LYTVA_03524
OG0004649	HELIO_03519	LYTVA_10236
OG0004651	HELIO_01360	LYTVA_06969, LYTVA_00062
OG0004655	HELIO_05420	LYTVA_08466
OG0004656	HELIO_07103	LYTVA_18760
OG0004657	HELIO_01936	LYTVA_18672
OG0004658	HELIO_07890	LYTVA_20135
OG0004659	HELIO_03428	LYTVA_02279
OG0004660	HELIO_10181	LYTVA_12983
OG0004661	HELIO_10214	LYTVA_02678
OG0004663	HELIO_11837	LYTVA_05938
OG0004664	HELIO_11551	LYTVA_20638
OG0004665	HELIO_12653	LYTVA_29776
OG0004666	HELIO_08353	LYTVA_05075
OG0004667	HELIO_03362	LYTVA_25621
OG0004668	HELIO_08315	LYTVA_20199
OG0004671	HELIO_07461	LYTVA_21221
OG0004672	HELIO_04763	LYTVA_09235
OG0004673	HELIO_08420	LYTVA_13727
OG0004674	HELIO_03310	LYTVA_04839, LYTVA_28228
OG0004675	HELIO_01458	LYTVA_29989, LYTVA_25113
OG0004676	HELIO_00427	LYTVA_25246
OG0004677	HELIO_11439	LYTVA_30124
OG0004678	HELIO_04212	LYTVA_19924
OG0004679	HELIO_08320	LYTVA_16027, LYTVA_27884
OG0004680	HELIO_10530	LYTVA_05693
OG0004681	HELIO_02279	LYTVA_09470, LYTVA_19889, LYTVA_19888
OG0004682	HELIO_10128	LYTVA_24734
OG0004683	HELIO_11352	LYTVA_20336
OG0004684	HELIO_03586	LYTVA_23257
OG0004685	HELIO_10246, HELIO_10245	LYTVA_06896
OG0004686	HELIO_11219, HELIO_03694	LYTVA_01778
OG0004687	HELIO_08862	LYTVA_17898
OG0004688	HELIO_02857	LYTVA_12281
OG0004689	HELIO_02078	LYTVA_19241
OG0004690	HELIO_09683	LYTVA_02921
OG0004692	HELIO_05109	LYTVA_28535
OG0004694	HELIO_00653	LYTVA_09383
OG0004696	HELIO_00504	LYTVA_04202, LYTVA_07127
OG0004698	HELIO_03210	LYTVA_15421
OG0004699	HELIO_08731	LYTVA_11171
OG0004701	HELIO_05681	LYTVA_09061
OG0004701	HELIO_12498	LYTVA_20133
OG0004701	HELIO_08711	LYTVA_29154
OG0004702	HELIO_04400	LYTVA_26536
OG0004703	HELIO_04914	LYTVA_20677
OG0004704	HELIO_01766	LYTVA_11241
OG0004705	HELIO_04709	LYTVA_23090, LYTVA_23089
OG0004706	HELIO_03432	LYTVA_16157
OG0004707	HELIO_10150	LYTVA_28560
OG0004708	HELIO_11900	LYTVA_09002
OG0004711	HELIO_02943	LYTVA_14580, LYTVA_27491
OG0004728	HELIO_00269	LYTVA_11232
OG0004729	HELIO_04890	LYTVA_05436
OG0004730	HELIO_01714	LYTVA_14092
OG0004731	HELIO_02044	LYTVA_24480
OG0004732	HELIO_05224	LYTVA_12636
OG0004733	HELIO_10171	LYTVA_08122
OG0004736	HELIO_08313	LYTVA_28641, LYTVA_25936
OG0004738	HELIO_07530	LYTVA_08474
OG0004739	HELIO_02404	LYTVA_00536
OG0004740	HELIO_09419	LYTVA_03548
OG0004743	HELIO_00353	LYTVA_09642, LYTVA_20623
OG0004744	HELIO_08063	LYTVA_21730
OG0004747	HELIO_00610	LYTVA_23129
OG0004748	HELIO_03593	LYTVA_15315
OG0004749	HELIO_03717	LYTVA_15360
OG0004751	HELIO_12541	LYTVA_12049
OG0004753	HELIO_01929	LYTVA_19840
OG0004754	HELIO_05829	LYTVA_17996
OG0004755	HELIO_02844	LYTVA_25664
OG0004756	HELIO_08574	LYTVA_19213
OG0004757	HELIO_05289	LYTVA_01188
OG0004758	HELIO_08570	LYTVA_27035
OG0004759	HELIO_02858	LYTVA_27240
OG0004760	HELIO_03633	LYTVA_10449
OG0004761	HELIO_09029	LYTVA_07368
OG0004762	HELIO_07675	LYTVA_19466
OG0004762	HELIO_10598	LYTVA_05439
OG0004763	HELIO_07164	LYTVA_05745
OG0004764	HELIO_05384	LYTVA_01192, LYTVA_02309
OG0004765	HELIO_12222	LYTVA_14721
OG0004766	HELIO_04193	LYTVA_11836
OG0004769	HELIO_01733	LYTVA_25262
OG0004770	HELIO_04370	LYTVA_07797
OG0004771	HELIO_00257	LYTVA_12166, LYTVA_16579
OG0004771	HELIO_03018	LYTVA_20395
OG0004774	HELIO_10117	LYTVA_09584, LYTVA_01531
OG0004775	HELIO_03011	LYTVA_06984, LYTVA_15631
OG0004776	HELIO_02825	LYTVA_13845
OG0004777	HELIO_09268	LYTVA_07631
OG0004778	HELIO_06342	LYTVA_21282
OG0004781	HELIO_08457	LYTVA_04863
OG0004782	HELIO_09097, HELIO_02647	LYTVA_25314
OG0004783	HELIO_00739	LYTVA_09926, LYTVA_22075
OG0004784	HELIO_10588	LYTVA_22879, LYTVA_05845
OG0004787	HELIO_11880	LYTVA_29060
OG0004788	HELIO_10690	LYTVA_27530
OG0004789	HELIO_02951	LYTVA_25879
OG0004790	HELIO_09080	LYTVA_30172
OG0004791	HELIO_04438	LYTVA_25093
OG0004792	HELIO_00048	LYTVA_29937
OG0004793	HELIO_04702	LYTVA_06904
OG0004794	HELIO_10483	LYTVA_22570
OG0004795	HELIO_04401	LYTVA_22825
OG0004797	HELIO_09940	LYTVA_04693, LYTVA_15847
OG0004798	HELIO_02146	LYTVA_06923, LYTVA_00180
OG0004799	HELIO_09326	LYTVA_18181
OG0004800	HELIO_09344	LYTVA_08284
OG0004801	HELIO_06400	LYTVA_01588
OG0004802	HELIO_01976	LYTVA_17360
OG0004803	HELIO_08209	LYTVA_30221
OG0004804	HELIO_09510	LYTVA_18832
OG0004805	HELIO_08364	LYTVA_07641
OG0004806	HELIO_00945	LYTVA_00279
OG0004807	HELIO_01224	LYTVA_10333
OG0004808	HELIO_09802	LYTVA_29396
OG0004809	HELIO_08380	LYTVA_02808
OG0004810	HELIO_12432	LYTVA_17499
OG0004811	HELIO_06670	LYTVA_15091
OG0004812	HELIO_07425	LYTVA_09278
OG0004813	HELIO_04418	LYTVA_10962
OG0004814	HELIO_10146	LYTVA_12805
OG0004815	HELIO_02878	LYTVA_09769
OG0004816	HELIO_09964	LYTVA_26235
OG0004817	HELIO_05937	LYTVA_05490
OG0004818	HELIO_08168	LYTVA_07214
OG0004819	HELIO_07897	LYTVA_19480
OG0004820	HELIO_06487	LYTVA_28665
OG0004822	HELIO_06062	LYTVA_26300
OG0004823	HELIO_07983	LYTVA_10717
OG0004824	HELIO_02675	LYTVA_25783, LYTVA_24389
OG0004825	HELIO_12252	LYTVA_26468
OG0004826	HELIO_12537	LYTVA_05311
OG0004827	HELIO_09668	LYTVA_24661
OG0004828	HELIO_11628	LYTVA_00844, LYTVA_03563
OG0004831	HELIO_11105	LYTVA_11985
OG0004832	HELIO_09217	LYTVA_17819
OG0004834	HELIO_03331	LYTVA_00863
OG0004838	HELIO_06565	LYTVA_13698
OG0004839	HELIO_10868	LYTVA_18652
OG0004840	HELIO_02085	LYTVA_08791, LYTVA_13386
OG0004841	HELIO_02585	LYTVA_07534
OG0004842	HELIO_11832	LYTVA_20536
OG0004843	HELIO_00834	LYTVA_03951
OG0004844	HELIO_10522	LYTVA_20432
OG0004845	HELIO_03737	LYTVA_24918
OG0004846	HELIO_10819	LYTVA_08132
OG0004847	HELIO_01711	LYTVA_26897
OG0004848	HELIO_00069	LYTVA_14758
OG0004849	HELIO_05423	LYTVA_06399
OG0004850	HELIO_00704	LYTVA_00007
OG0004851	HELIO_09616	LYTVA_06855
OG0004855	HELIO_02533	LYTVA_15181
OG0004856	HELIO_07832	LYTVA_02436
OG0004857	HELIO_04137	LYTVA_12351
OG0004858	HELIO_00650	LYTVA_12887
OG0004860	HELIO_10679	LYTVA_12083
OG0004861	HELIO_06812	LYTVA_04536
OG0004862	HELIO_02985	LYTVA_20382
OG0004863	HELIO_03006	LYTVA_24197
OG0004864	HELIO_00612	LYTVA_18864
OG0004865	HELIO_10000	LYTVA_13322
OG0004866	HELIO_06524	LYTVA_29240
OG0004867	HELIO_07092	LYTVA_05544
OG0004868	HELIO_12465	LYTVA_09290
OG0004869	HELIO_02239	LYTVA_27758, LYTVA_11162
OG0004870	HELIO_01880	LYTVA_22280
OG0004871	HELIO_05857	LYTVA_19627
OG0004872	HELIO_12688	LYTVA_11223
OG0004874	HELIO_08597	LYTVA_25312
OG0004875	HELIO_06367	LYTVA_04305
OG0004877	HELIO_07852	LYTVA_01744
OG0004879	HELIO_00955	LYTVA_01845
OG0004880	HELIO_05730	LYTVA_30106
OG0004881	HELIO_09700	LYTVA_12397
OG0004882	HELIO_11618	LYTVA_17242
OG0004883	HELIO_09764	LYTVA_03485
OG0004884	HELIO_04646	LYTVA_05315
OG0004886	HELIO_12663	LYTVA_28084, LYTVA_28081
OG0004887	HELIO_07078	LYTVA_16765
OG0004888	HELIO_12304	LYTVA_06746
OG0004889	HELIO_00127	LYTVA_14001
OG0004890	HELIO_07765	LYTVA_23329
OG0004892	HELIO_09061	LYTVA_02152
OG0004893	HELIO_09946	LYTVA_22575
OG0004894	HELIO_07921, HELIO_07922	LYTVA_26151
OG0004896	HELIO_06128	LYTVA_14134
OG0004898	HELIO_03240	LYTVA_27619
OG0004899	HELIO_05066	LYTVA_28880
OG0004900	HELIO_12225	LYTVA_26142
OG0004901	HELIO_03599	LYTVA_26297
OG0004903	HELIO_11087	LYTVA_08798
OG0004904	HELIO_09534, HELIO_09535	LYTVA_28186
OG0004906	HELIO_11147	LYTVA_15393
OG0004907	HELIO_07173	LYTVA_12073
OG0004908	HELIO_00139	LYTVA_13379
OG0004909	HELIO_07487	LYTVA_13976
OG0004910	HELIO_12596	LYTVA_29509
OG0004911	HELIO_07544	LYTVA_04944
OG0004913	HELIO_03203	LYTVA_03275, LYTVA_09461
OG0004914	HELIO_01774	LYTVA_24514
OG0004915	HELIO_01410	LYTVA_05141
OG0004916	HELIO_03000	LYTVA_12500
OG0004917	HELIO_12189	LYTVA_27783, LYTVA_27787
OG0004919	HELIO_10921	LYTVA_08266
OG0004920	HELIO_01758	LYTVA_09692, LYTVA_26713
OG0004921	HELIO_10067	LYTVA_11783
OG0004922	HELIO_01685	LYTVA_07877
OG0004923	HELIO_02565	LYTVA_15555
OG0004924	HELIO_01952	LYTVA_15379
OG0004925	HELIO_02062	LYTVA_04956
OG0004925	HELIO_11064	LYTVA_29600
OG0004926	HELIO_12251	LYTVA_14439, LYTVA_28278, LYTVA_18284
OG0004927	HELIO_02619	LYTVA_08841
OG0004928	HELIO_07307	LYTVA_07781
OG0004929	HELIO_05264	LYTVA_12226
OG0004930	HELIO_04712	LYTVA_24990
OG0004931	HELIO_03708	LYTVA_29447
OG0004932	HELIO_07987	LYTVA_07355
OG0004933	HELIO_03228	LYTVA_05202
OG0004934	HELIO_06258	LYTVA_27689
OG0004935	HELIO_10326	LYTVA_06910
OG0004936	HELIO_03754	LYTVA_09395
OG0004938	HELIO_02813	LYTVA_27284
OG0004939	HELIO_07398	LYTVA_25280
OG0004940	HELIO_00273	LYTVA_00861
OG0004941	HELIO_05073	LYTVA_17261
OG0004942	HELIO_10145	LYTVA_15535
OG0004943	HELIO_07312	LYTVA_21704
OG0004944	HELIO_03756	LYTVA_18311
OG0004945	HELIO_06681	LYTVA_16335
OG0004946	HELIO_11986	LYTVA_27839
OG0004947	HELIO_05661	LYTVA_10586
OG0004948	HELIO_02547	LYTVA_26298, LYTVA_18476
OG0004949	HELIO_02589	LYTVA_17618, LYTVA_17623
OG0004950	HELIO_12030	LYTVA_20298, LYTVA_20713
OG0004951	HELIO_00782	LYTVA_25192
OG0004952	HELIO_07510	LYTVA_18703
OG0004953	HELIO_06904	LYTVA_23653, LYTVA_13408
OG0004954	HELIO_00661	LYTVA_13647
OG0004955	HELIO_04551	LYTVA_09606
