Orthogroup	HELIO_ok	ASTMX
OG0002811	HELIO_03579	ASTMX08335, ASTMX08336
OG0002812	HELIO_10064	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889
OG0002813	HELIO_08280	ASTMX11456, ASTMX00842, ASTMX10895
OG0002814	HELIO_09045	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	HELIO_01963	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	HELIO_05443	ASTMX18069, ASTMX13866
OG0002817	HELIO_12282	ASTMX08503, ASTMX11127
OG0002818	HELIO_00501	ASTMX06407, ASTMX16559
OG0002821	HELIO_04509	ASTMX02361, ASTMX03188
OG0002822	HELIO_10906	ASTMX04976, ASTMX12314, ASTMX01536
OG0002824	HELIO_02922	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	HELIO_02820	ASTMX17360
OG0002830	HELIO_00772	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609
OG0002831	HELIO_03570	ASTMX07219
OG0002832	HELIO_10306	ASTMX16063
OG0002833	HELIO_07158	ASTMX17660, ASTMX15980
OG0002834	HELIO_08666	ASTMX09174, ASTMX14209, ASTMX13648
OG0002835	HELIO_03801	ASTMX07497, ASTMX15221
OG0002836	HELIO_02181	ASTMX16518, ASTMX08868
OG0002837	HELIO_03273	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	HELIO_12357, HELIO_03981	ASTMX07617, ASTMX19008
OG0002839	HELIO_09494	ASTMX10136
OG0002840	HELIO_02541	ASTMX03567, ASTMX10233
OG0002841	HELIO_01372, HELIO_01187	ASTMX20703
OG0002842	HELIO_01615	ASTMX15094, ASTMX12457
OG0002843	HELIO_06210	ASTMX23062, ASTMX16351
OG0002844	HELIO_07105	ASTMX09226, ASTMX16992
OG0002845	HELIO_07056	ASTMX01725
OG0002846	HELIO_04327, HELIO_04694	ASTMX08490
OG0002846	HELIO_02569, HELIO_11733	ASTMX08489
OG0002847	HELIO_10413	ASTMX13451
OG0002848	HELIO_11321	ASTMX12620
OG0002849	HELIO_11130	ASTMX00642, ASTMX03559, ASTMX15379
OG0002850	HELIO_03435	ASTMX15162
OG0002851	HELIO_03346	ASTMX03703, ASTMX14358, ASTMX04838
OG0002853	HELIO_05005	ASTMX06217, ASTMX18229
OG0002855	HELIO_10282	ASTMX16184
OG0002856	HELIO_10898	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028
OG0002858	HELIO_00884	ASTMX20339, ASTMX17651
OG0002859	HELIO_11875	ASTMX17158
OG0002860	HELIO_08136	ASTMX03636
OG0002861	HELIO_05037	ASTMX20391
OG0002862	HELIO_11426	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428
OG0002863	HELIO_03701	ASTMX23045
OG0002864	HELIO_02101	ASTMX20775, ASTMX17512
OG0002865	HELIO_03638	ASTMX09485
OG0002866	HELIO_03845	ASTMX20659, ASTMX21913
OG0002868	HELIO_12255	ASTMX09293
OG0002869	HELIO_11974	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041
OG0002870	HELIO_09163	ASTMX01395
OG0002871	HELIO_11119	ASTMX00399
OG0002872	HELIO_04708	ASTMX04272
OG0002873	HELIO_11478	ASTMX03633
OG0002874	HELIO_11635	ASTMX19970, ASTMX02012
OG0002875	HELIO_09561, HELIO_09560	ASTMX13007
OG0002876	HELIO_11883	ASTMX00547, ASTMX12943
OG0002878	HELIO_11931	ASTMX21527, ASTMX20855
OG0002879	HELIO_01749	ASTMX09549, ASTMX04541
OG0002880	HELIO_03787, HELIO_10357	ASTMX12917, ASTMX10766
OG0002883	HELIO_09189	ASTMX12110
OG0002885	HELIO_00965	ASTMX17202
OG0002887	HELIO_05277	ASTMX07808
OG0002888	HELIO_00572	ASTMX17659, ASTMX11387
OG0002889	HELIO_01528	ASTMX22104, ASTMX16163
OG0002890	HELIO_04771	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745
OG0002891	HELIO_09925	ASTMX14161
OG0002892	HELIO_10616	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377
OG0002894	HELIO_09144	ASTMX03268, ASTMX12100
OG0002895	HELIO_08387	ASTMX12952, ASTMX14061, ASTMX05379
OG0002896	HELIO_10510	ASTMX19105, ASTMX09780, ASTMX08412
OG0002897	HELIO_04251	ASTMX10736
OG0002898	HELIO_01203, HELIO_01415, HELIO_07850	ASTMX14754
OG0002899	HELIO_09658	ASTMX06782, ASTMX18211
OG0002900	HELIO_10716	ASTMX09021, ASTMX09858
OG0002901	HELIO_06442, HELIO_05571, HELIO_10057, HELIO_10056	ASTMX10246
OG0002902	HELIO_03973	ASTMX16032, ASTMX07744
OG0002904	HELIO_08037	ASTMX13545
OG0002905	HELIO_02894	ASTMX05245, ASTMX16672
OG0002906	HELIO_01982	ASTMX02587, ASTMX00583
OG0002907	HELIO_08086	ASTMX10573, ASTMX09015
OG0002908	HELIO_12076	ASTMX15467
OG0002909	HELIO_11442	ASTMX17748, ASTMX08531
OG0002910	HELIO_10398, HELIO_05618	ASTMX08537
OG0002911	HELIO_11560	ASTMX07620, ASTMX09963
OG0002912	HELIO_10722	ASTMX03571
OG0002913	HELIO_08382	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002915	HELIO_03014	ASTMX10897, ASTMX15512
OG0002916	HELIO_01260	ASTMX02914, ASTMX10017, ASTMX10016
OG0002917	HELIO_11831, HELIO_12269	ASTMX06336
OG0002919	HELIO_03152	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354
OG0002921	HELIO_00633	ASTMX17074
OG0002922	HELIO_01371	ASTMX21382, ASTMX09964
OG0002923	HELIO_01291	ASTMX10905, ASTMX00895, ASTMX07470
OG0002924	HELIO_03669	ASTMX00258, ASTMX06225, ASTMX07771
OG0002925	HELIO_07013	ASTMX07510, ASTMX11462, ASTMX04330
OG0002926	HELIO_11215	ASTMX12392, ASTMX07910
OG0002927	HELIO_04118, HELIO_11389	ASTMX14610
OG0002944	HELIO_03982	ASTMX13024, ASTMX18030, ASTMX12751
OG0002945	HELIO_07253	ASTMX07832
OG0002947	HELIO_05476, HELIO_00496	ASTMX13918
OG0002948	HELIO_11632, HELIO_00853	ASTMX09230
OG0002949	HELIO_00481	ASTMX10636
OG0002950	HELIO_08656	ASTMX04987
OG0002953	HELIO_00856	ASTMX05287
OG0002954	HELIO_11852	ASTMX14496, ASTMX00341
OG0002955	HELIO_02054	ASTMX04547, ASTMX22263
OG0002956	HELIO_00517	ASTMX02448, ASTMX06899, ASTMX18169
OG0002957	HELIO_01334	ASTMX16714
OG0002959	HELIO_11816	ASTMX03291, ASTMX13416, ASTMX16543
OG0002960	HELIO_12408	ASTMX13796
OG0002961	HELIO_07714	ASTMX17170
OG0002962	HELIO_09203	ASTMX21109, ASTMX07712, ASTMX18086
OG0002964	HELIO_09474	ASTMX05000, ASTMX07844, ASTMX21735
OG0002965	HELIO_08080	ASTMX02526
OG0002966	HELIO_01639	ASTMX10395, ASTMX14585, ASTMX08283
OG0002967	HELIO_01640	ASTMX11866, ASTMX12804
OG0002969	HELIO_06121	ASTMX19487
OG0002971	HELIO_04028	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508
OG0002973	HELIO_02856	ASTMX00766
OG0002974	HELIO_04772	ASTMX22896, ASTMX03538
OG0002976	HELIO_01861	ASTMX03355
OG0002977	HELIO_08539	ASTMX16248
OG0002978	HELIO_02937	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002981	HELIO_06184	ASTMX17321
OG0002982	HELIO_12635	ASTMX12949
OG0002983	HELIO_04868	ASTMX02519, ASTMX22054, ASTMX06014
OG0002984	HELIO_11946	ASTMX09070
OG0002985	HELIO_08571	ASTMX14851, ASTMX21191
OG0002986	HELIO_08236, HELIO_08239	ASTMX08841, ASTMX01002, ASTMX10260
OG0002987	HELIO_07528	ASTMX04738
OG0002988	HELIO_02811	ASTMX20095, ASTMX05405, ASTMX15698
OG0002989	HELIO_04721	ASTMX06383, ASTMX00778
OG0002990	HELIO_01354	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	HELIO_03254	ASTMX02776
OG0002992	HELIO_10682	ASTMX13119, ASTMX04764
OG0002994	HELIO_02869	ASTMX06744, ASTMX13783
OG0002996	HELIO_00425	ASTMX02629, ASTMX03439, ASTMX14560
OG0002997	HELIO_11017	ASTMX10330
OG0002997	HELIO_08478	ASTMX22739
OG0002998	HELIO_07110	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	HELIO_11460	ASTMX15125
OG0003002	HELIO_11172	ASTMX14285, ASTMX17151, ASTMX12691
OG0003003	HELIO_10806	ASTMX07477, ASTMX08710, ASTMX03798
OG0003004	HELIO_11259	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	HELIO_03271	ASTMX04617
OG0003006	HELIO_11696	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003008	HELIO_02553	ASTMX11361, ASTMX06537, ASTMX11563
OG0003009	HELIO_11951, HELIO_11952	ASTMX06763, ASTMX08741, ASTMX16226
OG0003010	HELIO_03406	ASTMX07751
OG0003011	HELIO_05238	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	HELIO_05186	ASTMX10744, ASTMX09447, ASTMX17773
OG0003013	HELIO_10687	ASTMX07867, ASTMX21547
OG0003014	HELIO_11145	ASTMX18669, ASTMX03277
OG0003016	HELIO_02017	ASTMX02288
OG0003017	HELIO_02953	ASTMX18161
OG0003018	HELIO_09293	ASTMX09335
OG0003021	HELIO_03676	ASTMX13837
OG0003022	HELIO_09487	ASTMX11483
OG0003025	HELIO_02232	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	HELIO_08978	ASTMX04873
OG0003027	HELIO_02071	ASTMX13439, ASTMX00386
OG0003028	HELIO_06724	ASTMX04249
OG0003029	HELIO_10606	ASTMX08718, ASTMX07235
OG0003030	HELIO_00797	ASTMX20050, ASTMX17904
OG0003031	HELIO_05721	ASTMX19116, ASTMX09602
OG0003032	HELIO_06501	ASTMX16368, ASTMX21897, ASTMX04514
OG0003033	HELIO_00240	ASTMX09542
OG0003034	HELIO_06173	ASTMX08258, ASTMX06085
OG0003035	HELIO_02980	ASTMX07906, ASTMX08632
OG0003036	HELIO_04474	ASTMX22808, ASTMX02382
OG0003038	HELIO_08052	ASTMX11869, ASTMX03732
OG0003040	HELIO_07546	ASTMX06981
OG0003041	HELIO_12413	ASTMX16824
OG0003043	HELIO_08514	ASTMX12456
OG0003044	HELIO_01506	ASTMX03506
OG0003045	HELIO_02674	ASTMX16805
OG0003045	HELIO_00589	ASTMX02264
OG0003046	HELIO_07002, HELIO_12633	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	HELIO_01657	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	HELIO_04451	ASTMX09040, ASTMX11555
OG0003051	HELIO_05764, HELIO_08416	ASTMX11688, ASTMX19222
OG0003052	HELIO_08976	ASTMX07304
OG0003053	HELIO_10692	ASTMX09045
OG0003054	HELIO_04850	ASTMX00110, ASTMX09568
OG0003055	HELIO_03528	ASTMX20532, ASTMX04937, ASTMX14054
OG0003057	HELIO_10235	ASTMX04350, ASTMX10250
OG0003058	HELIO_09680	ASTMX12378, ASTMX15897
OG0003059	HELIO_08106	ASTMX11573, ASTMX03262
OG0003060	HELIO_05995	ASTMX14156, ASTMX06493, ASTMX04925
OG0003063	HELIO_05044	ASTMX16164
OG0003064	HELIO_01395	ASTMX02348
OG0003065	HELIO_03475	ASTMX16223, ASTMX11526
OG0003066	HELIO_02851	ASTMX01076
OG0003067	HELIO_06760	ASTMX07627, ASTMX05938, ASTMX15668
OG0003072	HELIO_06085	ASTMX14570, ASTMX08544
OG0003073	HELIO_04819	ASTMX21813
OG0003073	HELIO_06482	ASTMX00976
OG0003074	HELIO_04402	ASTMX14062, ASTMX09834, ASTMX07438
OG0003075	HELIO_06587	ASTMX06177
OG0003077	HELIO_08466	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003078	HELIO_05417	ASTMX01682, ASTMX01361
OG0003079	HELIO_12034	ASTMX08960, ASTMX02438
OG0003084	HELIO_07579	ASTMX17185, ASTMX09102
OG0003086	HELIO_04584	ASTMX21424
OG0003101	HELIO_07909	ASTMX19919, ASTMX06150, ASTMX01755
OG0003104	HELIO_10296	ASTMX09610, ASTMX11561
OG0003105	HELIO_09603	ASTMX00325
OG0003106	HELIO_01110	ASTMX06237
OG0003107	HELIO_07326	ASTMX02590, ASTMX16600
OG0003108	HELIO_02749	ASTMX05191
OG0003109	HELIO_01176	ASTMX18781
OG0003111	HELIO_06075	ASTMX07402, ASTMX11408
OG0003114	HELIO_11712	ASTMX02715, ASTMX03943
OG0003115	HELIO_03185	ASTMX18170, ASTMX11011, ASTMX01881
OG0003118	HELIO_06562	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	HELIO_00761	ASTMX06194, ASTMX21119
OG0003120	HELIO_07299	ASTMX15617, ASTMX15618
OG0003121	HELIO_08859	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	HELIO_06710	ASTMX08525
OG0003123	HELIO_02552	ASTMX07429, ASTMX06241
OG0003124	HELIO_08012	ASTMX03412
OG0003125	HELIO_10746	ASTMX13117
OG0003127	HELIO_04631	ASTMX04606
OG0003128	HELIO_06948	ASTMX20600
OG0003130	HELIO_08736	ASTMX09888
OG0003131	HELIO_00277	ASTMX13469
OG0003132	HELIO_04923	ASTMX04307
OG0003133	HELIO_02835, HELIO_09007, HELIO_12270	ASTMX10906
OG0003135	HELIO_09441	ASTMX04429
OG0003136	HELIO_01694	ASTMX13058, ASTMX01379, ASTMX19806
OG0003137	HELIO_04487	ASTMX00586
OG0003138	HELIO_07469	ASTMX06553
OG0003140	HELIO_07640	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	HELIO_02200	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	HELIO_02394	ASTMX08629, ASTMX09849, ASTMX19194
OG0003144	HELIO_08805, HELIO_03417	ASTMX08230
OG0003145	HELIO_05596	ASTMX16469, ASTMX16882
OG0003146	HELIO_05913	ASTMX10808
OG0003147	HELIO_02388	ASTMX16613
OG0003148	HELIO_09068	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	HELIO_01057, HELIO_03918, HELIO_03910	ASTMX10129
OG0003150	HELIO_04239	ASTMX11834, ASTMX21211
OG0003152	HELIO_05013	ASTMX11668, ASTMX10214
OG0003153	HELIO_01955	ASTMX21330
OG0003154	HELIO_10327	ASTMX06476
OG0003156	HELIO_09324, HELIO_09323	ASTMX18933
OG0003157	HELIO_06700	ASTMX06118
OG0003159	HELIO_08765	ASTMX12859, ASTMX09033, ASTMX07619
OG0003160	HELIO_04756	ASTMX02814, ASTMX16455
OG0003161	HELIO_10835	ASTMX13679, ASTMX15650
OG0003162	HELIO_02560	ASTMX10819, ASTMX13525, ASTMX19089
OG0003163	HELIO_09287	ASTMX03994, ASTMX05123, ASTMX14593
OG0003164	HELIO_09851	ASTMX01170, ASTMX15907
OG0003165	HELIO_04786	ASTMX03289, ASTMX04540
OG0003166	HELIO_09979	ASTMX22568, ASTMX04151
OG0003167	HELIO_12275	ASTMX04465, ASTMX17254, ASTMX05894
OG0003168	HELIO_11978	ASTMX19879, ASTMX12323
OG0003169	HELIO_08500	ASTMX07868
OG0003171	HELIO_08786	ASTMX03122, ASTMX03788
OG0003172	HELIO_04597	ASTMX12697
OG0003173	HELIO_11473	ASTMX20601, ASTMX20314, ASTMX05950
OG0003174	HELIO_00264	ASTMX07988
OG0003175	HELIO_11871	ASTMX20854, ASTMX00657
OG0003176	HELIO_05807	ASTMX02580
OG0003177	HELIO_06751	ASTMX13896
OG0003178	HELIO_01460	ASTMX16511, ASTMX15240
OG0003179	HELIO_10655	ASTMX22089
OG0003183	HELIO_01228	ASTMX15472, ASTMX04269
OG0003184	HELIO_07973	ASTMX22723
OG0003185	HELIO_04542	ASTMX08990, ASTMX16307
OG0003187	HELIO_00272	ASTMX04939
OG0003188	HELIO_07819	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	HELIO_12511	ASTMX03737
OG0003190	HELIO_04199, HELIO_06545	ASTMX21768
OG0003191	HELIO_09939	ASTMX00980, ASTMX19044
OG0003192	HELIO_10231	ASTMX20427, ASTMX05442
OG0003193	HELIO_03842	ASTMX04173, ASTMX07557
OG0003196	HELIO_01637	ASTMX13910
OG0003197	HELIO_12323	ASTMX08037
OG0003198	HELIO_01556	ASTMX14796
OG0003199	HELIO_10732	ASTMX13735, ASTMX17609
OG0003201	HELIO_10741	ASTMX21988
OG0003202	HELIO_00628	ASTMX10006
OG0003203	HELIO_12411	ASTMX04267, ASTMX15368
OG0003204	HELIO_09427	ASTMX16389, ASTMX01566
OG0003207	HELIO_04788	ASTMX00941, ASTMX16303
OG0003208	HELIO_09136	ASTMX18065
OG0003208	HELIO_09137	ASTMX16806
OG0003210	HELIO_01772	ASTMX10368, ASTMX08853, ASTMX06477
OG0003211	HELIO_12582	ASTMX19437, ASTMX01978
OG0003212	HELIO_01310	ASTMX13329, ASTMX01976
OG0003213	HELIO_11031	ASTMX03983, ASTMX03124
OG0003214	HELIO_05250	ASTMX08653
OG0003215	HELIO_01923	ASTMX04892
OG0003217	HELIO_01441	ASTMX02353, ASTMX14721
OG0003218	HELIO_02702	ASTMX15207
OG0003219	HELIO_02834	ASTMX01631
OG0003220	HELIO_12154	ASTMX21037, ASTMX05784
OG0003221	HELIO_05558	ASTMX04321, ASTMX04290
OG0003222	HELIO_04495	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	HELIO_00004	ASTMX06346, ASTMX06347
OG0003225	HELIO_03805	ASTMX10853, ASTMX22401
OG0003227	HELIO_09540	ASTMX00382
OG0003228	HELIO_02794	ASTMX10791, ASTMX02764
OG0003229	HELIO_12333	ASTMX17506, ASTMX12857
OG0003230	HELIO_01822	ASTMX13387
OG0003234	HELIO_00230	ASTMX11623
OG0003235	HELIO_02635	ASTMX16993
OG0003236	HELIO_03810	ASTMX07772, ASTMX11384, ASTMX21608, ASTMX21607
OG0003239	HELIO_12569	ASTMX07187
OG0003250	HELIO_06454	ASTMX10794, ASTMX06685
OG0003251	HELIO_02853	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	HELIO_12715	ASTMX03281, ASTMX01275
OG0003253	HELIO_01269, HELIO_01268	ASTMX03410, ASTMX20134, ASTMX07062
OG0003254	HELIO_02013	ASTMX04636, ASTMX03953
OG0003255	HELIO_03313	ASTMX12251
OG0003258	HELIO_01814	ASTMX11167
OG0003259	HELIO_05468	ASTMX15657
OG0003260	HELIO_09298	ASTMX03988, ASTMX10584
OG0003261	HELIO_09008	ASTMX19028
OG0003262	HELIO_09738	ASTMX09623, ASTMX05093, ASTMX09613
OG0003263	HELIO_06528	ASTMX06871
OG0003264	HELIO_05957	ASTMX12623, ASTMX02507, ASTMX17172
OG0003265	HELIO_05075	ASTMX13950, ASTMX02020
OG0003266	HELIO_11954	ASTMX02992
OG0003267	HELIO_05451	ASTMX07667
OG0003268	HELIO_11848	ASTMX13578
OG0003269	HELIO_11705	ASTMX07746, ASTMX16031
OG0003270	HELIO_04333	ASTMX00434, ASTMX01987
OG0003271	HELIO_09704	ASTMX05159
OG0003272	HELIO_09074	ASTMX16097, ASTMX17574
OG0003275	HELIO_12630	ASTMX20071, ASTMX00521
OG0003278	HELIO_10318	ASTMX13373
OG0003279	HELIO_09284	ASTMX11486, ASTMX04660
OG0003280	HELIO_09348	ASTMX15864
OG0003282	HELIO_02896	ASTMX09305, ASTMX07991
OG0003283	HELIO_04347	ASTMX16304
OG0003284	HELIO_03635	ASTMX00092
OG0003287	HELIO_02350	ASTMX06398, ASTMX14109
OG0003288	HELIO_08221	ASTMX01172
OG0003289	HELIO_01128	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831
OG0003290	HELIO_11498	ASTMX03173
OG0003291	HELIO_02174	ASTMX12200
OG0003293	HELIO_08360	ASTMX14284, ASTMX14283
OG0003294	HELIO_09835	ASTMX12473
OG0003295	HELIO_04382	ASTMX10432, ASTMX03897
OG0003296	HELIO_04825	ASTMX13206, ASTMX05984
OG0003297	HELIO_06575	ASTMX17343
OG0003298	HELIO_02188	ASTMX04625
OG0003299	HELIO_09593	ASTMX05504
OG0003302	HELIO_00429	ASTMX03967, ASTMX14885
OG0003303	HELIO_02870	ASTMX20298
OG0003304	HELIO_10378	ASTMX01812
OG0003306	HELIO_02826	ASTMX19066
OG0003307	HELIO_09634	ASTMX14758, ASTMX14757, ASTMX04729
OG0003311	HELIO_05785	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003314	HELIO_06199	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732
OG0003315	HELIO_10391	ASTMX14597
OG0003315	HELIO_06277	ASTMX16859
OG0003317	HELIO_04704, HELIO_06602	ASTMX17437
OG0003318	HELIO_09114	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791
OG0003319	HELIO_09121	ASTMX04815, ASTMX06693, ASTMX17160
OG0003320	HELIO_07667	ASTMX17270
OG0003321	HELIO_08818	ASTMX15850, ASTMX14606
OG0003323	HELIO_10464	ASTMX20658
OG0003324	HELIO_08362	ASTMX00455
OG0003325	HELIO_09071	ASTMX13406, ASTMX06639
OG0003326	HELIO_11660	ASTMX09687, ASTMX20074
OG0003327	HELIO_12534	ASTMX10363, ASTMX06502
OG0003329	HELIO_02507	ASTMX03339, ASTMX07785
OG0003330	HELIO_07578, HELIO_05577	ASTMX05145
OG0003331	HELIO_02767	ASTMX04420, ASTMX08193
OG0003332	HELIO_03785	ASTMX15129, ASTMX08712, ASTMX05756
OG0003335	HELIO_09042	ASTMX10999
OG0003336	HELIO_03867	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727
OG0003337	HELIO_01038	ASTMX09237, ASTMX09238
OG0003340	HELIO_01545	ASTMX20458, ASTMX04299
OG0003341	HELIO_12055	ASTMX13167
OG0003343	HELIO_10253	ASTMX05881
OG0003344	HELIO_01718	ASTMX13412
OG0003347	HELIO_07786	ASTMX17698, ASTMX05419
OG0003348	HELIO_06884	ASTMX17460, ASTMX00165
OG0003349	HELIO_12164	ASTMX06632, ASTMX06577
OG0003350	HELIO_03656	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134
OG0003352	HELIO_01595	ASTMX07532, ASTMX10406, ASTMX00833
OG0003353	HELIO_09911	ASTMX08541
OG0003354	HELIO_00644	ASTMX21682
OG0003355	HELIO_08886, HELIO_06119	ASTMX18176, ASTMX06654
OG0003356	HELIO_03350	ASTMX19698, ASTMX21492
OG0003357	HELIO_00345	ASTMX00318
OG0003358	HELIO_01492	ASTMX15835
OG0003359	HELIO_03690	ASTMX08948
OG0003360	HELIO_10234	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	HELIO_12352	ASTMX02459, ASTMX04442
OG0003362	HELIO_10225, HELIO_09367	ASTMX11242
OG0003363	HELIO_03763	ASTMX05464
OG0003364	HELIO_10249	ASTMX06273, ASTMX21297
OG0003365	HELIO_08582	ASTMX03051, ASTMX05516
OG0003366	HELIO_04839	ASTMX02786
OG0003367	HELIO_04573	ASTMX22230, ASTMX02176
OG0003368	HELIO_01416	ASTMX18958, ASTMX00275
OG0003369	HELIO_06850	ASTMX11987, ASTMX05839
OG0003370	HELIO_11000	ASTMX19055, ASTMX04318
OG0003372	HELIO_02230	ASTMX17792, ASTMX22090
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	ASTMX10290
OG0003374	HELIO_02124	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	HELIO_02027	ASTMX13635
OG0003376	HELIO_11921	ASTMX16960
OG0003377	HELIO_08558	ASTMX18938
OG0003378	HELIO_09467	ASTMX10913, ASTMX18798
OG0003379	HELIO_07891	ASTMX06835, ASTMX12551
OG0003380	HELIO_08129	ASTMX21115, ASTMX05978, ASTMX21392
OG0003381	HELIO_01980	ASTMX16159, ASTMX08992
OG0003382	HELIO_00905, HELIO_00906	ASTMX06479, ASTMX06858
OG0003383	HELIO_12143	ASTMX04487, ASTMX21389
OG0003384	HELIO_02989	ASTMX13160, ASTMX02808, ASTMX09958
OG0003385	HELIO_09926	ASTMX15470
OG0003386	HELIO_02832	ASTMX15558, ASTMX05500
OG0003387	HELIO_01155	ASTMX13211
OG0003388	HELIO_00223	ASTMX07669, ASTMX03217, ASTMX03218
OG0003391	HELIO_12678	ASTMX02469
OG0003392	HELIO_03752	ASTMX17435, ASTMX20620
OG0003393	HELIO_03857	ASTMX03585
OG0003394	HELIO_05269	ASTMX12715
OG0003419	HELIO_02457	ASTMX09665, ASTMX22627
OG0003420	HELIO_10401	ASTMX18650, ASTMX10375
OG0003421	HELIO_01521	ASTMX03751
OG0003422	HELIO_08753	ASTMX16317
OG0003424	HELIO_12054	ASTMX18868
OG0003425	HELIO_11455	ASTMX10571
OG0003426	HELIO_05969	ASTMX04641
OG0003429	HELIO_03900	ASTMX01780
OG0003430	HELIO_07216	ASTMX03478, ASTMX11528, ASTMX06739
OG0003431	HELIO_02627	ASTMX02037
OG0003433	HELIO_11340	ASTMX18120, ASTMX05648
OG0003434	HELIO_08552	ASTMX16757
OG0003435	HELIO_06428	ASTMX08077, ASTMX01388
OG0003439	HELIO_01786	ASTMX00536, ASTMX08748
OG0003440	HELIO_07388	ASTMX07860, ASTMX13319
OG0003441	HELIO_00883	ASTMX13951
OG0003442	HELIO_06696	ASTMX04859, ASTMX01667, ASTMX05506
OG0003443	HELIO_11420	ASTMX12664, ASTMX04558
OG0003444	HELIO_08929	ASTMX02545, ASTMX01080
OG0003447	HELIO_12555	ASTMX07133
OG0003448	HELIO_06243	ASTMX17648
OG0003449	HELIO_09169	ASTMX14031
OG0003450	HELIO_01298	ASTMX21046
OG0003451	HELIO_02050, HELIO_02049	ASTMX00047, ASTMX22491
OG0003453	HELIO_00524	ASTMX18802
OG0003454	HELIO_07210	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	HELIO_04761	ASTMX03444, ASTMX03446, ASTMX03445
OG0003456	HELIO_11022	ASTMX21655, ASTMX18222, ASTMX04968
OG0003457	HELIO_03135	ASTMX17161, ASTMX01405
OG0003458	HELIO_01103	ASTMX10149
OG0003459	HELIO_07845	ASTMX10610, ASTMX08523
OG0003460	HELIO_03777	ASTMX03204
OG0003461	HELIO_00074	ASTMX15709
OG0003462	HELIO_10720	ASTMX22437
OG0003463	HELIO_02234	ASTMX08158, ASTMX19125
OG0003464	HELIO_08682, HELIO_08683	ASTMX07673
OG0003465	HELIO_11762	ASTMX08614
OG0003466	HELIO_07353, HELIO_00851	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980
OG0003467	HELIO_09149	ASTMX15385
OG0003468	HELIO_03353	ASTMX10974
OG0003469	HELIO_09305	ASTMX12242, ASTMX12240, ASTMX12241
OG0003470	HELIO_08926	ASTMX20804
OG0003471	HELIO_08909	ASTMX01577
OG0003472	HELIO_03492	ASTMX00009
OG0003473	HELIO_10680	ASTMX07041, ASTMX19152
OG0003474	HELIO_09641	ASTMX15389, ASTMX12244
OG0003475	HELIO_09101, HELIO_09102	ASTMX07930
OG0003476	HELIO_03292	ASTMX07144
OG0003477	HELIO_08724	ASTMX10944
OG0003478	HELIO_07187	ASTMX16545
OG0003479	HELIO_04296	ASTMX08377, ASTMX19369
OG0003480	HELIO_09170	ASTMX18358, ASTMX00514
OG0003481	HELIO_01052	ASTMX12699
