Orthogroup	HELIO_ok	BRAFL
OG0003172	HELIO_04597	bflo_19337
OG0003174	HELIO_00264	bflo_15477
OG0003175	HELIO_11871	bflo_02528, bflo_02529, bflo_02516
OG0003176	HELIO_05807	bflo_13138, bflo_13141, bflo_13521
OG0003177	HELIO_06751	bflo_04900
OG0003178	HELIO_01460	bflo_21644
OG0003179	HELIO_10655	bflo_07971
OG0003183	HELIO_01228	bflo_00612
OG0003185	HELIO_04542	bflo_03286
OG0003187	HELIO_00272	bflo_06988
OG0003188	HELIO_07819	bflo_05779
OG0003189	HELIO_12511	bflo_17966, bflo_17711
OG0003190	HELIO_04199, HELIO_06545	bflo_26454, bflo_00272
OG0003191	HELIO_09939	bflo_02395
OG0003193	HELIO_03842	bflo_22117
OG0003194	HELIO_11630	bflo_16541
OG0003195	HELIO_05599	bflo_23682
OG0003196	HELIO_01637	bflo_23488, bflo_13878, bflo_13848
OG0003197	HELIO_12323	bflo_21320
OG0003198	HELIO_01556	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477
OG0003199	HELIO_10732	bflo_11640
OG0003202	HELIO_00628	bflo_08512
OG0003204	HELIO_09427	bflo_14307
OG0003206	HELIO_08652	bflo_14678, bflo_27134
OG0003207	HELIO_04788	bflo_11574
OG0003208	HELIO_09136, HELIO_09137	bflo_12238
OG0003210	HELIO_01772	bflo_16532
OG0003211	HELIO_12582	bflo_12109
OG0003212	HELIO_01310	bflo_11237, bflo_11720
OG0003213	HELIO_11031	bflo_06414
OG0003214	HELIO_05250	bflo_15011
OG0003215	HELIO_01923	bflo_23368
OG0003217	HELIO_01441	bflo_13097, bflo_13181
OG0003218	HELIO_02702	bflo_21266
OG0003219	HELIO_02834	bflo_14338
OG0003220	HELIO_12154	bflo_17426
OG0003221	HELIO_05558	bflo_01510
OG0003222	HELIO_04495	bflo_14038
OG0003223	HELIO_00004	bflo_13052
OG0003225	HELIO_03805	bflo_08138
OG0003226	HELIO_03198	bflo_03250
OG0003227	HELIO_09540	bflo_09183
OG0003228	HELIO_02794	bflo_11373
OG0003229	HELIO_12333	bflo_14282
OG0003230	HELIO_01822	bflo_10210
OG0003231	HELIO_09943	bflo_05723
OG0003234	HELIO_00230	bflo_14580, bflo_14579
OG0003235	HELIO_02635	bflo_14854
OG0003236	HELIO_03810	bflo_16680, bflo_27409, bflo_22679
OG0003238	HELIO_01572	bflo_07377
OG0003239	HELIO_12569	bflo_09028
OG0003250	HELIO_06454	bflo_01703
OG0003251	HELIO_02853	bflo_12651
OG0003252	HELIO_12715	bflo_14795
OG0003253	HELIO_01269, HELIO_01268	bflo_01277
OG0003254	HELIO_02013	bflo_05940
OG0003255	HELIO_03313	bflo_08217
OG0003256	HELIO_00057	bflo_11469
OG0003258	HELIO_01814	bflo_24354
OG0003259	HELIO_05468	bflo_06895
OG0003260	HELIO_09298	bflo_25696
OG0003261	HELIO_09008	bflo_01512, bflo_00495
OG0003262	HELIO_09738	bflo_20031
OG0003263	HELIO_06528	bflo_23703
OG0003264	HELIO_05957	bflo_04822
OG0003265	HELIO_05075	bflo_11145
OG0003266	HELIO_11954	bflo_10178
OG0003267	HELIO_05451	bflo_26847, bflo_07095
OG0003268	HELIO_11848	bflo_13173
OG0003269	HELIO_11705	bflo_23123
OG0003270	HELIO_04333	bflo_12004
OG0003271	HELIO_09704	bflo_06460
OG0003272	HELIO_09074	bflo_14266
OG0003275	HELIO_12630	bflo_13276
OG0003278	HELIO_10318	bflo_11050, bflo_18953
OG0003279	HELIO_09284	bflo_14292
OG0003280	HELIO_09348	bflo_14909, bflo_01791, bflo_01241, bflo_01239
OG0003281	HELIO_07096	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079
OG0003282	HELIO_02896	bflo_05872
OG0003283	HELIO_04347	bflo_27041, bflo_12474
OG0003284	HELIO_03635	bflo_02462
OG0003286	HELIO_05866	bflo_23054
OG0003287	HELIO_02350	bflo_03086
OG0003288	HELIO_08221	bflo_14155
OG0003289	HELIO_01128	bflo_13357
OG0003290	HELIO_11498	bflo_07091
OG0003291	HELIO_02174	bflo_04904
OG0003292	HELIO_10866	bflo_08515
OG0003292	HELIO_11148	bflo_20540
OG0003293	HELIO_08360	bflo_00129
OG0003294	HELIO_09835	bflo_14576
OG0003296	HELIO_04825	bflo_21081
OG0003297	HELIO_06575	bflo_22943, bflo_27414
OG0003298	HELIO_02188	bflo_15165
OG0003299	HELIO_09593	bflo_25833
OG0003300	HELIO_08594, HELIO_10525	bflo_03067, bflo_03066
OG0003302	HELIO_00429	bflo_07345
OG0003304	HELIO_10378	bflo_18183, bflo_25914, bflo_18739
OG0003306	HELIO_02826	bflo_11444, bflo_26999
OG0003307	HELIO_09634	bflo_07093
OG0003309	HELIO_10103	bflo_18723
OG0003311	HELIO_05785	bflo_01504
OG0003314	HELIO_06199	bflo_14212
OG0003315	HELIO_10391	bflo_01079
OG0003315	HELIO_06277	bflo_26618, bflo_01077
OG0003316	HELIO_04955	bflo_24864
OG0003317	HELIO_04704, HELIO_06602	bflo_23280
OG0003318	HELIO_09114	bflo_11452
OG0003319	HELIO_09121	bflo_06319
OG0003320	HELIO_07667	bflo_10097
OG0003321	HELIO_08818	bflo_13090
OG0003323	HELIO_10464	bflo_15869
OG0003324	HELIO_08362	bflo_05150, bflo_22670
OG0003325	HELIO_09071	bflo_08410
OG0003326	HELIO_11660	bflo_09789
OG0003327	HELIO_12534	bflo_15914
OG0003328	HELIO_07523	bflo_16009, bflo_14605, bflo_13901, bflo_13749, bflo_00426
OG0003329	HELIO_02507	bflo_06538
OG0003330	HELIO_07578, HELIO_05577	bflo_05318
OG0003331	HELIO_02767	bflo_20334
OG0003332	HELIO_03785	bflo_06531
OG0003333	HELIO_06153	bflo_03278
OG0003334	HELIO_02733, HELIO_00316	bflo_07602
OG0003335	HELIO_09042	bflo_16036
OG0003336	HELIO_03867	bflo_16347
OG0003337	HELIO_01038	bflo_24672
OG0003340	HELIO_01545	bflo_00966
OG0003341	HELIO_12055	bflo_13784
OG0003343	HELIO_10253	bflo_21197
OG0003344	HELIO_01718	bflo_06379
OG0003347	HELIO_07786	bflo_18875
OG0003348	HELIO_06884	bflo_01497
OG0003349	HELIO_12164	bflo_08162
OG0003350	HELIO_03656	bflo_21636
OG0003351	HELIO_02226	bflo_11662
OG0003351	HELIO_08314	bflo_18448
OG0003352	HELIO_01595	bflo_26474, bflo_26477, bflo_08957
OG0003353	HELIO_09911	bflo_11091
OG0003354	HELIO_00644	bflo_00257
OG0003355	HELIO_08886, HELIO_06119	bflo_07915
OG0003356	HELIO_03350	bflo_13961
OG0003357	HELIO_00345	bflo_10674
OG0003358	HELIO_01492	bflo_11374
OG0003359	HELIO_03690	bflo_09270
OG0003360	HELIO_10234	bflo_08028
OG0003361	HELIO_12352	bflo_21492
OG0003362	HELIO_10225, HELIO_09367	bflo_15019, bflo_27136, bflo_15047
OG0003363	HELIO_03763	bflo_19624
OG0003364	HELIO_10249	bflo_03561
OG0003366	HELIO_04839	bflo_23663
OG0003367	HELIO_04573	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	HELIO_01416	bflo_08973
OG0003369	HELIO_06850	bflo_08608
OG0003370	HELIO_11000	bflo_05182
OG0003371	HELIO_06496	bflo_14039
OG0003372	HELIO_02230	bflo_25213
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	bflo_04729
OG0003374	HELIO_02124	bflo_01562
OG0003375	HELIO_02027	bflo_05681
OG0003376	HELIO_11921	bflo_05753
OG0003377	HELIO_08558	bflo_09240, bflo_09241
OG0003378	HELIO_09467	bflo_09811
OG0003379	HELIO_07891	bflo_01579
OG0003380	HELIO_08129	bflo_20421
OG0003381	HELIO_01980	bflo_09923
OG0003382	HELIO_00905, HELIO_00906	bflo_03233
OG0003383	HELIO_12143	bflo_00169
OG0003384	HELIO_02989	bflo_10672
OG0003386	HELIO_02832	bflo_24755
OG0003387	HELIO_01155	bflo_20271, bflo_20266
OG0003388	HELIO_00223	bflo_08160
OG0003391	HELIO_12678	bflo_11495
OG0003392	HELIO_03752	bflo_04347
OG0003393	HELIO_03857	bflo_04808
OG0003394	HELIO_05269	bflo_00632
OG0003396	HELIO_09211	bflo_03372
OG0003419	HELIO_02457	bflo_19082
OG0003420	HELIO_10401	bflo_16824
OG0003421	HELIO_01521	bflo_14823
OG0003424	HELIO_12054	bflo_22975
OG0003425	HELIO_11455	bflo_06597
OG0003426	HELIO_05969	bflo_17220
OG0003429	HELIO_03900	bflo_03695
OG0003430	HELIO_07216	bflo_10656
OG0003431	HELIO_02627	bflo_18771
OG0003432	HELIO_06375	bflo_01885
OG0003433	HELIO_11340	bflo_22519
OG0003434	HELIO_08552	bflo_00872
OG0003435	HELIO_06428	bflo_21768
OG0003438	HELIO_10393	bflo_20074
OG0003438	HELIO_07303	bflo_20077
OG0003439	HELIO_01786	bflo_21650
OG0003440	HELIO_07388	bflo_14213
OG0003441	HELIO_00883	bflo_12321
OG0003442	HELIO_06696	bflo_15421
OG0003443	HELIO_11420	bflo_23995
OG0003444	HELIO_08929	bflo_03457
OG0003447	HELIO_12555	bflo_11633
OG0003448	HELIO_06243	bflo_13876
OG0003450	HELIO_01298	bflo_14312
OG0003451	HELIO_02050, HELIO_02049	bflo_17722
OG0003453	HELIO_00524, HELIO_03721	bflo_09284
OG0003454	HELIO_07210	bflo_18619
OG0003455	HELIO_04761	bflo_03202, bflo_03230
OG0003456	HELIO_11022	bflo_23918
OG0003457	HELIO_03135	bflo_01506
OG0003458	HELIO_01103	bflo_05669
OG0003459	HELIO_07845	bflo_13470
OG0003460	HELIO_03777	bflo_16240
OG0003461	HELIO_00074	bflo_10235
OG0003462	HELIO_10720	bflo_15758
OG0003463	HELIO_02234	bflo_24804
OG0003464	HELIO_08682, HELIO_08683	bflo_22976
OG0003465	HELIO_11762	bflo_16970
OG0003466	HELIO_07353, HELIO_00851	bflo_09344
OG0003467	HELIO_09150, HELIO_09149	bflo_12624
OG0003468	HELIO_03925	bflo_18674
OG0003469	HELIO_09305	bflo_12756
OG0003470	HELIO_08926	bflo_06693
OG0003471	HELIO_08909	bflo_23271
OG0003472	HELIO_03492	bflo_14735
OG0003473	HELIO_10680	bflo_23011
OG0003474	HELIO_09641	bflo_01167
OG0003475	HELIO_09101, HELIO_09102	bflo_17402
OG0003476	HELIO_03292	bflo_10013
OG0003477	HELIO_08724	bflo_05188
OG0003478	HELIO_07187	bflo_05169
OG0003479	HELIO_04296	bflo_11660
OG0003480	HELIO_09170	bflo_13731
OG0003481	HELIO_01052	bflo_15888
OG0003482	HELIO_11806	bflo_09842
OG0003483	HELIO_09297	bflo_15095
OG0003484	HELIO_02087	bflo_08356
OG0003487	HELIO_01481	bflo_10772
OG0003488	HELIO_03650	bflo_05906
OG0003489	HELIO_11702	bflo_02309
OG0003491	HELIO_12169	bflo_22547
OG0003492	HELIO_04826	bflo_06984
OG0003493	HELIO_09058	bflo_25210
OG0003495	HELIO_09765	bflo_06400
OG0003496	HELIO_05812	bflo_14596
OG0003497	HELIO_01513	bflo_06218
OG0003498	HELIO_09734	bflo_01724
OG0003499	HELIO_04566, HELIO_04195	bflo_23661
OG0003500	HELIO_10237	bflo_07514, bflo_20102
OG0003501	HELIO_00872	bflo_25164
OG0003502	HELIO_11773	bflo_20275
OG0003503	HELIO_07145	bflo_23296
OG0003505	HELIO_03524	bflo_12682
OG0003506	HELIO_08087	bflo_15168
OG0003507	HELIO_09678	bflo_26224
OG0003508	HELIO_02722	bflo_14628
OG0003509	HELIO_11968	bflo_24353
OG0003510	HELIO_01753	bflo_13265
OG0003511	HELIO_09304	bflo_06537
OG0003512	HELIO_03822	bflo_21139, bflo_21138
OG0003513	HELIO_06774	bflo_18565
OG0003514	HELIO_08202	bflo_10920
OG0003515	HELIO_01150	bflo_14188
OG0003516	HELIO_02977	bflo_10550
OG0003517	HELIO_00750	bflo_03023
OG0003518	HELIO_01357	bflo_25746
OG0003519	HELIO_05466	bflo_18795
OG0003520	HELIO_02766, HELIO_06238, HELIO_06922	bflo_10704
OG0003521	HELIO_05214	bflo_17952
OG0003522	HELIO_08738	bflo_23156
OG0003523	HELIO_02927	bflo_24396
OG0003524	HELIO_04962, HELIO_06954, HELIO_06651	bflo_24392
OG0003525	HELIO_08996, HELIO_04858	bflo_07153
OG0003526	HELIO_09793	bflo_05929
OG0003527	HELIO_03465	bflo_21741
OG0003528	HELIO_06120	bflo_17528
OG0003529	HELIO_09756	bflo_18877
OG0003530	HELIO_11962	bflo_14037, bflo_14178
OG0003531	HELIO_05168	bflo_24099
OG0003532	HELIO_02994	bflo_09668
OG0003533	HELIO_04997	bflo_12390
OG0003534	HELIO_09244	bflo_22240, bflo_22294, bflo_18361
OG0003535	HELIO_02930	bflo_09980
OG0003536	HELIO_03615	bflo_06440
OG0003537	HELIO_05338	bflo_09395
OG0003538	HELIO_07947	bflo_15185
OG0003539	HELIO_06853	bflo_11094
OG0003540	HELIO_02732	bflo_14295
OG0003541	HELIO_02897	bflo_13586
OG0003542	HELIO_10371	bflo_23060
OG0003543	HELIO_01891	bflo_03236
OG0003544	HELIO_03400	bflo_07217
OG0003545	HELIO_05328	bflo_23382
OG0003546	HELIO_08740	bflo_16201
OG0003547	HELIO_11264	bflo_10227
OG0003548	HELIO_03258	bflo_09354
OG0003549	HELIO_01543	bflo_18405
OG0003550	HELIO_10135	bflo_00232
OG0003551	HELIO_11131	bflo_25362
OG0003552	HELIO_01828	bflo_16108
OG0003553	HELIO_05191	bflo_08891
OG0003554	HELIO_04654	bflo_10753
OG0003555	HELIO_03076	bflo_24243, bflo_23498
OG0003556	HELIO_04836, HELIO_07224	bflo_06642
OG0003558	HELIO_09026	bflo_04064
OG0003560	HELIO_02403	bflo_11890
OG0003561	HELIO_03510	bflo_04334
OG0003562	HELIO_07501	bflo_01200
OG0003563	HELIO_02254	bflo_23836
OG0003564	HELIO_08585	bflo_09292
OG0003565	HELIO_07480	bflo_25721
OG0003566	HELIO_03423	bflo_03002
OG0003567	HELIO_02904	bflo_04792
OG0003568	HELIO_09743, HELIO_09744	bflo_20229
OG0003569	HELIO_07355	bflo_11253
OG0003570	HELIO_06559	bflo_26249
OG0003571	HELIO_02351	bflo_05241
OG0003572	HELIO_00742	bflo_24403
OG0003573	HELIO_09111	bflo_20068
OG0003574	HELIO_05656, HELIO_04760	bflo_27027, bflo_04434, bflo_04433, bflo_11344, bflo_25391, bflo_27071
OG0003576	HELIO_12690	bflo_13166
OG0003577	HELIO_10105	bflo_00343
OG0003578	HELIO_08279, HELIO_08278	bflo_20566, bflo_14712
OG0003579	HELIO_05944	bflo_07074
OG0003581	HELIO_09020	bflo_18883, bflo_18884
OG0003582	HELIO_04947	bflo_10944
OG0003590	HELIO_06733	bflo_18985
OG0003597	HELIO_02664	bflo_10323
OG0003598	HELIO_10451	bflo_16711
OG0003599	HELIO_08540	bflo_06072
OG0003600	HELIO_08008	bflo_13340
OG0003601	HELIO_07255	bflo_19194, bflo_18911
OG0003603	HELIO_04475	bflo_23649
OG0003604	HELIO_00754	bflo_20404
OG0003607	HELIO_09021	bflo_05933
OG0003608	HELIO_09737	bflo_15932
OG0003610	HELIO_12163	bflo_01164
OG0003611	HELIO_01894	bflo_09170
OG0003613	HELIO_01893	bflo_12262
OG0003615	HELIO_01584	bflo_26275
OG0003619	HELIO_07057	bflo_14248
OG0003620	HELIO_09212	bflo_25025
OG0003621	HELIO_07026	bflo_04483, bflo_26752
OG0003622	HELIO_11126	bflo_11800
OG0003625	HELIO_08066	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671
OG0003627	HELIO_01019	bflo_21960
OG0003628	HELIO_05594	bflo_05874
OG0003629	HELIO_07219	bflo_22183
OG0003630	HELIO_01750	bflo_20004
OG0003631	HELIO_10254	bflo_23468
OG0003633	HELIO_07996	bflo_00307
OG0003634	HELIO_04555	bflo_24973
OG0003635	HELIO_03898	bflo_07120
OG0003635	HELIO_08551	bflo_14711
OG0003636	HELIO_11667	bflo_07722
OG0003638	HELIO_00190	bflo_17869
OG0003639	HELIO_03103	bflo_21388, bflo_21692
OG0003640	HELIO_10891	bflo_26670, bflo_02410
OG0003641	HELIO_07553	bflo_13272
OG0003642	HELIO_02432	bflo_04341
OG0003644	HELIO_02002	bflo_16458
OG0003645	HELIO_02632	bflo_14727
OG0003646	HELIO_10542	bflo_03551
OG0003647	HELIO_08435	bflo_06536
OG0003648	HELIO_08542	bflo_22126
OG0003649	HELIO_09186	bflo_06468
OG0003650	HELIO_02717, HELIO_11983, HELIO_06323	bflo_21715
OG0003651	HELIO_01012	bflo_01723
OG0003652	HELIO_05306	bflo_17868
OG0003653	HELIO_00722	bflo_13101
OG0003654	HELIO_11410	bflo_05910
OG0003655	HELIO_12535	bflo_17616
OG0003656	HELIO_01092	bflo_08293
OG0003657	HELIO_09755	bflo_00252
OG0003658	HELIO_10115	bflo_00698
OG0003659	HELIO_01564	bflo_02419
OG0003660	HELIO_06666	bflo_07809
OG0003661	HELIO_00776	bflo_26559
OG0003662	HELIO_12127	bflo_10412
OG0003663	HELIO_00775	bflo_07065
OG0003664	HELIO_10185	bflo_23489
OG0003665	HELIO_10497, HELIO_07311	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003668	HELIO_12712	bflo_06147
OG0003669	HELIO_09100	bflo_25341
OG0003670	HELIO_04739	bflo_05026
OG0003671	HELIO_01352	bflo_09735
OG0003672	HELIO_03464	bflo_23403
OG0003675	HELIO_07191	bflo_02379
OG0003676	HELIO_07728	bflo_04781, bflo_04777
OG0003677	HELIO_12600	bflo_19132
OG0003678	HELIO_06802	bflo_25551
OG0003679	HELIO_01849	bflo_02036, bflo_13294
OG0003680	HELIO_06689	bflo_01532
OG0003681	HELIO_01500	bflo_03957
OG0003682	HELIO_01433	bflo_07489
OG0003684	HELIO_08776	bflo_13833
OG0003685	HELIO_09044	bflo_07993
OG0003686	HELIO_08163	bflo_12834
OG0003687	HELIO_06361	bflo_19027
OG0003688	HELIO_05020	bflo_24589
OG0003689	HELIO_02422	bflo_19565
OG0003690	HELIO_12684	bflo_13292
OG0003691	HELIO_02530, HELIO_02531, HELIO_04964	bflo_14352
OG0003692	HELIO_09987	bflo_09441
OG0003693	HELIO_12474	bflo_11485
OG0003694	HELIO_05422	bflo_07368
OG0003695	HELIO_02593	bflo_16279
OG0003696	HELIO_11257	bflo_11319
OG0003697	HELIO_12071	bflo_23717
OG0003699	HELIO_09663	bflo_03400
OG0003700	HELIO_11457	bflo_22951
OG0003701	HELIO_11557	bflo_01336
OG0003702	HELIO_12767	bflo_11082
OG0003703	HELIO_02888	bflo_03241
OG0003705	HELIO_09455	bflo_01256
OG0003706	HELIO_11708	bflo_15874
OG0003707	HELIO_10348	bflo_06702
OG0003709	HELIO_00709, HELIO_04113	bflo_13931
OG0003710	HELIO_06500	bflo_18086
OG0003711	HELIO_12137	bflo_12884
OG0003712	HELIO_08547	bflo_23878
OG0003713	HELIO_10395	bflo_02056
OG0003716	HELIO_05664, HELIO_06645	bflo_24004
OG0003717	HELIO_05515	bflo_01566
OG0003719	HELIO_06363	bflo_04239
OG0003721	HELIO_10032, HELIO_03702	bflo_09733
OG0003722	HELIO_03347	bflo_16670
OG0003723	HELIO_00154	bflo_04881
OG0003724	HELIO_10508	bflo_24348
OG0003725	HELIO_02882	bflo_25497
OG0003727	HELIO_02912	bflo_07862
OG0003728	HELIO_02348	bflo_16366
OG0003729	HELIO_11354	bflo_02888
OG0003730	HELIO_08006	bflo_09786
OG0003731	HELIO_04511, HELIO_05539	bflo_09228
OG0003732	HELIO_12303	bflo_21803
OG0003733	HELIO_03136	bflo_25583
OG0003734	HELIO_06093	bflo_15650
OG0003735	HELIO_01294	bflo_17363
OG0003736	HELIO_03063	bflo_12719
OG0003737	HELIO_10888	bflo_15994
OG0003738	HELIO_10176	bflo_23509
OG0003739	HELIO_08892	bflo_04782, bflo_26767
OG0003740	HELIO_05574	bflo_09974
OG0003741	HELIO_02790	bflo_10194
OG0003742	HELIO_08883	bflo_00933
OG0003743	HELIO_02787	bflo_17350
OG0003744	HELIO_04674	bflo_11052
OG0003745	HELIO_09559	bflo_13758, bflo_07859
OG0003746	HELIO_00144	bflo_18735
OG0003747	HELIO_06022	bflo_06649
OG0003749	HELIO_02988	bflo_09949, bflo_09953
OG0003750	HELIO_02076	bflo_14314
OG0003751	HELIO_08716	bflo_08903, bflo_02875
OG0003752	HELIO_08739	bflo_09978
OG0003753	HELIO_02945	bflo_22685
OG0003754	HELIO_09263	bflo_10581
OG0003755	HELIO_08454	bflo_20955
OG0003757	HELIO_08330	bflo_05823
OG0003759	HELIO_08276	bflo_25051
OG0003760	HELIO_10329	bflo_06355
OG0003761	HELIO_09527	bflo_07994
OG0003762	HELIO_00794	bflo_23845
OG0003764	HELIO_10540	bflo_23348
OG0003765	HELIO_02901	bflo_11672
OG0003767	HELIO_03825	bflo_13723, bflo_13725, bflo_13724
OG0003768	HELIO_12290, HELIO_05875, HELIO_09493	bflo_14840
OG0003769	HELIO_09666	bflo_13838
OG0003770	HELIO_06598	bflo_14290
OG0003771	HELIO_09996	bflo_23473
OG0003773	HELIO_11994	bflo_23068
OG0003776	HELIO_02001	bflo_19353
OG0003777	HELIO_01826	bflo_05355
OG0003778	HELIO_12734	bflo_03437
OG0003779	HELIO_09039	bflo_10120
OG0003794	HELIO_01699	bflo_12963
OG0003795	HELIO_00713	bflo_11372
OG0003798	HELIO_10316	bflo_17437
OG0003803	HELIO_02425	bflo_25196
OG0003805	HELIO_01250	bflo_17374, bflo_10826, bflo_21162
OG0003806	HELIO_00384	bflo_23190, bflo_00688
OG0003807	HELIO_07147	bflo_23696
OG0003808	HELIO_04304	bflo_01527
OG0003809	HELIO_07339	bflo_07420
OG0003810	HELIO_06395	bflo_15440
OG0003811	HELIO_07404	bflo_14145
OG0003812	HELIO_07959	bflo_24338
OG0003813	HELIO_02391	bflo_08536
OG0003815	HELIO_11390	bflo_18600
OG0003816	HELIO_04161, HELIO_05586	bflo_07647, bflo_07324
OG0003818	HELIO_04533	bflo_26938, bflo_10045
OG0003820	HELIO_12732, HELIO_12713	bflo_03485
OG0003821	HELIO_04733	bflo_11241
OG0003822	HELIO_04930	bflo_19782
OG0003822	HELIO_07244	bflo_19813, bflo_19570, bflo_19126, bflo_19569, bflo_19568, bflo_19572
OG0003823	HELIO_12718	bflo_01062
OG0003824	HELIO_02077	bflo_01655
OG0003825	HELIO_12444	bflo_06191
OG0003826	HELIO_02592	bflo_20813
OG0003827	HELIO_10529	bflo_26098, bflo_25484, bflo_25483, bflo_26097
OG0003828	HELIO_03989	bflo_16758
OG0003829	HELIO_04115	bflo_16298
OG0003830	HELIO_07812	bflo_17896
OG0003831	HELIO_00414	bflo_15015
OG0003832	HELIO_04229	bflo_11645
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	bflo_15287
OG0003834	HELIO_10627	bflo_13313
OG0003835	HELIO_00960	bflo_01951
OG0003836	HELIO_02274	bflo_14104
OG0003837	HELIO_01037	bflo_04359
OG0003838	HELIO_09299	bflo_14249
OG0003839	HELIO_00548	bflo_15827
OG0003840	HELIO_07119	bflo_06986
OG0003841	HELIO_08429	bflo_04276
OG0003842	HELIO_06073	bflo_26499
OG0003844	HELIO_00051	bflo_05707
OG0003845	HELIO_09710	bflo_20330
OG0003846	HELIO_07722	bflo_08816
OG0003847	HELIO_04738	bflo_16688
OG0003848	HELIO_02520	bflo_27156, bflo_15576
OG0003850	HELIO_01423	bflo_11358
OG0003851	HELIO_06451	bflo_00750
OG0003852	HELIO_11600	bflo_07596
OG0003853	HELIO_12441	bflo_21440
OG0003854	HELIO_03527	bflo_02025
OG0003855	HELIO_07181	bflo_01488
OG0003856	HELIO_05722	bflo_23888
OG0003857	HELIO_12190	bflo_23884
OG0003858	HELIO_08687	bflo_16889
OG0003859	HELIO_02262	bflo_01769
OG0003861	HELIO_09460	bflo_18325
OG0003862	HELIO_04377	bflo_18081
OG0003863	HELIO_09867	bflo_08746
OG0003864	HELIO_10875	bflo_17590
OG0003865	HELIO_11073	bflo_02430
OG0003866	HELIO_03099	bflo_18467, bflo_18468
OG0003867	HELIO_01829	bflo_24398
OG0003868	HELIO_08898	bflo_15648
OG0003869	HELIO_08492	bflo_18781
OG0003870	HELIO_02612	bflo_10490
OG0003872	HELIO_02970	bflo_16387
OG0003874	HELIO_04369	bflo_06454
OG0003876	HELIO_02667	bflo_25231
OG0003877	HELIO_08344	bflo_22483
OG0003878	HELIO_10989	bflo_11907
OG0003879	HELIO_05565	bflo_01976
OG0003880	HELIO_02020	bflo_21721
OG0003881	HELIO_07709	bflo_12239
OG0003882	HELIO_05979	bflo_12728
OG0003883	HELIO_12699	bflo_09030
OG0003884	HELIO_00594	bflo_08247
OG0003885	HELIO_08959	bflo_05699
OG0003886	HELIO_06325	bflo_02594
OG0003887	HELIO_07770	bflo_07640
OG0003888	HELIO_07431	bflo_17272
OG0003890	HELIO_12503	bflo_14828, bflo_10736
OG0003892	HELIO_08263	bflo_11576
OG0003893	HELIO_05290	bflo_18061
OG0003894	HELIO_00555	bflo_15776
OG0003895	HELIO_10007	bflo_22849
OG0003896	HELIO_00287	bflo_23104
OG0003897	HELIO_07895	bflo_24684
OG0003898	HELIO_09951	bflo_21662
OG0003899	HELIO_00617	bflo_04991
OG0003900	HELIO_07367	bflo_22302
OG0003901	HELIO_12439	bflo_25007
OG0003903	HELIO_11262	bflo_17448
OG0003904	HELIO_03811	bflo_08053
OG0003906	HELIO_09388	bflo_04877
OG0003911	HELIO_02034	bflo_01450
OG0003912	HELIO_00546	bflo_13927
OG0003913	HELIO_06151	bflo_25822
OG0003914	HELIO_10475	bflo_07842
OG0003916	HELIO_04220	bflo_12715
OG0003917	HELIO_10729	bflo_14511
OG0003918	HELIO_12096	bflo_07118
OG0003920	HELIO_09202	bflo_17349
OG0003921	HELIO_11518	bflo_01051
OG0003923	HELIO_10280	bflo_18828
OG0003924	HELIO_06255	bflo_08629, bflo_26895
OG0003925	HELIO_11080	bflo_24965
OG0003926	HELIO_01471	bflo_24571
OG0003927	HELIO_07361	bflo_21017, bflo_21016
OG0003928	HELIO_10922	bflo_13839
OG0003929	HELIO_09096	bflo_07561, bflo_05243
OG0003930	HELIO_03284	bflo_03015
OG0003931	HELIO_04058	bflo_23064
OG0003932	HELIO_09810	bflo_06821
OG0003932	HELIO_00419	bflo_15910
OG0003933	HELIO_08038	bflo_12445
OG0003934	HELIO_00565	bflo_25582
OG0003935	HELIO_11530	bflo_09457, bflo_07075, bflo_19441
OG0003937	HELIO_05246	bflo_09216
OG0003938	HELIO_03125	bflo_17513
OG0003939	HELIO_10160	bflo_25332
OG0003940	HELIO_07463	bflo_12482
OG0003942	HELIO_02681	bflo_17261
OG0003943	HELIO_11312	bflo_06013, bflo_05488
OG0003944	HELIO_01693	bflo_17891
OG0003945	HELIO_03032	bflo_23336
OG0003946	HELIO_10205	bflo_08890
OG0003947	HELIO_08689	bflo_10038, bflo_26937
OG0003948	HELIO_12286	bflo_21792
OG0003949	HELIO_10884	bflo_04795, bflo_20040, bflo_04980
OG0003950	HELIO_06986	bflo_04796
OG0003951	HELIO_01607	bflo_10924
OG0003952	HELIO_11092, HELIO_11462	bflo_03025
OG0003953	HELIO_08151	bflo_14350
OG0003954	HELIO_06270	bflo_06529
OG0003955	HELIO_02651	bflo_15067
OG0003956	HELIO_03913	bflo_25554
OG0003957	HELIO_11006	bflo_12685
OG0003958	HELIO_12507	bflo_07451
