Orthogroup	HELIO_ok	DANRE
OG0002890	HELIO_04771	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748
OG0002891	HELIO_09925	DANRE30130, DANRE16952
OG0002892	HELIO_10616	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159
OG0002894	HELIO_09144	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	HELIO_08387	DANRE30939, DANRE40535, DANRE02366
OG0002896	HELIO_10510	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537
OG0002897	HELIO_04251	DANRE35476, DANRE35474, DANRE35475
OG0002898	HELIO_01203, HELIO_01415, HELIO_07850	DANRE16262, DANRE16261, DANRE16260
OG0002899	HELIO_09658	DANRE09288, DANRE09287, DANRE36325
OG0002900	HELIO_10716	DANRE12889, DANRE14486, DANRE14487
OG0002901	HELIO_06442, HELIO_05571, HELIO_10057, HELIO_10056	DANRE18173, DANRE18172
OG0002902	HELIO_03973	DANRE30424, DANRE03373
OG0002904	HELIO_08037	DANRE42980, DANRE42981
OG0002905	HELIO_02894	DANRE22952, DANRE22954, DANRE27661, DANRE27660, DANRE22953
OG0002906	HELIO_01982	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196
OG0002907	HELIO_08086	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002908	HELIO_12076	DANRE23356, DANRE23357
OG0002909	HELIO_11442	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880
OG0002910	HELIO_10398, HELIO_05618	DANRE30866
OG0002911	HELIO_11560	DANRE05242, DANRE05241, DANRE00632, DANRE00631
OG0002912	HELIO_10722	DANRE38633, DANRE38632
OG0002913	HELIO_08382	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184
OG0002915	HELIO_03014	DANRE12827, DANRE12826, DANRE27309
OG0002916	HELIO_01260	DANRE02144, DANRE02145, DANRE00486, DANRE00485
OG0002917	HELIO_11831, HELIO_12269	DANRE13269, DANRE13268
OG0002919	HELIO_03152	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877
OG0002921	HELIO_00633	DANRE29158
OG0002922	HELIO_01371	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635
OG0002923	HELIO_01291	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058
OG0002924	HELIO_03669	DANRE38511, DANRE12737, DANRE19086, DANRE19087
OG0002925	HELIO_07013	DANRE10222, DANRE10223, DANRE36912, DANRE15101
OG0002926	HELIO_11215	DANRE34322, DANRE34323, DANRE21574, DANRE21575
OG0002927	HELIO_04118, HELIO_11389	DANRE09831, DANRE09830
OG0002944	HELIO_03982	DANRE18767, DANRE18766, DANRE22390, DANRE24085
OG0002945	HELIO_07253	DANRE35994, DANRE35995, DANRE35993
OG0002947	HELIO_05476, HELIO_00496	DANRE10152, DANRE10153, DANRE10154
OG0002948	HELIO_11632, HELIO_00853	DANRE34886
OG0002949	HELIO_00481	DANRE09990, DANRE09991
OG0002950	HELIO_08656	DANRE30001
OG0002953	HELIO_00856	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658
OG0002954	HELIO_11852	DANRE38940, DANRE25783
OG0002955	HELIO_02054	DANRE05511
OG0002956	HELIO_00517	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266
OG0002957	HELIO_01334	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002959	HELIO_11816	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880
OG0002960	HELIO_12408	DANRE14553
OG0002961	HELIO_07714	DANRE24668, DANRE24669
OG0002962	HELIO_09203	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302
OG0002964	HELIO_09474	DANRE29981
OG0002965	HELIO_08079, HELIO_08080	DANRE04582
OG0002966	HELIO_01639	DANRE36185
OG0002967	HELIO_01640	DANRE08054, DANRE08053, DANRE08052, DANRE34156
OG0002969	HELIO_06121	DANRE03329, DANRE03330
OG0002971	HELIO_04028	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229
OG0002973	HELIO_02856	DANRE02875, DANRE43269
OG0002974	HELIO_04772	DANRE10580, DANRE10579, DANRE10581, DANRE38604
OG0002976	HELIO_01861	DANRE34839, DANRE34841, DANRE34840
OG0002977	HELIO_08539	DANRE08323, DANRE08322
OG0002978	HELIO_02937	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048
OG0002981	HELIO_06184	DANRE27435, DANRE27434, DANRE27436
OG0002982	HELIO_12635	DANRE43008, DANRE43009
OG0002983	HELIO_04868	DANRE04558, DANRE35676, DANRE36478
OG0002984	HELIO_11946	DANRE09046
OG0002985	HELIO_08571	DANRE28806, DANRE21915
OG0002986	HELIO_08236, HELIO_08239	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783
OG0002987	HELIO_07528	DANRE23368, DANRE06719
OG0002988	HELIO_02811	DANRE35776, DANRE41716
OG0002989	HELIO_04721	DANRE22802, DANRE22801, DANRE22258
OG0002990	HELIO_01354	DANRE20457, DANRE20456
OG0002991	HELIO_03254	DANRE04634, DANRE04633, DANRE04635
OG0002992	HELIO_10682	DANRE38774, DANRE38775, DANRE38773, DANRE23142
OG0002994	HELIO_02869	DANRE09752, DANRE14545
OG0002996	HELIO_00425	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485
OG0002997	HELIO_11017	DANRE26807, DANRE26806, DANRE26808
OG0002998	HELIO_07110	DANRE25591, DANRE40334
OG0003000	HELIO_04192	DANRE12152
OG0003001	HELIO_11460	DANRE24877, DANRE27015, DANRE27016
OG0003002	HELIO_11172	DANRE35876, DANRE41576, DANRE41575
OG0003003	HELIO_10806	DANRE10097, DANRE10096, DANRE14195, DANRE18308
OG0003004	HELIO_11259	DANRE11793, DANRE11792, DANRE19678, DANRE13171
OG0003005	HELIO_00569	DANRE00094
OG0003005	HELIO_03271	DANRE05976, DANRE05975
OG0003006	HELIO_11696	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003008	HELIO_02553	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455
OG0003009	HELIO_11951, HELIO_11952	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983
OG0003010	HELIO_03406	DANRE03320
OG0003011	HELIO_05238	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482
OG0003012	HELIO_05186	DANRE02194, DANRE41182, DANRE01474, DANRE01475
OG0003013	HELIO_10687	DANRE42634, DANRE09494, DANRE09495
OG0003014	HELIO_11145	DANRE18904, DANRE18903, DANRE11632, DANRE11631
OG0003016	HELIO_02017	DANRE15754, DANRE07659, DANRE07660
OG0003017	HELIO_02953	DANRE14386
OG0003018	HELIO_09293	DANRE20107
OG0003021	HELIO_03676	DANRE03715
OG0003022	HELIO_09487	DANRE06629, DANRE06630
OG0003025	HELIO_02232	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233
OG0003026	HELIO_08978	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963
OG0003027	HELIO_02071	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	HELIO_06724	DANRE14928, DANRE14929, DANRE14927
OG0003029	HELIO_10606	DANRE14128, DANRE12524
OG0003030	HELIO_00797	DANRE17646, DANRE17647, DANRE17166, DANRE30218
OG0003031	HELIO_05721	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164
OG0003032	HELIO_06501	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504
OG0003033	HELIO_00240	DANRE15199
OG0003034	HELIO_06173	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813, DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737
OG0003035	HELIO_02980	DANRE21581, DANRE21582, DANRE34776
OG0003036	HELIO_04474	DANRE28031, DANRE21834
OG0003038	HELIO_08052	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300
OG0003040	HELIO_07546	DANRE37975
OG0003041	HELIO_12413	DANRE10564, DANRE10563, DANRE10565, DANRE10566
OG0003043	HELIO_08514	DANRE17899
OG0003044	HELIO_01506	DANRE35015
OG0003045	HELIO_02674	DANRE40089
OG0003045	HELIO_00589	DANRE07636
OG0003046	HELIO_07002, HELIO_12633	DANRE25428, DANRE28175
OG0003048	HELIO_01657	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174
OG0003049	HELIO_04451	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463
OG0003051	HELIO_05764, HELIO_08416	DANRE07546, DANRE42090, DANRE42091
OG0003052	HELIO_08976	DANRE16627, DANRE16629, DANRE16628
OG0003053	HELIO_10692	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435
OG0003054	HELIO_04850	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003055	HELIO_03528	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002
OG0003057	HELIO_10235	DANRE08967, DANRE18180, DANRE18179, DANRE18178
OG0003058	HELIO_09680	DANRE17348, DANRE24903
OG0003059	HELIO_08106	DANRE16710, DANRE11335, DANRE11333, DANRE11334
OG0003060	HELIO_05995	DANRE30122, DANRE26566, DANRE20937
OG0003063	HELIO_05044	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003064	HELIO_01395	DANRE01811
OG0003065	HELIO_03475	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090
OG0003066	HELIO_02851	DANRE25448, DANRE31281
OG0003067	HELIO_06760	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233
OG0003072	HELIO_06085	DANRE21203, DANRE21204, DANRE30787, DANRE30788
OG0003073	HELIO_04819	DANRE00917
OG0003073	HELIO_06482	DANRE36055, DANRE36054, DANRE36053
OG0003074	HELIO_04402	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216
OG0003075	HELIO_06587	DANRE24279
OG0003077	HELIO_08466	DANRE30068, DANRE30069, DANRE30345, DANRE30346
OG0003078	HELIO_05417	DANRE02904
OG0003079	HELIO_12034	DANRE21757, DANRE19386, DANRE28143, DANRE21756
OG0003084	HELIO_07579	DANRE07763, DANRE07764
OG0003086	HELIO_04584	DANRE36754
OG0003101	HELIO_07909	DANRE11473, DANRE24368, DANRE40300
OG0003104	HELIO_10296	DANRE34200, DANRE36452, DANRE36450, DANRE36451
OG0003105	HELIO_09603	DANRE06202, DANRE06203, DANRE06204
OG0003106	HELIO_01110	DANRE12715
OG0003107	HELIO_07326	DANRE12324, DANRE39342
OG0003108	HELIO_02749	DANRE25882, DANRE25879, DANRE25880
OG0003111	HELIO_06075	DANRE24570, DANRE35647, DANRE35648, DANRE35646
OG0003114	HELIO_11712	DANRE39250, DANRE39249, DANRE19962
OG0003115	HELIO_03185	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457
OG0003118	HELIO_06562	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363
OG0003119	HELIO_00761	DANRE33891, DANRE24253
OG0003120	HELIO_07299	DANRE03267
OG0003121	HELIO_08859	DANRE12731, DANRE28362, DANRE21700
OG0003122	HELIO_06710	DANRE11723, DANRE11724
OG0003123	HELIO_02552	DANRE09106, DANRE14297, DANRE12710
OG0003124	HELIO_08012	DANRE19479, DANRE19478
OG0003125	HELIO_10746	DANRE27728, DANRE27726, DANRE27727
OG0003127	HELIO_03443, HELIO_03444	DANRE05414
OG0003127	HELIO_04631	DANRE05629
OG0003128	HELIO_06948	DANRE16305
OG0003130	HELIO_08736	DANRE08300, DANRE08301, DANRE08299
OG0003131	HELIO_00277	DANRE39602, DANRE39603
OG0003132	HELIO_04923	DANRE15060, DANRE15061
OG0003133	HELIO_02835, HELIO_09007, HELIO_12270	DANRE12809, DANRE12810, DANRE12808
OG0003135	HELIO_09441	DANRE08191
OG0003136	HELIO_01694	DANRE35065, DANRE12101, DANRE11278
OG0003137	HELIO_04487	DANRE26190
OG0003138	HELIO_07469	DANRE27831
OG0003140	HELIO_07640	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086
OG0003141	HELIO_02200	DANRE20615, DANRE14046, DANRE14045
OG0003142	HELIO_02394	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323
OG0003144	HELIO_08805, HELIO_03417	DANRE00783, DANRE00782, DANRE00786, DANRE00785
OG0003145	HELIO_05596	DANRE36307, DANRE36308, DANRE26624
OG0003146	HELIO_05913	DANRE17747, DANRE17748
OG0003147	HELIO_02388	DANRE06463, DANRE06464
OG0003148	HELIO_09068	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993
OG0003149	HELIO_01057, HELIO_03918, HELIO_03910	DANRE09385
OG0003150	HELIO_04239	DANRE06878, DANRE06879, DANRE42088
OG0003152	HELIO_05013	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960
OG0003153	HELIO_01955	DANRE36866, DANRE36864
OG0003154	HELIO_10327	DANRE26477
OG0003157	HELIO_06700	DANRE19807
OG0003159	HELIO_08765	DANRE00330, DANRE39548, DANRE05243
OG0003160	HELIO_04756	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117
OG0003161	HELIO_10835	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062
OG0003162	HELIO_02560	DANRE17764, DANRE05683, DANRE08820
OG0003163	HELIO_09287	DANRE40155, DANRE40154, DANRE25816, DANRE25817
OG0003164	HELIO_09851	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697
OG0003165	HELIO_04786	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525
OG0003166	HELIO_09979	DANRE16104, DANRE16105
OG0003167	HELIO_12275	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935
OG0003168	HELIO_11978	DANRE29309, DANRE15435, DANRE15436, DANRE15437
OG0003169	HELIO_08500	DANRE42633, DANRE42632
OG0003171	HELIO_08786	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287
OG0003172	HELIO_04597	DANRE42756
OG0003173	HELIO_11473	DANRE16306, DANRE16307
OG0003174	HELIO_00264	DANRE06246, DANRE06247, DANRE06245
OG0003175	HELIO_11871	DANRE10507, DANRE42689, DANRE14253
OG0003176	HELIO_05807	DANRE13495, DANRE13496
OG0003177	HELIO_06751	DANRE16368, DANRE16367
OG0003178	HELIO_01460	DANRE08964, DANRE11055
OG0003179	HELIO_10655	DANRE15998, DANRE16000, DANRE16001
OG0003183	HELIO_01228	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557
OG0003185	HELIO_04542	DANRE39287, DANRE31275, DANRE31276, DANRE31274
OG0003187	HELIO_00272	DANRE20980, DANRE20979
OG0003188	HELIO_07819	DANRE00343, DANRE25991, DANRE38344, DANRE34574
OG0003189	HELIO_12511	DANRE00005, DANRE00004
OG0003190	HELIO_04199, HELIO_06545	DANRE15815
OG0003191	HELIO_09939	DANRE35621, DANRE35620, DANRE23032, DANRE23033
OG0003192	HELIO_10231	DANRE41743, DANRE41742, DANRE41744, DANRE41741, DANRE35706, DANRE35707
OG0003193	HELIO_03842	DANRE16196, DANRE16197, DANRE41842, DANRE16198
OG0003195	HELIO_05599	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350
OG0003196	HELIO_01637	DANRE10235
OG0003197	HELIO_12323	DANRE08921
OG0003199	HELIO_10732	DANRE22632, DANRE22631
OG0003201	HELIO_10741	DANRE30707
OG0003202	HELIO_00628	DANRE25272, DANRE00416, DANRE00417
OG0003203	HELIO_12411	DANRE14965, DANRE13754
OG0003204	HELIO_09427	DANRE29886, DANRE29888, DANRE29887, DANRE04013, DANRE04010, DANRE04012, DANRE04011
OG0003206	HELIO_08652	DANRE28861
OG0003207	HELIO_04788	DANRE36071, DANRE30681
OG0003208	HELIO_09137	DANRE40086
OG0003210	HELIO_01772	DANRE19116, DANRE19117, DANRE40210, DANRE26478
OG0003211	HELIO_12582	DANRE25652, DANRE25653, DANRE25651, DANRE31621, DANRE31623, DANRE31622
OG0003212	HELIO_01310	DANRE39811, DANRE39812, DANRE31617, DANRE31616
OG0003213	HELIO_11031	DANRE26968, DANRE26967
OG0003214	HELIO_05250	DANRE41512
OG0003215	HELIO_01923	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052
OG0003217	HELIO_01441	DANRE01890, DANRE19010
OG0003218	HELIO_02702	DANRE20503, DANRE20504
OG0003219	HELIO_02834	DANRE15939, DANRE15938, DANRE15940
OG0003220	HELIO_12154	DANRE14233, DANRE10112
OG0003221	HELIO_05558	DANRE15085, DANRE15029, DANRE15030
OG0003222	HELIO_04495	DANRE39352, DANRE12322, DANRE24319
OG0003223	HELIO_00004	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863
OG0003225	HELIO_03805	DANRE00960
OG0003226	HELIO_03198	DANRE38654
OG0003227	HELIO_09540	DANRE25245, DANRE25246, DANRE25244
OG0003228	HELIO_02794	DANRE17723, DANRE17725, DANRE17724, DANRE17726
OG0003229	HELIO_12333	DANRE00332
OG0003230	HELIO_01822	DANRE04385
OG0003234	HELIO_00230	DANRE06014
OG0003235	HELIO_02635	DANRE22427, DANRE22430, DANRE22429
OG0003236	HELIO_03810	DANRE19085, DANRE36167, DANRE28793
OG0003238	HELIO_01572	DANRE12306, DANRE12307
OG0003239	HELIO_12569	DANRE12438, DANRE12437
OG0003250	HELIO_06454	DANRE17729, DANRE22519, DANRE22517, DANRE22518
OG0003251	HELIO_02853	DANRE14601, DANRE38610
OG0003252	HELIO_12715	DANRE18828, DANRE11674, DANRE11673, DANRE11671, DANRE11675, DANRE11672, DANRE18829, DANRE18830
OG0003253	HELIO_01269, HELIO_01268	DANRE19413, DANRE19414, DANRE33956, DANRE33957, DANRE12186, DANRE12185
OG0003254	HELIO_02013	DANRE06282, DANRE19948, DANRE19947
OG0003255	HELIO_03313	DANRE14794
OG0003258	HELIO_01814	DANRE22153, DANRE22152
OG0003259	HELIO_05468	DANRE41234
OG0003260	HELIO_09298	DANRE40161, DANRE40160, DANRE00185, DANRE00186, DANRE00187, DANRE00183, DANRE00184
OG0003261	HELIO_09008	DANRE26659, DANRE08635, DANRE08637, DANRE08636
OG0003262	HELIO_09738	DANRE39652, DANRE39651, DANRE33302, DANRE33303, DANRE33301, DANRE39650, DANRE39654, DANRE42985
OG0003263	HELIO_06528	DANRE09441, DANRE09439, DANRE09440
OG0003264	HELIO_05957	DANRE23955, DANRE04459, DANRE24677
OG0003265	HELIO_05075	DANRE02228, DANRE02229, DANRE31541, DANRE31542, DANRE31540
OG0003266	HELIO_11954	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821
OG0003267	HELIO_05451	DANRE03537
OG0003268	HELIO_11848	DANRE14424
OG0003269	HELIO_11705	DANRE03374, DANRE30416, DANRE30418, DANRE30419, DANRE30420, DANRE30417
OG0003270	HELIO_04333	DANRE26120, DANRE09021
OG0003271	HELIO_09704	DANRE25960
OG0003272	HELIO_09074	DANRE20194, DANRE20196, DANRE20195, DANRE20193, DANRE23622, DANRE23621
OG0003275	HELIO_12630	DANRE03448, DANRE37102, DANRE37101
OG0003278	HELIO_10318	DANRE11535, DANRE11534
OG0003279	HELIO_09284	DANRE06635, DANRE06634, DANRE06174
OG0003280	HELIO_09348	DANRE08669, DANRE08670
OG0003282	HELIO_02896	DANRE06254, DANRE20076, DANRE20077, DANRE06251, DANRE06253, DANRE06252, DANRE06250
OG0003283	HELIO_04347	DANRE30682, DANRE30683
OG0003284	HELIO_03635	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347
OG0003286	HELIO_05866	DANRE30520
OG0003287	HELIO_02350	DANRE22777, DANRE18646
OG0003288	HELIO_08221	DANRE06393, DANRE06392, DANRE06391
OG0003289	HELIO_01128	DANRE24116, DANRE27232, DANRE12400, DANRE12399, DANRE12398
OG0003290	HELIO_11498	DANRE27117, DANRE27116, DANRE37909, DANRE27115, DANRE27118
OG0003291	HELIO_02174	DANRE20382
OG0003293	HELIO_08360	DANRE01751
OG0003294	HELIO_09835	DANRE17929, DANRE17930
OG0003295	HELIO_04382	DANRE03306, DANRE03307, DANRE20248, DANRE20249
OG0003296	HELIO_04825	DANRE00126, DANRE33544, DANRE33545, DANRE33543
OG0003297	HELIO_06575	DANRE30439, DANRE30438
OG0003298	HELIO_02188	DANRE06755, DANRE06756, DANRE06754
OG0003299	HELIO_09593	DANRE36340
OG0003302	HELIO_00429	DANRE06221
OG0003303	HELIO_02870	DANRE28350
OG0003304	HELIO_10378	DANRE10347, DANRE03450
OG0003306	HELIO_02826	DANRE43404, DANRE43405
OG0003307	HELIO_09634	DANRE16254, DANRE06704, DANRE06703, DANRE06702, DANRE06701
OG0003311	HELIO_05785	DANRE33784, DANRE24297, DANRE24298, DANRE43051, DANRE43050, DANRE43048, DANRE43049
OG0003314	HELIO_06199	DANRE33781, DANRE15776, DANRE15775, DANRE17815
OG0003315	HELIO_06277	DANRE10619
OG0003316	HELIO_04955	DANRE26440, DANRE26441
OG0003317	HELIO_04704, HELIO_06602	DANRE35985, DANRE35986
OG0003318	HELIO_09114	DANRE25493, DANRE22611, DANRE23177, DANRE22612
OG0003319	HELIO_09121	DANRE23237, DANRE22506, DANRE24646, DANRE24645, DANRE24644
OG0003320	HELIO_07667	DANRE41193
OG0003321	HELIO_08818	DANRE02460, DANRE09838, DANRE09837, DANRE09416, DANRE09418, DANRE09417, DANRE02459
OG0003323	HELIO_10464	DANRE00405, DANRE00404
OG0003324	HELIO_08362	DANRE25742, DANRE25743, DANRE25741
OG0003325	HELIO_09071	DANRE05384
OG0003326	HELIO_11660	DANRE11610, DANRE11609, DANRE11611, DANRE19594
OG0003327	HELIO_12534	DANRE19103, DANRE26550
OG0003329	HELIO_02507	DANRE34804, DANRE34803, DANRE34805, DANRE34806, DANRE19075, DANRE19074
OG0003330	HELIO_07578, HELIO_05577	DANRE25990, DANRE25989, DANRE25988
OG0003331	HELIO_02767	DANRE08202
OG0003332	HELIO_03785	DANRE27038, DANRE14192, DANRE14193
OG0003335	HELIO_09042	DANRE43040, DANRE43039
OG0003336	HELIO_03867	DANRE18247, DANRE18248, DANRE18245, DANRE18246, DANRE30254, DANRE30253, DANRE33367, DANRE40677
OG0003337	HELIO_01038	DANRE20593
OG0003340	HELIO_01545	DANRE04514, DANRE15040, DANRE15039
OG0003341	HELIO_12055	DANRE16894, DANRE16891, DANRE16893, DANRE16892
OG0003343	HELIO_10253	DANRE07919
OG0003344	HELIO_01718	DANRE18124, DANRE18125
OG0003345	HELIO_04658	DANRE11339, DANRE11338
OG0003347	HELIO_07786	DANRE41449, DANRE35758
OG0003348	HELIO_06884	DANRE27276, DANRE27277, DANRE27275, DANRE42542
OG0003349	HELIO_12164	DANRE15993, DANRE05369, DANRE04342
OG0003350	HELIO_03656	DANRE42148, DANRE42147, DANRE35728, DANRE08759, DANRE28114
OG0003351	HELIO_02226	DANRE25830, DANRE25831
OG0003351	HELIO_08314	DANRE35260, DANRE35261
OG0003352	HELIO_01595	DANRE21417, DANRE41370, DANRE14671, DANRE14672, DANRE14673
OG0003353	HELIO_09911	DANRE30791, DANRE30792
OG0003354	HELIO_00644	DANRE29835, DANRE29834
OG0003355	HELIO_08886, HELIO_06119	DANRE05417, DANRE05418, DANRE19297, DANRE19299, DANRE19300, DANRE19295, DANRE19296, DANRE03108
OG0003356	HELIO_03350	DANRE15474, DANRE30339, DANRE30340, DANRE30341
OG0003357	HELIO_00345	DANRE07394
OG0003358	HELIO_01492	DANRE02479, DANRE02478, DANRE02477, DANRE02476
OG0003359	HELIO_03690	DANRE18616, DANRE18617
OG0003360	HELIO_10234	DANRE05510, DANRE05508, DANRE05507, DANRE05509
OG0003361	HELIO_12352	DANRE05842, DANRE05843, DANRE05841, DANRE08075
OG0003362	HELIO_10225, HELIO_09367	DANRE08515, DANRE08516
OG0003364	HELIO_10249	DANRE12639, DANRE29498, DANRE29497, DANRE29496
OG0003365	HELIO_08582	DANRE30609, DANRE30608, DANRE30611, DANRE30607, DANRE30610, DANRE02243
OG0003366	HELIO_04839	DANRE04648, DANRE04649
OG0003367	HELIO_04573	DANRE31215, DANRE31217, DANRE31216, DANRE25129
OG0003368	HELIO_01416	DANRE00653, DANRE00654, DANRE43081
OG0003369	HELIO_06850	DANRE34344, DANRE05188, DANRE05189, DANRE34343
OG0003370	HELIO_11000	DANRE10592, DANRE15077, DANRE15078, DANRE15079
OG0003372	HELIO_02230	DANRE23620, DANRE04361
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	DANRE30795, DANRE25514
OG0003374	HELIO_02124	DANRE10573, DANRE14737, DANRE12074, DANRE12073
OG0003375	HELIO_02027	DANRE39521, DANRE39522
OG0003376	HELIO_11921	DANRE38080, DANRE38083, DANRE38082, DANRE38081
OG0003377	HELIO_08558	DANRE38960, DANRE38961, DANRE38962
OG0003378	HELIO_09467	DANRE12800
OG0003379	HELIO_07891	DANRE09943, DANRE09945, DANRE13591, DANRE09946, DANRE13590, DANRE09944
OG0003380	HELIO_08129	DANRE00132, DANRE39588, DANRE00756
OG0003381	HELIO_01980	DANRE39290, DANRE39291, DANRE39289
OG0003382	HELIO_00905, HELIO_00906	DANRE26481, DANRE09915
OG0003383	HELIO_12143	DANRE03207, DANRE03208, DANRE29176, DANRE29177
OG0003384	HELIO_02989	DANRE16877, DANRE16878, DANRE05733, DANRE00623
OG0003385	HELIO_09926	DANRE23352
OG0003386	HELIO_02832	DANRE26427, DANRE36330
OG0003387	HELIO_01155	DANRE30095
OG0003388	HELIO_00223	DANRE03541, DANRE03539, DANRE03540, DANRE11313
OG0003391	HELIO_12678	DANRE05822, DANRE05819, DANRE05820
OG0003392	HELIO_03752	DANRE36118, DANRE36119, DANRE15512
OG0003393	HELIO_03857	DANRE38662, DANRE38661
OG0003394	HELIO_05269	DANRE42576, DANRE42577
OG0003396	HELIO_09211	DANRE25292
OG0003419	HELIO_02457	DANRE37837, DANRE37839, DANRE37838
OG0003420	HELIO_10401	DANRE18293, DANRE19152
OG0003421	HELIO_01521	DANRE07102, DANRE07103
OG0003422	HELIO_08753	DANRE31337, DANRE31335, DANRE31336
OG0003424	HELIO_12054	DANRE28909
OG0003425	HELIO_11455	DANRE00220, DANRE00221
OG0003426	HELIO_05969	DANRE06294
OG0003429	HELIO_03900	DANRE40348
OG0003430	HELIO_07216	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	HELIO_02627	DANRE37082, DANRE37083, DANRE39962
OG0003433	HELIO_11340	DANRE00751, DANRE38175, DANRE00750
OG0003434	HELIO_08552	DANRE24886, DANRE24887
OG0003435	HELIO_06428	DANRE17574, DANRE17573, DANRE12047
OG0003439	HELIO_01786	DANRE35606, DANRE35605, DANRE35604, DANRE35607, DANRE36234, DANRE36232, DANRE36233, DANRE36235
OG0003440	HELIO_07388	DANRE16061, DANRE41627, DANRE41628, DANRE16062, DANRE16060
OG0003441	HELIO_00883	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227
