Orthogroup	OWEFU	CAEEL
OG0002859	OFUSG26370.1.p1	CAEEL19186
OG0002860	OFUSG10816.1.p1	CAEEL11643
OG0002866	OFUSG00718.1.p1	CAEEL03096
OG0002868	OFUSG03072.1.p1	CAEEL05539
OG0002873	OFUSG10642.1.p1	CAEEL07574
OG0002874	OFUSG06464.2.p1, OFUSG06464.1.p1	CAEEL09572
OG0002876	OFUSG07618.1.p1	CAEEL10277
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	CAEEL02920
OG0002879	OFUSG00445.1.p1	CAEEL00701
OG0002880	OFUSG17371.1.p1, OFUSG17371.2.p1	CAEEL11517
OG0002883	OFUSG22592.1.p1	CAEEL05948
OG0002884	OFUSG01224.1.p1	CAEEL01828
OG0002887	OFUSG17477.1.p1	CAEEL06082, CAEEL06083
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	CAEEL10804
OG0002891	OFUSG13187.1.p1	CAEEL04184, CAEEL01874
OG0002893	OFUSG14671.1.p1, OFUSG14674.1.p1	CAEEL02075
OG0002894	OFUSG25047.1.p1	CAEEL14713
OG0002895	OFUSG18676.1.p1	CAEEL07602, CAEEL10533
OG0002896	OFUSG14237.1.p1	CAEEL18643
OG0002898	OFUSG11484.1.p1	CAEEL13137
OG0002899	OFUSG21253.1.p1	CAEEL01046
OG0002906	OFUSG05126.1.p1, OFUSG05126.2.p1	CAEEL05147
OG0002907	OFUSG19626.1.p1	CAEEL01271
OG0002909	OFUSG18769.1.p1	CAEEL11759
OG0002910	OFUSG01086.1.p1	CAEEL04697
OG0002912	OFUSG20904.1.p1	CAEEL00640
OG0002913	OFUSG04257.1.p1	CAEEL02893
OG0002915	OFUSG20878.1.p1	CAEEL02902
OG0002916	OFUSG21167.1.p1	CAEEL04244
OG0002919	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1	CAEEL00259
OG0002921	OFUSG15321.1.p1	CAEEL06148
OG0002925	OFUSG23710.1.p1	CAEEL01723, CAEEL07404
OG0002927	OFUSG04039.2.p1, OFUSG04039.1.p1	CAEEL01626
OG0002944	OFUSG26530.1.p1	CAEEL11414
OG0002947	OFUSG06938.1.p1, OFUSG05617.1.p1	CAEEL06268
OG0002949	OFUSG18300.1.p1	CAEEL05799
OG0002950	OFUSG10158.2.p1, OFUSG10158.1.p1	CAEEL08362
OG0002952	OFUSG03363.1.p1	CAEEL09036
OG0002953	OFUSG21854.1.p1	CAEEL11622
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	CAEEL01420
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	CAEEL02702
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	CAEEL12413, CAEEL12412
OG0002960	OFUSG07939.1.p1	CAEEL01541
OG0002961	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1	CAEEL16453, CAEEL14328
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	CAEEL20383
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	CAEEL19811
OG0002965	OFUSG00878.1.p1	CAEEL01992
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	CAEEL08468, CAEEL19347
OG0002967	OFUSG21907.1.p1	CAEEL20418, CAEEL02925
OG0002968	OFUSG13570.1.p1	CAEEL01853
OG0002969	OFUSG04125.1.p1	CAEEL14216
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	CAEEL09565
OG0002974	OFUSG04989.1.p1	CAEEL01320
OG0002975	OFUSG21917.1.p1	CAEEL15337
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	OFUSG06351.1.p1, OFUSG06351.2.p1	CAEEL07234, CAEEL07233
OG0002978	OFUSG12256.1.p1	CAEEL16463
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1, OFUSG01879.1.p1	CAEEL01855
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	CAEEL01433
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	CAEEL08353
OG0002986	OFUSG05495.2.p1, OFUSG05495.1.p1	CAEEL10835
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	CAEEL17800, CAEEL18018
OG0002990	OFUSG06081.2.p1, OFUSG06081.1.p1	CAEEL08773
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1	CAEEL09004
OG0002995	OFUSG25101.2.p1, OFUSG25101.1.p1	CAEEL07264
OG0002996	OFUSG06256.1.p1	CAEEL10716
OG0003001	OFUSG15796.1.p1	CAEEL10876
OG0003003	OFUSG17638.1.p1, OFUSG17638.2.p1	CAEEL14387
OG0003004	OFUSG11480.1.p1	CAEEL15423
OG0003005	OFUSG11245.1.p1	CAEEL16758
OG0003006	OFUSG17958.1.p1	CAEEL10145
OG0003008	OFUSG25480.1.p1, OFUSG25480.2.p1	CAEEL20335
OG0003012	OFUSG06422.1.p1	CAEEL05983
OG0003013	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	OFUSG15945.1.p1	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	OFUSG03152.1.p1	CAEEL09225
OG0003018	OFUSG03127.1.p1	CAEEL08487
OG0003019	OFUSG17110.1.p1	CAEEL04592
OG0003024	OFUSG12479.1.p1	CAEEL13204, CAEEL13203
OG0003025	OFUSG17289.1.p1	CAEEL08836
OG0003026	OFUSG08234.1.p1	CAEEL10688, CAEEL12186
OG0003027	OFUSG21402.1.p1	CAEEL06663
OG0003028	OFUSG13558.1.p1	CAEEL02985
OG0003029	OFUSG20710.1.p1	CAEEL01558
OG0003030	OFUSG25379.1.p1	CAEEL11859
OG0003031	OFUSG16648.1.p1	CAEEL06431
OG0003033	OFUSG01453.1.p1	CAEEL00703
OG0003035	OFUSG01253.1.p1	CAEEL02722
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	CAEEL01143
OG0003038	OFUSG09156.1.p1	CAEEL20474
OG0003040	OFUSG24704.1.p1	CAEEL02041
OG0003042	OFUSG04534.1.p1	CAEEL04188
OG0003043	OFUSG18158.1.p1	CAEEL07390
OG0003044	OFUSG22295.1.p1	CAEEL07715
OG0003046	OFUSG21357.1.p1	CAEEL04364
OG0003049	OFUSG26252.1.p1	CAEEL04812
OG0003050	OFUSG09796.1.p1	CAEEL15836
OG0003054	OFUSG25793.1.p1	CAEEL04777
OG0003055	OFUSG21161.1.p1	CAEEL14225
OG0003056	OFUSG13218.1.p1	CAEEL19070
OG0003059	OFUSG21766.1.p1, OFUSG21766.2.p1	CAEEL09323
OG0003060	OFUSG21496.1.p1	CAEEL07468, CAEEL11354
OG0003061	OFUSG22039.1.p1	CAEEL14261
OG0003062	OFUSG22987.1.p1	CAEEL00660
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	CAEEL03076
OG0003064	OFUSG16596.1.p1	CAEEL02598
OG0003065	OFUSG09629.1.p1	CAEEL18732
OG0003066	OFUSG01613.1.p1	CAEEL05161
OG0003072	OFUSG19220.1.p1	CAEEL04836
OG0003073	OFUSG23369.1.p1	CAEEL14099
OG0003079	OFUSG19620.1.p1	CAEEL00217
OG0003081	OFUSG15389.2.p1, OFUSG15389.1.p1, OFUSG21783.1.p1, OFUSG04069.1.p1, OFUSG07806.1.p1, OFUSG25676.1.p1, OFUSG07651.1.p1, OFUSG07653.1.p1	CAEEL19809, CAEEL19806, CAEEL00079, CAEEL19807
OG0003086	OFUSG20429.1.p1	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	OFUSG25660.1.p1	CAEEL07227
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	CAEEL20421, CAEEL01359
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	CAEEL04120
OG0003110	OFUSG25812.1.p1	CAEEL17888
OG0003111	OFUSG24811.1.p1, OFUSG12678.1.p1	CAEEL01566
OG0003112	OFUSG18595.1.p1	CAEEL12136
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	CAEEL15726
OG0003115	OFUSG09196.1.p1	CAEEL00022
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	CAEEL07734
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	CAEEL08193, CAEEL08192
OG0003119	OFUSG19562.1.p1	CAEEL16382
OG0003121	OFUSG19684.1.p1	CAEEL00414
OG0003124	OFUSG24113.1.p1	CAEEL07676
OG0003126	OFUSG17303.1.p1	CAEEL04789, CAEEL04979
OG0003128	OFUSG22958.1.p1	CAEEL04713
OG0003130	OFUSG24116.1.p1	CAEEL08052
OG0003131	OFUSG24004.1.p1	CAEEL08023
OG0003132	OFUSG13365.1.p1, OFUSG13365.2.p1	CAEEL15119
OG0003135	OFUSG22017.1.p1	CAEEL06638
OG0003136	OFUSG11408.1.p1	CAEEL10810
OG0003141	OFUSG17507.1.p1	CAEEL03719, CAEEL03720
OG0003142	OFUSG20057.1.p1	CAEEL00482
OG0003143	OFUSG09017.1.p1	CAEEL11409
OG0003144	OFUSG00084.1.p1	CAEEL01625
OG0003145	OFUSG07280.1.p1	CAEEL05190
OG0003146	OFUSG17076.2.p1, OFUSG17076.1.p1	CAEEL20170
OG0003147	OFUSG05907.1.p1	CAEEL17136, CAEEL18421
OG0003148	OFUSG12277.1.p1	CAEEL16560
OG0003149	OFUSG20155.1.p1, OFUSG20155.2.p1	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	OFUSG24838.1.p1	CAEEL11024
OG0003151	OFUSG05073.1.p1	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	OFUSG18463.1.p1	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	OFUSG04951.1.p1	CAEEL07561
OG0003154	OFUSG17694.1.p1	CAEEL15184
OG0003156	OFUSG00543.1.p1	CAEEL00516
OG0003157	OFUSG02293.1.p1	CAEEL07518, CAEEL07519
OG0003158	OFUSG04551.1.p1	CAEEL08310
OG0003160	OFUSG19116.1.p1	CAEEL18381, CAEEL02061
OG0003161	OFUSG12513.1.p1	CAEEL15582, CAEEL20219
OG0003164	OFUSG03455.1.p1	CAEEL08130
OG0003169	OFUSG16524.1.p1	CAEEL11868
OG0003171	OFUSG07971.1.p1	CAEEL08054
OG0003172	OFUSG04307.1.p1	CAEEL06299
OG0003173	OFUSG20390.1.p1	CAEEL09228
OG0003174	OFUSG03000.1.p1	CAEEL11561
OG0003176	OFUSG20448.1.p1	CAEEL02038
OG0003178	OFUSG25106.1.p1	CAEEL14891
OG0003179	OFUSG18054.1.p1	CAEEL12173
OG0003181	OFUSG10646.1.p1	CAEEL11684
OG0003182	OFUSG23178.1.p1	CAEEL01167
OG0003184	OFUSG09950.1.p1, OFUSG09950.2.p1, OFUSG09949.2.p1, OFUSG09949.1.p1, OFUSG09949.3.p1	CAEEL10967
OG0003185	OFUSG01650.1.p1	CAEEL04813
OG0003187	OFUSG26287.1.p1	CAEEL16181
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	CAEEL00953
OG0003189	OFUSG02491.1.p1	CAEEL04624
OG0003191	OFUSG12992.1.p1	CAEEL09839
OG0003193	OFUSG24759.1.p1	CAEEL17615
OG0003197	OFUSG14583.1.p1	CAEEL11467
OG0003198	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1	CAEEL05062
OG0003199	OFUSG06190.1.p1	CAEEL11688
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	CAEEL12123
OG0003203	OFUSG17108.1.p1	CAEEL08247
OG0003206	OFUSG02911.1.p1	CAEEL08436
OG0003207	OFUSG19091.1.p1	CAEEL11116
OG0003210	OFUSG00428.1.p1	CAEEL11876
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	CAEEL11323
OG0003213	OFUSG08561.1.p1, OFUSG03503.1.p1	CAEEL18737
OG0003214	OFUSG03898.1.p1	CAEEL08551
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	CAEEL02895
OG0003217	OFUSG23691.2.p1, OFUSG23691.1.p1	CAEEL06035, CAEEL06032
OG0003218	OFUSG14315.1.p1	CAEEL08847
OG0003219	OFUSG03547.1.p1	CAEEL16215
OG0003222	OFUSG20299.1.p1	CAEEL00115
OG0003223	OFUSG22793.1.p1	CAEEL00485
OG0003224	OFUSG23256.2.p1, OFUSG23256.1.p1	CAEEL05675
OG0003225	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1	CAEEL04615, CAEEL20133
OG0003226	OFUSG01013.1.p1	CAEEL04904, CAEEL04903
OG0003228	OFUSG25095.1.p1	CAEEL14683
OG0003229	OFUSG25738.1.p1	CAEEL10166
OG0003230	OFUSG06967.1.p1	CAEEL06311
OG0003232	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1	CAEEL04540
OG0003236	OFUSG18162.2.p1, OFUSG18162.3.p1, OFUSG18162.1.p1	CAEEL15067
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	CAEEL01743
OG0003252	OFUSG11927.1.p1	CAEEL19657
OG0003254	OFUSG21699.1.p1	CAEEL15715
OG0003255	OFUSG04049.1.p1	CAEEL01327
OG0003257	OFUSG11699.1.p1	CAEEL04888
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	CAEEL04539
OG0003259	OFUSG10754.1.p1	CAEEL11844
OG0003263	OFUSG09944.1.p1	CAEEL12235
OG0003266	OFUSG08987.1.p1	CAEEL05061
OG0003267	OFUSG17971.1.p1	CAEEL11406
OG0003268	OFUSG05362.1.p1	CAEEL00711
OG0003269	OFUSG10348.1.p1	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	CAEEL17531, CAEEL17532, CAEEL07171
OG0003275	OFUSG04938.1.p1	CAEEL01894
OG0003276	OFUSG12445.1.p1, OFUSG12445.2.p1	CAEEL05343
OG0003277	OFUSG06456.1.p1	CAEEL10684
OG0003279	OFUSG02810.1.p1	CAEEL09246
OG0003280	OFUSG09273.2.p1, OFUSG09273.1.p1	CAEEL20448
OG0003281	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1, OFUSG26957.1.p1	CAEEL19540
OG0003282	OFUSG05974.1.p1	CAEEL04466
OG0003283	OFUSG06061.1.p1	CAEEL10540
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	CAEEL20144
OG0003286	OFUSG10209.1.p1	CAEEL11061
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	CAEEL09759
OG0003288	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	CAEEL07836
OG0003289	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1	CAEEL00474
OG0003290	OFUSG07475.1.p1, OFUSG07475.2.p1	CAEEL07995, CAEEL07996
OG0003291	OFUSG15651.1.p1	CAEEL07282
OG0003293	OFUSG13182.1.p1	CAEEL09078
OG0003296	OFUSG22700.1.p1	CAEEL07972
OG0003297	OFUSG10878.1.p1	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	OFUSG02626.1.p1	CAEEL00404
OG0003300	OFUSG01781.1.p1, OFUSG01780.1.p1	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	OFUSG25751.1.p1	CAEEL11183
OG0003303	OFUSG21718.1.p1	CAEEL08080
OG0003305	OFUSG00233.1.p1	CAEEL04396
OG0003306	OFUSG06595.1.p1	CAEEL11131
OG0003307	OFUSG10367.1.p1	CAEEL09527
OG0003309	OFUSG16198.1.p1, OFUSG16198.2.p1	CAEEL07134
OG0003311	OFUSG23497.1.p1	CAEEL06729
OG0003316	OFUSG21407.1.p1	CAEEL06426
OG0003317	OFUSG18101.1.p1, OFUSG18101.2.p1	CAEEL11191
OG0003318	OFUSG19315.1.p1	CAEEL00777
OG0003320	OFUSG19300.1.p1	CAEEL05307
OG0003323	OFUSG07429.1.p1	CAEEL08557, CAEEL08556
OG0003327	OFUSG26592.1.p1	CAEEL15863
OG0003328	OFUSG23184.2.p1, OFUSG23184.1.p1	CAEEL07600, CAEEL14983, CAEEL18520
OG0003329	OFUSG08957.1.p1	CAEEL02070
OG0003330	OFUSG09367.1.p1	CAEEL02745
OG0003331	OFUSG15115.1.p1	CAEEL07758
OG0003332	OFUSG17337.1.p1	CAEEL15994, CAEEL15100
OG0003333	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1	CAEEL05869
OG0003335	OFUSG11713.1.p1	CAEEL06219
OG0003336	OFUSG07211.1.p1	CAEEL18158
OG0003337	OFUSG17483.1.p1	CAEEL05608
OG0003340	OFUSG13694.1.p1	CAEEL05767
OG0003341	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1	CAEEL15411
OG0003343	OFUSG22665.1.p1	CAEEL02966
OG0003344	OFUSG16813.1.p1	CAEEL04270
OG0003348	OFUSG13744.1.p1	CAEEL00995
OG0003349	OFUSG10388.1.p1	CAEEL11343
OG0003350	OFUSG13782.1.p1	CAEEL18859
OG0003354	OFUSG23240.2.p1, OFUSG23240.1.p1	CAEEL07057
OG0003356	OFUSG10104.1.p1	CAEEL05068
OG0003357	OFUSG05741.1.p1	CAEEL05202
OG0003358	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1	CAEEL15398
OG0003359	OFUSG07857.1.p1, OFUSG07857.2.p1	CAEEL08412
OG0003360	OFUSG22028.1.p1	CAEEL09119
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	OFUSG01690.1.p1	CAEEL06262
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	CAEEL13316, CAEEL13290
OG0003368	OFUSG05859.1.p1	CAEEL04652
OG0003369	OFUSG10684.1.p1	CAEEL11911
OG0003370	OFUSG26414.1.p1	CAEEL19630, CAEEL09274
OG0003372	OFUSG13267.1.p1	CAEEL04956
OG0003374	OFUSG26002.1.p1	CAEEL09698
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	CAEEL04860
OG0003378	OFUSG07334.2.p1	CAEEL04638
OG0003380	OFUSG22136.1.p1	CAEEL07698, CAEEL08643
OG0003384	OFUSG18647.1.p1	CAEEL12353
OG0003386	OFUSG23636.1.p1	CAEEL04616
OG0003387	OFUSG06341.1.p1	CAEEL12649, CAEEL12648
OG0003392	OFUSG10509.1.p1, OFUSG22637.1.p1	CAEEL18713
OG0003394	OFUSG17238.1.p1	CAEEL09212
OG0003401	OFUSG25539.1.p1	CAEEL18173, CAEEL19529
OG0003408	OFUSG08528.2.p1, OFUSG08528.1.p1, OFUSG08528.3.p1, OFUSG08528.4.p1, OFUSG08528.5.p1, OFUSG16876.1.p1	CAEEL09203
OG0003419	OFUSG08581.1.p1	CAEEL20583, CAEEL07865
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1	CAEEL18393
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	CAEEL12188
OG0003426	OFUSG05883.1.p1	CAEEL06462
OG0003429	OFUSG00245.1.p1	CAEEL00390
OG0003430	OFUSG08825.1.p1	CAEEL05290
OG0003431	OFUSG04536.1.p1	CAEEL20649
OG0003433	OFUSG14095.1.p1	CAEEL17744
OG0003434	OFUSG21297.1.p1	CAEEL08434
OG0003439	OFUSG25767.1.p1	CAEEL10524
OG0003443	OFUSG21541.1.p1	CAEEL18884
OG0003444	OFUSG01048.1.p1	CAEEL04842
OG0003448	OFUSG05291.1.p1	CAEEL01220
OG0003450	OFUSG07443.2.p1, OFUSG07443.1.p1	CAEEL06420
OG0003451	OFUSG00773.1.p1	CAEEL02776, CAEEL02805
OG0003452	OFUSG05896.1.p1	CAEEL02730
OG0003454	OFUSG03914.1.p1	CAEEL07771
OG0003455	OFUSG08118.1.p1	CAEEL01134
OG0003456	OFUSG10937.1.p1	CAEEL00212, CAEEL00213
OG0003457	OFUSG13164.1.p1, OFUSG13164.2.p1	CAEEL19244
OG0003458	OFUSG08431.1.p1	CAEEL14113
OG0003459	OFUSG26819.1.p1	CAEEL16050
OG0003460	OFUSG11662.1.p1	CAEEL19133
OG0003462	OFUSG25414.1.p1	CAEEL11837
OG0003463	OFUSG12535.1.p1	CAEEL07464
OG0003464	OFUSG18296.1.p1	CAEEL15673
OG0003465	OFUSG07312.1.p1	CAEEL00222
OG0003467	OFUSG23205.1.p1, OFUSG23203.1.p1	CAEEL09664
OG0003468	OFUSG11635.2.p1, OFUSG11635.1.p1	CAEEL10655
OG0003472	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1	CAEEL07680, CAEEL07681
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	CAEEL01731
OG0003476	OFUSG04382.1.p1	CAEEL11774
OG0003477	OFUSG16889.1.p1	CAEEL02502
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	OFUSG18679.1.p1	CAEEL12384
OG0003480	OFUSG05021.1.p1	CAEEL01792
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	CAEEL02712
OG0003486	OFUSG00463.1.p1	CAEEL04926
OG0003487	OFUSG19263.1.p1	CAEEL02123
OG0003489	OFUSG16880.2.p1, OFUSG16880.1.p1	CAEEL00223
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	CAEEL18627, CAEEL05479
OG0003496	OFUSG02218.1.p1	CAEEL01506
OG0003498	OFUSG16874.1.p1	CAEEL16452
OG0003500	OFUSG22059.1.p1	CAEEL01125
OG0003502	OFUSG24055.1.p1	CAEEL02400, CAEEL02281
OG0003503	OFUSG18080.1.p1	CAEEL04457, CAEEL04454
OG0003505	OFUSG05340.1.p1	CAEEL07950
OG0003506	OFUSG02297.1.p1, OFUSG02297.2.p1	CAEEL05248
OG0003507	OFUSG26289.1.p1	CAEEL05679
OG0003508	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1	CAEEL17418
OG0003509	OFUSG17524.1.p1	CAEEL04891
OG0003511	OFUSG19651.1.p1	CAEEL08351
OG0003513	OFUSG16489.1.p1, OFUSG16489.2.p1	CAEEL07182
OG0003514	OFUSG06882.1.p1, OFUSG06882.3.p1, OFUSG06882.2.p1	CAEEL12733, CAEEL12734
OG0003515	OFUSG03772.1.p1	CAEEL06636
OG0003517	OFUSG00110.1.p1	CAEEL05196
OG0003518	OFUSG20266.1.p1	CAEEL01719
OG0003519	OFUSG16099.1.p1	CAEEL07239
OG0003522	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1	CAEEL06276
OG0003523	OFUSG12732.1.p1	CAEEL18694
OG0003524	OFUSG17157.1.p1	CAEEL04264, CAEEL04265
OG0003526	OFUSG21956.1.p1	CAEEL16001
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	CAEEL00365
OG0003531	OFUSG12011.1.p1	CAEEL15168, CAEEL18062
OG0003532	OFUSG18965.1.p1	CAEEL05027
OG0003538	OFUSG03109.1.p1	CAEEL11099
OG0003539	OFUSG03901.1.p1	CAEEL05895
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	CAEEL01632
OG0003542	OFUSG10628.1.p1	CAEEL01115
OG0003543	OFUSG08206.1.p1	CAEEL08637
OG0003544	OFUSG00118.1.p1	CAEEL06236, CAEEL08896
OG0003545	OFUSG10958.1.p1	CAEEL12984
OG0003548	OFUSG18862.1.p1	CAEEL19888
OG0003550	OFUSG26575.1.p1	CAEEL06728
OG0003551	OFUSG20908.1.p1	CAEEL05919
OG0003552	OFUSG09931.1.p1	CAEEL18151
OG0003554	OFUSG06869.1.p1	CAEEL05099
OG0003556	OFUSG23492.1.p1	CAEEL11919
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	CAEEL18139
OG0003561	OFUSG00906.1.p1	CAEEL01643
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	CAEEL19208, CAEEL04183
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	CAEEL07782
OG0003564	OFUSG18905.1.p1	CAEEL18104
OG0003566	OFUSG01327.1.p1	CAEEL04245
OG0003567	OFUSG10595.1.p1	CAEEL15549
OG0003569	OFUSG06908.1.p1	CAEEL10722
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	CAEEL08761
OG0003571	OFUSG20726.1.p1	CAEEL00659
OG0003573	OFUSG24084.1.p1	CAEEL10174, CAEEL18886
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	CAEEL07169
OG0003578	OFUSG22248.1.p1	CAEEL08037
OG0003579	OFUSG10676.1.p1	CAEEL10103
OG0003581	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	OFUSG18764.1.p1	CAEEL10165, CAEEL10958
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	CAEEL05204
OG0003598	OFUSG08278.1.p1	CAEEL20069
OG0003599	OFUSG19669.1.p1	CAEEL01022
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	CAEEL00903
OG0003604	OFUSG15335.1.p1	CAEEL08873
OG0003606	OFUSG00045.1.p1	CAEEL01180
OG0003607	OFUSG21698.1.p1	CAEEL05764
OG0003611	OFUSG05675.1.p1	CAEEL15351
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	CAEEL12107
OG0003613	OFUSG06331.1.p1	CAEEL10330
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	CAEEL04572
OG0003617	OFUSG13257.1.p1	CAEEL08768, CAEEL00622
OG0003619	OFUSG02086.1.p1	CAEEL19948, CAEEL09130
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	CAEEL05074
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	CAEEL18738
OG0003623	OFUSG26432.1.p1	CAEEL11847
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	CAEEL11456
OG0003629	OFUSG24613.1.p1	CAEEL18064
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	CAEEL01945
OG0003632	OFUSG12731.1.p1	CAEEL04287
OG0003634	OFUSG23671.1.p1	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	OFUSG08839.1.p1	CAEEL14206
OG0003639	OFUSG15339.1.p1	CAEEL07019
OG0003640	OFUSG04490.1.p1	CAEEL01151
