Orthogroup	OWEFU	SACKO_ok
OG0002949	OFUSG18300.1.p1	SACKO_05711
OG0002952	OFUSG03363.1.p1	SACKO_25112
OG0002953	OFUSG21854.1.p1	SACKO_25506
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	SACKO_05650
OG0002956	OFUSG09190.1.p1	SACKO_00857
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	SACKO_29770
OG0002958	OFUSG18229.2.p1, OFUSG18229.3.p1, OFUSG18229.1.p1	SACKO_20348
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	SACKO_03836
OG0002960	OFUSG07939.1.p1	SACKO_10276
OG0002961	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1	SACKO_22229
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	SACKO_02237
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	SACKO_22385
OG0002965	OFUSG00878.1.p1	SACKO_32335, SACKO_14337
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	SACKO_04692
OG0002967	OFUSG21907.1.p1	SACKO_11046
OG0002968	OFUSG13570.1.p1	SACKO_06975
OG0002970	OFUSG11856.1.p1	SACKO_23983, SACKO_23982, SACKO_29440, SACKO_08985
OG0002971	OFUSG17150.1.p1	SACKO_19758
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	SACKO_14102
OG0002974	OFUSG04989.1.p1	SACKO_29031
OG0002975	OFUSG21917.1.p1	SACKO_32400, SACKO_32354
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	SACKO_31461
OG0002977	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1	SACKO_20192
OG0002978	OFUSG12256.1.p1	SACKO_17957
OG0002979	OFUSG00218.2.p1, OFUSG00218.1.p1	SACKO_20128
OG0002980	OFUSG05550.1.p1	SACKO_11798, SACKO_15763, SACKO_31300, SACKO_32316
OG0002981	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1	SACKO_26792
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1	SACKO_13358
OG0002982	OFUSG01879.1.p1	SACKO_12260
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	SACKO_27335
OG0002984	OFUSG04262.1.p1	SACKO_19745
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	SACKO_30570
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	SACKO_24109
OG0002988	OFUSG04569.2.p1, OFUSG04569.1.p1	SACKO_28450
OG0002989	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1	SACKO_23453
OG0002990	OFUSG06081.2.p1, OFUSG06081.1.p1	SACKO_28950
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1	SACKO_16196
OG0002992	OFUSG12615.1.p1	SACKO_30998
OG0002994	OFUSG04802.1.p1, OFUSG04806.1.p1	SACKO_19056, SACKO_25065, SACKO_15129
OG0002995	OFUSG25101.2.p1, OFUSG25101.1.p1	SACKO_17689
OG0002996	OFUSG06256.1.p1	SACKO_16051
OG0002997	OFUSG23413.1.p1	SACKO_03884
OG0002998	OFUSG14182.1.p1	SACKO_08408
OG0003000	OFUSG20510.1.p1, OFUSG05401.1.p1, OFUSG04050.2.p1, OFUSG04050.1.p1, OFUSG04051.1.p1	SACKO_26255, SACKO_26250, SACKO_21144, SACKO_23866
OG0003001	OFUSG15796.1.p1	SACKO_02123
OG0003002	OFUSG16733.1.p1	SACKO_24578
OG0003003	OFUSG17638.1.p1, OFUSG17638.2.p1	SACKO_12840
OG0003004	OFUSG11480.1.p1	SACKO_15243, SACKO_08904
OG0003005	OFUSG11245.1.p1	SACKO_09366
OG0003006	OFUSG17958.1.p1	SACKO_09983
OG0003008	OFUSG25480.1.p1, OFUSG25480.2.p1	SACKO_14283
OG0003010	OFUSG00054.1.p1	SACKO_04866, SACKO_33454
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	SACKO_09511
OG0003012	OFUSG06422.1.p1	SACKO_26048
OG0003013	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1	SACKO_22831
OG0003014	OFUSG15945.1.p1	SACKO_30554
OG0003016	OFUSG03152.1.p1	SACKO_10324
OG0003018	OFUSG03127.1.p1	SACKO_21884, SACKO_15715
OG0003019	OFUSG17110.1.p1	SACKO_29411
OG0003019	OFUSG22087.2.p2, OFUSG22087.3.p1, OFUSG22087.1.p1	SACKO_22182
OG0003020	OFUSG05105.1.p1	SACKO_29408, SACKO_10424, SACKO_10423
OG0003021	OFUSG12843.1.p1	SACKO_12395
OG0003022	OFUSG14229.1.p1	SACKO_00432
OG0003023	OFUSG15695.1.p1, OFUSG15693.1.p1	SACKO_15718, SACKO_24498
OG0003024	OFUSG12479.1.p1	SACKO_04764
OG0003025	OFUSG17289.1.p1	SACKO_25265
OG0003026	OFUSG08234.1.p1	SACKO_02570
OG0003027	OFUSG21402.1.p1	SACKO_20718
OG0003028	OFUSG13558.1.p1	SACKO_26969
OG0003029	OFUSG20710.1.p1	SACKO_23336
OG0003030	OFUSG25379.1.p1	SACKO_20385
OG0003031	OFUSG16648.1.p1	SACKO_31229, SACKO_13025
OG0003032	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1	SACKO_02283
OG0003033	OFUSG01453.1.p1	SACKO_21096
OG0003034	OFUSG02654.1.p1	SACKO_10723
OG0003035	OFUSG01253.1.p1	SACKO_13056
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	SACKO_03961
OG0003037	OFUSG12491.1.p1	SACKO_16276
OG0003037	OFUSG12495.1.p1	SACKO_16281
OG0003038	OFUSG09156.1.p1	SACKO_26887
OG0003039	OFUSG09451.1.p1	SACKO_17992
OG0003040	OFUSG24704.1.p1	SACKO_21624, SACKO_30839
OG0003041	OFUSG26411.1.p1	SACKO_15164
OG0003042	OFUSG04534.1.p1	SACKO_01751
OG0003043	OFUSG18158.1.p1	SACKO_02021
OG0003044	OFUSG22295.1.p1	SACKO_29708
OG0003045	OFUSG04172.1.p1	SACKO_27785
OG0003046	OFUSG21357.1.p1	SACKO_19289
OG0003048	OFUSG20691.1.p1, OFUSG20691.2.p1	SACKO_30401
OG0003049	OFUSG26252.1.p1	SACKO_27605
OG0003050	OFUSG09796.1.p1	SACKO_15528
OG0003051	OFUSG07901.1.p1, OFUSG07901.2.p1	SACKO_22120
OG0003052	OFUSG06790.1.p1	SACKO_31888
OG0003053	OFUSG19169.1.p1	SACKO_00124
OG0003054	OFUSG25793.1.p1	SACKO_23775
OG0003055	OFUSG21161.1.p1	SACKO_14713
OG0003056	OFUSG13218.1.p1	SACKO_30441
OG0003057	OFUSG01472.1.p1	SACKO_10359
OG0003058	OFUSG09761.1.p1	SACKO_30857
OG0003060	OFUSG21496.1.p1	SACKO_07187
OG0003061	OFUSG22038.1.p1, OFUSG22039.1.p1	SACKO_01288
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	SACKO_07757
OG0003064	OFUSG16596.1.p1	SACKO_30917
OG0003065	OFUSG09629.1.p1	SACKO_12532
OG0003066	OFUSG01613.1.p1	SACKO_05874
OG0003067	OFUSG05476.1.p1	SACKO_24076
OG0003069	OFUSG24012.1.p1, OFUSG01954.1.p1	SACKO_17846, SACKO_27101
OG0003071	OFUSG02538.1.p1	SACKO_01947, SACKO_09087
OG0003072	OFUSG19220.1.p1	SACKO_22003
OG0003073	OFUSG22208.1.p1	SACKO_19888
OG0003073	OFUSG23369.1.p1	SACKO_03463
OG0003074	OFUSG22963.1.p1	SACKO_00277
OG0003075	OFUSG03295.1.p1	SACKO_11591
OG0003077	OFUSG10101.1.p1	SACKO_28671
OG0003078	OFUSG11722.1.p1	SACKO_33444
OG0003079	OFUSG19620.1.p1	SACKO_01137
OG0003084	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1	SACKO_01950
OG0003086	OFUSG20429.1.p1	SACKO_22457, SACKO_23788
OG0003089	OFUSG15303.1.p1, OFUSG15302.1.p1	SACKO_18518, SACKO_14107, SACKO_20028
OG0003101	OFUSG26512.1.p1	SACKO_20862
OG0003103	OFUSG26724.1.p1, OFUSG03657.1.p1	SACKO_09737
OG0003104	OFUSG25660.1.p1	SACKO_11227
OG0003105	OFUSG19655.1.p1	SACKO_04098
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	SACKO_16349
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	SACKO_22455, SACKO_26646
OG0003110	OFUSG25812.1.p1	SACKO_26390
OG0003111	OFUSG12678.1.p1	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	OFUSG18595.1.p1	SACKO_27668
OG0003113	OFUSG17339.1.p1	SACKO_19759
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	SACKO_15238
OG0003115	OFUSG09196.1.p1	SACKO_01855
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	SACKO_04745
OG0003119	OFUSG19562.1.p1	SACKO_13546
OG0003120	OFUSG17588.1.p1	SACKO_22096, SACKO_22116
OG0003121	OFUSG19684.1.p1	SACKO_16521
OG0003122	OFUSG11284.1.p1	SACKO_03121
OG0003122	OFUSG05488.1.p1	SACKO_18543, SACKO_26066
OG0003124	OFUSG24113.1.p1	SACKO_04410
OG0003125	OFUSG09603.1.p1	SACKO_29448
OG0003126	OFUSG17303.1.p1	SACKO_18141
OG0003127	OFUSG12113.1.p1	SACKO_04031
OG0003128	OFUSG22958.1.p1	SACKO_04405
OG0003129	OFUSG06580.1.p1	SACKO_31737, SACKO_08449
OG0003129	OFUSG25634.1.p1	SACKO_31718, SACKO_02566, SACKO_31744
OG0003130	OFUSG24116.1.p1	SACKO_29703
OG0003131	OFUSG24004.1.p1	SACKO_18830
OG0003132	OFUSG13365.1.p1, OFUSG13365.2.p1	SACKO_33715
OG0003133	OFUSG04998.1.p1	SACKO_25555
OG0003135	OFUSG22017.1.p1	SACKO_03116
OG0003136	OFUSG11408.1.p1	SACKO_03114
OG0003137	OFUSG20631.1.p1	SACKO_15912
OG0003138	OFUSG26552.1.p1	SACKO_22321
OG0003140	OFUSG09635.1.p1	SACKO_06695
OG0003141	OFUSG17507.1.p1	SACKO_03614
OG0003142	OFUSG20057.1.p1	SACKO_05126
OG0003143	OFUSG09019.1.p1	SACKO_07814
OG0003144	OFUSG00084.1.p1	SACKO_03680
OG0003145	OFUSG07280.1.p1	SACKO_14415
OG0003146	OFUSG17076.2.p1, OFUSG17076.1.p1	SACKO_04352
OG0003147	OFUSG05907.1.p1	SACKO_09203, SACKO_13733
OG0003148	OFUSG12277.1.p1	SACKO_01512, SACKO_01504
OG0003149	OFUSG20155.1.p1, OFUSG20155.2.p1	SACKO_12102
OG0003150	OFUSG24838.1.p1	SACKO_33473
OG0003151	OFUSG05073.1.p1	SACKO_01605
OG0003152	OFUSG18463.1.p1	SACKO_11895
OG0003153	OFUSG04951.1.p1	SACKO_16378
OG0003154	OFUSG17694.1.p1	SACKO_22446
OG0003155	OFUSG10120.1.p1	SACKO_10655
OG0003155	OFUSG10039.1.p1	SACKO_09935
OG0003156	OFUSG00543.1.p1	SACKO_27553, SACKO_06021
OG0003157	OFUSG02291.1.p1	SACKO_30627
OG0003158	OFUSG04551.1.p1	SACKO_02553
OG0003159	OFUSG05248.1.p1, OFUSG15803.1.p1	SACKO_06649
OG0003159	OFUSG00694.1.p1, OFUSG10284.1.p1	SACKO_17748, SACKO_01588
OG0003160	OFUSG19116.1.p1	SACKO_12466
OG0003161	OFUSG12513.1.p1	SACKO_09109
OG0003162	OFUSG12213.1.p1	SACKO_09082, SACKO_09115, SACKO_09128
OG0003164	OFUSG03455.1.p1	SACKO_24629
OG0003165	OFUSG01448.1.p1	SACKO_09454
OG0003167	OFUSG15741.1.p1	SACKO_21224
OG0003168	OFUSG10969.1.p1, OFUSG17285.1.p1, OFUSG16380.1.p1	SACKO_04787
OG0003169	OFUSG16524.1.p1	SACKO_19319
OG0003170	OFUSG18215.1.p1	SACKO_32202
OG0003171	OFUSG07971.1.p1	SACKO_13185, SACKO_11574
OG0003172	OFUSG04307.1.p1	SACKO_02203, SACKO_02691
OG0003173	OFUSG20390.1.p1	SACKO_18203, SACKO_00536
OG0003174	OFUSG03000.1.p1	SACKO_14589
OG0003175	OFUSG16466.1.p1	SACKO_26238
OG0003176	OFUSG20448.1.p1	SACKO_19057
OG0003177	OFUSG19290.1.p1	SACKO_24963
OG0003178	OFUSG25106.1.p1	SACKO_18493
OG0003179	OFUSG18054.1.p1	SACKO_33031
OG0003180	OFUSG15647.1.p1	SACKO_20193
OG0003181	OFUSG10646.1.p1	SACKO_00391
OG0003182	OFUSG23178.1.p1	SACKO_16383
OG0003183	OFUSG23715.1.p1	SACKO_15802
OG0003184	OFUSG09950.1.p1, OFUSG09950.2.p1, OFUSG09949.2.p1, OFUSG09949.1.p1, OFUSG09949.3.p1	SACKO_29685
OG0003185	OFUSG01650.1.p1	SACKO_19190
OG0003187	OFUSG26287.1.p1	SACKO_23198
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	SACKO_32262
OG0003189	OFUSG02491.1.p1	SACKO_10353
OG0003191	OFUSG12992.1.p1	SACKO_03093
OG0003192	OFUSG16446.1.p1	SACKO_13024
OG0003193	OFUSG24759.1.p1	SACKO_21175
OG0003194	OFUSG07240.1.p1, OFUSG07677.1.p1	SACKO_30088, SACKO_17566, SACKO_01119, SACKO_02887, SACKO_02885, SACKO_29755
OG0003194	OFUSG08196.1.p1	SACKO_09227
OG0003195	OFUSG10102.1.p1	SACKO_28742
OG0003196	OFUSG22489.1.p1	SACKO_13980
OG0003196	OFUSG05394.1.p1	SACKO_08178
OG0003197	OFUSG14583.1.p1	SACKO_29949
OG0003198	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1	SACKO_09167
OG0003199	OFUSG06190.1.p1	SACKO_33150
OG0003200	OFUSG20992.1.p1	SACKO_21528
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	SACKO_17487
OG0003203	OFUSG17108.1.p1	SACKO_00607, SACKO_00828
OG0003204	OFUSG02698.1.p1	SACKO_31707
OG0003205	OFUSG08876.1.p1, OFUSG08876.2.p1, OFUSG08876.3.p1	SACKO_12111
OG0003206	OFUSG02911.1.p1	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	OFUSG19091.1.p1	SACKO_07582
OG0003208	OFUSG19343.1.p1	SACKO_17203
OG0003210	OFUSG00428.1.p1	SACKO_27430
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	SACKO_00699
OG0003214	OFUSG03898.1.p1	SACKO_02358
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	SACKO_14011
OG0003217	OFUSG23691.2.p1, OFUSG23691.1.p1	SACKO_20635
OG0003218	OFUSG14315.1.p1	SACKO_33469
OG0003219	OFUSG03547.1.p1	SACKO_24194
OG0003220	OFUSG00185.2.p1, OFUSG00185.1.p1	SACKO_26339, SACKO_03695
OG0003222	OFUSG20299.1.p1	SACKO_26715
OG0003223	OFUSG22793.1.p1	SACKO_26827
OG0003224	OFUSG23256.2.p1, OFUSG23256.1.p1	SACKO_07681
OG0003225	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1	SACKO_07427
OG0003226	OFUSG01013.1.p1	SACKO_15104
OG0003227	OFUSG18839.1.p1	SACKO_30234
OG0003228	OFUSG25095.1.p1	SACKO_07288
OG0003229	OFUSG25738.1.p1	SACKO_02081
OG0003230	OFUSG06967.1.p1	SACKO_19470
OG0003231	OFUSG26350.1.p1	SACKO_17265
OG0003232	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1	SACKO_01247
OG0003234	OFUSG20307.1.p1	SACKO_06768
OG0003236	OFUSG18162.2.p1, OFUSG18162.3.p1, OFUSG18162.1.p1	SACKO_28630
OG0003238	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1	SACKO_17755
OG0003239	OFUSG04724.1.p1, OFUSG08604.1.p1	SACKO_15782
OG0003250	OFUSG13114.1.p1	SACKO_00843
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	SACKO_32082
OG0003252	OFUSG11927.1.p1	SACKO_18053
OG0003253	OFUSG19675.3.p1, OFUSG19675.2.p1, OFUSG19675.1.p1	SACKO_23089
OG0003254	OFUSG21699.1.p1	SACKO_11378
OG0003255	OFUSG04049.1.p1	SACKO_02946
OG0003257	OFUSG11699.1.p1	SACKO_04676
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	SACKO_14130
OG0003259	OFUSG10754.1.p1	SACKO_01956
OG0003261	OFUSG12773.1.p1	SACKO_25373
OG0003262	OFUSG15140.1.p1	SACKO_00711
OG0003263	OFUSG09944.1.p1	SACKO_24493
OG0003265	OFUSG06294.1.p1	SACKO_09798
OG0003266	OFUSG08987.1.p1	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	OFUSG17971.1.p1	SACKO_32336
OG0003268	OFUSG05362.1.p1	SACKO_05287
OG0003269	OFUSG10348.1.p1	SACKO_28019
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	SACKO_25439
OG0003271	OFUSG09083.1.p1	SACKO_12071
OG0003272	OFUSG02979.5.p1	SACKO_12753
OG0003275	OFUSG04938.1.p1	SACKO_30780
OG0003276	OFUSG12445.1.p1, OFUSG12445.2.p1	SACKO_32351
OG0003277	OFUSG06456.1.p1	SACKO_01244
OG0003278	OFUSG11816.1.p1	SACKO_03134
OG0003279	OFUSG02810.1.p1	SACKO_30116
OG0003280	OFUSG09273.2.p1, OFUSG09273.1.p1, OFUSG16871.1.p1	SACKO_10441
OG0003281	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1	SACKO_26387
OG0003282	OFUSG05974.1.p1	SACKO_27155
OG0003283	OFUSG06061.1.p1	SACKO_28354, SACKO_30822
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	SACKO_30896
OG0003286	OFUSG10209.1.p1	SACKO_17313
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	SACKO_28184
OG0003288	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	SACKO_10698
OG0003289	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1	SACKO_01897
OG0003290	OFUSG07475.1.p1, OFUSG07475.2.p1	SACKO_27393
OG0003292	OFUSG04667.1.p1	SACKO_23159
OG0003292	OFUSG23823.1.p2	SACKO_27423
OG0003292	OFUSG11840.1.p1	SACKO_06117
OG0003293	OFUSG13182.1.p1	SACKO_06484, SACKO_23226
OG0003295	OFUSG06646.1.p1	SACKO_10530
OG0003296	OFUSG22700.1.p1	SACKO_04472
OG0003298	OFUSG02626.1.p1	SACKO_14529
OG0003299	OFUSG21117.1.p1	SACKO_29252
OG0003301	OFUSG25751.1.p1	SACKO_27778
OG0003302	OFUSG18361.1.p1	SACKO_17873
OG0003303	OFUSG21718.1.p1	SACKO_11752
OG0003304	OFUSG03932.1.p1	SACKO_06173
OG0003305	OFUSG00233.1.p1	SACKO_20245, SACKO_00957, SACKO_20237
OG0003306	OFUSG06595.1.p1	SACKO_02846
OG0003307	OFUSG10367.1.p1	SACKO_00155
OG0003308	OFUSG23491.1.p1, OFUSG23491.2.p1	SACKO_03500
OG0003309	OFUSG16198.1.p1, OFUSG16198.2.p1	SACKO_25385
OG0003311	OFUSG23497.1.p1	SACKO_05588
OG0003312	OFUSG00748.1.p1	SACKO_33050
OG0003313	OFUSG12829.1.p1	SACKO_28228, SACKO_13771
OG0003314	OFUSG02743.1.p1	SACKO_02370
OG0003315	OFUSG13575.1.p1	SACKO_11264
OG0003316	OFUSG21407.1.p1	SACKO_02137
OG0003317	OFUSG18101.1.p1, OFUSG18101.2.p1	SACKO_05670
OG0003318	OFUSG19315.1.p1	SACKO_23709
OG0003319	OFUSG13392.1.p1	SACKO_26946
OG0003320	OFUSG19300.1.p1	SACKO_10308, SACKO_31257
OG0003321	OFUSG23122.2.p1, OFUSG23122.1.p1, OFUSG23122.3.p1	SACKO_30235
OG0003323	OFUSG07429.1.p1	SACKO_13406
OG0003324	OFUSG18420.1.p1	SACKO_13710
OG0003326	OFUSG19006.1.p1	SACKO_25613
OG0003327	OFUSG26592.1.p1	SACKO_29807, SACKO_16114
OG0003328	OFUSG23184.2.p1, OFUSG23184.1.p1	SACKO_16426, SACKO_16371, SACKO_16370, SACKO_16360, SACKO_16356, SACKO_16422, SACKO_16350
OG0003329	OFUSG08957.1.p1	SACKO_03764
OG0003330	OFUSG09367.1.p1	SACKO_32249
OG0003331	OFUSG15115.1.p1	SACKO_03264
OG0003332	OFUSG17337.1.p1	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1	SACKO_30489
OG0003334	OFUSG03903.1.p1	SACKO_00195
OG0003334	OFUSG20789.1.p1, OFUSG04807.1.p1, OFUSG20428.1.p1, OFUSG04095.1.p1, OFUSG12998.1.p1, OFUSG21413.1.p1	SACKO_30052
OG0003335	OFUSG11713.1.p1	SACKO_15302
OG0003336	OFUSG07211.1.p1	SACKO_22803, SACKO_22795
OG0003337	OFUSG17483.1.p1	SACKO_14865
OG0003338	OFUSG13455.1.p1	SACKO_27567
OG0003340	OFUSG13694.1.p1	SACKO_04037
OG0003341	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1	SACKO_02780
OG0003343	OFUSG22665.1.p1	SACKO_29714
OG0003345	OFUSG19858.1.p1	SACKO_06543
OG0003346	OFUSG26342.1.p1	SACKO_09097
OG0003347	OFUSG24290.1.p1	SACKO_04192
OG0003348	OFUSG13744.1.p1	SACKO_18275
OG0003349	OFUSG10388.1.p1	SACKO_20573
OG0003350	OFUSG13782.1.p1	SACKO_26402, SACKO_27781
OG0003351	OFUSG18690.1.p1	SACKO_06361
OG0003351	OFUSG12548.1.p1	SACKO_07863
OG0003352	OFUSG13425.1.p1	SACKO_16000
OG0003353	OFUSG07023.1.p1	SACKO_27934
OG0003354	OFUSG23240.2.p1, OFUSG23240.1.p1	SACKO_00210
OG0003355	OFUSG10561.1.p1, OFUSG10561.2.p1	SACKO_21459
OG0003356	OFUSG10104.1.p1	SACKO_19562
OG0003358	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1	SACKO_23618
OG0003359	OFUSG07857.1.p1, OFUSG07857.2.p1	SACKO_15411
OG0003360	OFUSG22028.1.p1	SACKO_11966
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	SACKO_19401
OG0003362	OFUSG03496.1.p1	SACKO_14757
OG0003364	OFUSG01690.1.p1	SACKO_11623
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	SACKO_31581
OG0003368	OFUSG05859.1.p1	SACKO_17847
OG0003369	OFUSG10684.1.p1	SACKO_17735
OG0003370	OFUSG26414.1.p1	SACKO_33714
OG0003371	OFUSG20508.1.p1	SACKO_26767
OG0003372	OFUSG13267.1.p1	SACKO_30945
OG0003373	OFUSG01669.1.p1	SACKO_09624
OG0003374	OFUSG26002.1.p1	SACKO_32930
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	SACKO_08748
OG0003376	OFUSG18728.1.p1	SACKO_10287
OG0003379	OFUSG17212.1.p1	SACKO_33311, SACKO_33295
OG0003380	OFUSG22136.1.p1	SACKO_05451
OG0003381	OFUSG25596.1.p1	SACKO_04584
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	SACKO_12662
OG0003383	OFUSG13207.1.p1	SACKO_08095
OG0003384	OFUSG18647.1.p1	SACKO_24086
OG0003385	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1	SACKO_11016
OG0003386	OFUSG23636.1.p1	SACKO_01067
OG0003387	OFUSG24168.1.p1, OFUSG06341.1.p1	SACKO_03779
OG0003388	OFUSG05574.1.p1, OFUSG12062.1.p1	SACKO_17919, SACKO_17906
OG0003391	OFUSG22091.1.p1	SACKO_12505
OG0003392	OFUSG10509.1.p1, OFUSG22637.1.p1	SACKO_10639, SACKO_10646
OG0003396	OFUSG01792.1.p1	SACKO_32243, SACKO_07005
OG0003398	OFUSG00475.1.p1, OFUSG23703.1.p1, OFUSG20463.1.p1, OFUSG08377.1.p1	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279
OG0003401	OFUSG25539.1.p1	SACKO_27469
OG0003416	OFUSG11776.1.p1, OFUSG11773.1.p1, OFUSG26712.1.p1	SACKO_24482, SACKO_32830, SACKO_12885, SACKO_33957, SACKO_08751, SACKO_12042, SACKO_02185, SACKO_25812, SACKO_24217, SACKO_00267, SACKO_18404, SACKO_03676, SACKO_06788, SACKO_32519, SACKO_14662, SACKO_16144, SACKO_01352, SACKO_29678, SACKO_10662, SACKO_13800, SACKO_17456, SACKO_29182, SACKO_17983, SACKO_00504, SACKO_03792, SACKO_27651, SACKO_05329, SACKO_25948, SACKO_03209, SACKO_08017, SACKO_18902, SACKO_30935, SACKO_32820, SACKO_00199, SACKO_21847, SACKO_20531
OG0003418	OFUSG17962.1.p2	SACKO_31895, SACKO_01936
OG0003419	OFUSG08581.1.p1	SACKO_07603
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1	SACKO_01930, SACKO_01928
OG0003422	OFUSG07879.1.p1	SACKO_04586
OG0003424	OFUSG11149.1.p1	SACKO_05692
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	SACKO_21290
OG0003426	OFUSG05883.1.p1	SACKO_29295
OG0003428	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1	SACKO_19906
OG0003429	OFUSG00245.1.p1	SACKO_18851
OG0003431	OFUSG04536.1.p1	SACKO_02696
OG0003432	OFUSG21006.1.p1	SACKO_23142, SACKO_21364
OG0003433	OFUSG14095.1.p1	SACKO_19315
OG0003434	OFUSG21297.1.p1	SACKO_27927
OG0003436	OFUSG19899.1.p1	SACKO_23549, SACKO_31556, SACKO_26356, SACKO_24410, SACKO_00463, SACKO_32535, SACKO_04395, SACKO_08411
OG0003437	OFUSG26497.1.p1	SACKO_25025
OG0003438	OFUSG22455.1.p1	SACKO_29724
OG0003438	OFUSG22452.1.p1	SACKO_19085
OG0003439	OFUSG25767.1.p1	SACKO_33811
OG0003440	OFUSG17782.5.p1, OFUSG17782.3.p1, OFUSG02835.1.p1, OFUSG17782.4.p1, OFUSG02835.5.p1, OFUSG02835.4.p1, OFUSG17782.2.p1, OFUSG17782.1.p1, OFUSG02835.2.p1, OFUSG02835.3.p1	SACKO_12972
