Orthogroup	OWEFU	MOUSE
OG0002657	OFUSG16068.1.p1	MOUSE11391, MOUSE11389, MOUSE11388, MOUSE11390, MOUSE02503, MOUSE02504, MOUSE22130, MOUSE22129, MOUSE22131, MOUSE22128
OG0002658	OFUSG07805.2.p1, OFUSG07805.1.p1	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557
OG0002659	OFUSG13732.1.p1, OFUSG13734.1.p1	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642
OG0002660	OFUSG18787.1.p1	MOUSE11350, MOUSE11347, MOUSE11348, MOUSE11346, MOUSE11344, MOUSE11343, MOUSE11340, MOUSE11341, MOUSE11342
OG0002661	OFUSG07563.1.p1	MOUSE27085, MOUSE27080, MOUSE27081, MOUSE27084, MOUSE48682
OG0002662	OFUSG10564.1.p1	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035
OG0002663	OFUSG26952.1.p1	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828
OG0002664	OFUSG08813.1.p1	MOUSE33031, MOUSE33027, MOUSE18468, MOUSE33028, MOUSE33029, MOUSE33030
OG0002665	OFUSG15552.1.p1	MOUSE37716, MOUSE37714, MOUSE37715, MOUSE20031
OG0002666	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040
OG0002667	OFUSG07660.1.p1	MOUSE25997, MOUSE25994, MOUSE25996, MOUSE25993, MOUSE25995, MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920
OG0002668	OFUSG05098.1.p1, OFUSG05098.2.p1	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490
OG0002669	OFUSG21904.1.p1	MOUSE43117
OG0002669	OFUSG11370.1.p1	MOUSE43118
OG0002670	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1	MOUSE07492, MOUSE07491, MOUSE07493, MOUSE16672
OG0002671	OFUSG20832.1.p1	MOUSE48999, MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875, MOUSE19891
OG0002672	OFUSG23393.1.p1	MOUSE13862, MOUSE13861, MOUSE35736, MOUSE35735
OG0002673	OFUSG05576.1.p1	MOUSE20914, MOUSE20913, MOUSE27932, MOUSE27927, MOUSE03195
OG0002674	OFUSG09685.1.p1	MOUSE10125, MOUSE10124, MOUSE10123, MOUSE10127, MOUSE10126
OG0002675	OFUSG05238.1.p1	MOUSE09051, MOUSE09052, MOUSE28252, MOUSE28253
OG0002677	OFUSG17880.1.p1, OFUSG17880.2.p1	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418
OG0002678	OFUSG03008.1.p1	MOUSE36234, MOUSE36235, MOUSE45633, MOUSE45632
OG0002679	OFUSG21039.1.p1	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438
OG0002682	OFUSG17355.1.p1	MOUSE33417, MOUSE06944, MOUSE06942
OG0002683	OFUSG07966.1.p1	MOUSE54463
OG0002683	OFUSG17573.1.p2	MOUSE33449, MOUSE33450
OG0002685	OFUSG01490.1.p1	MOUSE00646, MOUSE15759
OG0002688	OFUSG19118.1.p1, OFUSG03402.1.p1	MOUSE12567, MOUSE36375, MOUSE36376
OG0002703	OFUSG19745.2.p1, OFUSG19745.1.p1	MOUSE51130, MOUSE51129, MOUSE43083, MOUSE43084, MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131, MOUSE43085, MOUSE43086, MOUSE51135
OG0002705	OFUSG23521.2.p1, OFUSG23521.1.p1	MOUSE01589, MOUSE10469, MOUSE10471, MOUSE10470
OG0002707	OFUSG12558.1.p1	MOUSE02977, MOUSE20100, MOUSE20098, MOUSE20099, MOUSE11784, MOUSE11787
OG0002708	OFUSG00085.1.p1	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178
OG0002710	OFUSG09390.1.p1	MOUSE01618, MOUSE01615, MOUSE01616, MOUSE51456
OG0002711	OFUSG10377.1.p1	MOUSE22429, MOUSE22427, MOUSE22428, MOUSE02899
OG0002712	OFUSG02353.1.p1	MOUSE17153, MOUSE17152, MOUSE17154, MOUSE17151
OG0002713	OFUSG14155.1.p1	MOUSE45129, MOUSE45128
OG0002714	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1	MOUSE12614, MOUSE12613
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199
OG0002716	OFUSG09527.1.p1	MOUSE38658
OG0002717	OFUSG02824.1.p1	MOUSE53851
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	MOUSE34797, MOUSE34798
OG0002719	OFUSG04545.1.p1	MOUSE08516, MOUSE08517, MOUSE22607
OG0002720	OFUSG20349.1.p1	MOUSE15950, MOUSE28356
OG0002721	OFUSG09992.1.p1	MOUSE44257, MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593, MOUSE38595
OG0002722	OFUSG21829.1.p1	MOUSE11802, MOUSE11801
OG0002723	OFUSG25295.1.p1	MOUSE43389, MOUSE43388, MOUSE20317, MOUSE21697, MOUSE00004, MOUSE00003
OG0002724	OFUSG23259.1.p1	MOUSE06356
OG0002726	OFUSG10760.1.p1	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034
OG0002728	OFUSG24207.1.p1	MOUSE04888
OG0002728	OFUSG24205.1.p1	MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884
OG0002729	OFUSG02975.1.p1	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916
OG0002730	OFUSG00020.1.p1	MOUSE16194, MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139, MOUSE16195, MOUSE16193, MOUSE16192
OG0002731	OFUSG08355.1.p1	MOUSE25602, MOUSE25603
OG0002732	OFUSG18697.1.p1	MOUSE20990, MOUSE36009, MOUSE36004, MOUSE36008, MOUSE36011, MOUSE36010, MOUSE36006
OG0002734	OFUSG12291.1.p1	MOUSE24497, MOUSE24495, MOUSE24499, MOUSE24496, MOUSE24494, MOUSE24500, MOUSE24501, MOUSE24502, MOUSE08252, MOUSE08250, MOUSE08251, MOUSE08253, MOUSE24498, MOUSE08249
OG0002735	OFUSG15372.1.p1, OFUSG15374.1.p1	MOUSE05515, MOUSE05514, MOUSE26557, MOUSE26556, MOUSE26558, MOUSE14906, MOUSE05513
OG0002736	OFUSG00222.1.p1	MOUSE31442, MOUSE29460, MOUSE51283, MOUSE51282
OG0002738	OFUSG17862.1.p1	MOUSE06481, MOUSE14048, MOUSE38565
OG0002739	OFUSG02929.1.p1	MOUSE36533, MOUSE36532, MOUSE36534
OG0002740	OFUSG17183.1.p1	MOUSE21704, MOUSE21703, MOUSE33822
OG0002741	OFUSG09210.1.p1, OFUSG09210.2.p1	MOUSE51313, MOUSE19479, MOUSE19487, MOUSE19483, MOUSE19481, MOUSE19482, MOUSE18418, MOUSE30703
OG0002742	OFUSG18256.1.p1	MOUSE20875, MOUSE31564, MOUSE31562
OG0002743	OFUSG16819.1.p1	MOUSE26515, MOUSE39780, MOUSE20751
OG0002744	OFUSG08357.1.p1	MOUSE23921, MOUSE23920, MOUSE25721, MOUSE25725
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	MOUSE06424
OG0002746	OFUSG09016.1.p1	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	MOUSE49414, MOUSE26071
OG0002748	OFUSG25527.1.p1	MOUSE25581, MOUSE25578, MOUSE25577, MOUSE25580, MOUSE25574, MOUSE25579, MOUSE25582, MOUSE25584, MOUSE25576, MOUSE25575, MOUSE25583, MOUSE25585
OG0002749	OFUSG08546.1.p1	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002751	OFUSG05851.1.p1	MOUSE01097, MOUSE01096, MOUSE01095
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	OFUSG05932.1.p1	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	MOUSE55406, MOUSE55407
OG0002756	OFUSG24104.1.p1	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618, MOUSE50617
OG0002757	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230
OG0002758	OFUSG15087.1.p1	MOUSE38046, MOUSE38045, MOUSE38044
OG0002759	OFUSG01273.2.p1, OFUSG01273.1.p1	MOUSE12488, MOUSE12487, MOUSE12489
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	MOUSE01943, MOUSE01945
OG0002761	OFUSG26078.1.p1	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278
OG0002762	OFUSG06435.1.p1	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	MOUSE05252, MOUSE05253
OG0002764	OFUSG23602.1.p1	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302
OG0002765	OFUSG20514.1.p1	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	OFUSG25034.1.p1	MOUSE08094, MOUSE08096
OG0002767	OFUSG03685.1.p1	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318
OG0002768	OFUSG06807.1.p1	MOUSE02302
OG0002769	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279
OG0002770	OFUSG06074.1.p1	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840
OG0002771	OFUSG11277.1.p1	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183
OG0002772	OFUSG06709.1.p1	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	MOUSE19490
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	MOUSE17487, MOUSE17486, MOUSE51862
OG0002775	OFUSG22089.1.p1	MOUSE07212, MOUSE07211, MOUSE07210
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	MOUSE19559, MOUSE19560
OG0002778	OFUSG09154.1.p1	MOUSE44589, MOUSE19553
OG0002779	OFUSG01706.1.p1	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710
OG0002780	OFUSG10170.1.p1, OFUSG10170.2.p1	MOUSE06132, MOUSE06136
OG0002781	OFUSG15810.1.p1	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136
OG0002783	OFUSG23510.1.p1	MOUSE13167, MOUSE13168, MOUSE13165
OG0002785	OFUSG17300.1.p1	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366
OG0002786	OFUSG19625.1.p1	MOUSE30836, MOUSE44652, MOUSE44653, MOUSE44654, MOUSE44651, MOUSE16714
OG0002787	OFUSG04751.1.p1	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597
OG0002788	OFUSG01564.1.p1	MOUSE27191
OG0002790	OFUSG03365.1.p1	MOUSE45273, MOUSE45274, MOUSE45272
OG0002791	OFUSG13923.1.p1	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572
OG0002792	OFUSG04701.2.p1, OFUSG04701.1.p1	MOUSE44628, MOUSE44629, MOUSE44630, MOUSE13252
OG0002794	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996
OG0002795	OFUSG16642.1.p1	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	MOUSE16859, MOUSE16862
OG0002811	OFUSG05869.2.p1, OFUSG05869.1.p1	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739
OG0002812	OFUSG23571.1.p1, OFUSG23571.2.p1	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412
OG0002813	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1	MOUSE28850, MOUSE08964, MOUSE08961, MOUSE08965, MOUSE08960, MOUSE08963, MOUSE49374, MOUSE08962
OG0002814	OFUSG17968.1.p1	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210
OG0002815	OFUSG00006.1.p1	MOUSE33877, MOUSE32216
OG0002816	OFUSG21501.1.p1	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652
OG0002817	OFUSG22074.1.p1	MOUSE07753, MOUSE07754
OG0002818	OFUSG06912.1.p1	MOUSE46440, MOUSE24914
OG0002819	OFUSG12989.1.p1, OFUSG12989.2.p1	MOUSE34835, MOUSE34834
OG0002822	OFUSG10280.1.p1	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406
OG0002823	OFUSG07633.1.p1	MOUSE32397, MOUSE32394, MOUSE32395, MOUSE32398
OG0002823	OFUSG19489.1.p1	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432
OG0002824	OFUSG16938.1.p1	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915
OG0002825	OFUSG07952.1.p1	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235
OG0002826	OFUSG25180.1.p1	MOUSE28123, MOUSE28122, MOUSE42625
OG0002827	OFUSG01136.1.p1	MOUSE00490, MOUSE00492
OG0002828	OFUSG19694.1.p1	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014
OG0002829	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1	MOUSE38643, MOUSE38644, MOUSE38642
OG0002830	OFUSG11249.1.p1, OFUSG11249.2.p1	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623
OG0002831	OFUSG00744.1.p1	MOUSE39381, MOUSE39380, MOUSE39379
OG0002833	OFUSG10565.1.p1	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894
OG0002835	OFUSG13154.1.p1	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194
OG0002836	OFUSG21241.1.p1	MOUSE22891, MOUSE34627
OG0002837	OFUSG03666.1.p1	MOUSE38781, MOUSE36488, MOUSE36489
OG0002838	OFUSG18105.1.p1, OFUSG04576.1.p1	MOUSE47899
OG0002839	OFUSG04543.1.p1	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023
OG0002840	OFUSG04749.1.p1, OFUSG04749.2.p1	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816
OG0002841	OFUSG06346.1.p1	MOUSE39275, MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271
OG0002842	OFUSG26331.1.p1	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909
OG0002843	OFUSG22264.1.p1	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411
OG0002844	OFUSG06933.1.p1	MOUSE52858
OG0002846	OFUSG02542.1.p1	MOUSE29671, MOUSE29674
OG0002847	OFUSG15328.1.p1	MOUSE37497
OG0002848	OFUSG20933.1.p1	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198
OG0002849	OFUSG16116.1.p1	MOUSE51938, MOUSE51937, MOUSE51939, MOUSE30674, MOUSE30677, MOUSE30672, MOUSE30676, MOUSE30671, MOUSE30675, MOUSE30670, MOUSE30673
OG0002850	OFUSG26286.1.p1, OFUSG26286.2.p1	MOUSE29946, MOUSE35117, MOUSE35118
OG0002851	OFUSG00457.1.p1	MOUSE16262, MOUSE16261, MOUSE16507
OG0002853	OFUSG20007.1.p1	MOUSE30855, MOUSE13254, MOUSE13253, MOUSE01700, MOUSE01699, MOUSE01697
OG0002854	OFUSG24402.1.p1	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040
OG0002855	OFUSG01482.2.p1, OFUSG01482.1.p1	MOUSE51299, MOUSE51301
OG0002856	OFUSG09744.1.p1	MOUSE48401, MOUSE48402, MOUSE48400, MOUSE48403, MOUSE48404, MOUSE30483, MOUSE30481, MOUSE30482
OG0002858	OFUSG20592.1.p1	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268
OG0002859	OFUSG26370.1.p1	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521
OG0002860	OFUSG10816.1.p1	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
OG0002861	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135
OG0002862	OFUSG01203.1.p1	MOUSE45187, MOUSE52142
OG0002864	OFUSG04409.1.p1	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746
OG0002865	OFUSG05215.1.p1	MOUSE13949, MOUSE13948, MOUSE13947
OG0002866	OFUSG00718.1.p1	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339
OG0002868	OFUSG03072.1.p1	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153
OG0002869	OFUSG26444.1.p1	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067
OG0002870	OFUSG01831.1.p1	MOUSE32219, MOUSE32218, MOUSE32217
OG0002871	OFUSG25447.1.p1	MOUSE27163
OG0002872	OFUSG20208.1.p1	MOUSE13951, MOUSE13950
OG0002873	OFUSG10642.1.p1	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073
OG0002874	OFUSG06465.1.p1	MOUSE40765, MOUSE40768, MOUSE40766, MOUSE01998
OG0002875	OFUSG25099.1.p1	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730
OG0002876	OFUSG07618.1.p1	MOUSE12960, MOUSE00037
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588
OG0002878	OFUSG26924.1.p1	MOUSE49446, MOUSE13893, MOUSE13892
OG0002879	OFUSG00445.1.p1	MOUSE15832, MOUSE15836, MOUSE15837, MOUSE15834, MOUSE15838, MOUSE15833, MOUSE34097, MOUSE34099, MOUSE34096, MOUSE34098
OG0002880	OFUSG17371.1.p1, OFUSG17371.2.p1	MOUSE18978, MOUSE29118, MOUSE00478
OG0002881	OFUSG13652.1.p1	MOUSE34597, MOUSE34598
OG0002882	OFUSG12338.1.p1, OFUSG22314.1.p1	MOUSE37698, MOUSE37695
OG0002883	OFUSG22592.1.p1	MOUSE00879, MOUSE00880
OG0002884	OFUSG01224.1.p1	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317
OG0002885	OFUSG24644.1.p1	MOUSE25787
OG0002887	OFUSG17477.1.p1	MOUSE20832, MOUSE20831, MOUSE20830, MOUSE20829
OG0002888	OFUSG18365.1.p1	MOUSE46136, MOUSE03962, MOUSE03961
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745
OG0002890	OFUSG23123.1.p1, OFUSG23123.2.p1	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290
OG0002891	OFUSG13187.1.p1	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681
OG0002892	OFUSG08144.1.p1	MOUSE17409, MOUSE30903, MOUSE25424
OG0002893	OFUSG14671.1.p1, OFUSG14674.1.p1	MOUSE12910, MOUSE12909
OG0002894	OFUSG25047.1.p1	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168
OG0002895	OFUSG18676.1.p1	MOUSE41196, MOUSE23585
OG0002896	OFUSG14237.1.p1	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003
OG0002897	OFUSG17101.1.p1	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133
OG0002898	OFUSG11484.1.p1	MOUSE48263, MOUSE48262
OG0002899	OFUSG21253.1.p1	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544
OG0002900	OFUSG19632.1.p1	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848
OG0002901	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114
OG0002902	OFUSG05328.1.p1	MOUSE46102, MOUSE46104, MOUSE46103
OG0002902	OFUSG10184.1.p1	MOUSE46101
OG0002904	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1	MOUSE19444, MOUSE19443
OG0002905	OFUSG23411.1.p1	MOUSE35165, MOUSE35166, MOUSE35167, MOUSE35168
OG0002906	OFUSG05126.1.p1, OFUSG05126.2.p1	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583
OG0002907	OFUSG19626.1.p1	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655
OG0002909	OFUSG18769.1.p1	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994
OG0002910	OFUSG01086.1.p1	MOUSE01881, MOUSE01882, MOUSE01880
OG0002911	OFUSG19353.2.p1, OFUSG19353.1.p1	MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881
OG0002912	OFUSG20904.1.p1	MOUSE43731
OG0002913	OFUSG04257.1.p1	MOUSE54048
OG0002915	OFUSG20878.1.p1	MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268
OG0002916	OFUSG21167.1.p1	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474
OG0002917	OFUSG14554.1.p1	MOUSE22780, MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779
OG0002919	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457
OG0002921	OFUSG15321.1.p1	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388
OG0002922	OFUSG06794.1.p1	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878
OG0002923	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1	MOUSE49680, MOUSE32102, MOUSE28330, MOUSE28329, MOUSE28328
OG0002924	OFUSG03913.1.p1	MOUSE51671, MOUSE19807, MOUSE19805, MOUSE19806
OG0002925	OFUSG23710.1.p1	MOUSE13500
OG0002926	OFUSG03640.1.p1, OFUSG08908.1.p1	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415
OG0002927	OFUSG04039.2.p1, OFUSG04039.1.p1	MOUSE32596, MOUSE32595, MOUSE32594
OG0002944	OFUSG26530.1.p1	MOUSE21675, MOUSE31441, MOUSE21607
OG0002945	OFUSG10545.1.p1	MOUSE05901
OG0002947	OFUSG06938.1.p1, OFUSG05617.1.p1	MOUSE08979
OG0002948	OFUSG13662.1.p1, OFUSG13656.1.p1	MOUSE34612, MOUSE03993, MOUSE03992
OG0002949	OFUSG18300.1.p1	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002952	OFUSG03363.1.p1	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	OFUSG21854.1.p1	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	MOUSE07922, MOUSE07923
OG0002956	OFUSG09190.1.p1	MOUSE01483, MOUSE01481, MOUSE01482, MOUSE01479, MOUSE01480, MOUSE19774, MOUSE19773
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	MOUSE07746
OG0002960	OFUSG07939.1.p1	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737
OG0002961	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	MOUSE03843, MOUSE06212
OG0002965	OFUSG00878.1.p1	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957
OG0002967	OFUSG21907.1.p1	MOUSE50963, MOUSE50965, MOUSE50964
OG0002968	OFUSG13570.1.p1	MOUSE33928, MOUSE33927
OG0002969	OFUSG04125.1.p1	MOUSE05356, MOUSE05355
OG0002971	OFUSG17150.1.p1	MOUSE13502, MOUSE28198, MOUSE33911, MOUSE00399, MOUSE00398
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204
OG0002974	OFUSG04989.1.p1	MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988
OG0002975	OFUSG21917.1.p1	MOUSE18623, MOUSE18624, MOUSE07165, MOUSE07167, MOUSE07166
