Orthogroup	OWEFU	BRAFL
OG0004568	OFUSG11671.1.p1	bflo_15367, bflo_26968, bflo_10690
OG0004569	OFUSG15462.1.p1	bflo_22265, bflo_19832
OG0004570	OFUSG21943.1.p1	bflo_24052
OG0004571	OFUSG26032.1.p1, OFUSG26032.2.p1	bflo_00878
OG0004572	OFUSG20446.1.p1	bflo_13783
OG0004573	OFUSG14867.1.p1	bflo_20186
OG0004574	OFUSG01611.1.p1	bflo_03205
OG0004575	OFUSG08859.1.p1, OFUSG06745.1.p1	bflo_18594
OG0004576	OFUSG06493.1.p1	bflo_08967
OG0004577	OFUSG05229.1.p1	bflo_12511
OG0004578	OFUSG08031.1.p1	bflo_16288
OG0004579	OFUSG19362.1.p1	bflo_11289
OG0004580	OFUSG13429.2.p1, OFUSG13429.1.p1	bflo_24842
OG0004581	OFUSG26863.1.p1, OFUSG26863.2.p1	bflo_22410
OG0004582	OFUSG21277.1.p1	bflo_25760
OG0004583	OFUSG12908.1.p1	bflo_26211
OG0004584	OFUSG16312.1.p1	bflo_18182
OG0004585	OFUSG20357.1.p1	bflo_13881
OG0004586	OFUSG11575.1.p1, OFUSG05868.1.p1, OFUSG11576.1.p1	bflo_24700, bflo_24231
OG0004587	OFUSG02164.1.p1	bflo_14705
OG0004588	OFUSG22313.1.p1	bflo_20021
OG0004589	OFUSG24193.1.p1	bflo_20258
OG0004590	OFUSG14930.2.p1, OFUSG14930.1.p1	bflo_20267
OG0004591	OFUSG17812.1.p1	bflo_24182
OG0004592	OFUSG21433.1.p1	bflo_25813
OG0004593	OFUSG04892.1.p1	bflo_10126
OG0004594	OFUSG00833.1.p1	bflo_03426
OG0004595	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1	bflo_00394
OG0004596	OFUSG07539.1.p1	bflo_08985
OG0004599	OFUSG26506.1.p1	bflo_05807
OG0004600	OFUSG14651.1.p1	bflo_26500
OG0004601	OFUSG25669.1.p1	bflo_15597, bflo_15601, bflo_15569
OG0004602	OFUSG18345.1.p1	bflo_04353
OG0004603	OFUSG18121.1.p1	bflo_23030
OG0004605	OFUSG10056.1.p1	bflo_23298
OG0004607	OFUSG22100.1.p1	bflo_22603
OG0004608	OFUSG11818.1.p1	bflo_16554
OG0004609	OFUSG07084.1.p1	bflo_20965
OG0004610	OFUSG09759.1.p1	bflo_06351
OG0004611	OFUSG13143.1.p1	bflo_14611
OG0004612	OFUSG16853.2.p1, OFUSG16853.1.p1	bflo_00158
OG0004613	OFUSG09543.1.p1	bflo_19503
OG0004613	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1	bflo_11676
OG0004614	OFUSG11608.1.p1	bflo_11461
OG0004616	OFUSG03912.1.p1	bflo_02456
OG0004617	OFUSG01614.1.p1	bflo_03743
OG0004618	OFUSG03094.1.p1, OFUSG03134.1.p1	bflo_14644
OG0004619	OFUSG16672.1.p1	bflo_18891
OG0004620	OFUSG20269.1.p1	bflo_13567
OG0004621	OFUSG19375.1.p1, OFUSG19375.2.p1	bflo_11024
OG0004622	OFUSG04709.2.p1, OFUSG04709.1.p1	bflo_02154
OG0004624	OFUSG04529.1.p1	bflo_04402, bflo_17449, bflo_23643, bflo_22914, bflo_26007, bflo_22903
OG0004625	OFUSG15027.1.p1	bflo_20617
OG0004626	OFUSG20569.1.p1	bflo_13446
OG0004627	OFUSG14785.1.p1, OFUSG14785.2.p1	bflo_21441
OG0004628	OFUSG17226.1.p1	bflo_00111
OG0004629	OFUSG14690.1.p1	bflo_16638
OG0004630	OFUSG20291.1.p1, OFUSG20291.2.p1	bflo_18024
OG0004631	OFUSG09085.1.p1, OFUSG09085.2.p1	bflo_26303
OG0004632	OFUSG12694.1.p1	bflo_20183
OG0004633	OFUSG13692.1.p1	bflo_24095
OG0004634	OFUSG13542.1.p1	bflo_24560
OG0004635	OFUSG19569.1.p1	bflo_16335
OG0004637	OFUSG05044.1.p1	bflo_12574
OG0004638	OFUSG08345.2.p1, OFUSG08345.1.p1	bflo_17068
OG0004639	OFUSG25724.1.p1	bflo_17059
OG0004641	OFUSG08286.1.p1	bflo_21448, bflo_22592
OG0004642	OFUSG05078.1.p1	bflo_13877
OG0004643	OFUSG14661.1.p1	bflo_21665
OG0004644	OFUSG11984.1.p1, OFUSG11984.2.p1	bflo_11603
OG0004645	OFUSG10011.1.p1	bflo_14871
OG0004646	OFUSG08555.1.p1	bflo_01898
OG0004647	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1	bflo_06581
OG0004648	OFUSG25016.1.p1	bflo_12258
OG0004649	OFUSG22259.1.p1	bflo_20493
OG0004651	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1	bflo_17981
OG0004652	OFUSG14432.1.p1	bflo_21212, bflo_21245
OG0004653	OFUSG04384.1.p1, OFUSG04154.1.p1	bflo_18528
OG0004654	OFUSG07791.1.p1	bflo_09378
OG0004655	OFUSG07897.1.p1	bflo_09012
OG0004656	OFUSG13180.1.p1	bflo_05812
OG0004657	OFUSG20946.1.p1	bflo_24670
OG0004658	OFUSG00003.2.p1, OFUSG00003.1.p1	bflo_17408
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	bflo_11250
OG0004660	OFUSG00440.1.p1	bflo_18417
OG0004661	OFUSG08935.1.p1	bflo_05625
OG0004662	OFUSG12267.1.p1	bflo_20444
OG0004663	OFUSG15708.1.p1	bflo_20810
OG0004664	OFUSG14191.1.p1	bflo_16198
OG0004665	OFUSG03945.1.p1	bflo_16015, bflo_19687
OG0004666	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1	bflo_09834
OG0004667	OFUSG05624.1.p1	bflo_11554
OG0004668	OFUSG21754.1.p1	bflo_04113
OG0004669	OFUSG09155.1.p1	bflo_17570
OG0004670	OFUSG16156.1.p1	bflo_02470
OG0004671	OFUSG15323.1.p1, OFUSG15323.2.p1	bflo_20944
OG0004672	OFUSG20622.1.p1	bflo_13004
OG0004673	OFUSG04159.1.p1	bflo_18808
OG0004674	OFUSG21156.1.p1	bflo_05749
OG0004675	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1	bflo_06236
OG0004676	OFUSG22032.1.p1, OFUSG22032.2.p1	bflo_05171
OG0004677	OFUSG11726.1.p1	bflo_09809
OG0004678	OFUSG08156.1.p1	bflo_15606
OG0004679	OFUSG24186.1.p1	bflo_20009
OG0004681	OFUSG15267.1.p1	bflo_20300, bflo_01693
OG0004683	OFUSG25029.1.p1	bflo_06703
OG0004684	OFUSG11714.1.p1	bflo_18861
OG0004685	OFUSG15144.1.p1	bflo_05949
OG0004686	OFUSG15875.1.p1	bflo_18736
OG0004687	OFUSG18909.1.p1	bflo_11035
OG0004688	OFUSG22565.1.p1	bflo_12196
OG0004689	OFUSG22250.1.p1, OFUSG22250.2.p1	bflo_21020
OG0004690	OFUSG15804.1.p1	bflo_08245
OG0004691	OFUSG11227.1.p1	bflo_11450
OG0004692	OFUSG25025.1.p1	bflo_06997
OG0004694	OFUSG10511.1.p1, OFUSG10511.2.p1	bflo_23436
OG0004696	OFUSG09958.1.p1	bflo_07889
OG0004698	OFUSG10898.1.p1	bflo_23003
OG0004699	OFUSG23870.1.p1	bflo_03925
OG0004700	OFUSG11053.1.p1	bflo_22704
OG0004702	OFUSG00072.1.p1, OFUSG00087.1.p1	bflo_21187, bflo_04948
OG0004703	OFUSG14821.1.p1	bflo_02735
OG0004704	OFUSG17192.1.p1	bflo_25602
OG0004705	OFUSG02327.1.p1	bflo_14925
OG0004706	OFUSG16861.1.p1	bflo_00520
OG0004707	OFUSG02834.1.p1, OFUSG17783.1.p1	bflo_11466
OG0004708	OFUSG24203.1.p1	bflo_00244
OG0004709	OFUSG15939.1.p1	bflo_20175, bflo_17190, bflo_25009
OG0004711	OFUSG26677.1.p1	bflo_15142
OG0004712	OFUSG06136.1.p1	bflo_05920, bflo_14275, bflo_06148
OG0004728	OFUSG19340.1.p1	bflo_13486
OG0004730	OFUSG20134.2.p1, OFUSG20134.1.p1	bflo_06596
OG0004731	OFUSG20985.1.p1, OFUSG20985.2.p1	bflo_04600
OG0004732	OFUSG14904.1.p1	bflo_02051
OG0004733	OFUSG09435.1.p1	bflo_06188
OG0004735	OFUSG08126.1.p1	bflo_25045
OG0004736	OFUSG02971.1.p1, OFUSG02971.3.p1, OFUSG02971.2.p1	bflo_14317
OG0004738	OFUSG10899.1.p1	bflo_23674
OG0004739	OFUSG11195.1.p1	bflo_13471
OG0004740	OFUSG25163.1.p1	bflo_10418
OG0004743	OFUSG04679.1.p1	bflo_15127
OG0004744	OFUSG09993.1.p1	bflo_22859
OG0004746	OFUSG00207.1.p1	bflo_03289
OG0004747	OFUSG23171.1.p1	bflo_12691
OG0004748	OFUSG08583.1.p1	bflo_01673
OG0004749	OFUSG05430.1.p1	bflo_13392
OG0004751	OFUSG21705.1.p1, OFUSG21706.1.p1	bflo_24263
OG0004752	OFUSG07848.1.p1	bflo_23786
OG0004753	OFUSG13691.1.p1	bflo_09370
OG0004754	OFUSG17881.2.p1, OFUSG17881.1.p1	bflo_23367
OG0004755	OFUSG16567.1.p1	bflo_21777
OG0004756	OFUSG23403.1.p1	bflo_01688
OG0004757	OFUSG06894.1.p1	bflo_09888
OG0004758	OFUSG05254.1.p1, OFUSG05254.2.p1	bflo_20306
OG0004759	OFUSG11568.1.p1	bflo_12064
OG0004760	OFUSG17160.2.p1, OFUSG17160.1.p1	bflo_01599
OG0004761	OFUSG16790.1.p1	bflo_09055
OG0004762	OFUSG17449.1.p1	bflo_21432, bflo_26205, bflo_24822
OG0004762	OFUSG22137.1.p1, OFUSG22137.2.p1	bflo_21053
OG0004763	OFUSG08982.1.p1	bflo_20256
OG0004764	OFUSG13324.1.p1	bflo_26083
OG0004765	OFUSG26546.1.p1	bflo_25288
OG0004767	OFUSG17853.1.p1	bflo_23754, bflo_23555
OG0004768	OFUSG03609.2.p1, OFUSG03609.1.p1	bflo_14539
OG0004769	OFUSG25501.1.p1	bflo_05382, bflo_15999
OG0004770	OFUSG00866.1.p1	bflo_03900
OG0004771	OFUSG07800.1.p1	bflo_09410
OG0004772	OFUSG11095.1.p1	bflo_23722
OG0004774	OFUSG10040.1.p1	bflo_22864
OG0004775	OFUSG16316.1.p1	bflo_03391
OG0004776	OFUSG15174.1.p1	bflo_18407
OG0004777	OFUSG12752.1.p1	bflo_22548
OG0004779	OFUSG14353.1.p1	bflo_21760, bflo_21763
OG0004781	OFUSG03103.1.p1	bflo_14399
OG0004782	OFUSG20600.1.p1, OFUSG20600.2.p1	bflo_27047, bflo_12599
OG0004784	OFUSG11398.1.p1	bflo_21151
OG0004785	OFUSG15812.1.p1	bflo_19212
OG0004786	OFUSG04628.1.p1	bflo_19673
OG0004787	OFUSG21388.1.p1	bflo_17213
OG0004789	OFUSG15292.1.p1	bflo_21170
OG0004791	OFUSG19701.1.p1	bflo_20414
OG0004792	OFUSG15044.1.p1	bflo_18016
OG0004793	OFUSG19030.1.p1, OFUSG06876.1.p1	bflo_10046
OG0004794	OFUSG13389.1.p1	bflo_04357
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	bflo_20953
OG0004797	OFUSG12917.1.p1	bflo_04765
OG0004798	OFUSG20795.1.p1	bflo_05412, bflo_05413
OG0004799	OFUSG00163.1.p1	bflo_03113
OG0004800	OFUSG16098.1.p1	bflo_19606
OG0004801	OFUSG10453.1.p1	bflo_22733
OG0004802	OFUSG04837.1.p1	bflo_13203
OG0004803	OFUSG24825.1.p1	bflo_22349
OG0004804	OFUSG10885.1.p1	bflo_23008
OG0004805	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1	bflo_21807
OG0004806	OFUSG11605.2.p1, OFUSG11605.1.p1	bflo_13218
OG0004807	OFUSG15589.1.p1	bflo_24936, bflo_16176, bflo_06928
OG0004808	OFUSG23681.1.p1	bflo_24087
OG0004809	OFUSG12354.1.p1	bflo_15570
OG0004810	OFUSG19265.1.p1	bflo_11005
OG0004811	OFUSG04813.1.p1	bflo_11368
OG0004812	OFUSG12662.1.p1	bflo_01711
OG0004813	OFUSG17469.1.p1	bflo_06335
OG0004814	OFUSG16286.1.p1	bflo_18711
OG0004815	OFUSG05513.1.p1	bflo_10264
OG0004816	OFUSG26076.1.p1	bflo_09257
OG0004817	OFUSG13720.1.p1	bflo_00615
OG0004818	OFUSG09386.1.p1	bflo_09829, bflo_09886
OG0004819	OFUSG21509.1.p1	bflo_01447
OG0004820	OFUSG00419.1.p1	bflo_04335
OG0004821	OFUSG06860.1.p1	bflo_11355, bflo_11337
OG0004822	OFUSG12693.1.p1	bflo_04058
OG0004823	OFUSG00324.1.p1	bflo_03232
OG0004824	OFUSG07500.1.p1	bflo_15616
OG0004825	OFUSG09935.2.p1, OFUSG09935.1.p1	bflo_16544
OG0004826	OFUSG12257.1.p1	bflo_11744
OG0004827	OFUSG25294.1.p1, OFUSG01791.1.p1	bflo_06183
OG0004828	OFUSG10685.1.p1	bflo_07064
OG0004829	OFUSG04480.1.p1	bflo_07190
OG0004830	OFUSG19559.1.p2	bflo_05687
OG0004831	OFUSG00901.1.p1	bflo_17588
OG0004832	OFUSG00282.1.p1	bflo_26425
OG0004834	OFUSG13864.1.p1	bflo_22223
OG0004835	OFUSG22629.1.p1	bflo_20781
OG0004836	OFUSG22338.1.p1	bflo_20378
OG0004837	OFUSG06806.1.p1	bflo_12377
OG0004838	OFUSG17247.2.p1, OFUSG17247.1.p1	bflo_06796
OG0004839	OFUSG25809.1.p1, OFUSG25806.1.p1, OFUSG25806.2.p1, OFUSG20964.1.p1	bflo_06490
OG0004840	OFUSG08308.1.p1	bflo_15568
OG0004841	OFUSG05085.1.p1	bflo_12560
OG0004842	OFUSG20852.2.p1, OFUSG20852.1.p1	bflo_06212
OG0004843	OFUSG22774.1.p1	bflo_13843
OG0004844	OFUSG06898.1.p1	bflo_09755
OG0004845	OFUSG07494.1.p1	bflo_16396
OG0004846	OFUSG09097.1.p1	bflo_03239
OG0004848	OFUSG07019.1.p1	bflo_10512
OG0004849	OFUSG01632.1.p1	bflo_17431
OG0004850	OFUSG08815.1.p1	bflo_08911
OG0004851	OFUSG08767.1.p1	bflo_05688
OG0004852	OFUSG07249.1.p1	bflo_15961
OG0004853	OFUSG07165.1.p1	bflo_16120
OG0004854	OFUSG02448.1.p1	bflo_14278
OG0004855	OFUSG03426.1.p1	bflo_21051
OG0004856	OFUSG01983.1.p1	bflo_14646
OG0004857	OFUSG08188.1.p1	bflo_08241
OG0004858	OFUSG24022.1.p1	bflo_20586
OG0004859	OFUSG24360.1.p1, OFUSG24360.2.p1	bflo_18513
OG0004860	OFUSG13245.1.p1	bflo_25293
OG0004861	OFUSG12039.1.p1	bflo_23925
OG0004862	OFUSG24024.1.p1, OFUSG24024.2.p1	bflo_21026
OG0004863	OFUSG07011.1.p1	bflo_10166
OG0004864	OFUSG19405.1.p1	bflo_11500
OG0004865	OFUSG15043.1.p1	bflo_20067
OG0004867	OFUSG12018.1.p1	bflo_21346
OG0004868	OFUSG12184.1.p1	bflo_09626
OG0004869	OFUSG24277.1.p1	bflo_19239
OG0004870	OFUSG06513.1.p1	bflo_10371
OG0004871	OFUSG15737.2.p1, OFUSG15737.1.p1	bflo_20284
OG0004872	OFUSG23224.1.p1, OFUSG23224.2.p1	bflo_12598
OG0004873	OFUSG23300.1.p1	bflo_24536
OG0004874	OFUSG20579.1.p1	bflo_12683
OG0004875	OFUSG21354.1.p1	bflo_26219
OG0004877	OFUSG03033.1.p1	bflo_15518
OG0004878	OFUSG04439.1.p1, OFUSG04445.1.p1, OFUSG04443.1.p1, OFUSG04443.2.p1, OFUSG04444.1.p1	bflo_25030
OG0004878	OFUSG04440.1.p1	bflo_14152, bflo_24256, bflo_05143, bflo_07327, bflo_22722
OG0004879	OFUSG25000.1.p1, OFUSG25761.1.p1	bflo_21810
OG0004880	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1	bflo_23275
OG0004881	OFUSG13219.1.p1	bflo_24775
OG0004882	OFUSG20302.1.p1	bflo_27067, bflo_13047
OG0004883	OFUSG10396.1.p1	bflo_22965
OG0004884	OFUSG11374.1.p1	bflo_06067
OG0004885	OFUSG17906.1.p1	bflo_07174
OG0004886	OFUSG05529.1.p1	bflo_21794
OG0004887	OFUSG12649.1.p1, OFUSG12649.2.p1	bflo_05853
OG0004888	OFUSG03915.1.p1, OFUSG03915.2.p1	bflo_18700, bflo_18699, bflo_19098
OG0004889	OFUSG25415.1.p1	bflo_16517
OG0004890	OFUSG24212.1.p1, OFUSG24212.2.p1	bflo_20233
OG0004891	OFUSG16879.1.p1	bflo_02031
OG0004892	OFUSG19213.2.p1, OFUSG19213.1.p1	bflo_08899
OG0004893	OFUSG17315.1.p1	bflo_05758
OG0004894	OFUSG03703.1.p1	bflo_14171
OG0004895	OFUSG24048.1.p1	bflo_20234
OG0004896	OFUSG07793.1.p1	bflo_16531
OG0004897	OFUSG11041.1.p1	bflo_08561
OG0004898	OFUSG09628.1.p1	bflo_17464
OG0004899	OFUSG02790.1.p1	bflo_14839
OG0004900	OFUSG24025.1.p1	bflo_20996
OG0004901	OFUSG26074.1.p1, OFUSG26074.2.p1	bflo_10471
OG0004902	OFUSG11830.1.p1	bflo_21407
OG0004903	OFUSG04757.1.p1, OFUSG04757.2.p1	bflo_05229, bflo_13841
OG0004904	OFUSG02756.1.p1	bflo_14808
OG0004906	OFUSG10778.1.p1	bflo_22225
OG0004907	OFUSG11286.2.p1, OFUSG11286.1.p1	bflo_20360
OG0004908	OFUSG13664.1.p1	bflo_24575, bflo_27506, bflo_24630, bflo_24305, bflo_27507, bflo_25876, bflo_27505, bflo_25873
OG0004909	OFUSG07225.2.p1, OFUSG07225.1.p1	bflo_16006
OG0004910	OFUSG15095.1.p1, OFUSG07102.1.p1	bflo_17041, bflo_09167
OG0004911	OFUSG02913.1.p1, OFUSG02913.2.p1	bflo_15427
OG0004913	OFUSG14507.1.p1	bflo_21278
OG0004914	OFUSG23820.1.p1	bflo_09178
OG0004915	OFUSG15367.1.p1	bflo_20255
OG0004916	OFUSG04043.2.p1, OFUSG04043.1.p1	bflo_06294
OG0004917	OFUSG07930.1.p1, OFUSG17153.1.p1	bflo_00953
OG0004919	OFUSG17502.1.p1	bflo_27472, bflo_24821
OG0004920	OFUSG24410.1.p1	bflo_02542
OG0004921	OFUSG17577.1.p1	bflo_24113
OG0004922	OFUSG09234.1.p1	bflo_05574
OG0004923	OFUSG11665.1.p1	bflo_20936
OG0004924	OFUSG23542.1.p1	bflo_01184
OG0004925	OFUSG16526.1.p1, OFUSG16527.1.p1	bflo_15424, bflo_00358
OG0004926	OFUSG07780.1.p1, OFUSG07780.2.p1	bflo_15897
OG0004927	OFUSG12081.1.p1	bflo_12057
OG0004928	OFUSG21085.1.p1	bflo_00998
OG0004929	OFUSG03117.1.p1	bflo_14724
OG0004930	OFUSG25755.1.p1	bflo_00862
OG0004931	OFUSG09325.1.p1	bflo_05967
OG0004932	OFUSG08167.1.p1	bflo_01088
OG0004933	OFUSG11046.1.p1	bflo_07900
OG0004934	OFUSG07146.1.p1	bflo_15733
OG0004935	OFUSG25611.1.p1	bflo_27188, bflo_16334
OG0004936	OFUSG21765.2.p1, OFUSG21765.1.p1	bflo_21250
OG0004937	OFUSG11661.1.p1	bflo_27137, bflo_15037
OG0004938	OFUSG09690.1.p1	bflo_12383
OG0004939	OFUSG09434.1.p1, OFUSG09433.1.p1	bflo_26100
OG0004941	OFUSG06184.1.p1	bflo_12121
OG0004942	OFUSG13775.3.p1, OFUSG13775.1.p1, OFUSG13775.4.p1, OFUSG13775.2.p1	bflo_06239
OG0004943	OFUSG13635.1.p1	bflo_23401, bflo_26832
OG0004944	OFUSG06302.1.p1	bflo_11279
OG0004945	OFUSG21023.2.p1, OFUSG21023.1.p1	bflo_26311
OG0004946	OFUSG21835.1.p1	bflo_21068
OG0004947	OFUSG08209.1.p1	bflo_05551
OG0004948	OFUSG26680.2.p1, OFUSG26680.1.p1	bflo_10165
OG0004949	OFUSG07349.1.p1	bflo_10358
OG0004950	OFUSG00434.1.p1	bflo_27252, bflo_18338
OG0004951	OFUSG00474.1.p1	bflo_17733
OG0004952	OFUSG25086.1.p1	bflo_06593
OG0004953	OFUSG05770.1.p1	bflo_10776, bflo_10549
OG0004954	OFUSG26340.1.p1	bflo_05593
OG0004955	OFUSG16073.1.p1	bflo_19357
OG0004957	OFUSG12660.3.p1, OFUSG12660.1.p1, OFUSG12660.2.p1	bflo_08226
OG0004958	OFUSG08685.1.p1, OFUSG08685.2.p1	bflo_02653
OG0004959	OFUSG00847.2.p2, OFUSG00847.1.p1	bflo_03529
OG0004960	OFUSG00760.1.p1	bflo_03527
OG0004961	OFUSG12860.1.p1	bflo_00860
OG0004962	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1	bflo_19679
OG0004963	OFUSG08855.1.p1	bflo_02420
OG0004964	OFUSG03866.1.p1, OFUSG03867.1.p2	bflo_18959
OG0004965	OFUSG04978.1.p1	bflo_13051
OG0004967	OFUSG16340.1.p1, OFUSG16340.3.p1, OFUSG16340.2.p1	bflo_02587
OG0004968	OFUSG05071.1.p1	bflo_12529
OG0004969	OFUSG14464.1.p1	bflo_22559
OG0004970	OFUSG00116.1.p1	bflo_18023
OG0004971	OFUSG00413.1.p1	bflo_27226, bflo_17760
OG0004972	OFUSG10755.1.p1	bflo_23204
OG0004973	OFUSG23588.1.p1	bflo_23177
OG0004974	OFUSG00214.1.p1	bflo_10101
OG0004975	OFUSG21026.1.p1	bflo_26316
OG0004976	OFUSG03681.1.p1	bflo_14435
OG0004977	OFUSG16613.1.p1	bflo_19613
OG0004978	OFUSG02539.2.p1, OFUSG02539.1.p1	bflo_14758
OG0004979	OFUSG15948.1.p1	bflo_18913
OG0004980	OFUSG10179.1.p1	bflo_08613
OG0004981	OFUSG07554.1.p1	bflo_02414
OG0004982	OFUSG26035.1.p1	bflo_15633
OG0004983	OFUSG06730.1.p1	bflo_09221
OG0004984	OFUSG05566.1.p1	bflo_09266
OG0004985	OFUSG19260.1.p1	bflo_21194
OG0004986	OFUSG08758.1.p1, OFUSG08758.2.p1	bflo_25545
OG0004987	OFUSG10774.1.p1	bflo_08612
OG0004988	OFUSG15118.1.p1	bflo_21103
OG0004989	OFUSG00776.1.p1	bflo_03493
OG0004990	OFUSG06430.1.p1	bflo_11383
OG0004991	OFUSG06592.1.p1	bflo_12465
OG0004992	OFUSG25646.1.p1, OFUSG25646.2.p1	bflo_15867
OG0004993	OFUSG09937.1.p1	bflo_15860, bflo_10624
OG0004995	OFUSG09541.1.p1	bflo_05931
OG0004996	OFUSG06298.1.p1	bflo_11012
OG0004997	OFUSG19512.1.p1	bflo_10758
OG0004998	OFUSG25017.1.p1	bflo_14559, bflo_19574
OG0005000	OFUSG05914.1.p1	bflo_24211
OG0005002	OFUSG08714.1.p1	bflo_01656
OG0005003	OFUSG06515.1.p1	bflo_09023
OG0005004	OFUSG23610.1.p1	bflo_00263, bflo_07028
OG0005006	OFUSG16850.1.p1	bflo_00766
OG0005007	OFUSG25040.1.p1	bflo_22056
OG0005008	OFUSG23737.1.p1, OFUSG20770.1.p1, OFUSG20770.2.p1	bflo_12699
OG0005009	OFUSG19561.1.p1	bflo_09320
OG0005010	OFUSG10196.1.p1	bflo_04352
OG0005012	OFUSG09265.1.p1	bflo_23167
OG0005013	OFUSG03228.1.p1	bflo_08225
OG0005014	OFUSG22246.1.p1	bflo_20632
OG0005015	OFUSG10233.1.p1	bflo_07668
OG0005017	OFUSG04044.1.p1	bflo_08524
OG0005040	OFUSG00734.1.p1	bflo_17923
OG0005041	OFUSG12509.1.p1, OFUSG01662.1.p1	bflo_00184
OG0005044	OFUSG15749.2.p1, OFUSG15749.1.p1	bflo_20336
OG0005045	OFUSG26381.1.p1	bflo_06654
OG0005046	OFUSG06171.1.p1	bflo_12080
OG0005047	OFUSG01990.1.p1	bflo_14126
OG0005048	OFUSG20128.1.p1	bflo_11605
OG0005049	OFUSG06098.1.p1	bflo_11118
OG0005053	OFUSG12823.1.p1	bflo_19039
OG0005054	OFUSG26483.1.p1	bflo_25252
OG0005055	OFUSG21796.1.p1, OFUSG21792.1.p1	bflo_24257
OG0005057	OFUSG07187.1.p1	bflo_09215
OG0005058	OFUSG19365.1.p1	bflo_20830
OG0005059	OFUSG07313.1.p1	bflo_16809, bflo_15765
OG0005060	OFUSG03701.1.p1	bflo_22346, bflo_09286
OG0005061	OFUSG17372.1.p1	bflo_24909, bflo_24686
OG0005062	OFUSG04061.1.p1, OFUSG04061.2.p1	bflo_02596
OG0005063	OFUSG11181.1.p1	bflo_07073
OG0005064	OFUSG09745.1.p1, OFUSG09745.2.p1	bflo_03950
OG0005065	OFUSG03998.1.p1	bflo_07715
OG0005066	OFUSG21561.1.p1, OFUSG21568.1.p1, OFUSG21563.1.p1, OFUSG21566.1.p1, OFUSG21570.1.p1	bflo_13933
OG0005067	OFUSG17239.1.p1	bflo_00382
OG0005068	OFUSG12654.1.p1	bflo_24469
OG0005069	OFUSG07392.1.p1	bflo_20052
OG0005071	OFUSG26858.1.p1, OFUSG26858.2.p1	bflo_22162
OG0005072	OFUSG02933.1.p1, OFUSG02933.2.p1	bflo_14326
OG0005073	OFUSG21089.1.p1	bflo_01013
OG0005074	OFUSG13880.1.p1, OFUSG13880.2.p1	bflo_21879
OG0005075	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1	bflo_10879
OG0005076	OFUSG08872.1.p1	bflo_06311
OG0005077	OFUSG05535.1.p1	bflo_24463, bflo_06961, bflo_07478
OG0005081	OFUSG04195.1.p1	bflo_02603
OG0005082	OFUSG15109.1.p1, OFUSG15109.2.p1	bflo_20793
OG0005084	OFUSG19044.1.p1	bflo_10883
OG0005085	OFUSG01231.1.p1	bflo_23289
OG0005086	OFUSG19095.1.p1	bflo_11753
OG0005087	OFUSG16893.1.p1, OFUSG16893.2.p1	bflo_16261
OG0005088	OFUSG26589.1.p1, OFUSG26589.2.p1	bflo_25735
OG0005089	OFUSG08719.1.p1	bflo_05914
OG0005090	OFUSG18630.1.p1	bflo_23045
OG0005091	OFUSG03013.1.p1	bflo_14710
OG0005092	OFUSG06269.1.p1	bflo_11879
OG0005093	OFUSG00062.1.p1	bflo_03905
OG0005094	OFUSG20778.1.p1	bflo_13863
OG0005095	OFUSG12396.1.p1	bflo_08843
OG0005096	OFUSG11096.1.p1	bflo_23554, bflo_23745
OG0005097	OFUSG10863.1.p1	bflo_23691
OG0005098	OFUSG04126.1.p1	bflo_19314
OG0005099	OFUSG10319.1.p1	bflo_23378
OG0005100	OFUSG05439.1.p1	bflo_21620
OG0005103	OFUSG00175.1.p1	bflo_17260
OG0005104	OFUSG23594.1.p1	bflo_06265
OG0005105	OFUSG11099.1.p1	bflo_23173
OG0005107	OFUSG00742.1.p1	bflo_03887
OG0005108	OFUSG04152.1.p1	bflo_26306
OG0005109	OFUSG04385.1.p1	bflo_19171
OG0005110	OFUSG10358.1.p1	bflo_23714
OG0005111	OFUSG13491.1.p1	bflo_24556
OG0005112	OFUSG25210.1.p1	bflo_12163
OG0005113	OFUSG11486.1.p1	bflo_16466
OG0005114	OFUSG00172.1.p1, OFUSG21152.1.p1	bflo_25082
OG0005115	OFUSG25534.1.p1	bflo_16115, bflo_16956
OG0005116	OFUSG14216.1.p1	bflo_21785
OG0005117	OFUSG13585.1.p1	bflo_24540
OG0005118	OFUSG04626.1.p1	bflo_04443
OG0005119	OFUSG19207.1.p1	bflo_10008
