Orthogroup	OWEFU	PFLAV
OG0002428	OFUSG13032.1.p1	TCONS_00033176.p1
OG0002429	OFUSG22991.1.p1	TCONS_00007109.p1
OG0002432	OFUSG02177.1.p1	TCONS_00043661.p1
OG0002433	OFUSG10077.1.p1	TCONS_00012775.p1
OG0002434	OFUSG03953.1.p1, OFUSG03953.2.p1	TCONS_00055848.p1
OG0002435	OFUSG26590.1.p1	TCONS_00053680.p1
OG0002436	OFUSG22464.1.p1	TCONS_00004761.p1
OG0002437	OFUSG26151.1.p1	TCONS_00015963.p1
OG0002438	OFUSG16092.1.p1, OFUSG16092.2.p1	TCONS_00057283.p1
OG0002439	OFUSG01753.1.p1	TCONS_00036465.p1
OG0002440	OFUSG13981.2.p1, OFUSG13981.1.p1	TCONS_00022295.p1, TCONS_00054214.p1
OG0002441	OFUSG01034.2.p1, OFUSG01034.1.p1	TCONS_00002029.p1
OG0002442	OFUSG05230.1.p1	TCONS_00008462.p1
OG0002443	OFUSG06545.1.p1	TCONS_00048568.p1
OG0002444	OFUSG26842.1.p1	TCONS_00055415.p1
OG0002445	OFUSG16789.1.p1	TCONS_00000749.p1
OG0002446	OFUSG18231.1.p1	TCONS_00013566.p1
OG0002447	OFUSG02199.1.p1	TCONS_00043698.p1
OG0002448	OFUSG11028.1.p1, OFUSG11028.2.p1	TCONS_00031004.p1
OG0002449	OFUSG11324.1.p1	TCONS_00009909.p1
OG0002450	OFUSG09508.1.p1	TCONS_00029123.p1, TCONS_00029128.p1
OG0002451	OFUSG05788.1.p1	TCONS_00049726.p1
OG0002452	OFUSG26480.1.p1	TCONS_00019286.p1
OG0002453	OFUSG08448.1.p1	TCONS_00034175.p1
OG0002454	OFUSG15471.1.p1	TCONS_00004815.p1
OG0002455	OFUSG17445.1.p1	TCONS_00051523.p1, TCONS_00051524.p1
OG0002456	OFUSG16583.1.p1	TCONS_00003612.p1
OG0002457	OFUSG12506.1.p1	TCONS_00009534.p1
OG0002458	OFUSG00677.1.p1	TCONS_00005688.p1, TCONS_00047187.p1, TCONS_00015501.p1, TCONS_00005673.p1
OG0002458	OFUSG11361.1.p1	TCONS_00033898.p1, TCONS_00024563.p1, TCONS_00045233.p1, TCONS_00038544.p1, TCONS_00040902.p1, TCONS_00034888.p1, TCONS_00024638.p1, TCONS_00007994.p1, TCONS_00033900.p1, TCONS_00007270.p1, TCONS_00023768.p1, TCONS_00024964.p1, TCONS_00055168.p1, TCONS_00006687.p1, TCONS_00034862.p2, TCONS_00046379.p1, TCONS_00012441.p1
OG0002458	OFUSG05193.1.p1	TCONS_00022032.p1, TCONS_00034781.p1, TCONS_00034637.p1, TCONS_00027077.p1
OG0002459	OFUSG10630.1.p1, OFUSG11102.2.p1, OFUSG11102.1.p1, OFUSG11115.1.p1	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1
OG0002460	OFUSG14088.1.p1, OFUSG02594.1.p1, OFUSG10741.1.p1, OFUSG12456.1.p1, OFUSG24123.1.p1, OFUSG04537.1.p1, OFUSG24192.1.p1, OFUSG14733.1.p1, OFUSG25780.1.p1, OFUSG14739.1.p1, OFUSG07000.1.p1, OFUSG14396.1.p1, OFUSG11950.1.p1	TCONS_00035124.p1, TCONS_00001237.p1, TCONS_00019183.p1, TCONS_00037080.p1, TCONS_00040498.p1, TCONS_00030329.p1, TCONS_00034233.p1, TCONS_00035123.p1, TCONS_00031713.p1, TCONS_00009824.p1, TCONS_00034262.p1, TCONS_00048596.p1, TCONS_00050517.p1, TCONS_00031714.p1, TCONS_00014184.p1, TCONS_00016734.p1, TCONS_00035058.p1, TCONS_00035853.p1, TCONS_00035835.p1, TCONS_00037081.p1, TCONS_00041517.p1, TCONS_00001236.p1, TCONS_00035125.p1
OG0002461	OFUSG02255.1.p1	TCONS_00042535.p1
OG0002461	OFUSG11723.1.p1	TCONS_00008923.p1, TCONS_00008926.p1
OG0002476	OFUSG20822.1.p1	TCONS_00008371.p1
OG0002478	OFUSG06982.1.p1	TCONS_00026683.p1
OG0002479	OFUSG24200.1.p1	TCONS_00005104.p1
OG0002481	OFUSG02906.1.p1	TCONS_00040791.p1
OG0002482	OFUSG15156.1.p1, OFUSG15156.2.p1	TCONS_00006443.p1
OG0002484	OFUSG05595.1.p1	TCONS_00026141.p1
OG0002486	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1	TCONS_00002955.p1
OG0002487	OFUSG12083.1.p1	TCONS_00009739.p1
OG0002489	OFUSG05890.1.p1	TCONS_00026979.p1
OG0002490	OFUSG19344.1.p1	TCONS_00048564.p1, TCONS_00013196.p1
OG0002491	OFUSG04294.1.p1	TCONS_00020746.p1
OG0002492	OFUSG14228.1.p1	TCONS_00021054.p1
OG0002493	OFUSG07409.1.p1, OFUSG07409.2.p1	TCONS_00023855.p1
OG0002493	OFUSG26755.1.p1	TCONS_00011369.p1
OG0002494	OFUSG20687.1.p1	TCONS_00009396.p1
OG0002495	OFUSG04196.1.p1	TCONS_00002586.p1
OG0002496	OFUSG08219.1.p1	TCONS_00052872.p1
OG0002497	OFUSG15954.1.p1	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	OFUSG17264.1.p1	TCONS_00024739.p1, TCONS_00002026.p1
OG0002500	OFUSG09778.1.p1	TCONS_00004990.p1
OG0002501	OFUSG22538.1.p1	TCONS_00005124.p1
OG0002502	OFUSG20157.3.p1, OFUSG20157.1.p1, OFUSG20157.2.p1	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1
OG0002503	OFUSG02978.1.p1	TCONS_00043780.p1
OG0002504	OFUSG15438.1.p1	TCONS_00005313.p1
OG0002505	OFUSG16451.1.p1	TCONS_00056754.p1
OG0002507	OFUSG21406.2.p1, OFUSG21406.1.p1	TCONS_00052598.p1
OG0002508	OFUSG23888.1.p1, OFUSG23888.2.p1, OFUSG23888.3.p1	TCONS_00005957.p1, TCONS_00005945.p1
OG0002509	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1	TCONS_00055419.p1
OG0002511	OFUSG03967.2.p1, OFUSG03967.1.p1	TCONS_00004072.p1
OG0002512	OFUSG02637.2.p1, OFUSG02637.3.p1, OFUSG02637.1.p1	TCONS_00044153.p1, TCONS_00044151.p1
OG0002514	OFUSG00594.1.p1	TCONS_00036921.p1
OG0002515	OFUSG08459.2.p1, OFUSG08459.1.p1	TCONS_00029618.p1, TCONS_00029716.p1
OG0002515	OFUSG05455.1.p1	TCONS_00027377.p1
OG0002516	OFUSG09041.2.p1, OFUSG09041.1.p1	TCONS_00034986.p1
OG0002517	OFUSG21417.1.p1, OFUSG21417.2.p1	TCONS_00019431.p1
OG0002518	OFUSG21316.1.p1	TCONS_00051026.p1
OG0002519	OFUSG02909.1.p1	TCONS_00043575.p1
OG0002520	OFUSG10725.1.p1	TCONS_00031059.p1
OG0002522	OFUSG13443.1.p1	TCONS_00052058.p1
OG0002523	OFUSG19122.1.p1	TCONS_00047652.p1
OG0002524	OFUSG15171.1.p1	TCONS_00006722.p1
OG0002525	OFUSG07025.1.p1	TCONS_00055411.p1
OG0002526	OFUSG13383.1.p1	TCONS_00045530.p1
OG0002528	OFUSG06864.1.p1	TCONS_00026494.p1
OG0002529	OFUSG14696.1.p1	TCONS_00021072.p1
OG0002530	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1	TCONS_00028798.p1
OG0002531	OFUSG12367.1.p1	TCONS_00003492.p1
OG0002532	OFUSG10787.1.p1, OFUSG10787.2.p1	TCONS_00012757.p1
OG0002533	OFUSG23755.1.p1	TCONS_00005106.p1
OG0002535	OFUSG06873.1.p1, OFUSG06873.2.p1	TCONS_00027133.p1
OG0002536	OFUSG05531.1.p1	TCONS_00027134.p1
OG0002537	OFUSG02726.1.p1	TCONS_00043022.p1
OG0002538	OFUSG03933.1.p1	TCONS_00055126.p1
OG0002539	OFUSG06058.2.p1, OFUSG06058.1.p1	TCONS_00036371.p1
OG0002540	OFUSG12631.1.p1	TCONS_00017267.p1
OG0002541	OFUSG07799.1.p1	TCONS_00023654.p1
OG0002542	OFUSG04467.1.p1	TCONS_00056409.p1
OG0002543	OFUSG15203.1.p1, OFUSG15203.2.p1	TCONS_00004943.p1
OG0002544	OFUSG22721.1.p1	TCONS_00012744.p1
OG0002544	OFUSG00130.1.p1, OFUSG00181.1.p1, OFUSG06629.1.p1, OFUSG06630.1.p1	TCONS_00022467.p1
OG0002545	OFUSG18706.1.p1	TCONS_00041144.p1, TCONS_00038916.p1
OG0002547	OFUSG17495.1.p1	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1
OG0002548	OFUSG25116.1.p1	TCONS_00019309.p1, TCONS_00019311.p1
OG0002549	OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1	TCONS_00021796.p1
OG0002550	OFUSG06676.4.p1, OFUSG06676.1.p1, OFUSG06676.3.p1, OFUSG06676.2.p1	TCONS_00027283.p1, TCONS_00027288.p1, TCONS_00027289.p1
OG0002551	OFUSG26610.1.p1	TCONS_00042821.p1
OG0002552	OFUSG09823.1.p1	TCONS_00028491.p1
OG0002553	OFUSG04243.1.p1	TCONS_00018976.p1
OG0002554	OFUSG20321.1.p1	TCONS_00008559.p1, TCONS_00008530.p1
OG0002555	OFUSG21622.1.p1	TCONS_00003499.p1
OG0002556	OFUSG26698.1.p1, OFUSG09591.1.p1	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	OFUSG05156.1.p1	TCONS_00008156.p1
OG0002558	OFUSG12162.1.p1, OFUSG12162.2.p1	TCONS_00011130.p1
OG0002559	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1	TCONS_00017224.p1
OG0002560	OFUSG09866.1.p1, OFUSG09866.2.p1	TCONS_00016273.p1
OG0002561	OFUSG25117.2.p1, OFUSG25117.1.p1	TCONS_00055930.p1
OG0002562	OFUSG13027.1.p1	TCONS_00053582.p1
OG0002563	OFUSG02827.1.p1	TCONS_00043033.p1
OG0002564	OFUSG18079.1.p1, OFUSG18079.2.p1	TCONS_00012617.p1
OG0002565	OFUSG18956.1.p1	TCONS_00026110.p1
OG0002566	OFUSG23549.1.p1	TCONS_00018257.p1
OG0002567	OFUSG05913.1.p1	TCONS_00047678.p1, TCONS_00047681.p1
OG0002568	OFUSG09132.1.p1, OFUSG17897.1.p1	TCONS_00017767.p1
OG0002569	OFUSG23886.1.p1	TCONS_00034967.p1
OG0002570	OFUSG20725.1.p1	TCONS_00009301.p1
OG0002571	OFUSG03586.1.p1	TCONS_00043132.p1
OG0002572	OFUSG07142.1.p1	TCONS_00024912.p1
OG0002573	OFUSG18076.1.p1	TCONS_00012988.p1, TCONS_00012985.p1
OG0002574	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1	TCONS_00011783.p1
OG0002576	OFUSG25248.1.p1	TCONS_00009863.p1
OG0002587	OFUSG20335.1.p1	TCONS_00008891.p1
OG0002589	OFUSG15607.1.p1	TCONS_00004590.p1
OG0002590	OFUSG23108.1.p1	TCONS_00007453.p1
OG0002591	OFUSG00503.1.p1	TCONS_00000004.p1
OG0002592	OFUSG18883.1.p1	TCONS_00027490.p1
OG0002593	OFUSG21331.1.p1, OFUSG21331.2.p1	TCONS_00050855.p1
OG0002594	OFUSG05055.1.p1	TCONS_00008434.p1
OG0002595	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1	TCONS_00014309.p1
OG0002597	OFUSG08063.1.p1	TCONS_00054800.p1
OG0002598	OFUSG17203.1.p1	TCONS_00052855.p1
OG0002599	OFUSG05928.1.p1	TCONS_00047444.p1
OG0002600	OFUSG17834.1.p1, OFUSG17834.2.p1	TCONS_00030280.p1, TCONS_00006237.p1
OG0002601	OFUSG25340.1.p1	TCONS_00010418.p1
OG0002602	OFUSG10300.1.p1, OFUSG10300.2.p1	TCONS_00014207.p1
OG0002603	OFUSG12842.1.p1	TCONS_00052522.p1, TCONS_00052514.p1
OG0002603	OFUSG13715.1.p1	TCONS_00052519.p1
OG0002605	OFUSG17629.1.p1	TCONS_00053210.p1
OG0002606	OFUSG22054.1.p1, OFUSG22019.1.p1	TCONS_00040313.p1, TCONS_00031016.p1, TCONS_00020584.p1
OG0002607	OFUSG19565.1.p1	TCONS_00055152.p1, TCONS_00055181.p1, TCONS_00027852.p1
OG0002608	OFUSG26704.2.p1, OFUSG26704.1.p1	TCONS_00023837.p1
OG0002609	OFUSG08608.1.p1	TCONS_00029035.p1
OG0002610	OFUSG22781.2.p1, OFUSG22781.1.p1	TCONS_00008605.p1
OG0002611	OFUSG16338.1.p1	TCONS_00004066.p1
OG0002612	OFUSG18866.1.p1	TCONS_00047747.p1
OG0002614	OFUSG13501.1.p1	TCONS_00017955.p1
OG0002615	OFUSG18924.1.p1	TCONS_00026882.p1
OG0002616	OFUSG05626.1.p1	TCONS_00027743.p1
OG0002617	OFUSG03235.1.p1	TCONS_00043160.p1
OG0002618	OFUSG11127.1.p1	TCONS_00013692.p1
OG0002619	OFUSG09296.1.p1	TCONS_00028823.p1
OG0002620	OFUSG07487.1.p1	TCONS_00015581.p1
OG0002621	OFUSG21193.1.p1, OFUSG21193.2.p1	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1
OG0002621	OFUSG08722.1.p1	TCONS_00045459.p1
OG0002622	OFUSG02644.1.p1	TCONS_00043892.p1, TCONS_00043902.p1
OG0002623	OFUSG01571.2.p1, OFUSG01571.1.p1	TCONS_00021118.p1
OG0002624	OFUSG20261.1.p1	TCONS_00009152.p1
OG0002624	OFUSG20262.1.p1	TCONS_00009151.p1
OG0002625	OFUSG00455.1.p1	TCONS_00000742.p1
OG0002626	OFUSG23756.1.p1, OFUSG09385.1.p1	TCONS_00004560.p1, TCONS_00023309.p1, TCONS_00036211.p1, TCONS_00036214.p1
OG0002628	OFUSG25722.1.p1	TCONS_00015492.p1
OG0002629	OFUSG21491.1.p1	TCONS_00047518.p1
OG0002629	OFUSG15216.1.p1	TCONS_00001710.p1
OG0002630	OFUSG13735.1.p1	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	OFUSG00256.1.p1	TCONS_00000293.p1
OG0002632	OFUSG09288.1.p1	TCONS_00028955.p1
OG0002633	OFUSG12394.1.p1	TCONS_00009804.p1
OG0002634	OFUSG09093.1.p1	TCONS_00028514.p1
OG0002634	OFUSG09096.1.p1	TCONS_00028515.p1
OG0002636	OFUSG10080.1.p1	TCONS_00012778.p1
OG0002637	OFUSG00789.1.p1	TCONS_00000794.p1, TCONS_00000786.p1
OG0002637	OFUSG00782.1.p1	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1
OG0002638	OFUSG07849.1.p1	TCONS_00023645.p1
OG0002639	OFUSG11435.2.p1, OFUSG11435.1.p1	TCONS_00009797.p1
OG0002640	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1	TCONS_00047421.p1, TCONS_00047408.p1, TCONS_00047409.p1, TCONS_00047424.p1, TCONS_00047422.p1
OG0002642	OFUSG16050.1.p1	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	OFUSG25517.1.p1, OFUSG25504.1.p1	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	OFUSG03807.1.p1	TCONS_00044196.p1
OG0002645	OFUSG19077.1.p1, OFUSG19077.2.p1	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1	TCONS_00056457.p1
OG0002647	OFUSG19431.1.p1, OFUSG18928.1.p1	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	OFUSG23133.1.p1, OFUSG00217.1.p1	TCONS_00002157.p1
OG0002649	OFUSG19035.2.p1, OFUSG19035.1.p1	TCONS_00027226.p1
OG0002651	OFUSG09970.1.p1	TCONS_00010767.p1
OG0002652	OFUSG01040.1.p1, OFUSG05127.1.p1	TCONS_00007635.p1
OG0002653	OFUSG22197.1.p1	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1
OG0002654	OFUSG21242.1.p1	TCONS_00052014.p1
OG0002655	OFUSG18613.1.p1	TCONS_00030420.p1
OG0002657	OFUSG16068.1.p1	TCONS_00056535.p1
OG0002658	OFUSG07805.2.p1, OFUSG07805.1.p1	TCONS_00023141.p1
OG0002659	OFUSG13732.1.p1, OFUSG13734.1.p1	TCONS_00017232.p1
OG0002661	OFUSG07563.1.p1	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1
OG0002662	OFUSG10564.1.p1	TCONS_00013016.p1
OG0002663	OFUSG26952.1.p1	TCONS_00022107.p1
OG0002664	OFUSG08813.1.p1	TCONS_00028993.p1
OG0002665	OFUSG15552.1.p1	TCONS_00006695.p1, TCONS_00006689.p1
OG0002666	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1	TCONS_00013352.p1, TCONS_00032472.p1
OG0002667	OFUSG07660.1.p1	TCONS_00015951.p1
OG0002668	OFUSG05098.1.p1, OFUSG05098.2.p1	TCONS_00009177.p1
OG0002669	OFUSG11370.1.p1	TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002670	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1	TCONS_00010164.p1
OG0002671	OFUSG20832.1.p1	TCONS_00008833.p1
OG0002672	OFUSG23393.1.p1	TCONS_00046517.p1
OG0002673	OFUSG05576.1.p1	TCONS_00026782.p1
OG0002674	OFUSG09685.1.p1	TCONS_00029780.p1
OG0002675	OFUSG05238.1.p1	TCONS_00007280.p1, TCONS_00007281.p1
OG0002677	OFUSG17880.1.p1, OFUSG17880.2.p1	TCONS_00013321.p1
OG0002678	OFUSG03008.1.p1	TCONS_00043278.p1, TCONS_00043276.p1
OG0002679	OFUSG21039.1.p1	TCONS_00051947.p1, TCONS_00050858.p1
OG0002682	OFUSG17355.1.p1	TCONS_00052478.p1
OG0002683	OFUSG17573.1.p2	TCONS_00054134.p1
OG0002685	OFUSG01490.1.p1	TCONS_00001020.p1
OG0002688	OFUSG03402.1.p1	TCONS_00010793.p1, TCONS_00010791.p1, TCONS_00012047.p1, TCONS_00012049.p1
OG0002703	OFUSG19745.2.p1, OFUSG19745.1.p1	TCONS_00038338.p1, TCONS_00038287.p1
OG0002705	OFUSG23521.2.p1, OFUSG23521.1.p1	TCONS_00053434.p1
OG0002706	OFUSG10469.1.p1	TCONS_00014276.p1
OG0002707	OFUSG12558.1.p1	TCONS_00011640.p1
OG0002708	OFUSG00085.1.p1	TCONS_00001336.p1
OG0002709	OFUSG01022.2.p1, OFUSG01022.1.p1	TCONS_00053614.p1, TCONS_00053516.p1, TCONS_00053456.p1
OG0002710	OFUSG09390.1.p1	TCONS_00029431.p1
OG0002712	OFUSG02353.1.p1	TCONS_00041645.p1
OG0002714	OFUSG00220.1.p1, OFUSG06935.1.p1, OFUSG06937.1.p1	TCONS_00022426.p1, TCONS_00039260.p1, TCONS_00039300.p1, TCONS_00039213.p1
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	TCONS_00049245.p1
OG0002716	OFUSG09527.1.p1	TCONS_00007711.p1
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	TCONS_00050365.p1
OG0002719	OFUSG04545.1.p1	TCONS_00057167.p1
OG0002720	OFUSG20349.1.p1	TCONS_00008062.p1, TCONS_00010232.p1
OG0002721	OFUSG09992.1.p1	TCONS_00014473.p1
OG0002722	OFUSG21829.1.p1	TCONS_00011837.p1
OG0002723	OFUSG25295.1.p1	TCONS_00009848.p1
OG0002724	OFUSG23259.1.p1	TCONS_00013956.p1, TCONS_00013957.p1, TCONS_00013959.p1
OG0002725	OFUSG06872.1.p1	TCONS_00022209.p1, TCONS_00022211.p1
OG0002726	OFUSG10760.1.p1	TCONS_00031105.p1
OG0002728	OFUSG24205.1.p1	TCONS_00006650.p1, TCONS_00006633.p2
OG0002729	OFUSG25664.1.p1	TCONS_00024186.p1
OG0002729	OFUSG02975.1.p1	TCONS_00043122.p1
OG0002730	OFUSG00020.1.p1	TCONS_00002286.p1
OG0002731	OFUSG08355.1.p1	TCONS_00015586.p1
OG0002732	OFUSG18697.1.p1	TCONS_00027362.p1
OG0002733	OFUSG00443.4.p1, OFUSG00443.2.p1, OFUSG00443.3.p1, OFUSG00443.1.p1	TCONS_00037583.p1
OG0002734	OFUSG12291.1.p1	TCONS_00010818.p1
OG0002736	OFUSG00222.1.p1	TCONS_00000152.p1
OG0002737	OFUSG04358.1.p1, OFUSG04359.1.p1, OFUSG04361.1.p1, OFUSG04361.2.p1, OFUSG04286.1.p1, OFUSG03042.1.p1, OFUSG04916.1.p1, OFUSG02781.1.p1, OFUSG06185.1.p1, OFUSG03712.2.p1, OFUSG03712.1.p1, OFUSG24489.1.p1, OFUSG24483.1.p1, OFUSG24844.1.p1, OFUSG24844.2.p1, OFUSG18958.1.p1, OFUSG18959.1.p1, OFUSG18960.1.p1, OFUSG14169.1.p1, OFUSG18635.1.p1, OFUSG04226.1.p1, OFUSG05959.1.p1, OFUSG17009.1.p1	TCONS_00041341.p1, TCONS_00032990.p1, TCONS_00041327.p1
OG0002737	OFUSG06687.1.p1	TCONS_00041343.p1
OG0002738	OFUSG17862.1.p1	TCONS_00013197.p1
OG0002739	OFUSG02929.1.p1	TCONS_00043001.p1
OG0002740	OFUSG17183.1.p1	TCONS_00046160.p1
OG0002741	OFUSG09210.1.p1, OFUSG09210.2.p1	TCONS_00028376.p1
OG0002742	OFUSG18256.1.p1	TCONS_00031180.p1, TCONS_00031206.p1
OG0002743	OFUSG16819.1.p1	TCONS_00055209.p1
OG0002744	OFUSG08357.1.p1	TCONS_00015439.p1
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	TCONS_00014235.p1
OG0002746	OFUSG09016.1.p1	TCONS_00039793.p1
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	TCONS_00016131.p1
OG0002748	OFUSG25527.1.p1	TCONS_00015247.p1
OG0002749	OFUSG08546.1.p1	TCONS_00034797.p1
OG0002750	OFUSG02806.1.p1	TCONS_00047460.p1
OG0002751	OFUSG05851.1.p1	TCONS_00016595.p1
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	TCONS_00042881.p1
OG0002753	OFUSG05932.1.p1	TCONS_00047595.p1
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	TCONS_00054318.p1
OG0002755	OFUSG06793.1.p1	TCONS_00007276.p1
OG0002756	OFUSG24104.1.p1	TCONS_00048920.p1, TCONS_00006067.p1
OG0002757	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1	TCONS_00055221.p1
OG0002758	OFUSG15087.1.p1	TCONS_00006270.p1
OG0002759	OFUSG01273.2.p1, OFUSG01273.1.p1	TCONS_00002285.p1
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	TCONS_00049773.p1
OG0002761	OFUSG26078.1.p1	TCONS_00010302.p1
OG0002762	OFUSG06435.1.p1	TCONS_00047734.p1
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	TCONS_00055749.p1
OG0002764	OFUSG23602.1.p1	TCONS_00050931.p1
OG0002765	OFUSG20514.1.p1	TCONS_00009341.p1
OG0002766	OFUSG25034.1.p1	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1
OG0002767	OFUSG03685.1.p1	TCONS_00043030.p1
OG0002768	OFUSG06807.1.p1	TCONS_00049097.p1
OG0002769	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1	TCONS_00042280.p1, TCONS_00042232.p1
OG0002770	OFUSG06074.1.p1	TCONS_00026098.p1
OG0002771	OFUSG11277.1.p1	TCONS_00011580.p1
OG0002772	OFUSG06709.1.p1	TCONS_00053759.p1
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	TCONS_00022345.p1, TCONS_00022344.p1
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	TCONS_00028627.p1
OG0002775	OFUSG22089.1.p1	TCONS_00004466.p1
OG0002775	OFUSG08707.1.p1	TCONS_00029656.p1
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	TCONS_00029914.p1
OG0002778	OFUSG09154.1.p1	TCONS_00029622.p1
OG0002778	OFUSG18807.1.p1	TCONS_00028857.p1, TCONS_00013228.p1
OG0002779	OFUSG01706.1.p1	TCONS_00051889.p1
OG0002781	OFUSG15810.1.p1	TCONS_00056768.p1
OG0002783	OFUSG23510.1.p1	TCONS_00053820.p1
OG0002784	OFUSG20347.1.p1, OFUSG05299.1.p1	TCONS_00008354.p1, TCONS_00008352.p1
OG0002785	OFUSG17300.1.p1	TCONS_00054448.p1
OG0002786	OFUSG19625.1.p1	TCONS_00029566.p1
OG0002787	OFUSG04751.1.p1	TCONS_00020698.p1
OG0002788	OFUSG01564.1.p1	TCONS_00038074.p1
OG0002789	OFUSG15445.1.p1	TCONS_00054494.p1, TCONS_00053396.p1
OG0002790	OFUSG03365.1.p1	TCONS_00042475.p1
OG0002791	OFUSG13923.1.p1	TCONS_00016217.p1
OG0002792	OFUSG04701.2.p1, OFUSG04701.1.p1	TCONS_00020366.p1
OG0002793	OFUSG11360.1.p1	TCONS_00003882.p1
OG0002794	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1	TCONS_00015595.p1
OG0002795	OFUSG16642.1.p1	TCONS_00020221.p1
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	TCONS_00004881.p1
OG0002811	OFUSG05869.2.p1, OFUSG05869.1.p1	TCONS_00047302.p1
OG0002812	OFUSG23571.1.p1, OFUSG23571.2.p1	TCONS_00054658.p1, TCONS_00054657.p1
OG0002813	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1	TCONS_00014792.p1
OG0002814	OFUSG17968.1.p1	TCONS_00030568.p1
OG0002815	OFUSG00006.1.p1	TCONS_00000287.p1
OG0002816	OFUSG21501.1.p1	TCONS_00054308.p1
OG0002817	OFUSG22074.1.p1	TCONS_00009559.p1
OG0002818	OFUSG06912.1.p1	TCONS_00049657.p1
OG0002819	OFUSG12989.1.p1, OFUSG12989.2.p1	TCONS_00050227.p1
OG0002821	OFUSG12824.1.p1, OFUSG12868.1.p1	TCONS_00052856.p1
OG0002822	OFUSG10280.1.p1	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1
OG0002823	OFUSG07633.1.p1	TCONS_00015619.p1
OG0002823	OFUSG19489.1.p1	TCONS_00027448.p1
OG0002824	OFUSG16938.1.p1	TCONS_00019599.p1
OG0002825	OFUSG07952.1.p1	TCONS_00024295.p1
OG0002826	OFUSG25180.1.p1	TCONS_00009663.p1
