Orthogroup	OWEFU	YEAST
OG0001520	OFUSG17134.1.p1	YEAST03872
OG0001524	OFUSG05517.1.p1, OFUSG20787.1.p1	YEAST03912
OG0001525	OFUSG15472.1.p1, OFUSG22614.1.p1, OFUSG07123.1.p1, OFUSG15288.1.p1	YEAST00757
OG0001527	OFUSG15032.1.p1, OFUSG20384.1.p1	YEAST01395
OG0001529	OFUSG12625.1.p1	YEAST01143
OG0001530	OFUSG10223.1.p1	YEAST00643
OG0001546	OFUSG11978.1.p1	YEAST03111
OG0001550	OFUSG21577.1.p1	YEAST02405, YEAST05953
OG0001551	OFUSG25055.1.p1	YEAST04817
OG0001553	OFUSG10097.1.p1	YEAST05147, YEAST01586
OG0001557	OFUSG07059.1.p1	YEAST04671
OG0001557	OFUSG05825.1.p1	YEAST04551
OG0001558	OFUSG09924.1.p1, OFUSG09924.2.p1, OFUSG09922.1.p1, OFUSG09922.2.p1	YEAST04449
OG0001559	OFUSG21941.1.p1	YEAST00445, YEAST02434
OG0001561	OFUSG06786.2.p1, OFUSG06786.3.p1, OFUSG06786.1.p1	YEAST06176
OG0001564	OFUSG14697.1.p1	YEAST05390
OG0001570	OFUSG10338.1.p1, OFUSG23609.1.p1, OFUSG22787.1.p1	YEAST04678
OG0001573	OFUSG14864.2.p1, OFUSG14864.1.p1	YEAST03285
OG0001578	OFUSG05992.3.p1, OFUSG05992.4.p1, OFUSG05992.2.p1, OFUSG05992.1.p1	YEAST01872
OG0001580	OFUSG20608.1.p1, OFUSG20608.2.p1	YEAST06270
OG0001590	OFUSG09309.1.p1, OFUSG07871.1.p1, OFUSG09584.1.p1, OFUSG09775.1.p1	YEAST03476, YEAST00717, YEAST03955
OG0001594	OFUSG16704.2.p1, OFUSG16704.1.p1, OFUSG17600.1.p1, OFUSG00456.1.p1	YEAST03418
OG0001597	OFUSG07388.1.p1, OFUSG26679.2.p1, OFUSG26679.1.p1	YEAST01702
OG0001603	OFUSG12852.1.p1, OFUSG12851.1.p1, OFUSG08350.1.p1	YEAST02584
OG0001604	OFUSG25740.1.p1, OFUSG24197.1.p1	YEAST01428
OG0001605	OFUSG23142.1.p1	YEAST04101
OG0001609	OFUSG14330.1.p1, OFUSG19250.1.p1	YEAST02739
OG0001610	OFUSG17088.1.p1	YEAST00596, YEAST02062
OG0001612	OFUSG01293.1.p1, OFUSG01299.1.p1, OFUSG01298.1.p1, OFUSG01298.2.p1, OFUSG01296.1.p1, OFUSG01297.1.p1	YEAST01109
OG0001628	OFUSG26818.1.p1, OFUSG26810.1.p1, OFUSG22011.1.p1	YEAST04790
OG0001653	OFUSG13617.1.p1	YEAST01151
OG0001655	OFUSG19612.1.p1	YEAST03354
OG0001657	OFUSG15406.1.p1, OFUSG15406.3.p1, OFUSG15406.2.p1	YEAST00101, YEAST00944
OG0001663	OFUSG06909.1.p1	YEAST05642
OG0001676	OFUSG10790.1.p1	YEAST02848
OG0001676	OFUSG03925.1.p1	YEAST06155
OG0001679	OFUSG24986.1.p1, OFUSG24986.2.p1	YEAST05302, YEAST02334, YEAST02449, YEAST01523
OG0001680	OFUSG26807.1.p1	YEAST01119, YEAST04022
OG0001685	OFUSG03463.1.p1	YEAST01147
OG0001687	OFUSG21593.1.p1, OFUSG21593.2.p1	YEAST05279
OG0001691	OFUSG15006.2.p1, OFUSG15006.1.p1	YEAST01315
OG0001704	OFUSG09797.1.p1	YEAST01293
OG0001706	OFUSG02180.1.p1	YEAST03424
OG0001707	OFUSG23536.1.p1	YEAST06049, YEAST00407, YEAST04739
OG0001708	OFUSG14193.1.p1, OFUSG14192.1.p1, OFUSG14192.2.p1	YEAST05744, YEAST05745
OG0001709	OFUSG18239.1.p1, OFUSG18240.1.p1, OFUSG22770.1.p1	YEAST04440
OG0001713	OFUSG17447.2.p1, OFUSG17447.1.p1, OFUSG20590.1.p1, OFUSG20591.1.p1	YEAST04039
OG0001718	OFUSG12593.1.p1	YEAST01537
OG0001721	OFUSG07044.1.p1	YEAST04881, YEAST05253, YEAST00698
OG0001723	OFUSG14623.2.p1, OFUSG14623.1.p1, OFUSG14623.3.p1	YEAST01435
OG0001727	OFUSG11770.1.p1	YEAST04543
OG0001728	OFUSG09660.1.p1	YEAST03347
OG0001730	OFUSG02130.1.p1	YEAST00177
OG0001736	OFUSG23191.3.p1, OFUSG23191.4.p1, OFUSG23191.2.p1, OFUSG23191.1.p1	YEAST04588
OG0001739	OFUSG26004.1.p1, OFUSG26004.2.p1	YEAST03760
OG0001745	OFUSG25050.1.p1, OFUSG25049.1.p1, OFUSG22567.1.p1, OFUSG22566.1.p1, OFUSG22568.1.p1, OFUSG02091.1.p1, OFUSG17121.1.p1, OFUSG13699.1.p1	YEAST01431
OG0001750	OFUSG24361.1.p1	YEAST03628
OG0001754	OFUSG00177.1.p1, OFUSG08904.1.p1	YEAST03682
OG0001755	OFUSG21511.1.p1	YEAST05131
OG0001756	OFUSG08592.1.p1, OFUSG10747.1.p1	YEAST00620
OG0001769	OFUSG10234.1.p1, OFUSG12391.1.p1	YEAST04726
OG0001770	OFUSG07903.2.p1, OFUSG07903.1.p1	YEAST02590
OG0001774	OFUSG05793.1.p1, OFUSG06044.1.p1, OFUSG06044.2.p1	YEAST05166
OG0001775	OFUSG08849.1.p1, OFUSG08850.1.p1	YEAST05594
OG0001780	OFUSG15520.2.p1, OFUSG15520.1.p1	YEAST03768
OG0001781	OFUSG16705.1.p1, OFUSG05822.1.p1	YEAST01882
OG0001782	OFUSG09109.2.p1, OFUSG09109.1.p1	YEAST02421
OG0001785	OFUSG24818.1.p1	YEAST02713
OG0001787	OFUSG00916.1.p1	YEAST03546
OG0001792	OFUSG00241.1.p1, OFUSG00240.1.p1	YEAST04331
OG0001793	OFUSG23631.1.p1, OFUSG13358.1.p1	YEAST02466
OG0001805	OFUSG07794.1.p1	YEAST05496, YEAST01242
OG0001807	OFUSG16465.1.p1	YEAST05464
OG0001808	OFUSG17082.1.p1, OFUSG17082.2.p1	YEAST01298
OG0001818	OFUSG25019.1.p1	YEAST05902, YEAST04712
OG0001822	OFUSG09898.2.p1, OFUSG09898.1.p1	YEAST04378, YEAST01659
OG0001826	OFUSG25985.1.p1	YEAST04777, YEAST01697, YEAST05781
OG0001828	OFUSG17814.1.p1, OFUSG04325.1.p1	YEAST04676
OG0001829	OFUSG05123.1.p1	YEAST01613, YEAST00136, YEAST02008
OG0001831	OFUSG10355.1.p1, OFUSG10355.2.p1	YEAST00024
OG0001832	OFUSG09159.1.p1, OFUSG04392.1.p1	YEAST05376
OG0001846	OFUSG09080.1.p1	YEAST04351, YEAST04434
OG0001846	OFUSG13671.1.p1	YEAST05067
OG0001850	OFUSG04411.1.p1, OFUSG20805.1.p1	YEAST01913
OG0001852	OFUSG06932.1.p1	YEAST03121
OG0001853	OFUSG20572.1.p1, OFUSG04900.1.p1	YEAST05176
OG0001857	OFUSG12646.1.p1, OFUSG12646.2.p1	YEAST04741
OG0001860	OFUSG26072.1.p1	YEAST00188
OG0001861	OFUSG07846.1.p1	YEAST05779, YEAST04773
OG0001863	OFUSG08250.1.p1	YEAST03017
OG0001866	OFUSG26706.1.p1	YEAST05095, YEAST05570
OG0001867	OFUSG10616.2.p1, OFUSG10616.1.p1	YEAST01669
OG0001873	OFUSG21524.1.p1	YEAST00981, YEAST00267
OG0001875	OFUSG17004.1.p1, OFUSG10883.1.p1	YEAST04137
OG0001877	OFUSG22014.1.p1, OFUSG22014.5.p1, OFUSG22014.2.p1, OFUSG22014.4.p1, OFUSG22014.3.p1	YEAST04134
OG0001886	OFUSG07453.1.p1	YEAST03260
OG0001888	OFUSG21284.1.p1	YEAST05749, YEAST01573
OG0001893	OFUSG25638.1.p1	YEAST01023
OG0001894	OFUSG15416.1.p1, OFUSG06027.1.p1	YEAST00433
OG0001899	OFUSG22049.1.p1	YEAST01210, YEAST04466
OG0001903	OFUSG12193.1.p1, OFUSG12044.1.p1	YEAST06020
OG0001913	OFUSG06981.1.p1, OFUSG06981.2.p1, OFUSG06981.4.p1, OFUSG06981.3.p1	YEAST05520
OG0001915	OFUSG23826.1.p1, OFUSG23826.2.p1, OFUSG00902.1.p1	YEAST04791
OG0001917	OFUSG17278.1.p1	YEAST01859
OG0001923	OFUSG26579.3.p1, OFUSG26579.2.p1, OFUSG26579.1.p1	YEAST05881
OG0001926	OFUSG21452.1.p1	YEAST02948
OG0001932	OFUSG13988.1.p1	YEAST03770, YEAST03179
OG0001934	OFUSG10456.3.p1, OFUSG10456.1.p1, OFUSG10456.2.p1	YEAST00877
OG0001935	OFUSG17306.1.p1, OFUSG17306.2.p1, OFUSG24584.1.p1	YEAST00431
OG0001938	OFUSG07379.1.p1, OFUSG07379.2.p1	YEAST03931
OG0001940	OFUSG22335.1.p1	YEAST04188, YEAST05646
OG0001943	OFUSG16984.3.p1, OFUSG16984.1.p1, OFUSG16984.2.p1	YEAST02393, YEAST05966
OG0001945	OFUSG01546.1.p1	YEAST01671
OG0001947	OFUSG19153.1.p1	YEAST02570
OG0001951	OFUSG23273.1.p1	YEAST00941, YEAST05396
OG0001952	OFUSG01479.1.p1	YEAST04673, YEAST01990, YEAST00155
OG0001965	OFUSG18303.1.p1	YEAST04582
OG0001968	OFUSG07229.2.p1, OFUSG07229.1.p1	YEAST04910
OG0001969	OFUSG09530.1.p1	YEAST06173
OG0001972	OFUSG21157.2.p1, OFUSG21157.1.p1	YEAST01822, YEAST03363
OG0001985	OFUSG15038.1.p1, OFUSG15038.2.p1	YEAST04959
OG0001992	OFUSG11780.1.p1, OFUSG11780.2.p1	YEAST02679
OG0001998	OFUSG15491.1.p1	YEAST00890
OG0002001	OFUSG21514.1.p1, OFUSG10947.1.p1	YEAST00502, YEAST03944
OG0002003	OFUSG22036.1.p1	YEAST02826, YEAST03671
OG0002008	OFUSG10990.1.p1, OFUSG10989.2.p1, OFUSG10989.1.p1	YEAST00768
OG0002013	OFUSG20345.1.p1	YEAST03040
OG0002014	OFUSG05819.1.p1	YEAST02422
OG0002015	OFUSG11071.1.p1	YEAST05525
OG0002025	OFUSG10330.2.p1, OFUSG10330.1.p1	YEAST03650
OG0002026	OFUSG03429.1.p1	YEAST01247
OG0002029	OFUSG09043.1.p1, OFUSG19624.1.p1	YEAST02646
OG0002031	OFUSG21499.1.p1	YEAST02752
OG0002032	OFUSG09126.1.p1	YEAST01221
OG0002042	OFUSG02182.1.p1	YEAST02880
OG0002043	OFUSG12846.4.p1, OFUSG12846.2.p1, OFUSG12846.3.p1, OFUSG12846.1.p1	YEAST04003
OG0002059	OFUSG08313.2.p1, OFUSG08313.1.p1	YEAST05893, YEAST04718
OG0002062	OFUSG03994.1.p1	YEAST05454
OG0002063	OFUSG01652.1.p1, OFUSG16113.1.p1	YEAST00838
OG0002067	OFUSG17986.1.p1	YEAST03444
OG0002069	OFUSG23391.4.p1, OFUSG23391.3.p1, OFUSG23391.5.p1, OFUSG23391.2.p1, OFUSG23391.1.p1	YEAST05962
OG0002073	OFUSG19553.2.p1, OFUSG19553.1.p1	YEAST04552
OG0002076	OFUSG17692.2.p1, OFUSG17692.1.p1	YEAST02206
OG0002078	OFUSG10584.1.p1	YEAST06232
OG0002079	OFUSG02215.1.p1	YEAST05765, YEAST00483
OG0002080	OFUSG15846.1.p1	YEAST05220, YEAST04736
OG0002084	OFUSG24095.1.p1, OFUSG06979.1.p1, OFUSG06870.1.p1, OFUSG06847.1.p1	YEAST04529
OG0002087	OFUSG07750.1.p1	YEAST05702
OG0002090	OFUSG11828.1.p1	YEAST02246
OG0002093	OFUSG19055.1.p1, OFUSG07928.2.p1, OFUSG07928.1.p1	YEAST02255
OG0002097	OFUSG14425.2.p1, OFUSG14425.1.p1	YEAST02697
OG0002101	OFUSG16892.1.p1	YEAST03902
OG0002103	OFUSG11310.1.p1	YEAST05974
OG0002106	OFUSG13347.1.p1, OFUSG10174.1.p1	YEAST03654
OG0002108	OFUSG12155.1.p1	YEAST03715
OG0002123	OFUSG21149.1.p1	YEAST02444
OG0002125	OFUSG06747.1.p1	YEAST05183
OG0002131	OFUSG09026.1.p1	YEAST04275
OG0002137	OFUSG17532.1.p1	YEAST04320
OG0002138	OFUSG25383.3.p1, OFUSG25383.1.p1, OFUSG25383.2.p1, OFUSG23438.2.p1, OFUSG23438.1.p1	YEAST02406
OG0002144	OFUSG24102.1.p1	YEAST02673
OG0002146	OFUSG18785.1.p1, OFUSG18785.2.p1, OFUSG18786.1.p1	YEAST04333, YEAST00109, YEAST03088, YEAST04454
OG0002147	OFUSG26367.1.p1	YEAST04532, YEAST01219
OG0002148	OFUSG11337.1.p1, OFUSG22046.1.p1	YEAST02060
OG0002152	OFUSG17316.1.p1	YEAST05624
OG0002156	OFUSG25160.1.p1	YEAST03007
OG0002165	OFUSG05436.1.p1	YEAST04504
OG0002168	OFUSG13363.1.p1, OFUSG17489.1.p1	YEAST00516
OG0002169	OFUSG19247.1.p1	YEAST02258
OG0002175	OFUSG08053.1.p1	YEAST04956
OG0002184	OFUSG20986.1.p1	YEAST00242
OG0002185	OFUSG22959.1.p1	YEAST05212
OG0002188	OFUSG21291.1.p1	YEAST04638, YEAST03913
OG0002189	OFUSG02716.1.p1	YEAST02882, YEAST04447
OG0002213	OFUSG12268.1.p1	YEAST01241, YEAST05495
OG0002216	OFUSG06412.1.p1, OFUSG06412.2.p1	YEAST06040
OG0002217	OFUSG25610.2.p1, OFUSG25610.1.p1	YEAST06033
OG0002222	OFUSG13640.1.p1, OFUSG13641.1.p2	YEAST03240
OG0002224	OFUSG10227.1.p1	YEAST01574
OG0002225	OFUSG21717.2.p1, OFUSG21717.3.p1, OFUSG21717.4.p1, OFUSG21717.1.p1	YEAST04939
OG0002226	OFUSG17344.1.p1	YEAST00948
OG0002228	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1	YEAST04154, YEAST05632
OG0002233	OFUSG26452.1.p1, OFUSG26450.1.p1, OFUSG26451.1.p1	YEAST00277
OG0002239	OFUSG08605.1.p1	YEAST01621
OG0002241	OFUSG24226.1.p1	YEAST02005
OG0002243	OFUSG10749.1.p1, OFUSG10749.2.p1	YEAST04599, YEAST03601, YEAST04600
OG0002244	OFUSG02664.1.p1, OFUSG02664.2.p1	YEAST02768
OG0002252	OFUSG18396.1.p1	YEAST00826
OG0002261	OFUSG10665.1.p1	YEAST00472
OG0002264	OFUSG00924.1.p1	YEAST01705
OG0002279	OFUSG13940.1.p1	YEAST05800
OG0002282	OFUSG08347.1.p1	YEAST00881
OG0002288	OFUSG17857.1.p1	YEAST01591, YEAST05154
OG0002297	OFUSG23666.1.p1, OFUSG12692.1.p1	YEAST01217
OG0002312	OFUSG05458.2.p1, OFUSG05458.1.p1, OFUSG05457.1.p1	YEAST06295
OG0002316	OFUSG01417.2.p1, OFUSG01417.1.p1	YEAST01805
OG0002318	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1	YEAST02923
OG0002319	OFUSG13997.1.p1	YEAST00329
OG0002321	OFUSG05596.1.p1	YEAST02461
OG0002324	OFUSG16215.2.p1, OFUSG16215.1.p1, OFUSG16217.1.p1, OFUSG16218.1.p1, OFUSG16216.1.p1	YEAST02615, YEAST06287
OG0002326	OFUSG21629.1.p1, OFUSG06753.1.p1	YEAST00310, YEAST02699
OG0002327	OFUSG19345.1.p1	YEAST00346, YEAST06217
OG0002331	OFUSG05478.1.p1	YEAST01653
OG0002332	OFUSG10307.1.p1	YEAST01606, YEAST05184, YEAST00285
OG0002341	OFUSG03071.1.p1	YEAST03640, YEAST04562
OG0002344	OFUSG15752.1.p1, OFUSG15752.2.p1	YEAST02312, YEAST02019
OG0002346	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1	YEAST02012
OG0002348	OFUSG11697.1.p1, OFUSG11697.2.p1, OFUSG02389.1.p1	YEAST01845
OG0002355	OFUSG03175.2.p1, OFUSG03175.1.p1	YEAST00016
OG0002356	OFUSG08833.1.p1, OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1	YEAST00259
OG0002361	OFUSG11307.1.p1	YEAST01027
OG0002367	OFUSG13528.1.p1, OFUSG09353.1.p1	YEAST01179
OG0002369	OFUSG12559.1.p1	YEAST03766
OG0002374	OFUSG04950.1.p1	YEAST02010, YEAST00133
OG0002377	OFUSG12385.1.p1	YEAST05000
OG0002406	OFUSG16824.1.p1	YEAST05509
OG0002407	OFUSG18601.2.p1, OFUSG18601.1.p1	YEAST00012
OG0002409	OFUSG19120.1.p1, OFUSG08432.1.p1	YEAST02027
OG0002411	OFUSG07054.1.p1	YEAST05950, YEAST02407
OG0002412	OFUSG25314.1.p1, OFUSG13670.1.p1, OFUSG25247.1.p1, OFUSG25316.1.p1	YEAST06171
OG0002413	OFUSG17059.1.p1, OFUSG17215.1.p1	YEAST01196
OG0002415	OFUSG13171.1.p1, OFUSG11039.1.p1	YEAST01271
OG0002421	OFUSG09668.1.p1, OFUSG05244.1.p1	YEAST02982
OG0002422	OFUSG01919.1.p1	YEAST05026
OG0002426	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1	YEAST00184
OG0002441	OFUSG01034.2.p1, OFUSG01034.1.p1	YEAST00068, YEAST02278, YEAST05821
OG0002442	OFUSG05230.1.p1	YEAST05932
OG0002443	OFUSG06545.1.p1	YEAST04906
OG0002446	OFUSG18231.1.p1	YEAST04254
OG0002448	OFUSG11028.1.p1, OFUSG11028.2.p1	YEAST00626
OG0002448	OFUSG08514.1.p1	YEAST03419
OG0002450	OFUSG09508.1.p1	YEAST04575
OG0002453	OFUSG08448.1.p1	YEAST00512
OG0002476	OFUSG20822.1.p1	YEAST05799
OG0002486	OFUSG04060.1.p1, OFUSG04060.2.p1, OFUSG04060.3.p1	YEAST01433
OG0002492	OFUSG14228.1.p1	YEAST01624
OG0002494	OFUSG20687.1.p1	YEAST02402
OG0002495	OFUSG04196.1.p1	YEAST02772
OG0002497	OFUSG15954.1.p1	YEAST02747
OG0002500	OFUSG22275.1.p1, OFUSG09778.1.p1	YEAST05648
OG0002505	OFUSG16451.1.p1	YEAST02959
OG0002510	OFUSG10521.1.p1	YEAST04753
OG0002516	OFUSG09041.2.p1, OFUSG09041.1.p1	YEAST00066
OG0002518	OFUSG21316.1.p1	YEAST02890
OG0002520	OFUSG10725.1.p1	YEAST05256
OG0002523	OFUSG19122.1.p1	YEAST06234
OG0002528	OFUSG06864.1.p1	YEAST00372
OG0002530	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1	YEAST05530, YEAST03790
OG0002532	OFUSG10787.1.p1, OFUSG10787.2.p1	YEAST03235
OG0002533	OFUSG23755.1.p1	YEAST04525
OG0002543	OFUSG15203.1.p1, OFUSG15203.2.p1	YEAST00527
OG0002557	OFUSG05156.1.p1	YEAST06243
OG0002561	OFUSG25117.2.p1, OFUSG25117.1.p1	YEAST04438, YEAST02106
OG0002562	OFUSG13027.1.p1	YEAST03992
OG0002564	OFUSG18079.1.p1, OFUSG18079.2.p1	YEAST02186
OG0002565	OFUSG18956.1.p1	YEAST04224, YEAST02499
OG0002570	OFUSG20725.1.p1	YEAST00592
OG0002574	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1	YEAST05657
OG0002594	OFUSG05055.1.p1	YEAST06174
OG0002598	OFUSG17203.1.p1	YEAST04621, YEAST03577
OG0002605	OFUSG17629.1.p1	YEAST06332
OG0002608	OFUSG26704.2.p1, OFUSG26704.1.p1	YEAST03716, YEAST02846
OG0002609	OFUSG08608.1.p1	YEAST01355
OG0002610	OFUSG22781.2.p1, OFUSG22781.1.p1	YEAST01078, YEAST03973
OG0002612	OFUSG18866.1.p1	YEAST03508
OG0002617	OFUSG03235.1.p1	YEAST00866
OG0002618	OFUSG11127.1.p1	YEAST06247
OG0002621	OFUSG21193.1.p1, OFUSG21193.2.p1, OFUSG08722.1.p1	YEAST05551
OG0002629	OFUSG21491.1.p1, OFUSG15216.1.p1	YEAST05919
OG0002630	OFUSG13735.1.p1	YEAST05202, YEAST05943, YEAST02413
OG0002632	OFUSG09288.1.p1	YEAST02755
OG0002633	OFUSG12394.1.p1	YEAST04206
OG0002636	OFUSG10080.1.p1	YEAST01664, YEAST06215
OG0002638	OFUSG07849.1.p1	YEAST00919
OG0002643	OFUSG25517.1.p1, OFUSG25504.1.p1	YEAST01938
OG0002644	OFUSG03807.1.p1	YEAST00724
OG0002645	OFUSG19077.1.p1, OFUSG19077.2.p1	YEAST01436
OG0002646	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1	YEAST01946
OG0002651	OFUSG09970.1.p1	YEAST02247, YEAST02868
OG0002652	OFUSG01040.1.p1, OFUSG05127.1.p1	YEAST04937
OG0002656	OFUSG24257.1.p1	YEAST05701
OG0002659	OFUSG13732.1.p1, OFUSG13734.1.p1	YEAST06290
OG0002666	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1	YEAST02507
OG0002668	OFUSG05098.1.p1, OFUSG05098.2.p1	YEAST02324
OG0002677	OFUSG17880.1.p1, OFUSG17880.2.p1	YEAST05210
OG0002683	OFUSG07966.1.p1, OFUSG17573.1.p2	YEAST03676
OG0002705	OFUSG23521.2.p1, OFUSG23521.1.p1	YEAST00553
OG0002713	OFUSG14155.1.p1	YEAST00413, YEAST06057
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	YEAST01174, YEAST04131
OG0002717	OFUSG02824.1.p1	YEAST02430
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	YEAST03380, YEAST03502
OG0002720	OFUSG20349.1.p1	YEAST01914
OG0002722	OFUSG21829.1.p1	YEAST04059
OG0002726	OFUSG10760.1.p1	YEAST02958
OG0002729	OFUSG25664.1.p1, OFUSG02975.1.p1	YEAST01155
OG0002737	OFUSG04358.1.p1, OFUSG04359.1.p1, OFUSG04361.1.p1, OFUSG04361.2.p1, OFUSG04286.1.p1, OFUSG03042.1.p1, OFUSG04916.1.p1, OFUSG02781.1.p1, OFUSG06185.1.p1, OFUSG03712.2.p1, OFUSG03712.1.p1, OFUSG24489.1.p1, OFUSG24483.1.p1, OFUSG24844.1.p1, OFUSG24844.2.p1, OFUSG18958.1.p1, OFUSG18959.1.p1, OFUSG18960.1.p1, OFUSG14169.1.p1, OFUSG18635.1.p1, OFUSG04226.1.p1, OFUSG05959.1.p1, OFUSG17009.1.p1, OFUSG06687.1.p1	YEAST02827
OG0002739	OFUSG02929.1.p1	YEAST01877
OG0002740	OFUSG17183.1.p1	YEAST01658
OG0002742	OFUSG18256.1.p1	YEAST03713
OG0002743	OFUSG16819.1.p1	YEAST01824, YEAST03362
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	YEAST04244
OG0002746	OFUSG09016.1.p1	YEAST04902, YEAST05332
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	YEAST05617
OG0002749	OFUSG08546.1.p1	YEAST02810
OG0002750	OFUSG02806.1.p1	YEAST04952
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	YEAST03686
OG0002753	OFUSG05932.1.p1	YEAST03742
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	YEAST03620
OG0002756	OFUSG24104.1.p1	YEAST04058
OG0002758	OFUSG15087.1.p1	YEAST04409
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	YEAST01927
OG0002761	OFUSG26078.1.p1	YEAST03261
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	YEAST00260
OG0002764	OFUSG23602.1.p1	YEAST00423
OG0002765	OFUSG20514.1.p1	YEAST01667, YEAST05523
OG0002766	OFUSG25034.1.p1	YEAST05357
OG0002767	OFUSG03685.1.p1	YEAST04591
OG0002771	OFUSG11277.1.p1	YEAST02043
OG0002772	OFUSG06709.1.p1	YEAST03384
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	YEAST03677
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	YEAST03575
OG0002775	OFUSG22089.1.p1, OFUSG08707.1.p1	YEAST03021
OG0002781	OFUSG15810.1.p1	YEAST05450
OG0002785	OFUSG17300.1.p1	YEAST06106, YEAST01228
OG0002788	OFUSG01564.1.p1	YEAST02578, YEAST01232
OG0002789	OFUSG22548.1.p1, OFUSG26403.1.p1, OFUSG15445.1.p1	YEAST05269
OG0002793	OFUSG11358.1.p1, OFUSG11360.1.p1	YEAST01371
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	YEAST01461
OG0002817	OFUSG22074.1.p1	YEAST01189, YEAST04922
OG0002824	OFUSG16938.1.p1	YEAST02137
OG0002826	OFUSG25180.1.p1	YEAST00174
OG0002827	OFUSG01136.1.p1, OFUSG01132.1.p1	YEAST05976
OG0002828	OFUSG20560.1.p1, OFUSG19694.1.p1	YEAST00227, YEAST00963
OG0002831	OFUSG00744.1.p1	YEAST03282
OG0002835	OFUSG13154.1.p1	YEAST02656
OG0002837	OFUSG03666.1.p1	YEAST01987, YEAST00157
OG0002839	OFUSG04543.1.p1	YEAST03148
OG0002843	OFUSG22264.1.p1	YEAST04737
OG0002844	OFUSG06933.1.p1	YEAST05563
OG0002847	OFUSG15328.1.p1	YEAST02294
OG0002851	OFUSG00457.1.p1	YEAST04951
OG0002855	OFUSG01482.2.p1, OFUSG01482.1.p1	YEAST00137
OG0002860	OFUSG10816.1.p1	YEAST02712
OG0002866	OFUSG00718.1.p1	YEAST01136
OG0002876	OFUSG07618.1.p1	YEAST02348
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	YEAST04537
OG0002883	OFUSG22592.1.p1, OFUSG22588.1.p1	YEAST03027
OG0002891	OFUSG13187.1.p1	YEAST03205
OG0002893	OFUSG14671.1.p1, OFUSG14674.1.p1	YEAST03653
OG0002894	OFUSG25047.1.p1	YEAST00906
OG0002895	OFUSG18676.1.p1	YEAST01471, YEAST05353, YEAST05456
OG0002897	OFUSG17101.1.p1	YEAST06308
OG0002899	OFUSG21253.1.p1	YEAST00283
OG0002900	OFUSG19632.1.p1	YEAST05306
OG0002907	OFUSG19626.1.p1	YEAST02061
OG0002910	OFUSG01086.1.p1	YEAST00223
OG0002915	OFUSG20878.1.p1	YEAST02264
OG0002917	OFUSG14554.1.p1	YEAST03703
OG0002921	OFUSG15321.1.p1	YEAST06254
OG0002922	OFUSG06794.1.p1	YEAST01261
OG0002947	OFUSG06938.1.p1, OFUSG05617.1.p1	YEAST00232
OG0002948	OFUSG13662.1.p1, OFUSG13656.1.p1	YEAST03584
OG0002949	OFUSG18300.1.p1	YEAST00419, YEAST06063
OG0002952	OFUSG03363.1.p1	YEAST05257
OG0002953	OFUSG21854.1.p1	YEAST03034
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	YEAST03253
OG0002960	OFUSG07939.1.p1	YEAST05502
OG0002965	OFUSG00878.1.p1	YEAST03804
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	YEAST06059
OG0002968	OFUSG13570.1.p1	YEAST00199
OG0002969	OFUSG04125.1.p1	YEAST00655
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1, OFUSG01879.1.p1	YEAST02471
OG0002984	OFUSG04262.1.p1	YEAST00961, YEAST01144
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	YEAST02147
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	YEAST02970, YEAST00081, YEAST02488
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1, OFUSG11186.1.p1	YEAST03345, YEAST01842
