Orthogroup	OWEFU	SCHMD
OG0003172	OFUSG04307.1.p1	SCHMD01375
OG0003173	OFUSG20390.1.p1	SCHMD04311
OG0003178	OFUSG25106.1.p1	SCHMD14461
OG0003180	OFUSG15647.1.p1	SCHMD22560
OG0003181	OFUSG10646.1.p1	SCHMD00970
OG0003182	OFUSG23178.1.p1	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	OFUSG09950.1.p1, OFUSG09950.2.p1	SCHMD28841, SCHMD26100
OG0003185	OFUSG01650.1.p1	SCHMD24773, SCHMD28390, SCHMD16979, SCHMD16980
OG0003187	OFUSG26287.1.p1	SCHMD06732
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	SCHMD17519, SCHMD17520
OG0003189	OFUSG02491.1.p1	SCHMD02678
OG0003191	OFUSG12992.1.p1	SCHMD03926
OG0003193	OFUSG24759.1.p1	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	OFUSG10102.1.p1	SCHMD01797
OG0003196	OFUSG22489.1.p1, OFUSG05394.1.p1	SCHMD11447
OG0003197	OFUSG14583.1.p1	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1	SCHMD14276
OG0003199	OFUSG06190.1.p1	SCHMD21965, SCHMD20498, SCHMD26450
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	SCHMD03218, SCHMD21658
OG0003203	OFUSG17108.1.p1	SCHMD02943, SCHMD25430
OG0003205	OFUSG12336.1.p1	SCHMD16475
OG0003206	OFUSG02911.1.p1	SCHMD29612
OG0003207	OFUSG19091.1.p1	SCHMD06863, SCHMD04604
OG0003208	OFUSG19343.1.p1	SCHMD02480
OG0003210	OFUSG00428.1.p1	SCHMD23858, SCHMD23874
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	SCHMD20324, SCHMD18634
OG0003213	OFUSG08561.1.p1, OFUSG03503.1.p1	SCHMD10626, SCHMD25655
OG0003214	OFUSG03898.1.p1	SCHMD18471
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	SCHMD06939
OG0003217	OFUSG23691.2.p1, OFUSG23691.1.p1	SCHMD03371, SCHMD00338
OG0003218	OFUSG14315.1.p1	SCHMD20285
OG0003220	OFUSG00185.2.p1, OFUSG00185.1.p1	SCHMD14282
OG0003222	OFUSG20299.1.p1	SCHMD08631
OG0003223	OFUSG22793.1.p1	SCHMD08068
OG0003226	OFUSG01013.1.p1	SCHMD02518, SCHMD13794
OG0003228	OFUSG25095.1.p1	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	OFUSG25738.1.p1	SCHMD00545
OG0003230	OFUSG06967.1.p1	SCHMD09623
OG0003231	OFUSG26350.1.p1	SCHMD04327, SCHMD04326
OG0003238	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1	SCHMD09383
OG0003250	OFUSG13114.1.p1	SCHMD02359
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	SCHMD14392
OG0003253	OFUSG19675.3.p1, OFUSG19675.2.p1, OFUSG19675.1.p1	SCHMD08495
OG0003254	OFUSG21699.1.p1	SCHMD01611
OG0003255	OFUSG04049.1.p1	SCHMD16797
OG0003257	OFUSG11699.1.p1	SCHMD14887, SCHMD01601
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	SCHMD22229, SCHMD24400
OG0003260	OFUSG26572.1.p1	SCHMD03972
OG0003262	OFUSG15140.1.p1	SCHMD19208
OG0003264	OFUSG17329.1.p1	SCHMD03771
OG0003265	OFUSG06294.1.p1	SCHMD14800
OG0003267	OFUSG17971.1.p1	SCHMD03991
OG0003268	OFUSG05362.1.p1	SCHMD03636
OG0003269	OFUSG10348.1.p1	SCHMD04531
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	SCHMD29657
OG0003275	OFUSG04938.1.p1	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	OFUSG06456.1.p1	SCHMD27731, SCHMD11904
OG0003279	OFUSG02810.1.p1	SCHMD08045
OG0003281	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1, OFUSG26957.1.p1	SCHMD10092
OG0003283	OFUSG06061.1.p1	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	SCHMD07514, SCHMD15662
OG0003286	OFUSG10209.1.p1	SCHMD09721
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	SCHMD14605
OG0003288	OFUSG02966.1.p1, OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	SCHMD09311, SCHMD11762
OG0003289	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1	SCHMD16616
OG0003290	OFUSG07475.1.p1, OFUSG07475.2.p1	SCHMD28476, SCHMD05994
OG0003291	OFUSG15651.1.p1	SCHMD09949
OG0003293	OFUSG13182.1.p1	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	OFUSG22700.1.p1	SCHMD02838
OG0003297	OFUSG10878.1.p1	SCHMD06099, SCHMD26465, SCHMD19616, SCHMD08245, SCHMD04036, SCHMD16127
OG0003301	OFUSG25751.1.p1	SCHMD13976, SCHMD15564
OG0003302	OFUSG18361.1.p1	SCHMD01831
OG0003303	OFUSG21718.1.p1	SCHMD01441
OG0003305	OFUSG00233.1.p1	SCHMD12414
OG0003306	OFUSG06595.1.p1	SCHMD03757
OG0003307	OFUSG10367.1.p1	SCHMD16433
OG0003308	OFUSG23491.1.p1, OFUSG23491.2.p1	SCHMD26026, SCHMD27829, SCHMD25541
OG0003309	OFUSG16198.1.p1, OFUSG16198.2.p1	SCHMD01407
OG0003311	OFUSG23497.1.p1	SCHMD10347
OG0003316	OFUSG21407.1.p1	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	OFUSG19315.1.p1	SCHMD12981, SCHMD18691
OG0003324	OFUSG18420.1.p1	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	OFUSG10215.2.p1, OFUSG10215.1.p1	SCHMD09735
OG0003327	OFUSG26592.1.p1	SCHMD05859
OG0003329	OFUSG08957.1.p1	SCHMD22699
OG0003330	OFUSG09367.1.p1	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003333	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1	SCHMD20159, SCHMD28070
OG0003335	OFUSG11713.1.p1	SCHMD19779
OG0003337	OFUSG17483.1.p1	SCHMD01222
OG0003340	OFUSG13694.1.p1	SCHMD08266
OG0003341	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1	SCHMD00617
OG0003343	OFUSG22665.1.p1	SCHMD22696
OG0003345	OFUSG19858.1.p1, OFUSG19861.1.p1	SCHMD29662
OG0003347	OFUSG24290.1.p1	SCHMD05564, SCHMD05565, SCHMD05566
OG0003348	OFUSG13744.1.p1	SCHMD11779
OG0003349	OFUSG10388.1.p1	SCHMD04642, SCHMD00847
OG0003354	OFUSG23240.2.p1, OFUSG23240.1.p1	SCHMD00933
OG0003356	OFUSG10104.1.p1	SCHMD07762
OG0003357	OFUSG05741.1.p1	SCHMD05234
OG0003358	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1	SCHMD00069
OG0003359	OFUSG07857.1.p1, OFUSG07857.2.p1	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	OFUSG22028.1.p1	SCHMD04932
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	OFUSG03496.1.p1	SCHMD06273, SCHMD06272
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	SCHMD14890
OG0003369	OFUSG10684.1.p1	SCHMD01240
OG0003370	OFUSG26414.1.p1	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003372	OFUSG13267.1.p1	SCHMD20234
OG0003373	OFUSG01669.1.p1	SCHMD21509, SCHMD21699
OG0003374	OFUSG26002.1.p1	SCHMD04840
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	SCHMD08102
OG0003378	OFUSG07334.1.p1	SCHMD07046
OG0003378	OFUSG07334.2.p1	SCHMD07045
OG0003380	OFUSG22136.1.p1	SCHMD05800
OG0003381	OFUSG25596.1.p1	SCHMD19752
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	SCHMD05894
OG0003384	OFUSG18647.1.p1	SCHMD08925
OG0003385	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1	SCHMD09120
OG0003386	OFUSG23636.1.p1	SCHMD08232
OG0003388	OFUSG05574.1.p1, OFUSG12062.1.p1	SCHMD09453, SCHMD01066, SCHMD01067
OG0003392	OFUSG10509.1.p1, OFUSG22637.1.p1	SCHMD20046
OG0003415	OFUSG20859.1.p1, OFUSG20667.1.p1, OFUSG20667.2.p1, OFUSG09620.1.p1	SCHMD06443
OG0003415	OFUSG26400.1.p1	SCHMD26710, SCHMD17442
OG0003415	OFUSG00615.1.p1, OFUSG25727.1.p1, OFUSG01794.1.p1, OFUSG06234.1.p1, OFUSG18877.1.p1, OFUSG05817.1.p1, OFUSG09018.1.p1, OFUSG11087.2.p1, OFUSG11087.1.p1, OFUSG02332.1.p1, OFUSG14515.1.p1, OFUSG07917.1.p1, OFUSG17902.1.p1, OFUSG07957.1.p1, OFUSG07955.1.p1, OFUSG13929.1.p1, OFUSG13929.2.p1, OFUSG13928.1.p1, OFUSG13931.1.p1, OFUSG13927.1.p1, OFUSG08881.1.p1, OFUSG19604.1.p1, OFUSG19603.1.p1, OFUSG08804.1.p1, OFUSG14362.1.p1, OFUSG09609.1.p1, OFUSG14359.1.p1	SCHMD25606, SCHMD18118
OG0003419	OFUSG08581.1.p1	SCHMD02792
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1	SCHMD25644, SCHMD14414
OG0003422	OFUSG07879.1.p1	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	OFUSG05883.1.p1	SCHMD11714
OG0003429	OFUSG00245.1.p1	SCHMD06630, SCHMD03609
OG0003430	OFUSG08825.1.p1	SCHMD03690
OG0003431	OFUSG04536.1.p1	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	OFUSG21297.1.p1	SCHMD05639, SCHMD06055
OG0003439	OFUSG25767.1.p1	SCHMD00949
OG0003443	OFUSG21541.1.p1	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	OFUSG01048.1.p1	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	OFUSG08071.1.p1	SCHMD02071
OG0003450	OFUSG07443.2.p1, OFUSG07443.1.p1	SCHMD01589
OG0003451	OFUSG00773.1.p1	SCHMD08838
OG0003454	OFUSG03914.1.p1	SCHMD10872, SCHMD17895
OG0003455	OFUSG08118.1.p1	SCHMD27744, SCHMD09301
OG0003456	OFUSG10937.1.p1	SCHMD08769
OG0003458	OFUSG16862.2.p1, OFUSG16862.1.p1, OFUSG08431.1.p1	SCHMD20564
OG0003460	OFUSG11662.1.p1	SCHMD01967, SCHMD01966
OG0003462	OFUSG25414.1.p1	SCHMD28411
OG0003463	OFUSG12535.1.p1	SCHMD00721
OG0003464	OFUSG18296.1.p1	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	OFUSG07312.1.p1	SCHMD04832
OG0003466	OFUSG05792.1.p1	SCHMD14345
OG0003467	OFUSG23203.1.p1	SCHMD08398
OG0003468	OFUSG11635.2.p1, OFUSG11635.1.p1	SCHMD23347, SCHMD26554, SCHMD18382
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	SCHMD11005
OG0003476	OFUSG18748.2.p1, OFUSG18748.1.p1	SCHMD14696
OG0003476	OFUSG04382.1.p1	SCHMD15068, SCHMD15972
OG0003477	OFUSG16889.1.p1	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	OFUSG18679.1.p1	SCHMD07504, SCHMD03144
OG0003480	OFUSG05021.1.p1	SCHMD01806
OG0003483	OFUSG10301.1.p1	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	SCHMD12754, SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	OFUSG00463.1.p1	SCHMD07957
OG0003487	OFUSG19263.1.p1	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1	SCHMD09112, SCHMD22268
OG0003489	OFUSG16880.2.p1, OFUSG16880.1.p1	SCHMD27620
OG0003490	OFUSG22551.1.p1	SCHMD10202
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	SCHMD07566
OG0003492	OFUSG10309.1.p1	SCHMD17580
OG0003496	OFUSG02218.1.p1	SCHMD27149, SCHMD21580, SCHMD24551, SCHMD21889, SCHMD26712, SCHMD21890
OG0003497	OFUSG09698.1.p1	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	OFUSG16874.1.p1	SCHMD19260
OG0003502	OFUSG24055.1.p1	SCHMD05683
OG0003503	OFUSG18080.1.p1	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	OFUSG11194.1.p1	SCHMD16696, SCHMD18314
OG0003505	OFUSG05340.1.p1	SCHMD08229, SCHMD08228
OG0003508	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1	SCHMD00810
OG0003509	OFUSG17524.1.p1	SCHMD12054
OG0003511	OFUSG19651.1.p1	SCHMD10744
OG0003513	OFUSG16489.1.p1, OFUSG16489.2.p1	SCHMD25986, SCHMD27084
OG0003515	OFUSG03772.1.p1	SCHMD16232, SCHMD28533
OG0003516	OFUSG05769.1.p1	SCHMD28216
OG0003518	OFUSG20266.1.p1	SCHMD05084
OG0003519	OFUSG16099.1.p1	SCHMD04577
OG0003520	OFUSG25302.1.p1	SCHMD04339
OG0003522	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1	SCHMD02972
OG0003523	OFUSG12732.1.p1	SCHMD11220, SCHMD11219
OG0003524	OFUSG17157.1.p1	SCHMD06675
OG0003525	OFUSG06719.1.p1	SCHMD26818, SCHMD25303, SCHMD26816
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	SCHMD21896, SCHMD26214
OG0003530	OFUSG07887.1.p1	SCHMD08166
OG0003531	OFUSG12011.1.p1	SCHMD02486
OG0003532	OFUSG18965.1.p1	SCHMD04373
OG0003533	OFUSG18691.1.p1	SCHMD29432, SCHMD23787
OG0003534	OFUSG21581.1.p1, OFUSG21581.2.p1	SCHMD19910
OG0003539	OFUSG03901.1.p1	SCHMD18718, SCHMD20290
OG0003543	OFUSG08206.1.p1	SCHMD01295, SCHMD04172
OG0003544	OFUSG00118.1.p1	SCHMD22197, SCHMD21841
OG0003545	OFUSG10958.1.p1	SCHMD18885, SCHMD15544
OG0003548	OFUSG18862.1.p1	SCHMD25865, SCHMD23815
OG0003550	OFUSG26575.1.p1	SCHMD01327
OG0003551	OFUSG20908.1.p1	SCHMD07949
OG0003552	OFUSG09931.1.p1	SCHMD10623, SCHMD08451
OG0003554	OFUSG06869.1.p1	SCHMD11710, SCHMD08877
OG0003555	OFUSG11192.1.p1, OFUSG11190.1.p1	SCHMD03932
OG0003556	OFUSG23492.1.p1	SCHMD03452
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	SCHMD08732, SCHMD04421
OG0003558	OFUSG09260.1.p1	SCHMD04257
OG0003561	OFUSG00906.1.p1	SCHMD07358
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	SCHMD00923
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	OFUSG18905.1.p1	SCHMD19445, SCHMD14913
OG0003566	OFUSG01327.1.p1	SCHMD26756, SCHMD15301
OG0003567	OFUSG10595.1.p1	SCHMD15008, SCHMD04442
OG0003568	OFUSG22628.1.p1	SCHMD15819
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	SCHMD08962
OG0003571	OFUSG20726.1.p1	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	OFUSG24084.1.p1	SCHMD03521
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	SCHMD10649
OG0003578	OFUSG22248.1.p1	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	OFUSG10676.1.p1	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	OFUSG18764.1.p1	SCHMD12451, SCHMD16671
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	SCHMD07116
OG0003598	OFUSG08278.1.p1	SCHMD21244
OG0003599	OFUSG19669.1.p1	SCHMD21154
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	SCHMD02224
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	SCHMD02011
OG0003604	OFUSG15335.1.p1	SCHMD03287
OG0003606	OFUSG00045.1.p1	SCHMD17964, SCHMD15106
OG0003607	OFUSG21698.1.p1	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	OFUSG17078.1.p1	SCHMD10025, SCHMD05007
OG0003611	OFUSG05675.1.p1	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	SCHMD05840
OG0003613	OFUSG06331.1.p1	SCHMD04176
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	SCHMD13214
OG0003617	OFUSG09939.1.p1	SCHMD19266, SCHMD24604
OG0003617	OFUSG13257.1.p1	SCHMD19682
OG0003619	OFUSG02086.1.p1	SCHMD13518, SCHMD08597
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	SCHMD10079, SCHMD29362
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	SCHMD12479
OG0003622	OFUSG21558.1.p1, OFUSG21558.2.p1	SCHMD23632
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	SCHMD09571, SCHMD22651
OG0003626	OFUSG04578.1.p1	SCHMD06623
OG0003627	OFUSG03441.1.p1	SCHMD19934, SCHMD24898
OG0003629	OFUSG24613.1.p1	SCHMD03651
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	OFUSG03026.1.p1	SCHMD10913
OG0003632	OFUSG12731.1.p1	SCHMD28869
OG0003634	OFUSG23671.1.p1	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	OFUSG03012.1.p1	SCHMD09927
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	SCHMD16813
OG0003638	OFUSG08839.1.p1	SCHMD08904, SCHMD12994
OG0003639	OFUSG15339.1.p1	SCHMD20934
OG0003639	OFUSG15340.1.p1	SCHMD16338
OG0003640	OFUSG04490.1.p1	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	OFUSG08254.1.p1	SCHMD03638
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	OFUSG09021.1.p1	SCHMD03661, SCHMD03659
OG0003649	OFUSG09804.1.p1	SCHMD11461, SCHMD11460
OG0003651	OFUSG20951.1.p1	SCHMD19273, SCHMD24605
OG0003652	OFUSG01151.1.p1	SCHMD11274
OG0003653	OFUSG05169.1.p1	SCHMD17511, SCHMD11246
OG0003654	OFUSG12938.1.p1	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	SCHMD09541
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	SCHMD25752, SCHMD28011
OG0003659	OFUSG16187.1.p1	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	OFUSG21299.1.p1	SCHMD05074, SCHMD11069
OG0003666	OFUSG06309.1.p1	SCHMD02137
OG0003668	OFUSG20064.1.p1	SCHMD16966
OG0003669	OFUSG17201.1.p1	SCHMD19438
OG0003670	OFUSG13006.1.p1	SCHMD27614, SCHMD13168
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	OFUSG10902.1.p1	SCHMD06465, SCHMD13496
OG0003673	OFUSG00664.1.p1, OFUSG00664.2.p1	SCHMD04574
OG0003674	OFUSG10012.1.p1	SCHMD19493, SCHMD21241
OG0003675	OFUSG16158.1.p1	SCHMD10343
OG0003676	OFUSG25502.1.p1, OFUSG02343.1.p1	SCHMD09933
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	SCHMD18909
OG0003679	OFUSG13359.1.p1	SCHMD14973
OG0003682	OFUSG11924.1.p1	SCHMD00097
OG0003684	OFUSG20472.1.p1	SCHMD18035
OG0003685	OFUSG04005.1.p1	SCHMD02813
OG0003687	OFUSG03946.1.p1	SCHMD06543
OG0003688	OFUSG13593.1.p1	SCHMD02218
OG0003690	OFUSG11565.1.p1	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	OFUSG05599.1.p1, OFUSG05599.2.p1, OFUSG05600.1.p1	SCHMD07452
OG0003694	OFUSG16805.1.p1	SCHMD01774
OG0003695	OFUSG25573.1.p1	SCHMD02002
OG0003696	OFUSG05739.1.p1	SCHMD10456, SCHMD19979
OG0003698	OFUSG06501.1.p1	SCHMD04070, SCHMD04069
OG0003699	OFUSG00039.1.p1, OFUSG00039.2.p1	SCHMD25089, SCHMD23737
OG0003701	OFUSG23496.1.p1	SCHMD15850
OG0003703	OFUSG00686.1.p1	SCHMD03850
OG0003705	OFUSG16726.1.p1	SCHMD16984
OG0003706	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1	SCHMD03464, SCHMD03465
OG0003708	OFUSG01108.1.p1	SCHMD13127
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	SCHMD01072
OG0003712	OFUSG10374.1.p1	SCHMD01556
OG0003713	OFUSG13204.1.p1	SCHMD09387
OG0003716	OFUSG23366.1.p1	SCHMD16362
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	SCHMD02266
OG0003718	OFUSG16508.1.p1	SCHMD19427, SCHMD27978
OG0003720	OFUSG17956.1.p1	SCHMD23149, SCHMD11812
OG0003721	OFUSG25364.1.p1	SCHMD06738
OG0003722	OFUSG08157.1.p1	SCHMD13809
OG0003724	OFUSG13589.1.p1	SCHMD11616
OG0003725	OFUSG23512.1.p1	SCHMD27474, SCHMD20596
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	SCHMD25016
OG0003728	OFUSG08100.1.p1	SCHMD02160
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	OFUSG06924.1.p1	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003730	OFUSG20230.1.p1	SCHMD01638, SCHMD21358
OG0003731	OFUSG12284.1.p1	SCHMD22514
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	SCHMD03758, SCHMD03760, SCHMD03759
OG0003734	OFUSG07747.1.p1	SCHMD00609
OG0003736	OFUSG07991.1.p1	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	OFUSG09928.1.p1	SCHMD26875, SCHMD23789
OG0003739	OFUSG15848.1.p1	SCHMD03999
OG0003740	OFUSG07576.1.p1	SCHMD13948, SCHMD17686
OG0003741	OFUSG12262.1.p1	SCHMD28597, SCHMD28496
OG0003743	OFUSG01059.1.p1	SCHMD05330, SCHMD03268
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	SCHMD04258
OG0003746	OFUSG03863.1.p1	SCHMD20571
OG0003747	OFUSG12626.1.p1	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	SCHMD12963
OG0003750	OFUSG09220.1.p1	SCHMD10740, SCHMD21692
OG0003751	OFUSG09214.1.p1	SCHMD29178, SCHMD29232
OG0003755	OFUSG15040.1.p1	SCHMD24630
OG0003756	OFUSG22980.1.p1	SCHMD16272, SCHMD09193, SCHMD09560
OG0003758	OFUSG17693.1.p1	SCHMD10568
OG0003759	OFUSG12849.1.p1	SCHMD02168
OG0003763	OFUSG00488.1.p1	SCHMD15410
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	SCHMD03437
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	SCHMD22112, SCHMD16522
OG0003767	OFUSG13414.1.p1	SCHMD06286
OG0003771	OFUSG11060.1.p1	SCHMD05134
OG0003775	OFUSG04485.2.p1, OFUSG04485.1.p1	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	OFUSG09068.1.p1	SCHMD01854
OG0003778	OFUSG01438.1.p1	SCHMD06996
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	SCHMD15868, SCHMD25797
OG0003780	OFUSG24721.1.p1	SCHMD20733
OG0003794	OFUSG04954.1.p1	SCHMD05999
OG0003795	OFUSG06423.1.p1	SCHMD22731
OG0003798	OFUSG25667.1.p1	SCHMD13971, SCHMD04164
OG0003803	OFUSG06983.1.p1	SCHMD27722, SCHMD27442
OG0003806	OFUSG10861.1.p1	SCHMD21156
