Orthogroup	OWEFU	AENJA_ok
OG0003555	OFUSG11192.1.p1	AENJA_23304
OG0003556	OFUSG23492.1.p1	AENJA_23329
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	AENJA_23658
OG0003558	OFUSG09260.1.p1	AENJA_23724
OG0003561	OFUSG00906.1.p1	AENJA_24294
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	AENJA_24391
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	AENJA_24776
OG0003564	OFUSG18905.1.p1	AENJA_24810
OG0003565	OFUSG20630.1.p1	AENJA_24872
OG0003566	OFUSG01327.1.p1	AENJA_25138
OG0003567	OFUSG10595.1.p1	AENJA_25441
OG0003568	OFUSG22628.1.p1	AENJA_25542
OG0003569	OFUSG06908.1.p1	AENJA_25887
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	AENJA_26158
OG0003571	OFUSG20726.1.p1	AENJA_26245
OG0003573	OFUSG24084.1.p1	AENJA_26698
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	AENJA_00060
OG0003598	OFUSG08278.1.p1	AENJA_00099
OG0003599	OFUSG19669.1.p1	AENJA_06205
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	AENJA_00154
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	AENJA_00200
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	AENJA_00222
OG0003604	OFUSG15335.1.p1	AENJA_00307
OG0003606	OFUSG00045.1.p1	AENJA_00589
OG0003607	OFUSG21698.1.p1	AENJA_13133, AENJA_05386, AENJA_00747, AENJA_01115
OG0003608	OFUSG07112.1.p1	AENJA_00758
OG0003610	OFUSG17078.1.p1	AENJA_00983
OG0003611	OFUSG05675.1.p1	AENJA_04941
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	AENJA_01169
OG0003613	OFUSG06331.1.p1	AENJA_01172
OG0003614	OFUSG04017.1.p1	AENJA_06102
OG0003614	OFUSG08287.1.p1	AENJA_15812, AENJA_01209, AENJA_14493, AENJA_07701, AENJA_12726, AENJA_22432, AENJA_19116, AENJA_22433, AENJA_26113, AENJA_06844
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	AENJA_06537
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	AENJA_19893, AENJA_19894, AENJA_01501
OG0003617	OFUSG13257.1.p1	AENJA_01515, AENJA_11306
OG0003619	OFUSG02086.1.p1	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	AENJA_01724
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	AENJA_01959
OG0003622	OFUSG21558.1.p1, OFUSG21558.2.p1	AENJA_02334
OG0003623	OFUSG26432.1.p1	AENJA_02369
OG0003626	OFUSG04578.1.p1	AENJA_03156
OG0003627	OFUSG03441.1.p1	AENJA_03181
OG0003628	OFUSG08759.1.p1	AENJA_12461, AENJA_03215
OG0003629	OFUSG24613.1.p1	AENJA_03286
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	AENJA_03435
OG0003631	OFUSG03026.1.p1	AENJA_25153, AENJA_03572
OG0003632	OFUSG12731.1.p1	AENJA_03584
OG0003634	OFUSG23671.1.p1	AENJA_03758
OG0003635	OFUSG10052.1.p1	AENJA_24258
OG0003635	OFUSG03012.1.p1	AENJA_03933
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	AENJA_04212, AENJA_04213, AENJA_04214
OG0003637	OFUSG06934.1.p1	AENJA_04713, AENJA_04366
OG0003638	OFUSG08839.1.p1	AENJA_04417
OG0003639	OFUSG15340.1.p1	AENJA_04591
OG0003640	OFUSG04490.1.p1	AENJA_05057
OG0003641	OFUSG04999.1.p1	AENJA_05255
OG0003642	OFUSG19621.1.p1	AENJA_05368, AENJA_23786
OG0003643	OFUSG06611.1.p1	AENJA_05513, AENJA_24494
OG0003644	OFUSG08254.1.p1	AENJA_06076
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	AENJA_06128
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	AENJA_06203
OG0003647	OFUSG09021.1.p1	AENJA_06206
OG0003648	OFUSG12169.1.p1	AENJA_06252
OG0003649	OFUSG09804.1.p1	AENJA_06343
OG0003650	OFUSG17294.1.p1	AENJA_06545
OG0003651	OFUSG20951.1.p1	AENJA_06546
OG0003652	OFUSG01151.1.p1	AENJA_07122
OG0003653	OFUSG05169.1.p1	AENJA_07144
OG0003654	OFUSG12938.1.p1	AENJA_07431
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	AENJA_07748
OG0003656	OFUSG04633.1.p1	AENJA_08284
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	AENJA_08341
OG0003658	OFUSG13331.1.p1	AENJA_08342
OG0003659	OFUSG16187.1.p1	AENJA_08800
OG0003660	OFUSG18031.1.p1	AENJA_08993
OG0003661	OFUSG21299.1.p1	AENJA_09036
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	AENJA_09164
OG0003664	OFUSG09947.1.p1	AENJA_09805
OG0003665	OFUSG11634.1.p1	AENJA_10034
OG0003666	OFUSG06309.1.p1	AENJA_10364
OG0003667	OFUSG22163.1.p1	AENJA_10380
OG0003668	OFUSG20064.1.p1	AENJA_10387
OG0003669	OFUSG17201.1.p1	AENJA_10658
OG0003670	OFUSG17813.1.p1	AENJA_10682
OG0003670	OFUSG13006.1.p1	AENJA_13048
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	AENJA_11068
OG0003672	OFUSG10902.1.p1	AENJA_11161, AENJA_24103
OG0003673	OFUSG00664.1.p1, OFUSG00664.2.p1	AENJA_11294
OG0003674	OFUSG10012.1.p1	AENJA_11517
OG0003675	OFUSG16158.1.p1	AENJA_11744
OG0003676	OFUSG02343.1.p1	AENJA_11880
OG0003677	OFUSG16450.1.p1	AENJA_11975
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	AENJA_12097
OG0003679	OFUSG13359.1.p1	AENJA_12320
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	AENJA_12855
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	AENJA_12857
OG0003682	OFUSG11924.1.p1	AENJA_12915
OG0003684	OFUSG20472.1.p1	AENJA_15964, AENJA_13277
OG0003685	OFUSG04005.1.p1	AENJA_13298
OG0003686	OFUSG20794.1.p1	AENJA_13621
OG0003687	OFUSG03946.1.p1	AENJA_13636
OG0003689	OFUSG04570.1.p1	AENJA_14017
OG0003690	OFUSG11565.1.p1	AENJA_20908, AENJA_14230
OG0003691	OFUSG02029.1.p1	AENJA_17487
OG0003692	OFUSG05600.1.p1	AENJA_14437
OG0003693	OFUSG06103.1.p1	AENJA_14583
OG0003694	OFUSG16805.1.p1	AENJA_14806
OG0003695	OFUSG25573.1.p1	AENJA_14941
OG0003696	OFUSG05739.1.p1	AENJA_15025
OG0003697	OFUSG20990.1.p1	AENJA_15049
OG0003698	OFUSG06501.1.p1	AENJA_15085
OG0003699	OFUSG04253.1.p1, OFUSG04253.2.p1	AENJA_23754
OG0003699	OFUSG00039.1.p1, OFUSG00039.2.p1	AENJA_23514, AENJA_15170
OG0003700	OFUSG10293.1.p1	AENJA_15228
OG0003701	OFUSG23496.1.p1	AENJA_15293
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	AENJA_15340
OG0003703	OFUSG00686.1.p1	AENJA_15513
OG0003704	OFUSG13029.1.p1	AENJA_15518
OG0003705	OFUSG16726.1.p1	AENJA_15880, AENJA_16444
OG0003706	OFUSG26117.1.p1	AENJA_15986
OG0003707	OFUSG07911.1.p1	AENJA_16247
OG0003708	OFUSG01108.1.p1	AENJA_16717
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	AENJA_17579
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	AENJA_17736
OG0003712	OFUSG10374.1.p1	AENJA_17842
OG0003713	OFUSG13204.1.p1	AENJA_17988
OG0003714	OFUSG23674.1.p1	AENJA_23117, AENJA_17998
OG0003716	OFUSG23366.1.p1	AENJA_18178
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	AENJA_18567
OG0003718	OFUSG16508.1.p1	AENJA_18593
OG0003719	OFUSG08809.1.p1	AENJA_18681
OG0003720	OFUSG17956.1.p1	AENJA_18939
OG0003721	OFUSG25364.1.p1	AENJA_19137
OG0003722	OFUSG08157.1.p1	AENJA_19232
OG0003724	OFUSG13589.1.p1	AENJA_19400
OG0003725	OFUSG23512.1.p1	AENJA_19411
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	AENJA_19480, AENJA_22995
OG0003727	OFUSG08827.1.p1	AENJA_19507
OG0003728	OFUSG08100.1.p1	AENJA_19716
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	AENJA_19798
OG0003730	OFUSG06924.1.p1	AENJA_19955
OG0003731	OFUSG12284.1.p1	AENJA_19989
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	AENJA_20020
OG0003733	OFUSG23436.1.p1	AENJA_20334
OG0003734	OFUSG07747.1.p1	AENJA_20690
OG0003735	OFUSG07143.1.p1	AENJA_20826
OG0003736	OFUSG07991.1.p1	AENJA_20853, AENJA_20855
OG0003737	OFUSG09928.1.p1	AENJA_20913
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	AENJA_21039
OG0003739	OFUSG15848.1.p1	AENJA_21483
OG0003740	OFUSG07576.1.p1	AENJA_21680
OG0003741	OFUSG12262.1.p1	AENJA_21770
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	AENJA_22403
OG0003743	OFUSG01059.1.p1	AENJA_22572
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	AENJA_22829
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	OFUSG03863.1.p1	AENJA_23348
OG0003747	OFUSG12626.1.p1	AENJA_23433
OG0003748	OFUSG18694.1.p1	AENJA_23488, AENJA_23487
OG0003750	OFUSG09220.1.p1	AENJA_23963
OG0003751	OFUSG09214.1.p1, OFUSG10919.1.p1, OFUSG10090.1.p1	AENJA_24526
OG0003752	OFUSG17066.1.p1	AENJA_24562
OG0003753	OFUSG10261.1.p1	AENJA_24858
OG0003754	OFUSG07080.1.p1	AENJA_24910
OG0003755	OFUSG15040.1.p1	AENJA_24952
OG0003756	OFUSG22980.1.p1	AENJA_25172
OG0003758	OFUSG17693.1.p1	AENJA_25591
OG0003759	OFUSG12849.1.p1	AENJA_25619
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	AENJA_26423
OG0003763	OFUSG00488.1.p1	AENJA_26622
OG0003794	OFUSG04954.1.p1	AENJA_00002
OG0003795	OFUSG06423.1.p1	AENJA_00051
OG0003798	OFUSG25667.1.p1	AENJA_00181
OG0003802	OFUSG22004.1.p1	AENJA_18470, AENJA_23024, AENJA_00441, AENJA_21440, AENJA_05743, AENJA_03445, AENJA_01719, AENJA_15612, AENJA_05741
OG0003803	OFUSG06983.1.p1	AENJA_00564
OG0003804	OFUSG05492.1.p1	AENJA_04584
OG0003805	OFUSG05195.1.p1	AENJA_00932, AENJA_01598
OG0003806	OFUSG10861.1.p1	AENJA_00944
OG0003807	OFUSG10356.1.p1	AENJA_00967
OG0003808	OFUSG17077.1.p1	AENJA_00978
OG0003811	OFUSG03655.1.p1	AENJA_01571
OG0003812	OFUSG21387.1.p1	AENJA_01871
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	AENJA_02053
OG0003815	OFUSG11994.1.p1, OFUSG11994.2.p1	AENJA_02172
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	AENJA_02254
OG0003818	OFUSG03705.1.p1	AENJA_02475
OG0003819	OFUSG03060.1.p1	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832
OG0003820	OFUSG08762.1.p1	AENJA_02870, AENJA_19572
OG0003821	OFUSG19123.1.p1	AENJA_02911
OG0003822	OFUSG07841.1.p1, OFUSG01113.1.p1	AENJA_02938
OG0003823	OFUSG23560.1.p1	AENJA_02946
OG0003824	OFUSG05766.1.p1	AENJA_02975
OG0003825	OFUSG06668.1.p1	AENJA_02982
OG0003826	OFUSG22650.1.p1	AENJA_03131
OG0003827	OFUSG17366.1.p1	AENJA_03548
OG0003828	OFUSG05118.1.p1	AENJA_03700
OG0003829	OFUSG07448.1.p1	AENJA_03792
OG0003830	OFUSG01216.1.p1	AENJA_26357, AENJA_19327
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	AENJA_03886
OG0003832	OFUSG06066.1.p1	AENJA_03902
OG0003834	OFUSG05404.1.p1	AENJA_04549, AENJA_04550
OG0003835	OFUSG13762.1.p1	AENJA_12493, AENJA_04664
OG0003836	OFUSG03236.1.p1	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	AENJA_04856
OG0003838	OFUSG02211.1.p1	AENJA_04967
OG0003839	OFUSG14221.1.p1	AENJA_05236, AENJA_06897
OG0003840	OFUSG26167.1.p1	AENJA_07883, AENJA_05492
OG0003841	OFUSG25707.1.p1	AENJA_05729
OG0003842	OFUSG06914.1.p1	AENJA_05895
OG0003843	OFUSG25141.1.p1	AENJA_06254
OG0003844	OFUSG19682.1.p1	AENJA_06372
OG0003845	OFUSG11473.1.p1	AENJA_06384
OG0003846	OFUSG06704.1.p1	AENJA_06476
OG0003847	OFUSG08415.1.p1	AENJA_06829
OG0003848	OFUSG07600.1.p1	AENJA_06904
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	AENJA_06923
OG0003850	OFUSG01254.1.p1	AENJA_07117, AENJA_21595
OG0003851	OFUSG13241.1.p1	AENJA_07129
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	AENJA_07216
OG0003854	OFUSG09820.1.p1	AENJA_07506
OG0003855	OFUSG13289.1.p1	AENJA_07705
OG0003856	OFUSG18199.1.p1	AENJA_08084
OG0003857	OFUSG18520.1.p1	AENJA_08085
OG0003858	OFUSG11682.1.p1	AENJA_08566
OG0003859	OFUSG18306.1.p1	AENJA_08612
OG0003860	OFUSG03969.1.p1	AENJA_08805, AENJA_11742
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	AENJA_08913
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	AENJA_19217
OG0003863	OFUSG06768.1.p1	AENJA_09171
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	AENJA_09391
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	AENJA_09441
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	AENJA_09527
OG0003867	OFUSG26425.1.p1	AENJA_09761
OG0003868	OFUSG25488.1.p1	AENJA_09827
OG0003869	OFUSG04233.1.p1	AENJA_17460, AENJA_09977
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	AENJA_10263
OG0003871	OFUSG14206.1.p1	AENJA_10643
OG0003872	OFUSG00219.1.p1	AENJA_10747
OG0003873	OFUSG12835.1.p1	AENJA_10784
OG0003874	OFUSG08683.1.p1	AENJA_10799
OG0003875	OFUSG26181.1.p1	AENJA_10875
OG0003876	OFUSG23627.1.p1	AENJA_10876
OG0003877	OFUSG14257.1.p1	AENJA_11020
OG0003878	OFUSG19403.1.p1	AENJA_11046
OG0003879	OFUSG20056.1.p1	AENJA_11207
OG0003880	OFUSG24988.1.p1	AENJA_11227
OG0003881	OFUSG18789.1.p1	AENJA_11372
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	AENJA_11663
OG0003883	OFUSG06274.1.p1	AENJA_11694
OG0003884	OFUSG16361.1.p1	AENJA_11725
OG0003885	OFUSG23663.1.p1	AENJA_11785, AENJA_23431
OG0003886	OFUSG04059.1.p1	AENJA_12066
OG0003887	OFUSG17832.1.p1	AENJA_12157
OG0003888	OFUSG00031.1.p1	AENJA_12506
OG0003889	OFUSG17908.2.p1, OFUSG17908.1.p1, OFUSG24139.1.p1, OFUSG21925.1.p1, OFUSG11313.1.p1	AENJA_12812
OG0003890	OFUSG25556.1.p1	AENJA_21991, AENJA_12959
OG0003892	OFUSG05645.1.p1	AENJA_22782
OG0003893	OFUSG11743.1.p1	AENJA_13141
OG0003894	OFUSG07444.1.p1	AENJA_13190
OG0003896	OFUSG17816.1.p1, OFUSG17816.2.p1	AENJA_13916
OG0003897	OFUSG17722.1.p1	AENJA_14064
OG0003898	OFUSG14490.1.p1	AENJA_14091
OG0003899	OFUSG03698.1.p1	AENJA_14656
OG0003900	OFUSG11237.1.p1	AENJA_15786
OG0003901	OFUSG13044.1.p1	AENJA_15961
OG0003903	OFUSG19115.1.p1	AENJA_16074
OG0003904	OFUSG15953.1.p1	AENJA_16228
OG0003905	OFUSG00192.1.p1	AENJA_16345
OG0003906	OFUSG09780.1.p1	AENJA_16374
OG0003909	OFUSG05066.1.p1	AENJA_26467, AENJA_26469, AENJA_17530
OG0003910	OFUSG00367.1.p1	AENJA_17611
OG0003911	OFUSG12915.1.p1	AENJA_17893
OG0003912	OFUSG22772.1.p1	AENJA_18106
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	AENJA_18124
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	AENJA_20252, AENJA_18479
OG0003915	OFUSG24695.1.p1	AENJA_18759
OG0003916	OFUSG20296.1.p1	AENJA_18832
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	AENJA_18911
OG0003918	OFUSG18006.1.p1	AENJA_19068
OG0003919	OFUSG14973.1.p1	AENJA_19176
OG0003920	OFUSG00473.1.p1	AENJA_19805
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	AENJA_19828
OG0003922	OFUSG24757.1.p1	AENJA_19834
OG0003923	OFUSG04254.1.p1	AENJA_19884
OG0003925	OFUSG16954.1.p1	AENJA_20055
OG0003926	OFUSG21486.1.p1	AENJA_20056
OG0003927	OFUSG24115.1.p1	AENJA_20528
OG0003928	OFUSG00021.1.p1	AENJA_20623
OG0003929	OFUSG20846.1.p1	AENJA_20627
OG0003930	OFUSG01262.1.p1	AENJA_20961
OG0003931	OFUSG10879.1.p1	AENJA_21038
OG0003932	OFUSG23661.1.p1	AENJA_21377
OG0003933	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1	AENJA_21761
OG0003934	OFUSG21104.1.p1	AENJA_21817
OG0003935	OFUSG12376.1.p1	AENJA_22316
OG0003936	OFUSG05427.1.p1	AENJA_22324
OG0003937	OFUSG06517.1.p1	AENJA_22426
OG0003938	OFUSG01428.1.p1	AENJA_22573
OG0003939	OFUSG23620.1.p1	AENJA_22721
OG0003940	OFUSG06736.1.p1, OFUSG17406.1.p1	AENJA_22828
OG0003941	OFUSG06614.1.p1	AENJA_22930
OG0003942	OFUSG01619.1.p1	AENJA_23165
OG0003944	OFUSG25022.1.p1	AENJA_23555
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	AENJA_23594
OG0003946	OFUSG05456.1.p1	AENJA_24350
OG0003947	OFUSG06825.1.p1	AENJA_24809
OG0003948	OFUSG19164.1.p1	AENJA_24828
OG0003949	OFUSG01552.1.p1	AENJA_25294
OG0003950	OFUSG00160.1.p1	AENJA_25298
OG0003951	OFUSG18740.1.p1	AENJA_25520
OG0003954	OFUSG21108.1.p1	AENJA_26001
OG0003955	OFUSG02744.1.p1	AENJA_26253
OG0003956	OFUSG26537.2.p1, OFUSG26537.1.p1	AENJA_26347
OG0003957	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1	AENJA_26465
OG0003959	OFUSG08034.1.p1	AENJA_26551
OG0003960	OFUSG01617.1.p1	AENJA_26560
OG0003961	OFUSG13571.1.p1	AENJA_26616
OG0003962	OFUSG02999.1.p1	AENJA_26659
OG0003997	OFUSG02634.3.p1, OFUSG02634.4.p1, OFUSG02634.1.p1, OFUSG02634.2.p1	AENJA_00553
OG0003998	OFUSG22075.1.p1	AENJA_00732
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	AENJA_00953
OG0004000	OFUSG16319.1.p1	AENJA_01025
OG0004002	OFUSG26830.1.p1	AENJA_01139, AENJA_01146
OG0004003	OFUSG03987.1.p1, OFUSG16776.1.p1, OFUSG20087.1.p1	AENJA_01305, AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	OFUSG25436.1.p1	AENJA_01405
OG0004005	OFUSG08227.1.p1	AENJA_01410, AENJA_01411
OG0004006	OFUSG11482.1.p1, OFUSG11482.2.p1	AENJA_01570, AENJA_01567, AENJA_26219
OG0004007	OFUSG13400.1.p1	AENJA_01716
OG0004009	OFUSG18112.1.p1	AENJA_01997
OG0004010	OFUSG13189.1.p1	AENJA_02161
OG0004011	OFUSG10690.1.p1	AENJA_02252
OG0004012	OFUSG05810.1.p1	AENJA_02300
OG0004013	OFUSG24853.1.p1	AENJA_09231, AENJA_24628, AENJA_22514, AENJA_02859
OG0004014	OFUSG16971.1.p1	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	AENJA_03648
OG0004016	OFUSG05700.1.p1	AENJA_03782
OG0004016	OFUSG09938.1.p1	AENJA_25499
OG0004017	OFUSG22331.1.p1	AENJA_03846
OG0004018	OFUSG05631.2.p1, OFUSG05631.1.p1	AENJA_04064, AENJA_22270
OG0004019	OFUSG25454.1.p1	AENJA_04085
OG0004020	OFUSG13879.1.p1	AENJA_04089, AENJA_17512
OG0004021	OFUSG15028.1.p1	AENJA_04438
OG0004022	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1	AENJA_04720
OG0004023	OFUSG20348.1.p1	AENJA_04821
OG0004024	OFUSG24239.1.p1	AENJA_04835
OG0004025	OFUSG11341.1.p1	AENJA_05271
OG0004027	OFUSG16592.1.p1	AENJA_05469
OG0004028	OFUSG11042.2.p1, OFUSG11042.1.p1	AENJA_05585
OG0004029	OFUSG16671.1.p1, OFUSG16671.2.p1	AENJA_05822
OG0004030	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1	AENJA_05896
OG0004030	OFUSG18315.1.p1	AENJA_05902
OG0004031	OFUSG21709.1.p1	AENJA_06023
OG0004032	OFUSG24694.1.p1	AENJA_06151
OG0004033	OFUSG12090.1.p1	AENJA_07800, AENJA_06467
OG0004034	OFUSG09199.1.p1	AENJA_06781
OG0004035	OFUSG04760.1.p1	AENJA_07045
OG0004036	OFUSG01682.1.p1	AENJA_07123
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	AENJA_07206
OG0004038	OFUSG23417.1.p1	AENJA_07209
OG0004039	OFUSG01899.1.p1	AENJA_07640
OG0004040	OFUSG02275.1.p1, OFUSG02275.2.p1	AENJA_07720
OG0004041	OFUSG11618.1.p1	AENJA_07773, AENJA_07774
OG0004042	OFUSG09669.1.p1	AENJA_07854
OG0004043	OFUSG01859.1.p1	AENJA_07877
OG0004044	OFUSG00446.1.p1	AENJA_07917
OG0004045	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1	AENJA_07957
OG0004047	OFUSG18610.1.p1	AENJA_08079
OG0004048	OFUSG19554.1.p1	AENJA_08141
OG0004051	OFUSG26463.1.p1	AENJA_08973
OG0004052	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1	AENJA_09045
OG0004053	OFUSG09713.1.p1	AENJA_09308
OG0004054	OFUSG25074.1.p1	AENJA_09386
OG0004055	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1	AENJA_09534, AENJA_10626
OG0004057	OFUSG00824.1.p1	AENJA_09847
OG0004058	OFUSG09035.2.p1, OFUSG09035.1.p1	AENJA_15238
OG0004059	OFUSG25150.1.p1	AENJA_10120
OG0004060	OFUSG16459.1.p1	AENJA_10222
OG0004061	OFUSG13064.1.p1	AENJA_10245
OG0004062	OFUSG05949.1.p1, OFUSG06583.1.p1	AENJA_10281
OG0004064	OFUSG24453.1.p1, OFUSG24453.2.p1	AENJA_10715
OG0004065	OFUSG16929.1.p1	AENJA_10915
OG0004066	OFUSG07959.1.p1	AENJA_10944
OG0004066	OFUSG07452.2.p1, OFUSG07452.1.p1	AENJA_20918
OG0004067	OFUSG11070.1.p1	AENJA_11072, AENJA_11073
OG0004068	OFUSG00723.1.p1	AENJA_11291
OG0004069	OFUSG24301.1.p1	AENJA_11462
OG0004070	OFUSG10593.1.p1	AENJA_11512
OG0004071	OFUSG25471.1.p1	AENJA_11569
OG0004072	OFUSG16756.1.p1	AENJA_11674
OG0004073	OFUSG00778.1.p1	AENJA_11745
OG0004074	OFUSG13092.1.p1	AENJA_11761
OG0004075	OFUSG10667.1.p1	AENJA_11909, AENJA_25684
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	AENJA_11962
OG0004078	OFUSG06016.1.p1	AENJA_12075
OG0004079	OFUSG02739.1.p1	AENJA_12149
OG0004080	OFUSG04397.1.p1	AENJA_12559
OG0004081	OFUSG14219.1.p1	AENJA_12579
OG0004082	OFUSG16877.1.p1	AENJA_12648
OG0004083	OFUSG12099.1.p1	AENJA_12814
OG0004084	OFUSG13172.1.p1	AENJA_13049
OG0004085	OFUSG24648.1.p1	AENJA_13446
OG0004086	OFUSG25026.2.p1, OFUSG25026.1.p1	AENJA_13483, AENJA_16966
OG0004087	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1	AENJA_13678
OG0004088	OFUSG13315.1.p1	AENJA_13695, AENJA_24137
OG0004089	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1	AENJA_13857
OG0004090	OFUSG16668.1.p1	AENJA_14113
OG0004091	OFUSG17304.1.p1	AENJA_14498
OG0004092	OFUSG16191.1.p1	AENJA_14629
OG0004093	OFUSG06669.1.p1	AENJA_14743
OG0004094	OFUSG07270.1.p1	AENJA_14786
OG0004095	OFUSG07584.1.p1	AENJA_14906
OG0004096	OFUSG25572.1.p1	AENJA_14942
OG0004098	OFUSG21100.1.p1	AENJA_15282
OG0004099	OFUSG10944.1.p1	AENJA_15456
OG0004100	OFUSG19371.2.p1, OFUSG19371.1.p1	AENJA_16101, AENJA_16102
OG0004101	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1	AENJA_16349
OG0004102	OFUSG19005.1.p1	AENJA_16425
OG0004104	OFUSG24702.1.p1	AENJA_17043
OG0004105	OFUSG23643.2.p1, OFUSG23643.1.p1	AENJA_17274
OG0004106	OFUSG26433.1.p1	AENJA_17371
OG0004107	OFUSG08885.1.p1	AENJA_17526
OG0004108	OFUSG21004.1.p1	AENJA_17850
OG0004110	OFUSG08891.1.p1	AENJA_17972
OG0004111	OFUSG13311.1.p1	AENJA_17987
OG0004112	OFUSG09769.1.p1	AENJA_26008
OG0004113	OFUSG18704.1.p1	AENJA_18290
