Orthogroup	OWEFU	DANRE
OG0003474	OFUSG17217.1.p1	DANRE14141, DANRE14804
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	DANRE24337, DANRE24338
OG0003476	OFUSG18748.2.p1, OFUSG18748.1.p1	DANRE31061
OG0003477	OFUSG16889.1.p1	DANRE05139, DANRE05138
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	OFUSG18679.1.p1	DANRE20647, DANRE36733, DANRE02669
OG0003480	OFUSG05021.1.p1	DANRE43412, DANRE43414, DANRE43413, DANRE36860
OG0003481	OFUSG05255.1.p1	DANRE42759, DANRE42760
OG0003482	OFUSG07809.1.p1	DANRE12605, DANRE12606, DANRE25490
OG0003483	OFUSG10301.1.p1	DANRE05923, DANRE05924, DANRE05925
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	DANRE19021, DANRE19020, DANRE12207, DANRE12208
OG0003485	OFUSG17960.1.p1	DANRE31137
OG0003486	OFUSG00463.1.p1	DANRE17309
OG0003487	OFUSG19263.1.p1	DANRE14100, DANRE09209, DANRE14099
OG0003488	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1	DANRE24327
OG0003489	OFUSG16880.2.p1, OFUSG16880.1.p1	DANRE11374, DANRE04492, DANRE04493
OG0003490	OFUSG22551.1.p1	DANRE42249
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	DANRE06868, DANRE08758, DANRE16579, DANRE16578
OG0003492	OFUSG10309.1.p1	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237
OG0003493	OFUSG16867.1.p1	DANRE26243
OG0003495	OFUSG12797.1.p1	DANRE01035
OG0003495	OFUSG17060.1.p1	DANRE22502, DANRE23306, DANRE39202
OG0003497	OFUSG09698.1.p1	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	OFUSG16874.1.p1	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003500	OFUSG22059.1.p1	DANRE10703
OG0003502	OFUSG24055.1.p1	DANRE19909
OG0003503	OFUSG18080.1.p1	DANRE04139
OG0003504	OFUSG11194.1.p1	DANRE09341, DANRE09340, DANRE09339, DANRE09338
OG0003505	OFUSG05340.1.p1	DANRE25526, DANRE25525
OG0003506	OFUSG02297.1.p1, OFUSG02297.2.p1	DANRE20226, DANRE07785, DANRE15693, DANRE15694
OG0003507	OFUSG26289.1.p1	DANRE26962, DANRE26963, DANRE40163, DANRE02096
OG0003508	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008
OG0003509	OFUSG17524.1.p1	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003511	OFUSG19651.1.p1	DANRE34748, DANRE34747
OG0003512	OFUSG15649.1.p1	DANRE39649, DANRE33304
OG0003513	OFUSG16489.1.p1, OFUSG16489.2.p1	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800
OG0003514	OFUSG06882.1.p1, OFUSG06882.3.p1, OFUSG06882.2.p1	DANRE02666, DANRE02665, DANRE36724, DANRE25580
OG0003515	OFUSG03772.1.p1	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344
OG0003516	OFUSG05769.1.p1	DANRE11222
OG0003517	OFUSG00110.1.p1	DANRE25023, DANRE25024, DANRE32952, DANRE32953
OG0003518	OFUSG20266.1.p1	DANRE14130
OG0003519	OFUSG16099.1.p1	DANRE10230
OG0003520	OFUSG25302.1.p1	DANRE11516
OG0003521	OFUSG03096.1.p1	DANRE07880, DANRE07881
OG0003522	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1	DANRE17299, DANRE17298, DANRE17297
OG0003523	OFUSG12732.1.p1	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581
OG0003524	OFUSG17157.1.p1	DANRE02746, DANRE02745, DANRE02747
OG0003525	OFUSG06719.1.p1	DANRE27714, DANRE27715
OG0003526	OFUSG21956.1.p1	DANRE05935, DANRE05934, DANRE02941, DANRE02942, DANRE02943, DANRE11038, DANRE11039, DANRE11037, DANRE17564
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003529	OFUSG03865.1.p1	DANRE15370, DANRE15371, DANRE15369, DANRE29917
OG0003530	OFUSG07887.1.p1	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748
OG0003531	OFUSG12011.1.p1	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	OFUSG18965.1.p1	DANRE41953, DANRE41951, DANRE41952
OG0003533	OFUSG18691.1.p1	DANRE21269, DANRE21268
OG0003534	OFUSG21581.1.p1, OFUSG21581.2.p1	DANRE02903, DANRE11809, DANRE11808, DANRE11807
OG0003535	OFUSG05602.1.p1	DANRE01473, DANRE41171, DANRE41170, DANRE03303, DANRE34688, DANRE34689
OG0003536	OFUSG13226.1.p1	DANRE23235, DANRE23236, DANRE11711
OG0003538	OFUSG03109.1.p1	DANRE11317
OG0003539	OFUSG03901.1.p1	DANRE15875
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	DANRE13009, DANRE13008
OG0003542	OFUSG10628.1.p1	DANRE24829, DANRE24828, DANRE24825, DANRE24826, DANRE24827
OG0003543	OFUSG08206.1.p1	DANRE10232
OG0003544	OFUSG00118.1.p1	DANRE09057, DANRE09055, DANRE09056, DANRE17347
OG0003545	OFUSG10958.1.p1	DANRE29386, DANRE30468
OG0003546	OFUSG18888.1.p1	DANRE35129, DANRE35130, DANRE35372, DANRE27446
OG0003547	OFUSG08232.1.p1	DANRE12351, DANRE13445, DANRE13444, DANRE13446, DANRE25756
OG0003548	OFUSG18862.1.p1	DANRE39407, DANRE16310
OG0003549	OFUSG00426.1.p1, OFUSG00426.2.p1	DANRE17328, DANRE17330, DANRE17329, DANRE40096, DANRE40095, DANRE40097
OG0003550	OFUSG26575.1.p1	DANRE14900, DANRE35543, DANRE35542
OG0003551	OFUSG20908.1.p1	DANRE16754, DANRE19012, DANRE20957
OG0003552	OFUSG09931.1.p1	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003553	OFUSG06674.1.p1	DANRE34953, DANRE34952
OG0003554	OFUSG06869.1.p1	DANRE01464, DANRE01465, DANRE01463, DANRE05784
OG0003555	OFUSG11192.1.p1, OFUSG11190.1.p1	DANRE04170
OG0003556	OFUSG23492.1.p1	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	DANRE33572, DANRE05211, DANRE05210
OG0003558	OFUSG09260.1.p1	DANRE12166, DANRE12165, DANRE01863, DANRE01861, DANRE01862
OG0003561	OFUSG00906.1.p1	DANRE17387, DANRE24268
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	DANRE41112, DANRE41113, DANRE15063, DANRE10483
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	DANRE03372, DANRE03371
OG0003564	OFUSG18905.1.p1	DANRE34009, DANRE35412, DANRE35411, DANRE06720
OG0003565	OFUSG20630.1.p1	DANRE41169, DANRE41168
OG0003566	OFUSG01327.1.p1	DANRE39313, DANRE25552
OG0003567	OFUSG10595.1.p1	DANRE29406, DANRE29405
OG0003568	OFUSG22628.1.p1	DANRE40875, DANRE40876
OG0003569	OFUSG06908.1.p1	DANRE25140, DANRE31204, DANRE20629
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	DANRE27969, DANRE27968, DANRE27970
OG0003571	OFUSG20726.1.p1	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003573	OFUSG24084.1.p1	DANRE28941, DANRE28942, DANRE28940
OG0003576	OFUSG04770.2.p1, OFUSG04770.1.p1	DANRE22366, DANRE39120
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	DANRE09820, DANRE09819
OG0003578	OFUSG22248.1.p1	DANRE34970
OG0003579	OFUSG10676.1.p1	DANRE33558, DANRE01556, DANRE33559
OG0003581	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1	DANRE00804
OG0003582	OFUSG18764.1.p1	DANRE40963, DANRE02380, DANRE02379
OG0003584	OFUSG17484.2.p1, OFUSG17484.1.p1	DANRE00739, DANRE00740, DANRE00741, DANRE38982, DANRE28120, DANRE28119, DANRE28118, DANRE28117, DANRE02794
OG0003590	OFUSG16416.1.p1	DANRE39456
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	DANRE38639, DANRE38640
OG0003598	OFUSG08278.1.p1	DANRE19280, DANRE19281
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	DANRE26177, DANRE26178
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	DANRE13547, DANRE35781, DANRE35782
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	DANRE03093
OG0003604	OFUSG15335.1.p1	DANRE20298, DANRE08319, DANRE40835, DANRE29646
OG0003606	OFUSG00045.1.p1	DANRE17951, DANRE05856, DANRE05855, DANRE05857, DANRE14626
OG0003607	OFUSG21698.1.p1	DANRE04316, DANRE04314, DANRE04315
OG0003608	OFUSG07112.1.p1	DANRE21525, DANRE21526
OG0003610	OFUSG17078.1.p1	DANRE17750, DANRE17749, DANRE17751
OG0003611	OFUSG05675.1.p1	DANRE07270
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	DANRE08753, DANRE08754
OG0003613	OFUSG06331.1.p1	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	DANRE28288, DANRE01856, DANRE01857
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	DANRE01653, DANRE01652, DANRE22423, DANRE22422, DANRE40618, DANRE01651
OG0003617	OFUSG09939.1.p1, OFUSG13257.1.p1	DANRE41693, DANRE41694
OG0003619	OFUSG02086.1.p1	DANRE07157
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	DANRE23467, DANRE23468, DANRE23469
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	DANRE00821
OG0003622	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1	DANRE18315, DANRE10975
OG0003623	OFUSG26432.1.p1	DANRE09047
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	DANRE01669, DANRE01670
OG0003627	OFUSG03441.1.p1	DANRE21501, DANRE01204, DANRE01205
OG0003628	OFUSG08759.1.p1	DANRE12190, DANRE12189, DANRE12188, DANRE25898, DANRE34577, DANRE25897
OG0003629	OFUSG24613.1.p1	DANRE07526, DANRE07525
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	DANRE03159, DANRE03160, DANRE03158
OG0003632	OFUSG12731.1.p1	DANRE02527, DANRE24456
OG0003633	OFUSG23275.2.p1, OFUSG23275.1.p1	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003634	OFUSG23671.1.p1	DANRE40258, DANRE40257
OG0003635	OFUSG03012.1.p1	DANRE06305, DANRE06306, DANRE06304
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	DANRE02585, DANRE02586
OG0003638	OFUSG08839.1.p1	DANRE17696, DANRE17697, DANRE10884
OG0003640	OFUSG04490.1.p1	DANRE21358
OG0003641	OFUSG04999.1.p1	DANRE09735, DANRE37139
OG0003642	OFUSG19621.1.p1	DANRE25168, DANRE25167, DANRE15765
OG0003643	OFUSG06611.1.p1	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	OFUSG08254.1.p1	DANRE34251, DANRE34253, DANRE34252
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	DANRE28492, DANRE30536
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	DANRE12206, DANRE12205
OG0003647	OFUSG09021.1.p1	DANRE34807, DANRE19073
OG0003648	OFUSG12169.1.p1	DANRE11773, DANRE11774
OG0003649	OFUSG09804.1.p1	DANRE20924, DANRE20925
OG0003650	OFUSG17294.1.p1	DANRE43429
OG0003651	OFUSG20951.1.p1	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	OFUSG01151.1.p1	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003653	OFUSG05169.1.p1	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058
OG0003654	OFUSG12938.1.p1	DANRE24374, DANRE24376, DANRE24375
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	DANRE17873, DANRE01135
OG0003656	OFUSG04633.1.p1	DANRE13213, DANRE13214, DANRE09925
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003659	OFUSG16187.1.p1	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003660	OFUSG18031.1.p1	DANRE04952, DANRE04951, DANRE04374, DANRE04375
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	DANRE11824, DANRE11823, DANRE19340, DANRE34693, DANRE34694
OG0003664	OFUSG09947.1.p1	DANRE28770, DANRE28769
OG0003665	OFUSG11634.1.p1	DANRE35842
OG0003666	OFUSG06309.1.p1	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003667	OFUSG22163.1.p1	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525
OG0003668	OFUSG20064.1.p1	DANRE12750
OG0003669	OFUSG17201.1.p1	DANRE15781, DANRE15782
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	OFUSG10902.1.p1	DANRE03570, DANRE03571
OG0003674	OFUSG10012.1.p1	DANRE36174
OG0003675	OFUSG16158.1.p1	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	OFUSG25502.1.p1	DANRE39857
OG0003677	OFUSG16450.1.p1	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	OFUSG13359.1.p1	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	DANRE12417, DANRE25412, DANRE25413, DANRE39449
OG0003682	OFUSG11924.1.p1	DANRE08998, DANRE18739
OG0003684	OFUSG20469.1.p1	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	OFUSG04005.1.p1	DANRE33649, DANRE13195, DANRE13196
OG0003686	OFUSG20794.1.p1	DANRE12684, DANRE12685
OG0003687	OFUSG03946.1.p1	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	OFUSG13593.1.p1	DANRE39820, DANRE39819, DANRE39818
OG0003689	OFUSG04570.1.p1	DANRE35759, DANRE41448
OG0003690	OFUSG11565.1.p1	DANRE11515, DANRE11514
OG0003691	OFUSG02029.1.p1	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	OFUSG05600.1.p1	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	OFUSG06103.1.p1	DANRE31444, DANRE31443, DANRE41258
OG0003694	OFUSG16805.1.p1	DANRE09191, DANRE09192, DANRE09193
OG0003695	OFUSG25573.1.p1	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	OFUSG05739.1.p1	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	OFUSG20990.1.p1	DANRE29085, DANRE29084, DANRE04036
OG0003698	OFUSG06501.1.p1	DANRE05742, DANRE41164
OG0003700	OFUSG10293.1.p1	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	OFUSG23496.1.p1	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	DANRE04621, DANRE04774, DANRE05652, DANRE05653
OG0003703	OFUSG00686.1.p1	DANRE16794, DANRE16793, DANRE03417
OG0003704	OFUSG13029.1.p1	DANRE16910, DANRE26809, DANRE26810
OG0003706	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1	DANRE14653, DANRE14652, DANRE08597
OG0003707	OFUSG07911.1.p1	DANRE37652
OG0003708	OFUSG01108.1.p1	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	DANRE38542, DANRE38543
OG0003712	OFUSG10374.1.p1	DANRE28597, DANRE15505
OG0003713	OFUSG13204.1.p1	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003714	OFUSG23674.1.p1	DANRE40252
OG0003716	OFUSG23366.1.p1	DANRE02645, DANRE02644
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	OFUSG16508.1.p1	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698
OG0003719	OFUSG08809.1.p1	DANRE09387
OG0003720	OFUSG17956.1.p1	DANRE26975
OG0003721	OFUSG25364.1.p1	DANRE06295, DANRE06296
OG0003722	OFUSG08157.1.p1	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	OFUSG13589.1.p1	DANRE41054
OG0003725	OFUSG23512.1.p1	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	DANRE04497
OG0003727	OFUSG08827.1.p1	DANRE13820, DANRE13821, DANRE09248
OG0003728	OFUSG08100.1.p1	DANRE40051
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	DANRE35811
OG0003730	OFUSG06924.1.p1	DANRE04244
OG0003731	OFUSG12284.1.p1	DANRE01973, DANRE01974
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	DANRE41533, DANRE41532
OG0003733	OFUSG23436.1.p1	DANRE39268, DANRE39269
OG0003734	OFUSG07747.1.p1	DANRE34281
OG0003735	OFUSG07143.1.p1	DANRE01253, DANRE01252
OG0003736	OFUSG07991.1.p1	DANRE12670
OG0003737	OFUSG09928.1.p1	DANRE35136, DANRE39954
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	OFUSG15848.1.p1	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	OFUSG07576.1.p1	DANRE38234, DANRE38233
OG0003741	OFUSG12262.1.p1	DANRE10272
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	OFUSG01059.1.p1	DANRE33700, DANRE34206, DANRE34205, DANRE34204
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	DANRE40230, DANRE40231, DANRE01611
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	DANRE33987
OG0003746	OFUSG03863.1.p1	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	OFUSG12626.1.p1	DANRE13572
OG0003748	OFUSG18694.1.p1	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	DANRE25687, DANRE03932
OG0003750	OFUSG09220.1.p1	DANRE22388, DANRE22389
OG0003751	OFUSG09214.1.p1	DANRE40133
OG0003752	OFUSG17066.1.p1	DANRE06205, DANRE25811, DANRE25810
OG0003753	OFUSG10261.1.p1	DANRE43284, DANRE03079, DANRE43075
OG0003754	OFUSG07080.1.p1	DANRE25083, DANRE25084, DANRE32954
OG0003755	OFUSG15040.1.p1	DANRE07965, DANRE07966
OG0003756	OFUSG22980.1.p1	DANRE14383, DANRE12824, DANRE12823
OG0003758	OFUSG17693.1.p1	DANRE29257, DANRE29256, DANRE23446
OG0003759	OFUSG12849.1.p1	DANRE23669, DANRE13867, DANRE13866
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	DANRE25159, DANRE25158, DANRE39412
OG0003763	OFUSG00488.1.p1	DANRE04502, DANRE04503
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	DANRE03129, DANRE03130, DANRE03128
OG0003765	OFUSG19192.1.p1	DANRE22765, DANRE22764, DANRE30920, DANRE30919
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	DANRE01676
OG0003767	OFUSG13414.1.p1	DANRE14728, DANRE14727
OG0003769	OFUSG20297.1.p1	DANRE24053, DANRE24054
OG0003770	OFUSG20677.1.p1	DANRE08938
OG0003771	OFUSG11060.1.p1	DANRE04250, DANRE28509
OG0003772	OFUSG23284.1.p1	DANRE12993, DANRE12994, DANRE12995
OG0003773	OFUSG09985.1.p1	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003776	OFUSG09068.1.p1	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003778	OFUSG01438.1.p1	DANRE30803, DANRE25496
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	DANRE23671
OG0003780	OFUSG24721.1.p1	DANRE22195, DANRE38018, DANRE38019, DANRE20493, DANRE35732, DANRE42145
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	DANRE38748, DANRE16631, DANRE11186, DANRE11187, DANRE16630
OG0003794	OFUSG04954.1.p1	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896
OG0003795	OFUSG06423.1.p1	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	OFUSG25667.1.p1	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	OFUSG06983.1.p1	DANRE19445, DANRE40131, DANRE40132
OG0003806	OFUSG10861.1.p1	DANRE29065
OG0003807	OFUSG10356.1.p1	DANRE29385
OG0003808	OFUSG17077.1.p1	DANRE14806, DANRE14805
OG0003809	OFUSG10992.1.p1	DANRE39386, DANRE05049
OG0003811	OFUSG03655.1.p1	DANRE17816
OG0003812	OFUSG21387.1.p1	DANRE19662, DANRE19663
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	DANRE34559, DANRE34558, DANRE33725
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	DANRE05129
OG0003817	OFUSG09065.1.p1	DANRE27863, DANRE27864
OG0003818	OFUSG03705.1.p1	DANRE00796, DANRE00795, DANRE00794
OG0003820	OFUSG08762.1.p1	DANRE37833
OG0003821	OFUSG19123.1.p1	DANRE40392, DANRE22098, DANRE22097
OG0003823	OFUSG23560.1.p1	DANRE18651
OG0003824	OFUSG05766.1.p1	DANRE41228
OG0003825	OFUSG06668.1.p1	DANRE11071, DANRE11072, DANRE18536, DANRE18535
OG0003826	OFUSG22650.1.p1	DANRE34174, DANRE34175
OG0003827	OFUSG17366.1.p1	DANRE03015
OG0003828	OFUSG05118.1.p1	DANRE34896
OG0003829	OFUSG07448.1.p1	DANRE26628
OG0003830	OFUSG01217.1.p1, OFUSG01216.1.p1	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	DANRE15888, DANRE15887
OG0003832	OFUSG06066.1.p1	DANRE24991, DANRE36840
OG0003834	OFUSG05404.1.p1	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003835	OFUSG13762.1.p1	DANRE10791, DANRE10790, DANRE10789, DANRE10788
OG0003836	OFUSG03236.1.p1	DANRE15750, DANRE15749, DANRE20258
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	DANRE28859
OG0003838	OFUSG02211.1.p1	DANRE41969, DANRE41970, DANRE15858
OG0003839	OFUSG14221.1.p1	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	OFUSG26167.1.p1	DANRE38305, DANRE00216
OG0003841	OFUSG25707.1.p1	DANRE14586, DANRE14585
OG0003843	OFUSG25141.1.p1	DANRE16705, DANRE16707, DANRE16706, DANRE16708, DANRE11332
OG0003844	OFUSG19682.1.p1	DANRE16504
OG0003845	OFUSG11473.1.p1	DANRE00910, DANRE00911
OG0003846	OFUSG06704.1.p1	DANRE11225, DANRE11224, DANRE00601, DANRE00602
OG0003848	OFUSG07600.1.p1	DANRE26505, DANRE39951
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	OFUSG01254.1.p1	DANRE10537
OG0003851	OFUSG13241.1.p1	DANRE24600, DANRE24599, DANRE26396
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	DANRE25290, DANRE25289, DANRE25291
OG0003853	OFUSG11282.1.p1	DANRE05312, DANRE05311
OG0003854	OFUSG09820.1.p1	DANRE28328, DANRE12790, DANRE12789
OG0003855	OFUSG13289.1.p1	DANRE10176, DANRE10174, DANRE10175
OG0003856	OFUSG18199.1.p1	DANRE35627
OG0003857	OFUSG18520.1.p1	DANRE29893
OG0003858	OFUSG11682.1.p1	DANRE04452, DANRE04453
OG0003859	OFUSG18306.1.p1	DANRE18447, DANRE18446
OG0003860	OFUSG03969.1.p1	DANRE28107
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	DANRE35801, DANRE35802
OG0003863	OFUSG06768.1.p1	DANRE40797
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	DANRE13127
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	OFUSG26425.1.p1	DANRE31225
OG0003868	OFUSG25488.1.p1	DANRE02600, DANRE21503
OG0003869	OFUSG04233.1.p1	DANRE24691
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	DANRE29501, DANRE29502
OG0003871	OFUSG14206.1.p1	DANRE41821, DANRE41822
OG0003872	OFUSG00219.1.p1	DANRE33580
OG0003873	OFUSG12835.1.p1	DANRE10964, DANRE10965, DANRE10963
OG0003874	OFUSG08683.1.p1	DANRE09593
OG0003875	OFUSG26181.1.p1	DANRE13186
OG0003876	OFUSG23627.1.p1	DANRE09822, DANRE09823
OG0003877	OFUSG14257.1.p1	DANRE36315
OG0003878	OFUSG19403.1.p1	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003879	OFUSG20056.1.p1	DANRE26116, DANRE37629, DANRE37631
OG0003880	OFUSG24988.1.p1	DANRE36266, DANRE36267, DANRE36268
OG0003881	OFUSG18789.1.p1	DANRE23015, DANRE23016
