Orthogroup	OWEFU	ORYLA
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	ORYLA09598
OG0003529	OFUSG03865.1.p1	ORYLA08755, ORYLA16493
OG0003530	OFUSG07887.1.p1	ORYLA08384, ORYLA09655
OG0003531	OFUSG12011.1.p1	ORYLA10765, ORYLA01076
OG0003532	OFUSG18965.1.p1	ORYLA09550
OG0003533	OFUSG18691.1.p1	ORYLA20154
OG0003534	OFUSG21581.1.p1, OFUSG21581.2.p1	ORYLA04728, ORYLA10480
OG0003535	OFUSG05602.1.p1	ORYLA17733, ORYLA17692
OG0003536	OFUSG13226.1.p1	ORYLA20264
OG0003538	OFUSG03109.1.p1	ORYLA04723
OG0003539	OFUSG03901.1.p1	ORYLA00317
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	ORYLA12459
OG0003542	OFUSG10628.1.p1	ORYLA08039, ORYLA08040
OG0003543	OFUSG08206.1.p1	ORYLA06025
OG0003544	OFUSG00118.1.p1	ORYLA05956
OG0003545	OFUSG10958.1.p1	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	OFUSG18888.1.p1	ORYLA02573, ORYLA06777
OG0003547	OFUSG08232.1.p1	ORYLA15005
OG0003548	OFUSG18862.1.p1	ORYLA07339, ORYLA19601
OG0003549	OFUSG00426.1.p1, OFUSG00426.2.p1	ORYLA11604, ORYLA13044
OG0003550	OFUSG26575.1.p1	ORYLA06826, ORYLA09869
OG0003551	OFUSG20908.1.p1	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	OFUSG09931.1.p1	ORYLA06559, ORYLA12973
OG0003553	OFUSG06674.1.p1	ORYLA02388
OG0003554	OFUSG06869.1.p1	ORYLA02272, ORYLA04649
OG0003555	OFUSG11192.1.p1, OFUSG11190.1.p1	ORYLA08290
OG0003556	OFUSG23492.1.p1	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	ORYLA17940, ORYLA05103
OG0003558	OFUSG09260.1.p1	ORYLA12673
OG0003561	OFUSG00906.1.p1	ORYLA11603, ORYLA09116
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	ORYLA16057, ORYLA05508
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	ORYLA08166
OG0003564	OFUSG18905.1.p1	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	OFUSG20630.1.p1	ORYLA04938, ORYLA17732
OG0003566	OFUSG01327.1.p1	ORYLA12377
OG0003567	OFUSG10595.1.p1	ORYLA16922
OG0003568	OFUSG22628.1.p1	ORYLA17899
OG0003569	OFUSG06908.1.p1	ORYLA14706, ORYLA13674
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	ORYLA06235, ORYLA06236
OG0003571	OFUSG20726.1.p1	ORYLA05684, ORYLA15032
OG0003573	OFUSG24084.1.p1	ORYLA18884
OG0003576	OFUSG04770.2.p1, OFUSG04770.1.p1	ORYLA15848, ORYLA19484
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	ORYLA05673
OG0003578	OFUSG22248.1.p1	ORYLA19177
OG0003579	OFUSG10676.1.p1	ORYLA07706
OG0003581	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1	ORYLA04075
OG0003582	OFUSG18764.1.p1	ORYLA13955
OG0003584	OFUSG17484.2.p1, OFUSG17484.1.p1	ORYLA07455, ORYLA06958, ORYLA03789, ORYLA14411
OG0003598	OFUSG08278.1.p1	ORYLA13193, ORYLA02886
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	ORYLA20278
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	ORYLA10294, ORYLA10291, ORYLA10290
OG0003604	OFUSG15335.1.p1	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003606	OFUSG00045.1.p1	ORYLA11462, ORYLA10629, ORYLA02252
OG0003607	OFUSG21698.1.p1	ORYLA08341
OG0003608	OFUSG07112.1.p1	ORYLA13187
OG0003610	OFUSG17078.1.p1	ORYLA11705
OG0003611	OFUSG05675.1.p1	ORYLA01222
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	ORYLA05697
OG0003613	OFUSG06331.1.p1	ORYLA14322, ORYLA13861
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	ORYLA07166
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	ORYLA13901, ORYLA15935, ORYLA17835
OG0003617	OFUSG09939.1.p1, OFUSG13257.1.p1	ORYLA20096
OG0003619	OFUSG02086.1.p1	ORYLA00995
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	ORYLA16131
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	ORYLA04086
OG0003622	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1	ORYLA11687
OG0003623	OFUSG26432.1.p1	ORYLA05862
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	ORYLA13908
OG0003627	OFUSG03441.1.p1	ORYLA12845, ORYLA04550
OG0003628	OFUSG08759.1.p1	ORYLA12634, ORYLA14794
OG0003629	OFUSG24613.1.p1	ORYLA03343
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	ORYLA07936
OG0003631	OFUSG03026.1.p1	ORYLA18266
OG0003632	OFUSG12731.1.p1	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003633	OFUSG23275.2.p1, OFUSG23275.1.p1	ORYLA15479
OG0003635	OFUSG03012.1.p1	ORYLA01451
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	ORYLA05265
OG0003638	OFUSG08839.1.p1	ORYLA11662
OG0003640	OFUSG04490.1.p1	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	OFUSG04999.1.p1	ORYLA05514, ORYLA13948, ORYLA15562
OG0003642	OFUSG19621.1.p1	ORYLA14662, ORYLA00337
OG0003643	OFUSG06611.1.p1	ORYLA16013
OG0003644	OFUSG08254.1.p1	ORYLA19217, ORYLA19218
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	ORYLA17019, ORYLA16769
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	ORYLA12425
OG0003647	OFUSG09021.1.p1	ORYLA18090, ORYLA02365
OG0003648	OFUSG12169.1.p1	ORYLA10802
OG0003649	OFUSG09804.1.p1	ORYLA12909
OG0003650	OFUSG17294.1.p1	ORYLA14386
OG0003651	OFUSG20951.1.p1	ORYLA15506
OG0003652	OFUSG01151.1.p1	ORYLA04563, ORYLA03095
OG0003653	OFUSG05169.1.p1	ORYLA01638, ORYLA07485
OG0003654	OFUSG12938.1.p1	ORYLA09093, ORYLA11735
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	ORYLA11608, ORYLA09516
OG0003656	OFUSG04633.1.p1	ORYLA12194, ORYLA06060
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	ORYLA04683, ORYLA09891
OG0003659	OFUSG16187.1.p1	ORYLA19260
OG0003660	OFUSG18031.1.p1	ORYLA04982, ORYLA08074
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	ORYLA04873, ORYLA02401
OG0003664	OFUSG09947.1.p1	ORYLA16286
OG0003665	OFUSG11634.1.p1	ORYLA11822
OG0003666	OFUSG06309.1.p1	ORYLA02489, ORYLA13220, ORYLA06808
OG0003667	OFUSG22163.1.p1	ORYLA03973, ORYLA03463, ORYLA17623
OG0003668	OFUSG20064.1.p1	ORYLA12159
OG0003669	OFUSG17201.1.p1	ORYLA00310
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	OFUSG10902.1.p1	ORYLA07781
OG0003674	OFUSG10012.1.p1	ORYLA00233
OG0003675	OFUSG16158.1.p1	ORYLA05527
OG0003676	OFUSG25502.1.p1	ORYLA18000
OG0003677	OFUSG16450.1.p1	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	ORYLA19111, ORYLA18850
OG0003679	OFUSG13359.1.p1	ORYLA09435, ORYLA09221
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	ORYLA09399
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	ORYLA15043, ORYLA12095
OG0003682	OFUSG11924.1.p1	ORYLA05336, ORYLA11752
OG0003684	OFUSG20469.1.p1	ORYLA09009
OG0003685	OFUSG04005.1.p1	ORYLA17287, ORYLA17288, ORYLA12611
OG0003686	OFUSG20794.1.p1	ORYLA15174, ORYLA15175
OG0003687	OFUSG03946.1.p1	ORYLA16099, ORYLA09689
OG0003688	OFUSG13593.1.p1	ORYLA15391
OG0003690	OFUSG11565.1.p1	ORYLA10151
OG0003691	OFUSG02029.1.p1	ORYLA00513
OG0003692	OFUSG05600.1.p1	ORYLA17765, ORYLA17766
OG0003693	OFUSG06103.1.p1	ORYLA11068, ORYLA15548
OG0003694	OFUSG16805.1.p1	ORYLA05766
OG0003695	OFUSG25573.1.p1	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	OFUSG05739.1.p1	ORYLA14696
OG0003697	OFUSG20990.1.p1	ORYLA16755, ORYLA18863
OG0003698	OFUSG06501.1.p1	ORYLA05043, ORYLA17728
OG0003700	OFUSG10293.1.p1	ORYLA00145, ORYLA16899
OG0003701	OFUSG23496.1.p1	ORYLA09740
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	ORYLA04776, ORYLA10080
OG0003703	OFUSG00686.1.p1	ORYLA19118, ORYLA07915
OG0003704	OFUSG13029.1.p1	ORYLA00715, ORYLA06286
OG0003705	OFUSG16726.1.p1	ORYLA01951
OG0003706	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1	ORYLA06085
OG0003707	OFUSG07911.1.p1	ORYLA12453
OG0003708	OFUSG01108.1.p1	ORYLA10235
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	ORYLA04163, ORYLA08822
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	ORYLA12421
OG0003712	OFUSG10374.1.p1	ORYLA16996, ORYLA19025
OG0003713	OFUSG13204.1.p1	ORYLA13219, ORYLA06802
OG0003714	OFUSG23674.1.p1	ORYLA19329
OG0003716	OFUSG23366.1.p1	ORYLA13136
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	ORYLA02048
OG0003718	OFUSG16508.1.p1	ORYLA08634
OG0003719	OFUSG08809.1.p1	ORYLA05761
OG0003720	OFUSG17956.1.p1	ORYLA06376, ORYLA01596
OG0003721	OFUSG25364.1.p1	ORYLA01061
OG0003722	OFUSG08157.1.p1	ORYLA06277, ORYLA02448
OG0003724	OFUSG13589.1.p1	ORYLA20221
OG0003725	OFUSG23512.1.p1	ORYLA13642, ORYLA17118
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	ORYLA05127
OG0003727	OFUSG08827.1.p1	ORYLA01928, ORYLA05903
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	ORYLA08395
OG0003731	OFUSG12284.1.p1	ORYLA00028
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	ORYLA09566
OG0003733	OFUSG23436.1.p1	ORYLA07355
OG0003734	OFUSG07747.1.p1	ORYLA02449
OG0003736	OFUSG07991.1.p1	ORYLA15256
OG0003737	OFUSG09928.1.p1	ORYLA18023, ORYLA13650
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	ORYLA16804
OG0003739	OFUSG15848.1.p1	ORYLA10021
OG0003740	OFUSG07576.1.p1	ORYLA14622
OG0003741	OFUSG12262.1.p1	ORYLA06173
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	OFUSG01059.1.p1	ORYLA02655, ORYLA17586
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	ORYLA15613, ORYLA13913
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	ORYLA17929
OG0003746	OFUSG03863.1.p1	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003748	OFUSG18694.1.p1	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	ORYLA15075, ORYLA11168
OG0003750	OFUSG09220.1.p1	ORYLA15854
OG0003751	OFUSG09214.1.p1	ORYLA12972
OG0003752	OFUSG17066.1.p1	ORYLA20457, ORYLA20456, ORYLA14921
OG0003753	OFUSG10261.1.p1	ORYLA16886, ORYLA16887
OG0003754	OFUSG07080.1.p1	ORYLA14867
OG0003755	OFUSG15040.1.p1	ORYLA04416
OG0003756	OFUSG22980.1.p1	ORYLA15160
OG0003758	OFUSG17693.1.p1	ORYLA15779
OG0003759	OFUSG12849.1.p1	ORYLA16410, ORYLA01905, ORYLA01906
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	ORYLA14667, ORYLA19588
OG0003763	OFUSG00488.1.p1	ORYLA04822
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	ORYLA16406
OG0003765	OFUSG19192.1.p1	ORYLA15485, ORYLA19638
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	ORYLA14216
OG0003767	OFUSG13414.1.p1	ORYLA05360
OG0003769	OFUSG20297.1.p1	ORYLA08980
OG0003770	OFUSG20677.1.p1	ORYLA03596
OG0003771	OFUSG11060.1.p1	ORYLA19264, ORYLA17030
OG0003772	OFUSG23284.1.p1	ORYLA12463
OG0003773	OFUSG09985.1.p1	ORYLA08369
OG0003776	OFUSG09068.1.p1	ORYLA18575
OG0003778	OFUSG01438.1.p1	ORYLA11149, ORYLA15322
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	ORYLA16409
OG0003780	OFUSG24721.1.p1	ORYLA13130, ORYLA07555, ORYLA09643
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184
OG0003794	OFUSG04954.1.p1	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748
OG0003795	OFUSG06423.1.p1	ORYLA20210
OG0003798	OFUSG25667.1.p1	ORYLA19738, ORYLA13919
OG0003802	OFUSG22004.1.p1	ORYLA03226
OG0003803	OFUSG06983.1.p1	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	OFUSG10861.1.p1	ORYLA16763
OG0003807	OFUSG10356.1.p1	ORYLA00781
OG0003808	OFUSG17077.1.p1	ORYLA01934
OG0003809	OFUSG10992.1.p1	ORYLA07697, ORYLA19481, ORYLA19479
OG0003811	OFUSG03655.1.p1	ORYLA12803
OG0003812	OFUSG21387.1.p1	ORYLA19278
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	ORYLA18042, ORYLA17950
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	ORYLA05294
OG0003817	OFUSG09065.1.p1	ORYLA06447
OG0003818	OFUSG03705.1.p1	ORYLA04078
OG0003820	OFUSG08762.1.p1	ORYLA07704
OG0003821	OFUSG19123.1.p1	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	OFUSG23560.1.p1	ORYLA11357
OG0003824	OFUSG05766.1.p1	ORYLA17763
OG0003826	OFUSG22650.1.p1	ORYLA04385
OG0003827	OFUSG17366.1.p1	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	OFUSG05118.1.p1	ORYLA02923
OG0003829	OFUSG07448.1.p1	ORYLA06358
OG0003830	OFUSG01217.1.p1, OFUSG01216.1.p1	ORYLA10180, ORYLA11924
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	ORYLA00352
OG0003832	OFUSG06066.1.p1	ORYLA14681, ORYLA10931
OG0003834	OFUSG05404.1.p1	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	OFUSG03236.1.p1	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	ORYLA16787
OG0003838	OFUSG02211.1.p1	ORYLA09504, ORYLA00494
OG0003839	OFUSG14221.1.p1	ORYLA06804
OG0003840	OFUSG26167.1.p1	ORYLA19338
OG0003841	OFUSG25707.1.p1	ORYLA02082
OG0003843	OFUSG25141.1.p1	ORYLA00216, ORYLA04760
OG0003844	OFUSG19682.1.p1	ORYLA00410
OG0003845	OFUSG11473.1.p1	ORYLA04421
OG0003846	OFUSG06704.1.p1	ORYLA04676
OG0003847	OFUSG24334.1.p1	ORYLA00209
OG0003848	OFUSG07600.1.p1	ORYLA06527, ORYLA13653
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	ORYLA14884, ORYLA02815, ORYLA12162
OG0003850	OFUSG01254.1.p1	ORYLA05996
OG0003851	OFUSG13241.1.p1	ORYLA09286, ORYLA06613
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	ORYLA17405
OG0003853	OFUSG11282.1.p1	ORYLA18272
OG0003854	OFUSG09820.1.p1	ORYLA13175
OG0003855	OFUSG13289.1.p1	ORYLA01615, ORYLA19634
OG0003856	OFUSG18199.1.p1	ORYLA17087
OG0003857	OFUSG18520.1.p1	ORYLA19469, ORYLA19468
OG0003858	OFUSG11682.1.p1	ORYLA04975
OG0003859	OFUSG18306.1.p1	ORYLA11310
OG0003860	OFUSG03969.1.p1	ORYLA06391
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	ORYLA19849
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	ORYLA09814, ORYLA12243
OG0003863	OFUSG06768.1.p1	ORYLA04629, ORYLA17758
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	ORYLA03365
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	ORYLA08827
OG0003867	OFUSG26425.1.p1	ORYLA19092
OG0003868	OFUSG25488.1.p1	ORYLA19824, ORYLA12769
OG0003869	OFUSG04233.1.p1	ORYLA08057
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	ORYLA16354
OG0003871	OFUSG14206.1.p1	ORYLA09606, ORYLA09605
OG0003872	OFUSG00219.1.p1	ORYLA17934, ORYLA17933
OG0003873	OFUSG12835.1.p1	ORYLA12547
OG0003874	OFUSG08683.1.p1	ORYLA05727, ORYLA01534
OG0003875	OFUSG26181.1.p1	ORYLA14787
OG0003876	OFUSG23627.1.p1	ORYLA05675
OG0003877	OFUSG14257.1.p1	ORYLA13505
OG0003878	OFUSG19403.1.p1	ORYLA11114, ORYLA15672, ORYLA14414
OG0003879	OFUSG20056.1.p1	ORYLA14824
OG0003880	OFUSG24988.1.p1	ORYLA12824
OG0003881	OFUSG18789.1.p1	ORYLA19792, ORYLA19793
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	ORYLA10836, ORYLA15325
OG0003883	OFUSG06274.1.p1	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336
OG0003884	OFUSG16361.1.p1	ORYLA12146
OG0003885	OFUSG23663.1.p1	ORYLA05118, ORYLA08990
OG0003886	OFUSG04059.1.p1	ORYLA07850
OG0003887	OFUSG17832.1.p1	ORYLA06119
OG0003888	OFUSG00031.1.p1	ORYLA09457
OG0003890	OFUSG25556.1.p1	ORYLA02702, ORYLA03959
OG0003892	OFUSG05645.1.p1	ORYLA10862
OG0003893	OFUSG11743.1.p1	ORYLA04836
OG0003894	OFUSG07444.1.p1	ORYLA17746
OG0003896	OFUSG17816.1.p1, OFUSG17816.2.p1	ORYLA00246, ORYLA16803, ORYLA16688
OG0003897	OFUSG17722.1.p1	ORYLA06606
OG0003898	OFUSG14490.1.p1	ORYLA12764
OG0003899	OFUSG03698.1.p1	ORYLA00332
OG0003900	OFUSG11237.1.p1	ORYLA03942
OG0003901	OFUSG13044.1.p1	ORYLA11674
OG0003903	OFUSG19115.1.p1	ORYLA00503
OG0003904	OFUSG15953.1.p1	ORYLA12590
OG0003906	OFUSG09780.1.p1	ORYLA19253, ORYLA19252
OG0003907	OFUSG02408.1.p1	ORYLA07524
OG0003909	OFUSG05066.1.p1	ORYLA11744
OG0003910	OFUSG00367.1.p1	ORYLA01842
OG0003911	OFUSG12915.1.p1	ORYLA18945
OG0003912	OFUSG22772.1.p1	ORYLA15466, ORYLA12465
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	ORYLA01416
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	ORYLA18672, ORYLA18673
OG0003915	OFUSG24695.1.p1	ORYLA12264, ORYLA00970
OG0003916	OFUSG20296.1.p1	ORYLA06228, ORYLA02175
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	ORYLA13507
OG0003918	OFUSG18006.1.p1	ORYLA01197, ORYLA19012
OG0003920	OFUSG00473.1.p1	ORYLA01688
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	ORYLA07105
OG0003922	OFUSG24757.1.p1	ORYLA09787
OG0003923	OFUSG04254.1.p1	ORYLA10036
OG0003925	OFUSG16954.1.p1	ORYLA05435
OG0003926	OFUSG21486.1.p1	ORYLA14433
OG0003927	OFUSG24115.1.p1	ORYLA17984
OG0003928	OFUSG00021.1.p1	ORYLA07130
OG0003930	OFUSG01262.1.p1	ORYLA15221
OG0003931	OFUSG10879.1.p1	ORYLA07756
OG0003932	OFUSG23661.1.p1	ORYLA09727
OG0003933	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1	ORYLA14136, ORYLA10946
OG0003934	OFUSG21104.1.p1	ORYLA18258
OG0003935	OFUSG12376.1.p1	ORYLA10426
OG0003936	OFUSG05427.1.p1	ORYLA15161
OG0003937	OFUSG06517.1.p1	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477
OG0003938	OFUSG01428.1.p1	ORYLA10357
OG0003939	OFUSG23620.1.p1	ORYLA08294
OG0003940	OFUSG06736.1.p1, OFUSG17406.1.p1	ORYLA12099
OG0003941	OFUSG06614.1.p1	ORYLA20161, ORYLA19687
OG0003942	OFUSG01619.1.p1	ORYLA11858
OG0003944	OFUSG25022.1.p1	ORYLA06722
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	ORYLA14999, ORYLA20189
OG0003946	OFUSG05456.1.p1	ORYLA00695, ORYLA00840
OG0003947	OFUSG06825.1.p1	ORYLA17372
OG0003948	OFUSG19164.1.p1	ORYLA17792
OG0003949	OFUSG01552.1.p1	ORYLA13984
OG0003950	OFUSG00160.1.p1	ORYLA12030
OG0003951	OFUSG18740.1.p1	ORYLA15529
OG0003954	OFUSG21108.1.p1	ORYLA05547, ORYLA11360
OG0003955	OFUSG02744.1.p1	ORYLA00673
OG0003956	OFUSG26537.2.p1, OFUSG26537.1.p1	ORYLA13069
OG0003957	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1	ORYLA11936, ORYLA09270
OG0003959	OFUSG08034.1.p1	ORYLA02587
OG0003960	OFUSG01617.1.p1	ORYLA14710
OG0003961	OFUSG13571.1.p1	ORYLA06267
OG0003962	OFUSG02999.1.p1	ORYLA04594, ORYLA08720, ORYLA03911
OG0003964	OFUSG03151.1.p1, OFUSG03150.1.p1, OFUSG06602.1.p1	ORYLA02736
OG0003965	OFUSG13482.2.p1, OFUSG13482.1.p1	ORYLA10358
OG0003966	OFUSG00814.1.p1	ORYLA18869, ORYLA18868
OG0003967	OFUSG17824.1.p1	ORYLA00887
OG0003968	OFUSG19570.1.p1	ORYLA08670, ORYLA09958, ORYLA06246
OG0003969	OFUSG11226.1.p1	ORYLA12575
OG0003970	OFUSG14929.1.p1	ORYLA17540
OG0003971	OFUSG09521.1.p1	ORYLA18033
OG0003972	OFUSG05144.1.p1	ORYLA15470
OG0003973	OFUSG11220.1.p1	ORYLA18600, ORYLA00775
OG0003974	OFUSG00134.1.p1	ORYLA10919, ORYLA13680, ORYLA12109, ORYLA14677
OG0003978	OFUSG18906.1.p1	ORYLA14729, ORYLA05034, ORYLA02781
OG0003980	OFUSG25900.1.p1	ORYLA14041, ORYLA14040
OG0003981	OFUSG09908.1.p1, OFUSG09909.1.p1, OFUSG24833.1.p1, OFUSG09911.1.p1	ORYLA05552, ORYLA20386, ORYLA15252
OG0003998	OFUSG22075.1.p1	ORYLA00128
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	ORYLA09012
OG0004000	OFUSG16319.1.p1, OFUSG16318.1.p1	ORYLA06063
OG0004002	OFUSG26830.1.p1	ORYLA05237
OG0004004	OFUSG25436.1.p1	ORYLA15181
OG0004005	OFUSG08227.1.p1	ORYLA11539
OG0004007	OFUSG13400.1.p1	ORYLA12862, ORYLA02441
OG0004009	OFUSG18112.1.p1	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	OFUSG13189.1.p1	ORYLA12744
OG0004011	OFUSG10690.1.p1	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955
OG0004012	OFUSG05810.1.p1	ORYLA03859, ORYLA03860
OG0004014	OFUSG16971.1.p1	ORYLA09781
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	ORYLA13080
OG0004016	OFUSG09938.1.p1	ORYLA15762
OG0004017	OFUSG22331.1.p1	ORYLA16378
OG0004019	OFUSG25454.1.p1	ORYLA07079
OG0004020	OFUSG13879.1.p1	ORYLA03618
OG0004021	OFUSG15028.1.p1	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	OFUSG16401.2.p1, OFUSG16401.1.p1	ORYLA04153
OG0004023	OFUSG20348.1.p1	ORYLA19712
OG0004024	OFUSG24239.1.p1	ORYLA09183
OG0004025	OFUSG11341.1.p1	ORYLA17302
OG0004027	OFUSG16592.1.p1	ORYLA15966
OG0004028	OFUSG11042.2.p1, OFUSG11042.1.p1	ORYLA19452, ORYLA19451
OG0004029	OFUSG16671.1.p1, OFUSG16671.2.p1	ORYLA05168
OG0004030	OFUSG18316.1.p1	ORYLA07997
OG0004031	OFUSG21709.1.p1	ORYLA03387
OG0004032	OFUSG24694.1.p1	ORYLA00963, ORYLA09486
OG0004033	OFUSG12090.1.p1	ORYLA00102, ORYLA05233
OG0004035	OFUSG04760.1.p1	ORYLA13967, ORYLA19169
OG0004036	OFUSG01682.1.p1	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	ORYLA12889
OG0004038	OFUSG23417.1.p1	ORYLA19827
OG0004039	OFUSG01899.1.p1	ORYLA05412
OG0004039	OFUSG01900.1.p1	ORYLA05413
OG0004042	OFUSG09669.1.p1	ORYLA12519
OG0004043	OFUSG01859.1.p1	ORYLA11374
OG0004044	OFUSG00446.1.p1	ORYLA06709
OG0004045	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1	ORYLA05053, ORYLA00018
OG0004047	OFUSG18610.1.p1	ORYLA00724, ORYLA16680
OG0004050	OFUSG06161.1.p1	ORYLA14703
OG0004051	OFUSG26463.1.p1	ORYLA12291, ORYLA09890
