Orthogroup	OWEFU	DROME
OG0002505	OFUSG16451.1.p1	DROME03960
OG0002506	OFUSG00092.1.p1, OFUSG00092.2.p1, OFUSG00088.1.p1, OFUSG00708.1.p1	DROME04368
OG0002507	OFUSG21406.2.p1, OFUSG21406.1.p1	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371
OG0002508	OFUSG23888.1.p1, OFUSG23888.2.p1, OFUSG23888.3.p1	DROME08818
OG0002509	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1	DROME18834
OG0002510	OFUSG10521.1.p1	DROME02221
OG0002511	OFUSG03967.2.p1, OFUSG03967.1.p1	DROME06803
OG0002512	OFUSG02637.2.p1, OFUSG02637.3.p1, OFUSG02637.1.p1	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928
OG0002516	OFUSG09041.2.p1, OFUSG09041.1.p1	DROME01623, DROME01624, DROME01622
OG0002517	OFUSG21417.1.p1, OFUSG21417.2.p1	DROME00497
OG0002518	OFUSG21316.1.p1	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188
OG0002519	OFUSG02909.1.p1	DROME03368, DROME03367
OG0002520	OFUSG10725.1.p1	DROME14751
OG0002522	OFUSG13443.1.p1	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264
OG0002523	OFUSG19122.1.p1	DROME12003, DROME12568, DROME20728, DROME20729
OG0002524	OFUSG15171.1.p1	DROME19913
OG0002528	OFUSG06864.1.p1	DROME12310, DROME12311, DROME12309
OG0002529	OFUSG14696.1.p1	DROME17791, DROME17789, DROME17792, DROME17790
OG0002530	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1	DROME00625, DROME00624
OG0002532	OFUSG10787.1.p1, OFUSG10787.2.p1	DROME10137
OG0002533	OFUSG23755.1.p1	DROME06429, DROME06430
OG0002534	OFUSG24364.1.p1	DROME04087
OG0002535	OFUSG06873.1.p1, OFUSG06873.2.p1	DROME13820
OG0002536	OFUSG05531.1.p1	DROME20513
OG0002537	OFUSG02726.1.p1	DROME20881, DROME20880
OG0002541	OFUSG07799.1.p1	DROME00373
OG0002541	OFUSG09469.1.p1	DROME06999
OG0002542	OFUSG04467.1.p1	DROME18406
OG0002543	OFUSG15203.1.p1, OFUSG15203.2.p1	DROME13135
OG0002547	OFUSG17495.1.p1	DROME02677, DROME02676, DROME02678
OG0002548	OFUSG25116.1.p1	DROME03632, DROME03629
OG0002549	OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1	DROME01986
OG0002551	OFUSG26610.1.p1	DROME15056
OG0002552	OFUSG09823.1.p1	DROME11186
OG0002553	OFUSG04243.1.p1	DROME18133, DROME18134
OG0002557	OFUSG05156.1.p1	DROME07954, DROME03130, DROME05213
OG0002558	OFUSG12162.1.p1, OFUSG12162.2.p1	DROME12342, DROME12343, DROME12344
OG0002559	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1	DROME12291
OG0002562	OFUSG13027.1.p1	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497
OG0002564	OFUSG18079.1.p1, OFUSG18079.2.p1	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643
OG0002565	OFUSG18956.1.p1	DROME16956, DROME16958, DROME16957
OG0002566	OFUSG23549.1.p1	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676
OG0002569	OFUSG23886.1.p1	DROME16682, DROME16684, DROME16683, DROME16685
OG0002571	OFUSG03586.1.p1	DROME02473, DROME02472, DROME02474
OG0002572	OFUSG07142.1.p1	DROME16985, DROME16984
OG0002573	OFUSG19001.1.p1	DROME15574
OG0002574	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1	DROME17413, DROME17412, DROME17411
OG0002576	OFUSG25248.1.p1	DROME13693, DROME00378
OG0002587	OFUSG20335.1.p1	DROME21383
OG0002589	OFUSG15607.1.p1	DROME20900
OG0002590	OFUSG23108.1.p1	DROME12629, DROME12628, DROME12630
OG0002592	OFUSG18883.1.p1	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956
OG0002593	OFUSG21331.1.p1, OFUSG21331.2.p1	DROME07692
OG0002595	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1	DROME16432, DROME16433, DROME16434, DROME16435
OG0002598	OFUSG17203.1.p1	DROME11558
OG0002599	OFUSG05928.1.p1	DROME19306
OG0002600	OFUSG17834.1.p1, OFUSG17834.2.p1	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044
OG0002601	OFUSG25340.1.p1, OFUSG18724.2.p1, OFUSG18724.1.p1	DROME17429, DROME17635
OG0002602	OFUSG10300.1.p1, OFUSG10300.2.p1	DROME16510, DROME16509, DROME16511
OG0002605	OFUSG17629.1.p1	DROME07537, DROME07538, DROME07535, DROME07536
OG0002607	OFUSG17459.1.p1, OFUSG18443.1.p1	DROME02746, DROME02745
OG0002608	OFUSG26704.2.p1, OFUSG26704.1.p1	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923
OG0002609	OFUSG08608.1.p1	DROME00392
OG0002610	OFUSG22781.2.p1, OFUSG22781.1.p1	DROME20526, DROME20527
OG0002611	OFUSG16338.1.p1	DROME09156, DROME09155
OG0002612	OFUSG18866.1.p1	DROME17875
OG0002614	OFUSG13501.1.p1	DROME06871, DROME06873, DROME06872
OG0002615	OFUSG18924.1.p1	DROME17847, DROME17846
OG0002617	OFUSG03235.1.p1	DROME09377
OG0002618	OFUSG11127.1.p1	DROME00175
OG0002620	OFUSG07487.1.p1	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651
OG0002622	OFUSG02644.1.p1	DROME07875, DROME07876
OG0002623	OFUSG01571.2.p1, OFUSG01571.1.p1	DROME07206, DROME03328
OG0002624	OFUSG20261.1.p1	DROME19899
OG0002625	OFUSG00455.1.p1	DROME16295
OG0002628	OFUSG25722.1.p1	DROME16778, DROME16779, DROME16776, DROME16777
OG0002630	OFUSG13735.1.p1	DROME02325, DROME01927
OG0002633	OFUSG12394.1.p1	DROME02613
OG0002636	OFUSG10080.1.p1	DROME03989
OG0002638	OFUSG07849.1.p1	DROME02557, DROME20446, DROME20445
OG0002643	OFUSG25517.1.p1, OFUSG25504.1.p1	DROME13189
OG0002644	OFUSG03807.1.p1	DROME18263, DROME18261, DROME18260, DROME18262
OG0002645	OFUSG19077.1.p1, OFUSG19077.2.p1	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913
OG0002646	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014
OG0002647	OFUSG19431.1.p1, OFUSG18928.1.p1	DROME15627
OG0002649	OFUSG19035.2.p1, OFUSG19035.1.p1	DROME21501, DROME21503, DROME21500, DROME21502
OG0002651	OFUSG09970.1.p1	DROME16668, DROME16669
OG0002652	OFUSG01040.1.p1, OFUSG05127.1.p1	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	OFUSG24257.1.p1	DROME08799, DROME08800
OG0002658	OFUSG07805.2.p1, OFUSG07805.1.p1	DROME08362
OG0002659	OFUSG13732.1.p1, OFUSG13734.1.p1	DROME08718
OG0002660	OFUSG18787.1.p1	DROME06190
OG0002662	OFUSG10564.1.p1	DROME18671
OG0002663	OFUSG26952.1.p1	DROME08198, DROME08197
OG0002664	OFUSG08813.1.p1	DROME15045, DROME15046
OG0002665	OFUSG15552.1.p1	DROME12021, DROME12020
OG0002666	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1	DROME12244
OG0002667	OFUSG07660.1.p1	DROME09263, DROME09260, DROME09262, DROME09261
OG0002668	OFUSG05098.1.p1, OFUSG05098.2.p1	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	OFUSG11370.1.p1	DROME13927
OG0002670	OFUSG12187.4.p1, OFUSG12187.1.p1, OFUSG12187.2.p1, OFUSG12187.3.p1	DROME05013, DROME05014
OG0002671	OFUSG20832.1.p1	DROME02224, DROME02226, DROME02225
OG0002672	OFUSG23393.1.p1	DROME13218
OG0002673	OFUSG05576.1.p1	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328
OG0002675	OFUSG05238.1.p1	DROME11118, DROME11117, DROME11116, DROME11115
OG0002677	OFUSG17880.1.p1, OFUSG17880.2.p1	DROME00471, DROME00470
OG0002678	OFUSG03008.1.p1, OFUSG17164.1.p1, OFUSG17164.2.p1, OFUSG03452.1.p1, OFUSG03452.2.p1	DROME21558, DROME21553
OG0002679	OFUSG21039.1.p1	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354
OG0002683	OFUSG17573.1.p2	DROME18274, DROME18275
OG0002685	OFUSG01490.1.p1	DROME12137
OG0002703	OFUSG19745.2.p1, OFUSG19745.1.p1	DROME20939
OG0002706	OFUSG10469.1.p1	DROME19506
OG0002707	OFUSG12558.1.p1	DROME16643
OG0002708	OFUSG00085.1.p1	DROME21871, DROME21870
OG0002712	OFUSG02353.1.p1	DROME21974, DROME21971, DROME21973, DROME21972
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	DROME03868
OG0002717	OFUSG02824.1.p1	DROME13040
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	DROME02454, DROME02455
OG0002719	OFUSG04545.1.p1	DROME00203, DROME00202, DROME00201
OG0002720	OFUSG20349.1.p1	DROME20862, DROME20861
OG0002722	OFUSG21829.1.p1	DROME16722
OG0002723	OFUSG25295.1.p1	DROME02104
OG0002724	OFUSG23259.1.p1	DROME15707
OG0002726	OFUSG10760.1.p1	DROME00393, DROME00394
OG0002729	OFUSG02975.1.p1	DROME14219
OG0002730	OFUSG00020.1.p1	DROME19249
OG0002738	OFUSG17862.1.p1	DROME12437
OG0002739	OFUSG02929.1.p1	DROME11838
OG0002740	OFUSG17183.1.p1	DROME04703
OG0002741	OFUSG09210.1.p1, OFUSG09210.2.p1	DROME08059, DROME08060
OG0002742	OFUSG18256.1.p1	DROME12202, DROME12204, DROME12203
OG0002743	OFUSG16819.1.p1	DROME02954
OG0002744	OFUSG08357.1.p1	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	OFUSG09016.1.p1	DROME16661, DROME21181
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	DROME11308, DROME19315, DROME13062
OG0002749	OFUSG08546.1.p1	DROME05439, DROME08834, DROME08494, DROME08495
OG0002750	OFUSG02806.1.p1	DROME07760, DROME07759
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	OFUSG05932.1.p1	DROME11184
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	DROME16293
OG0002757	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1	DROME02757
OG0002758	OFUSG15087.1.p1	DROME08710
OG0002759	OFUSG01273.2.p1, OFUSG01273.1.p1	DROME15659
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	DROME11244, DROME07304
OG0002761	OFUSG26078.1.p1	DROME11909
OG0002762	OFUSG06435.1.p1	DROME06423
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	DROME13568, DROME13567
OG0002764	OFUSG23602.1.p1	DROME00298, DROME00297, DROME00296
OG0002765	OFUSG20514.1.p1	DROME12796
OG0002766	OFUSG25034.1.p1	DROME13857
OG0002767	OFUSG03685.1.p1	DROME05447
OG0002768	OFUSG06807.1.p1	DROME05798, DROME05796
OG0002769	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1	DROME12294, DROME12293
OG0002770	OFUSG06074.1.p1	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002771	OFUSG11277.1.p1	DROME01521, DROME07621
OG0002772	OFUSG06709.1.p1	DROME18154
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	DROME00793, DROME00794, DROME00257
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	DROME04390
OG0002778	OFUSG09154.1.p1	DROME20892
OG0002779	OFUSG01706.1.p1	DROME10992
OG0002780	OFUSG10170.1.p1, OFUSG10170.2.p1	DROME00776, DROME00775
OG0002781	OFUSG15810.1.p1	DROME04079, DROME04080
OG0002785	OFUSG17300.1.p1	DROME05688
OG0002787	OFUSG04751.1.p1	DROME19508
OG0002788	OFUSG01564.1.p1	DROME12013, DROME01698
OG0002790	OFUSG03365.1.p1	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	OFUSG13923.1.p1	DROME01009
OG0002793	OFUSG11358.1.p1, OFUSG11360.1.p1	DROME18578
OG0002794	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1	DROME11641
OG0002795	OFUSG16642.1.p1	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002811	OFUSG05869.2.p1, OFUSG05869.1.p1	DROME18305
OG0002812	OFUSG23571.1.p1, OFUSG23571.2.p1	DROME07562
OG0002814	OFUSG17968.1.p1	DROME14819
OG0002815	OFUSG00006.1.p1	DROME09886
OG0002816	OFUSG21501.1.p1	DROME16437
OG0002817	OFUSG22074.1.p1	DROME03807
OG0002818	OFUSG06912.1.p1	DROME06002
OG0002821	OFUSG12824.1.p1, OFUSG12868.1.p1	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002822	OFUSG10280.1.p1	DROME19658
OG0002823	OFUSG07633.1.p1	DROME05302
OG0002823	OFUSG19489.1.p1	DROME05305
OG0002824	OFUSG16938.1.p1	DROME05371, DROME05370, DROME05372
OG0002825	OFUSG07952.1.p1	DROME10105, DROME10106
OG0002826	OFUSG25180.1.p1	DROME12304
OG0002827	OFUSG01136.1.p1, OFUSG01132.1.p1	DROME04425
OG0002828	OFUSG19694.1.p1	DROME07466, DROME07465, DROME07464
OG0002831	OFUSG00744.1.p1	DROME21764, DROME21763
OG0002832	OFUSG13113.1.p1	DROME20194
OG0002833	OFUSG10565.1.p1	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	OFUSG13154.1.p1	DROME04546
OG0002836	OFUSG21241.1.p1	DROME03263
OG0002837	OFUSG03666.1.p1	DROME16455
OG0002838	OFUSG04576.1.p1	DROME19188
OG0002839	OFUSG04543.1.p1	DROME20539, DROME20540
OG0002840	OFUSG04749.1.p1, OFUSG04749.2.p1	DROME20941
OG0002841	OFUSG06346.1.p1	DROME06956
OG0002843	OFUSG22264.1.p1	DROME05626
OG0002844	OFUSG06933.1.p1	DROME01327, DROME00485
OG0002847	OFUSG15328.1.p1	DROME12859, DROME12860
OG0002848	OFUSG20933.1.p1	DROME11797
OG0002849	OFUSG16116.1.p1	DROME13350, DROME13349
OG0002850	OFUSG26286.1.p1, OFUSG26286.2.p1	DROME18798
OG0002851	OFUSG00457.1.p1	DROME07485, DROME07488, DROME07486, DROME07487
OG0002854	OFUSG24402.1.p1	DROME03526, DROME03527
OG0002856	OFUSG09744.1.p1	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	OFUSG20592.1.p1	DROME20172, DROME20171
OG0002859	OFUSG26370.1.p1	DROME13204
OG0002860	OFUSG10816.1.p1	DROME21067
OG0002861	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1	DROME19141
OG0002862	OFUSG22084.1.p1	DROME06003
OG0002862	OFUSG01203.1.p1	DROME14414
OG0002865	OFUSG05215.1.p1	DROME09974
OG0002866	OFUSG00718.1.p1	DROME08853
OG0002868	OFUSG03072.1.p1	DROME08895, DROME08893, DROME08894
OG0002869	OFUSG26444.1.p1	DROME01493
OG0002870	OFUSG01831.1.p1	DROME05751
OG0002871	OFUSG01750.1.p1	DROME06902
OG0002872	OFUSG20208.1.p1	DROME09095
OG0002873	OFUSG10642.1.p1	DROME15273, DROME15275, DROME15274
OG0002874	OFUSG06464.2.p1, OFUSG06464.1.p1	DROME12552, DROME12551
OG0002876	OFUSG07618.1.p1	DROME02491
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	DROME16795
OG0002879	OFUSG00445.1.p1	DROME05962
OG0002880	OFUSG17371.1.p1, OFUSG17371.2.p1	DROME09708
OG0002881	OFUSG13651.2.p1, OFUSG13651.1.p1	DROME00057, DROME00061, DROME00058, DROME00055, DROME00060, DROME00056, DROME00059
OG0002882	OFUSG12338.1.p1, OFUSG22314.1.p1	DROME15316
OG0002883	OFUSG22592.1.p1	DROME19983, DROME19982
OG0002884	OFUSG01224.1.p1	DROME00136
OG0002887	OFUSG17477.1.p1	DROME20699
OG0002888	OFUSG18365.1.p1	DROME08352, DROME08351
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	DROME18283, DROME18285, DROME18284
OG0002890	OFUSG23123.1.p1, OFUSG23123.2.p1	DROME12018
OG0002891	OFUSG13187.1.p1	DROME12152
OG0002892	OFUSG08144.1.p1	DROME18981
OG0002893	OFUSG14671.1.p1, OFUSG14674.1.p1	DROME14268
OG0002894	OFUSG25047.1.p1	DROME07096, DROME07097
OG0002895	OFUSG18676.1.p1	DROME16391, DROME16390
OG0002896	OFUSG14237.1.p1	DROME00179, DROME00180
OG0002897	OFUSG17101.1.p1	DROME08372
OG0002898	OFUSG11484.1.p1	DROME21521
OG0002899	OFUSG21253.1.p1	DROME09113
OG0002900	OFUSG19632.1.p1	DROME06374
OG0002902	OFUSG05328.1.p1	DROME12234, DROME12235
OG0002905	OFUSG23411.1.p1	DROME02163, DROME02164
OG0002906	OFUSG05126.1.p1, OFUSG05126.2.p1	DROME12553, DROME12554
OG0002907	OFUSG19626.1.p1	DROME00536, DROME00537, DROME00535
OG0002908	OFUSG05174.1.p1	DROME10191, DROME10190
OG0002909	OFUSG18769.1.p1	DROME00512
OG0002910	OFUSG01086.1.p1	DROME07768
OG0002911	OFUSG19353.2.p1, OFUSG19353.1.p1	DROME01531, DROME01532, DROME01530
OG0002912	OFUSG20904.1.p1	DROME03365, DROME03361, DROME03364
OG0002914	OFUSG08374.1.p1	DROME16791, DROME16792, DROME16793
OG0002915	OFUSG20878.1.p1	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	OFUSG21167.1.p1	DROME03083
OG0002917	OFUSG14554.1.p1	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	OFUSG15321.1.p1	DROME20904, DROME20903
OG0002922	OFUSG06794.1.p1	DROME13161
OG0002924	OFUSG03913.1.p1	DROME15371
OG0002925	OFUSG23710.1.p1	DROME09078, DROME09077, DROME18817, DROME18816
OG0002926	OFUSG03640.1.p1, OFUSG08908.1.p1	DROME01891
OG0002927	OFUSG04039.2.p1, OFUSG04039.1.p1	DROME09412, DROME09413
OG0002944	OFUSG26530.1.p1	DROME18576
OG0002945	OFUSG10545.1.p1	DROME02620
OG0002948	OFUSG13662.1.p1, OFUSG13656.1.p1	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	OFUSG18300.1.p1	DROME10410, DROME10411
OG0002950	OFUSG10158.2.p1, OFUSG10158.1.p1	DROME21968
OG0002952	OFUSG03363.1.p1	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	OFUSG21854.1.p1	DROME06983, DROME06984
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	DROME16794
OG0002956	OFUSG09190.1.p1	DROME13931, DROME13930, DROME13929
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	DROME15903, DROME15902
OG0002958	OFUSG18229.2.p1, OFUSG18229.3.p1, OFUSG18229.1.p1	DROME12415
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	DROME21736
OG0002960	OFUSG07939.1.p1	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	DROME20600
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	OFUSG21907.1.p1	DROME18521, DROME18520
OG0002968	OFUSG13570.1.p1	DROME05214
OG0002969	OFUSG04125.1.p1	DROME04084, DROME04085
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	DROME19229, DROME19228
OG0002974	OFUSG04989.1.p1	DROME01465
OG0002975	OFUSG21917.1.p1	DROME00051, DROME00050
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	DROME16320, DROME20322, DROME20323
OG0002977	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	OFUSG12256.1.p1	DROME09324, DROME11790
OG0002979	OFUSG00218.2.p1, OFUSG00218.1.p1	DROME15607
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	DROME12376
OG0002984	OFUSG04262.1.p1	DROME11997
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	OFUSG05495.2.p1, OFUSG05495.1.p1	DROME06888
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	DROME13970, DROME13977
OG0002990	OFUSG06081.2.p1, OFUSG06081.1.p1	DROME12949, DROME12950
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1	DROME05520, DROME05522, DROME05521
OG0002992	OFUSG12615.1.p1	DROME16899, DROME16900
OG0002994	OFUSG04802.1.p1, OFUSG04806.1.p1	DROME07777, DROME07776
OG0002997	OFUSG26855.1.p1, OFUSG23413.1.p1	DROME02903
OG0002998	OFUSG14182.1.p1	DROME04901, DROME04900, DROME04899
OG0003001	OFUSG15796.1.p1	DROME12222
OG0003004	OFUSG11480.1.p1	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	OFUSG11245.1.p1	DROME19774
OG0003006	OFUSG17958.1.p1	DROME00129
OG0003008	OFUSG25480.1.p1, OFUSG25480.2.p1	DROME10417, DROME10419, DROME10418
OG0003010	OFUSG00054.1.p1	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	DROME17655, DROME17656
OG0003012	OFUSG06422.1.p1	DROME16686
OG0003014	OFUSG15945.1.p1	DROME20620
OG0003016	OFUSG03152.1.p1	DROME06109, DROME04760
OG0003018	OFUSG03127.1.p1	DROME01985
OG0003019	OFUSG17110.1.p1	DROME14436
OG0003021	OFUSG12843.1.p1	DROME11191
OG0003022	OFUSG14229.1.p1	DROME12200
OG0003023	OFUSG15695.1.p1, OFUSG15693.1.p1	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476
OG0003024	OFUSG12479.1.p1	DROME14540, DROME13066
OG0003025	OFUSG17289.1.p1	DROME16128
OG0003026	OFUSG08234.1.p1	DROME01191
OG0003027	OFUSG21402.1.p1	DROME13632
OG0003028	OFUSG13558.1.p1	DROME19503
OG0003029	OFUSG20710.1.p1	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	OFUSG25379.1.p1	DROME20783, DROME03164
OG0003031	OFUSG16648.1.p1	DROME10589, DROME10590
OG0003033	OFUSG01453.1.p1	DROME02552
OG0003034	OFUSG02654.1.p1	DROME13458
OG0003035	OFUSG01253.1.p1	DROME10664
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	DROME08134
OG0003038	OFUSG09156.1.p1	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	OFUSG26411.1.p1	DROME13990, DROME13989
OG0003042	OFUSG04534.1.p1	DROME19648, DROME19650, DROME19649
OG0003043	OFUSG18158.1.p1	DROME01115
OG0003044	OFUSG22295.1.p1	DROME07467
OG0003045	OFUSG24692.1.p1, OFUSG24692.2.p1	DROME10689, DROME10687, DROME10688
OG0003046	OFUSG21357.1.p1	DROME06986
OG0003048	OFUSG20691.1.p1, OFUSG20691.2.p1	DROME03285
OG0003049	OFUSG26252.1.p1	DROME11842
OG0003050	OFUSG09796.1.p1	DROME21024, DROME21025
OG0003052	OFUSG06790.1.p1	DROME17384, DROME22105, DROME17383
OG0003053	OFUSG19169.1.p1	DROME05736
OG0003054	OFUSG25793.1.p1	DROME15214
OG0003055	OFUSG21161.1.p1	DROME13955
OG0003058	OFUSG09761.1.p1	DROME03947
OG0003059	OFUSG21767.1.p1, OFUSG21766.1.p1, OFUSG21766.2.p1	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	OFUSG21496.1.p1	DROME04543
OG0003062	OFUSG22987.1.p1	DROME19727
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	DROME03416
OG0003064	OFUSG16596.1.p1	DROME05139, DROME16537, DROME16536
OG0003065	OFUSG09629.1.p1	DROME07296
OG0003066	OFUSG01613.1.p1	DROME19326
OG0003072	OFUSG19220.1.p1	DROME09180, DROME09181
OG0003073	OFUSG22208.1.p1, OFUSG23369.1.p1	DROME13385, DROME14642
OG0003074	OFUSG22963.1.p1	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	OFUSG11722.1.p1	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990
OG0003079	OFUSG19620.1.p1	DROME11418, DROME11417
OG0003101	OFUSG26512.1.p1	DROME16966, DROME16965, DROME16967
OG0003103	OFUSG26724.1.p1, OFUSG03657.1.p1	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	OFUSG25660.1.p1	DROME01186, DROME01187
OG0003105	OFUSG19655.1.p1	DROME14362, DROME14361, DROME14360
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	DROME12506
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	DROME13177, DROME13178
OG0003110	OFUSG25812.1.p1	DROME09020
OG0003112	OFUSG18595.1.p1	DROME16468, DROME01349, DROME01348
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	DROME04951, DROME04952
OG0003115	OFUSG09196.1.p1	DROME18331
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	DROME20130
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	DROME11873, DROME11872
OG0003119	OFUSG19562.1.p1	DROME02450, DROME02453, DROME02451
OG0003120	OFUSG17588.1.p1	DROME17944
OG0003121	OFUSG19684.1.p1	DROME19886, DROME19887
OG0003123	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1	DROME20099
