Orthogroup	OWEFU	HUMAN
OG0003033	OFUSG01453.1.p1	HUMAN21249, HUMAN21248
OG0003034	OFUSG02654.1.p1	HUMAN22892
OG0003035	OFUSG01253.1.p1	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	HUMAN01346
OG0003037	OFUSG12491.1.p1	HUMAN07328
OG0003038	OFUSG09156.1.p1	HUMAN19517, HUMAN15534
OG0003041	OFUSG26411.1.p1	HUMAN28108
OG0003042	OFUSG04534.1.p1	HUMAN17848, HUMAN17847
OG0003043	OFUSG18158.1.p1	HUMAN11992
OG0003044	OFUSG22295.1.p1	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003045	OFUSG04172.1.p1	HUMAN26142
OG0003046	OFUSG21357.1.p1	HUMAN11214, HUMAN23145
OG0003048	OFUSG20691.1.p1, OFUSG20691.2.p1	HUMAN14031, HUMAN14032
OG0003049	OFUSG26252.1.p1	HUMAN28913, HUMAN01126
OG0003050	OFUSG09796.1.p1	HUMAN28519, HUMAN28518, HUMAN09970
OG0003051	OFUSG07901.1.p1, OFUSG07901.2.p1	HUMAN18305, HUMAN18306, HUMAN07678
OG0003052	OFUSG06790.1.p1	HUMAN03629, HUMAN03628
OG0003053	OFUSG19169.1.p1	HUMAN29024, HUMAN29025
OG0003054	OFUSG25793.1.p1	HUMAN07888, HUMAN07887
OG0003055	OFUSG21161.1.p1	HUMAN14798
OG0003057	OFUSG01472.1.p1	HUMAN05372, HUMAN05370
OG0003058	OFUSG09761.1.p1	HUMAN25573, HUMAN13691, HUMAN18992
OG0003059	OFUSG21766.1.p1, OFUSG21766.2.p1	HUMAN17041
OG0003060	OFUSG21496.1.p1	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857
OG0003061	OFUSG22038.1.p1, OFUSG22039.1.p1	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	OFUSG22987.1.p1	HUMAN20731
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	HUMAN07039
OG0003064	OFUSG16596.1.p1	HUMAN14490
OG0003065	OFUSG09629.1.p1	HUMAN15663, HUMAN15662
OG0003066	OFUSG01613.1.p1	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003067	OFUSG05476.1.p1	HUMAN27679
OG0003069	OFUSG24012.1.p1, OFUSG01954.1.p1	HUMAN01858
OG0003071	OFUSG02538.1.p1	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216
OG0003072	OFUSG19220.1.p1	HUMAN01387, HUMAN26957
OG0003073	OFUSG22208.1.p1	HUMAN13091
OG0003074	OFUSG22963.1.p1	HUMAN19155, HUMAN13753
OG0003075	OFUSG03295.1.p1	HUMAN07516
OG0003077	OFUSG10101.1.p1	HUMAN10152, HUMAN13195
OG0003078	OFUSG11722.1.p1	HUMAN08671, HUMAN08670, HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982, HUMAN08669
OG0003079	OFUSG19620.1.p1	HUMAN28617, HUMAN14136
OG0003084	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1	HUMAN07477, HUMAN29981
OG0003086	OFUSG20429.1.p1	HUMAN03320
OG0003089	OFUSG15303.1.p1, OFUSG15302.1.p1	HUMAN19546, HUMAN19547
OG0003101	OFUSG26512.1.p1	HUMAN00608, HUMAN27861, HUMAN19271
OG0003103	OFUSG26724.1.p1, OFUSG03657.1.p1	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	OFUSG25660.1.p1	HUMAN29466, HUMAN29467, HUMAN02051
OG0003105	OFUSG19655.1.p1	HUMAN29008
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	HUMAN11467, HUMAN11466
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	HUMAN06800
OG0003110	OFUSG25812.1.p1	HUMAN28424
OG0003111	OFUSG24811.1.p1, OFUSG12678.1.p1	HUMAN14710
OG0003112	OFUSG18595.1.p1	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	OFUSG17339.1.p1	HUMAN16709
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	HUMAN04985, HUMAN04984
OG0003115	OFUSG09196.1.p1	HUMAN09937, HUMAN13967, HUMAN01842
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	HUMAN22981
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	HUMAN06305, HUMAN17674, HUMAN17675
OG0003119	OFUSG19562.1.p1	HUMAN21319
OG0003120	OFUSG17588.1.p1	HUMAN03127
OG0003121	OFUSG19684.1.p1	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	OFUSG11284.1.p1	HUMAN08549
OG0003122	OFUSG05488.1.p1	HUMAN26906
OG0003123	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1	HUMAN20628, HUMAN11101, HUMAN11102
OG0003124	OFUSG24113.1.p1	HUMAN07397
OG0003125	OFUSG09603.1.p1	HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003126	OFUSG17303.1.p1	HUMAN28486
OG0003127	OFUSG12113.1.p1	HUMAN08591, HUMAN08592
OG0003128	OFUSG22958.1.p1	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	OFUSG24116.1.p1	HUMAN13117
OG0003131	OFUSG24004.1.p1	HUMAN07183
OG0003132	OFUSG13365.1.p1, OFUSG13365.2.p1	HUMAN28059
OG0003133	OFUSG04998.1.p1	HUMAN11357
OG0003135	OFUSG22017.1.p1	HUMAN15787
OG0003136	OFUSG11408.1.p1	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003137	OFUSG20631.1.p1	HUMAN15220, HUMAN15221, HUMAN15222
OG0003138	OFUSG26552.1.p1	HUMAN18543
OG0003140	OFUSG09635.1.p1	HUMAN23718, HUMAN09636, HUMAN09635
OG0003141	OFUSG17507.1.p1	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	OFUSG20057.1.p1	HUMAN23584, HUMAN23583, HUMAN01534
OG0003143	OFUSG09017.1.p1	HUMAN01826
OG0003144	OFUSG00084.1.p1	HUMAN19445
OG0003145	OFUSG07280.1.p1	HUMAN01270
OG0003146	OFUSG17076.2.p1, OFUSG17076.1.p1	HUMAN28091, HUMAN16761
OG0003147	OFUSG05907.1.p1	HUMAN17255
OG0003148	OFUSG12277.1.p1	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	OFUSG20155.1.p1, OFUSG20155.2.p1	HUMAN01810
OG0003150	OFUSG24838.1.p1	HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	OFUSG05073.1.p1	HUMAN08206
OG0003152	OFUSG18463.1.p1	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	OFUSG04951.1.p1	HUMAN19216, HUMAN19215
OG0003154	OFUSG17694.1.p1	HUMAN01026
OG0003155	OFUSG10120.1.p1	HUMAN10683
OG0003156	OFUSG00543.1.p1	HUMAN19466
OG0003157	OFUSG02293.1.p1, OFUSG02291.1.p1	HUMAN05273, HUMAN05272
OG0003158	OFUSG04551.1.p1	HUMAN18128, HUMAN03028
OG0003159	OFUSG00694.1.p1, OFUSG10284.1.p1	HUMAN27504, HUMAN03044
OG0003160	OFUSG19116.1.p1	HUMAN03497
OG0003161	OFUSG12513.1.p1	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	OFUSG12213.1.p1	HUMAN08502, HUMAN18293
OG0003164	OFUSG03455.1.p1	HUMAN30072, HUMAN27461
OG0003165	OFUSG01448.1.p1	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	OFUSG13956.1.p1	HUMAN07796, HUMAN07794, HUMAN07795
OG0003167	OFUSG15741.1.p1	HUMAN10863, HUMAN13086
OG0003168	OFUSG07441.1.p1	HUMAN12150, HUMAN12151
OG0003169	OFUSG16524.1.p1	HUMAN17978
OG0003171	OFUSG07971.1.p1	HUMAN02114
OG0003172	OFUSG04307.1.p1	HUMAN01490
OG0003174	OFUSG03000.1.p1	HUMAN23922, HUMAN23921
OG0003175	OFUSG16466.1.p1	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	OFUSG20448.1.p1	HUMAN11334
OG0003177	OFUSG19290.1.p1	HUMAN22137
OG0003178	OFUSG25106.1.p1	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	OFUSG18054.1.p1	HUMAN22541
OG0003180	OFUSG15647.1.p1	HUMAN07250, HUMAN10366, HUMAN07249, HUMAN07248
OG0003181	OFUSG10646.1.p1	HUMAN12376
OG0003182	OFUSG23178.1.p1	HUMAN08118
OG0003183	OFUSG23715.1.p1	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584
OG0003185	OFUSG01650.1.p1	HUMAN04155, HUMAN04154, HUMAN06198
OG0003186	OFUSG01205.1.p1, OFUSG01205.2.p1	HUMAN19506
OG0003187	OFUSG26287.1.p1	HUMAN14927
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	HUMAN09855, HUMAN23332
OG0003189	OFUSG02491.1.p1	HUMAN19512, HUMAN19511
OG0003191	OFUSG12992.1.p1	HUMAN06605
OG0003192	OFUSG16446.1.p1	HUMAN18075
OG0003192	OFUSG17260.1.p1	HUMAN20801
OG0003193	OFUSG24759.1.p1	HUMAN07624
OG0003195	OFUSG10102.1.p1	HUMAN13197, HUMAN13198
OG0003196	OFUSG22489.1.p1, OFUSG05394.1.p1	HUMAN10463, HUMAN10462
OG0003197	OFUSG14583.1.p1	HUMAN17605, HUMAN17604
OG0003199	OFUSG06190.1.p1	HUMAN30572
OG0003200	OFUSG20992.1.p1	HUMAN27357
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	OFUSG17108.1.p1	HUMAN20643, HUMAN12521
OG0003204	OFUSG02698.1.p1	HUMAN13014
OG0003205	OFUSG12336.1.p1	HUMAN14146
OG0003205	OFUSG08876.1.p1, OFUSG08876.2.p1, OFUSG08876.3.p1	HUMAN14145, HUMAN23338
OG0003206	OFUSG02911.1.p1	HUMAN10329, HUMAN10330
OG0003207	OFUSG19091.1.p1	HUMAN20855, HUMAN26777
OG0003208	OFUSG19343.1.p1	HUMAN27277, HUMAN27275, HUMAN18434
OG0003210	OFUSG00428.1.p1	HUMAN29324, HUMAN02072
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	HUMAN24989, HUMAN20352, HUMAN20354
OG0003213	OFUSG08561.1.p1, OFUSG03503.1.p1	HUMAN14321, HUMAN14319, HUMAN14322
OG0003214	OFUSG03898.1.p1	HUMAN06365, HUMAN17740
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	HUMAN02681, HUMAN08405
OG0003217	OFUSG23691.2.p1, OFUSG23691.1.p1	HUMAN14937, HUMAN29000
OG0003218	OFUSG14315.1.p1	HUMAN30583
OG0003219	OFUSG03547.1.p1	HUMAN22950, HUMAN22949
OG0003220	OFUSG00185.2.p1, OFUSG00185.1.p1	HUMAN29636, HUMAN00810
OG0003221	OFUSG23484.1.p1	HUMAN24556, HUMAN00790
OG0003222	OFUSG20299.1.p1	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	OFUSG22793.1.p1	HUMAN19114
OG0003224	OFUSG23256.2.p1, OFUSG23256.1.p1	HUMAN17997, HUMAN06652
OG0003225	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1	HUMAN05599
OG0003226	OFUSG01013.1.p1	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	OFUSG18839.1.p1	HUMAN10018
OG0003228	OFUSG25095.1.p1	HUMAN08956
OG0003229	OFUSG25738.1.p1	HUMAN03467, HUMAN07147
OG0003230	OFUSG06967.1.p1	HUMAN03745
OG0003232	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1	HUMAN25067, HUMAN04720
OG0003234	OFUSG20307.1.p1	HUMAN23993
OG0003236	OFUSG18162.2.p1, OFUSG18162.3.p1, OFUSG18162.1.p1	HUMAN13328, HUMAN13329, HUMAN13327
OG0003237	OFUSG04073.1.p1	HUMAN21613, HUMAN26700, HUMAN21612
OG0003238	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003250	OFUSG13114.1.p1	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	HUMAN23183, HUMAN11019
OG0003252	OFUSG11927.1.p1	HUMAN08538, HUMAN08539
OG0003253	OFUSG19675.3.p1, OFUSG19675.2.p1, OFUSG19675.1.p1	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	OFUSG21699.1.p1	HUMAN04752
OG0003255	OFUSG04049.1.p1	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	OFUSG11699.1.p1	HUMAN09015
OG0003258	OFUSG13654.2.p1, OFUSG13654.1.p1	HUMAN18355, HUMAN18354
OG0003259	OFUSG10754.1.p1	HUMAN17219
OG0003260	OFUSG26572.1.p1	HUMAN17383, HUMAN28859
OG0003261	OFUSG12773.1.p1	HUMAN18317
OG0003262	OFUSG15140.1.p1	HUMAN13063, HUMAN19967
OG0003263	OFUSG09944.1.p1	HUMAN15937, HUMAN15936
OG0003264	OFUSG17329.1.p1	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	OFUSG06294.1.p1	HUMAN21031, HUMAN02854
OG0003266	OFUSG08987.1.p1	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	OFUSG17971.1.p1	HUMAN03394
OG0003268	OFUSG05362.1.p1	HUMAN28145
OG0003269	OFUSG10348.1.p1	HUMAN10676, HUMAN10677
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	HUMAN06226
OG0003272	OFUSG02979.5.p1	HUMAN30233, HUMAN22920
OG0003275	OFUSG04938.1.p1	HUMAN28409, HUMAN18996
OG0003276	OFUSG12445.1.p1, OFUSG12445.2.p1	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	OFUSG06456.1.p1	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	OFUSG11816.1.p1	HUMAN02507
OG0003279	OFUSG02810.1.p1	HUMAN23996, HUMAN22367, HUMAN22366
OG0003280	OFUSG09273.2.p1, OFUSG09273.1.p1	HUMAN15335
OG0003282	OFUSG05974.1.p1	HUMAN23854, HUMAN23855, HUMAN23856
OG0003283	OFUSG06061.1.p1	HUMAN26779
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	HUMAN18141
OG0003286	OFUSG10209.1.p1	HUMAN26600, HUMAN26601
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	HUMAN30308
OG0003289	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1	HUMAN14064, HUMAN10999
OG0003291	OFUSG15651.1.p1	HUMAN12326
OG0003292	OFUSG23185.1.p1	HUMAN30011
OG0003293	OFUSG13182.1.p1	HUMAN06629
OG0003295	OFUSG06646.1.p1	HUMAN03174
OG0003296	OFUSG22700.1.p1	HUMAN07526, HUMAN19789
OG0003297	OFUSG10878.1.p1	HUMAN12990, HUMAN12991
OG0003298	OFUSG02626.1.p1	HUMAN18763, HUMAN30220
OG0003301	OFUSG25751.1.p1	HUMAN05757, HUMAN03223
OG0003302	OFUSG18361.1.p1	HUMAN24408, HUMAN24406, HUMAN24405
OG0003303	OFUSG21718.1.p1	HUMAN02696
OG0003305	OFUSG00233.1.p1	HUMAN29475
OG0003306	OFUSG06595.1.p1	HUMAN21480
OG0003307	OFUSG10367.1.p1	HUMAN22643, HUMAN24109
OG0003309	OFUSG16198.1.p1, OFUSG16198.2.p1	HUMAN26215, HUMAN17578, HUMAN17579
OG0003311	OFUSG23497.1.p1	HUMAN30093, HUMAN29682
OG0003313	OFUSG12829.1.p1	HUMAN08162
OG0003314	OFUSG02743.1.p1	HUMAN17421, HUMAN22423, HUMAN17422
OG0003315	OFUSG13575.1.p1	HUMAN28080
OG0003316	OFUSG21407.1.p1	HUMAN17611
OG0003317	OFUSG18101.1.p1, OFUSG18101.2.p1	HUMAN13511
OG0003318	OFUSG19315.1.p1	HUMAN20325, HUMAN29926
OG0003319	OFUSG13392.1.p1	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	OFUSG19300.1.p1	HUMAN27571, HUMAN27570
OG0003321	OFUSG23122.2.p1, OFUSG23122.1.p1, OFUSG23122.3.p1	HUMAN18919
OG0003323	OFUSG07429.1.p1	HUMAN29496, HUMAN29498, HUMAN29495
OG0003326	OFUSG19006.1.p1	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	OFUSG26592.1.p1	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003329	OFUSG08957.1.p1	HUMAN23501
OG0003330	OFUSG09367.1.p1	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	OFUSG15115.1.p1	HUMAN13106, HUMAN11828
OG0003332	OFUSG17337.1.p1	HUMAN00604
OG0003333	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312
OG0003335	OFUSG11713.1.p1	HUMAN09257
OG0003336	OFUSG07211.1.p1	HUMAN02064, HUMAN29174
OG0003337	OFUSG17483.1.p1	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	OFUSG13694.1.p1	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1	HUMAN17043
OG0003343	OFUSG22665.1.p1	HUMAN12267
OG0003344	OFUSG16813.1.p1	HUMAN16582
OG0003346	OFUSG26342.1.p1	HUMAN02911
OG0003347	OFUSG24290.1.p1	HUMAN17887
OG0003348	OFUSG13744.1.p1	HUMAN02924, HUMAN17738
OG0003349	OFUSG10388.1.p1	HUMAN22753, HUMAN03238
OG0003350	OFUSG13782.1.p1	HUMAN18346, HUMAN30083, HUMAN07649
OG0003351	OFUSG18690.1.p1	HUMAN26798
OG0003351	OFUSG12548.1.p1	HUMAN21338
OG0003352	OFUSG13425.1.p1	HUMAN18052, HUMAN26022
OG0003353	OFUSG07023.1.p1	HUMAN26966, HUMAN26965
OG0003354	OFUSG23240.2.p1, OFUSG23240.1.p1	HUMAN12575, HUMAN12574
OG0003355	OFUSG10561.1.p1, OFUSG10561.2.p1	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	OFUSG10104.1.p1	HUMAN10721, HUMAN13177
OG0003357	OFUSG05741.1.p1	HUMAN12004
OG0003358	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1	HUMAN20527
OG0003359	OFUSG07857.1.p1, OFUSG07857.2.p1	HUMAN02577
OG0003360	OFUSG22028.1.p1	HUMAN08804
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	HUMAN09313, HUMAN10724
OG0003362	OFUSG03496.1.p1	HUMAN07540, HUMAN07541, HUMAN07539
OG0003363	OFUSG03974.1.p1	HUMAN18036, HUMAN18035
OG0003364	OFUSG01690.1.p1	HUMAN06821, HUMAN16054
OG0003365	OFUSG20980.1.p1	HUMAN26480, HUMAN01439
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	HUMAN16863, HUMAN16862
OG0003368	OFUSG05859.1.p1	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	OFUSG10684.1.p1	HUMAN27686, HUMAN03532, HUMAN27685
OG0003370	OFUSG26414.1.p1	HUMAN28060, HUMAN28061
OG0003371	OFUSG20508.1.p1	HUMAN23136, HUMAN11227
OG0003372	OFUSG13267.1.p1	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	OFUSG01669.1.p1	HUMAN05820
OG0003374	OFUSG26002.1.p1	HUMAN28112, HUMAN16615
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	HUMAN23698
OG0003376	OFUSG18728.1.p1	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112
OG0003378	OFUSG07334.2.p1	HUMAN16348, HUMAN05047, HUMAN05045
OG0003379	OFUSG17212.1.p1	HUMAN28285, HUMAN28287
OG0003380	OFUSG22136.1.p1	HUMAN19717
OG0003381	OFUSG25596.1.p1	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	HUMAN19968, HUMAN01608
OG0003383	OFUSG13207.1.p1	HUMAN12827
OG0003384	OFUSG18647.1.p1	HUMAN03513, HUMAN27736
OG0003385	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	OFUSG23636.1.p1	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	OFUSG24168.1.p1, OFUSG06341.1.p1	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003388	OFUSG12062.1.p1	HUMAN03392
OG0003391	OFUSG22091.1.p1	HUMAN08974
OG0003392	OFUSG10509.1.p1	HUMAN13559
OG0003392	OFUSG22637.1.p1	HUMAN10151
OG0003394	OFUSG17238.1.p1	HUMAN22046
OG0003396	OFUSG01792.1.p1	HUMAN06037, HUMAN05048
OG0003398	OFUSG00475.1.p1, OFUSG23703.1.p1, OFUSG20463.1.p1, OFUSG08377.1.p1	HUMAN13761, HUMAN14023, HUMAN19182, HUMAN13762
OG0003401	OFUSG25539.1.p1	HUMAN09936
OG0003419	OFUSG08581.1.p1	HUMAN02012
OG0003420	OFUSG07245.1.p1	HUMAN01559, HUMAN01556, HUMAN01560
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1	HUMAN23071
OG0003422	OFUSG07879.1.p1	HUMAN07007, HUMAN07008
OG0003424	OFUSG11149.1.p1	HUMAN10759
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	HUMAN23668, HUMAN23669
OG0003426	OFUSG05883.1.p1	HUMAN04822, HUMAN04821
OG0003428	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1	HUMAN22929
OG0003429	OFUSG00245.1.p1	HUMAN24947
OG0003430	OFUSG08825.1.p1	HUMAN15764
OG0003431	OFUSG04536.1.p1	HUMAN06475, HUMAN02186
OG0003432	OFUSG21006.1.p1	HUMAN13669, HUMAN13670
OG0003433	OFUSG14095.1.p1	HUMAN11873
OG0003434	OFUSG21297.1.p1	HUMAN20686
OG0003437	OFUSG26497.1.p1	HUMAN12122, HUMAN20061
OG0003439	OFUSG25767.1.p1	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553
OG0003440	OFUSG17782.5.p1, OFUSG17782.3.p1, OFUSG02835.1.p1, OFUSG17782.4.p1, OFUSG02835.5.p1, OFUSG02835.4.p1, OFUSG17782.2.p1, OFUSG17782.1.p1, OFUSG02835.2.p1, OFUSG02835.3.p1	HUMAN07852, HUMAN07851, HUMAN07850
OG0003441	OFUSG06295.1.p1	HUMAN21029, HUMAN21027
OG0003442	OFUSG02753.1.p1	HUMAN29894, HUMAN29583
OG0003443	OFUSG21541.1.p1	HUMAN25588, HUMAN08555
OG0003444	OFUSG01048.1.p1	HUMAN04199
OG0003445	OFUSG08071.1.p1	HUMAN29343
OG0003447	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1	HUMAN26881
OG0003448	OFUSG05291.1.p1	HUMAN15205
OG0003450	OFUSG07443.2.p1, OFUSG07443.1.p1	HUMAN12087, HUMAN12089
OG0003451	OFUSG00773.1.p1	HUMAN21236
OG0003452	OFUSG05896.1.p1	HUMAN03708, HUMAN03710
OG0003453	OFUSG15317.1.p1	HUMAN07081
OG0003454	OFUSG03914.1.p1	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	OFUSG08118.1.p1	HUMAN20526, HUMAN01754
OG0003456	OFUSG10937.1.p1	HUMAN13016, HUMAN25940
OG0003457	OFUSG13164.1.p1, OFUSG13164.2.p1	HUMAN27789, HUMAN16567
OG0003458	OFUSG16862.2.p1, OFUSG16862.1.p1	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	OFUSG26819.1.p1	HUMAN16899, HUMAN08550
OG0003460	OFUSG11662.1.p1	HUMAN16828
OG0003461	OFUSG09875.1.p1	HUMAN24927, HUMAN24928
OG0003462	OFUSG25414.1.p1	HUMAN14649
OG0003463	OFUSG12535.1.p1	HUMAN02584, HUMAN15575
OG0003464	OFUSG18296.1.p1	HUMAN25957
OG0003465	OFUSG07312.1.p1	HUMAN29422, HUMAN29421
OG0003466	OFUSG05792.1.p1	HUMAN03596
OG0003467	OFUSG23203.1.p1	HUMAN28399
OG0003468	OFUSG11635.2.p1, OFUSG11635.1.p1	HUMAN08265
OG0003469	OFUSG20501.1.p1	HUMAN26180
OG0003470	OFUSG08818.2.p1, OFUSG08818.1.p1	HUMAN13977, HUMAN13976
OG0003471	OFUSG21826.1.p1	HUMAN16952
OG0003472	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1	HUMAN29614, HUMAN29613
OG0003473	OFUSG09701.1.p1	HUMAN19355, HUMAN05515, HUMAN05516
OG0003474	OFUSG17217.1.p1	HUMAN28089, HUMAN00685
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	HUMAN21366
OG0003476	OFUSG18748.2.p1, OFUSG18748.1.p1	HUMAN02837
OG0003477	OFUSG16889.1.p1	HUMAN25241
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	HUMAN08716, HUMAN08715
OG0003479	OFUSG18679.1.p1	HUMAN02334, HUMAN20427
OG0003480	OFUSG05021.1.p1	HUMAN13707, HUMAN13705
OG0003481	OFUSG05255.1.p1	HUMAN17835
OG0003482	OFUSG07809.1.p1	HUMAN06885, HUMAN04192
OG0003483	OFUSG10301.1.p1	HUMAN02672
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	HUMAN13982, HUMAN09522
OG0003485	OFUSG17960.1.p1	HUMAN06743
