Orthogroup	OWEFU	CAPO3
OG0003547	OFUSG08232.1.p1	CAPO308031
OG0003550	OFUSG26575.1.p1	CAPO300137
OG0003551	OFUSG20908.1.p1	CAPO308286
OG0003552	OFUSG09931.1.p1	CAPO307114
OG0003554	OFUSG06869.1.p1	CAPO301001
OG0003556	OFUSG23492.1.p1	CAPO302339
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	CAPO306086
OG0003561	OFUSG00906.1.p1	CAPO301198
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	CAPO303388
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1, OFUSG08910.1.p1	CAPO300808, CAPO301102
OG0003564	OFUSG18905.1.p1	CAPO300720
OG0003566	OFUSG01327.1.p1	CAPO300164
OG0003567	OFUSG10595.1.p1	CAPO307296
OG0003568	OFUSG22628.1.p1	CAPO303992
OG0003569	OFUSG06908.1.p1	CAPO306390
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	CAPO305849
OG0003573	OFUSG24084.1.p1	CAPO300904
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	CAPO306764
OG0003578	OFUSG22248.1.p1	CAPO307426
OG0003579	OFUSG10676.1.p1	CAPO300766
OG0003581	OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815
OG0003582	OFUSG18764.1.p1	CAPO302819
OG0003599	OFUSG19669.1.p1	CAPO301420
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	CAPO305414
OG0003607	OFUSG21698.1.p1	CAPO301867
OG0003610	OFUSG17078.1.p1	CAPO302401
OG0003611	OFUSG05675.1.p1	CAPO306320
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	CAPO304993
OG0003613	OFUSG06331.1.p1	CAPO305029
OG0003617	OFUSG09939.1.p1	CAPO306844
OG0003617	OFUSG13257.1.p1	CAPO301490
OG0003619	OFUSG02086.1.p1	CAPO304837
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	CAPO306673
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	CAPO302199
OG0003622	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1	CAPO305075
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	CAPO303633
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	CAPO308012
OG0003631	OFUSG03026.1.p1	CAPO303610
OG0003633	OFUSG23275.2.p1, OFUSG23275.1.p1, OFUSG11201.1.p1	CAPO300056
OG0003635	OFUSG10052.1.p1, OFUSG03012.1.p1	CAPO308133
OG0003638	OFUSG08839.1.p1	CAPO305555
OG0003640	OFUSG04490.1.p1	CAPO301244
OG0003641	OFUSG04999.1.p1	CAPO300746
OG0003644	OFUSG08254.1.p1	CAPO304835
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	CAPO307108
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	CAPO304914
OG0003648	OFUSG12169.1.p1	CAPO302617
OG0003649	OFUSG09804.1.p1	CAPO301930
OG0003650	OFUSG17294.1.p1	CAPO306633
OG0003651	OFUSG20951.1.p1	CAPO305370
OG0003652	OFUSG01151.1.p1	CAPO300427
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	CAPO303553
OG0003656	OFUSG04633.1.p1	CAPO301350
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	CAPO305783
OG0003658	OFUSG13331.1.p1	CAPO303162
OG0003661	OFUSG21299.1.p1	CAPO300815
OG0003664	OFUSG09947.1.p1	CAPO305504
OG0003666	OFUSG06309.1.p1	CAPO300690
OG0003667	OFUSG22163.1.p1	CAPO303859
OG0003668	OFUSG20064.1.p1	CAPO300260
OG0003669	OFUSG17201.1.p1	CAPO305883
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	CAPO308173
OG0003672	OFUSG10902.1.p1	CAPO300582
OG0003676	OFUSG25502.1.p1	CAPO304948
OG0003677	OFUSG16450.1.p1	CAPO300011
OG0003679	OFUSG13359.1.p1	CAPO304696
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	CAPO300884
OG0003682	OFUSG11924.1.p1	CAPO301860
OG0003684	OFUSG20469.1.p1, OFUSG20472.1.p1	CAPO302734
OG0003685	OFUSG04005.1.p1	CAPO305996
OG0003686	OFUSG20794.1.p1	CAPO302144
OG0003687	OFUSG03946.1.p1	CAPO301501
OG0003688	OFUSG13593.1.p1	CAPO307252
OG0003689	OFUSG04570.1.p1	CAPO301215
OG0003690	OFUSG11565.1.p1	CAPO307478
OG0003693	OFUSG06103.1.p1	CAPO302269
OG0003694	OFUSG16805.1.p1	CAPO307654
OG0003695	OFUSG25573.1.p1	CAPO303363
OG0003696	OFUSG05739.1.p1	CAPO304903
OG0003697	OFUSG20990.1.p1	CAPO307718
OG0003698	OFUSG06501.1.p1	CAPO306302
OG0003700	OFUSG10293.1.p1	CAPO304411
OG0003703	OFUSG00686.1.p1	CAPO305764
OG0003704	OFUSG13029.1.p1	CAPO308213
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	CAPO301647
OG0003712	OFUSG10374.1.p1	CAPO300556
OG0003713	OFUSG13204.1.p1	CAPO306178
OG0003716	OFUSG23366.1.p1	CAPO303976
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	CAPO306282
OG0003718	OFUSG16508.1.p1	CAPO307310
OG0003719	OFUSG08809.1.p1	CAPO300227
OG0003720	OFUSG17956.1.p1	CAPO300371
OG0003721	OFUSG25364.1.p1	CAPO300976, CAPO300975
OG0003722	OFUSG08157.1.p1	CAPO300031
OG0003724	OFUSG13589.1.p1	CAPO308007
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	CAPO307394
OG0003730	OFUSG04387.1.p1	CAPO307120
OG0003730	OFUSG06924.1.p1, OFUSG20230.1.p1	CAPO305074
OG0003731	OFUSG12284.1.p1	CAPO304053
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	CAPO306498
OG0003733	OFUSG23436.1.p1	CAPO305671
OG0003734	OFUSG07747.1.p1	CAPO305564
OG0003735	OFUSG07143.1.p1	CAPO308150
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	CAPO304238
OG0003739	OFUSG15848.1.p1	CAPO300467
OG0003740	OFUSG07576.1.p1	CAPO307238
OG0003741	OFUSG12262.1.p1	CAPO305770
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	CAPO303080
OG0003743	OFUSG01059.1.p1	CAPO302360
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	CAPO306491
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	CAPO307585
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	CAPO306992
OG0003750	OFUSG09220.1.p1	CAPO304840
OG0003752	OFUSG17066.1.p1	CAPO306304
OG0003754	OFUSG07080.1.p1	CAPO305643
OG0003755	OFUSG15040.1.p1	CAPO300113
OG0003756	OFUSG22980.1.p1	CAPO307901
OG0003758	OFUSG17693.1.p1	CAPO308214
OG0003759	OFUSG12849.1.p1	CAPO307476
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	CAPO301690
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	CAPO300879
OG0003767	OFUSG13414.1.p1	CAPO301363
OG0003769	OFUSG20297.1.p1	CAPO305668
OG0003770	OFUSG20677.1.p1	CAPO300865, CAPO305387
OG0003771	OFUSG11060.1.p1	CAPO300755
OG0003773	OFUSG09985.1.p1	CAPO301706
OG0003776	OFUSG09068.1.p1	CAPO306521
OG0003778	OFUSG01438.1.p1	CAPO302558
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	CAPO304919
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	CAPO307368
OG0003798	OFUSG25667.1.p1	CAPO300229
OG0003803	OFUSG06983.1.p1	CAPO307540
OG0003806	OFUSG10861.1.p1	CAPO304817
OG0003807	OFUSG10356.1.p1	CAPO308021
OG0003808	OFUSG17077.1.p1	CAPO308095
OG0003809	OFUSG10992.1.p1	CAPO306197
OG0003811	OFUSG03655.1.p1	CAPO302863
OG0003812	OFUSG21387.1.p1	CAPO300349
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	CAPO305053
OG0003818	OFUSG03705.1.p1	CAPO306945
OG0003820	OFUSG08762.1.p1	CAPO302724
OG0003823	OFUSG23560.1.p1	CAPO305304
OG0003824	OFUSG05766.1.p1	CAPO300109
OG0003826	OFUSG22650.1.p1	CAPO303948
OG0003827	OFUSG17366.1.p1	CAPO302156
OG0003828	OFUSG05118.1.p1	CAPO304442
OG0003829	OFUSG07448.1.p1	CAPO304825
OG0003834	OFUSG05404.1.p1	CAPO307203
OG0003835	OFUSG13762.1.p1	CAPO300102
OG0003836	OFUSG03236.1.p1	CAPO301610
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	CAPO304430
OG0003838	OFUSG02211.1.p1	CAPO304061, CAPO304064
OG0003839	OFUSG14221.1.p1	CAPO300238, CAPO301543, CAPO307066
OG0003840	OFUSG26167.1.p1	CAPO300299
OG0003843	OFUSG25141.1.p1	CAPO301582
OG0003844	OFUSG19682.1.p1	CAPO306235
OG0003845	OFUSG11473.1.p1	CAPO302000
OG0003846	OFUSG06704.1.p1	CAPO300905
OG0003847	OFUSG24334.1.p1	CAPO301495
OG0003847	OFUSG08415.1.p1	CAPO300400
OG0003848	OFUSG07600.1.p1	CAPO305229, CAPO305228
OG0003850	OFUSG01254.1.p1	CAPO306458
OG0003851	OFUSG13241.1.p1	CAPO301154
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	CAPO302241
OG0003853	OFUSG11282.1.p1	CAPO308238
OG0003854	OFUSG09820.1.p1	CAPO306385
OG0003855	OFUSG13289.1.p1	CAPO304198
OG0003856	OFUSG18199.1.p1	CAPO308004
OG0003857	OFUSG18520.1.p1	CAPO302185
OG0003858	OFUSG11682.1.p1	CAPO300728
OG0003859	OFUSG18306.1.p1	CAPO306990
OG0003860	OFUSG03969.1.p1	CAPO303899
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	CAPO302754
OG0003863	OFUSG06768.1.p1	CAPO300200
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	CAPO300087
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	CAPO304904
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	CAPO302683
OG0003867	OFUSG26425.1.p1	CAPO301767
OG0003868	OFUSG25488.1.p1	CAPO306848
OG0003869	OFUSG04233.1.p1	CAPO307094
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	CAPO305132
OG0003871	OFUSG14206.1.p1	CAPO304659, CAPO304658
OG0003872	OFUSG00219.1.p1	CAPO300319
OG0003873	OFUSG12835.1.p1	CAPO305775
OG0003875	OFUSG26181.1.p1	CAPO303382
OG0003876	OFUSG23627.1.p1	CAPO307728
OG0003878	OFUSG19403.1.p1	CAPO308329
OG0003881	OFUSG18789.1.p1	CAPO303685
OG0003886	OFUSG04059.1.p1	CAPO304109
OG0003887	OFUSG17832.1.p1	CAPO307036
OG0003888	OFUSG00031.1.p1	CAPO302764
OG0003890	OFUSG25556.1.p1	CAPO304707
OG0003892	OFUSG05645.1.p1	CAPO307708
OG0003893	OFUSG11743.1.p1	CAPO300022
OG0003894	OFUSG07444.1.p1	CAPO302778
OG0003897	OFUSG17722.1.p1	CAPO303759
OG0003898	OFUSG14490.1.p1	CAPO307893, CAPO307749, CAPO306069
OG0003899	OFUSG03698.1.p1	CAPO300674
OG0003900	OFUSG11237.1.p1	CAPO301714
OG0003901	OFUSG13044.1.p1	CAPO301256
OG0003903	OFUSG19115.1.p1	CAPO305736
OG0003904	OFUSG15953.1.p1	CAPO305947
OG0003906	OFUSG09780.1.p1	CAPO301369
OG0003907	OFUSG02430.1.p1	CAPO306754
OG0003909	OFUSG05066.1.p1	CAPO301220
OG0003910	OFUSG00367.1.p1	CAPO302786
OG0003911	OFUSG12915.1.p1	CAPO305312
OG0003912	OFUSG22772.1.p1	CAPO307896
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	CAPO306587
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	CAPO301224
OG0003915	OFUSG24695.1.p1	CAPO304633
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	CAPO306797
OG0003920	OFUSG00473.1.p1	CAPO301554
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	CAPO300430
OG0003922	OFUSG24757.1.p1	CAPO304241
OG0003925	OFUSG16954.1.p1	CAPO301662
OG0003926	OFUSG21486.1.p1	CAPO303036
OG0003927	OFUSG24115.1.p1	CAPO304671
OG0003929	OFUSG20846.1.p1	CAPO303872
OG0003930	OFUSG01262.1.p1	CAPO301599
OG0003931	OFUSG10879.1.p1	CAPO304399
OG0003932	OFUSG23661.1.p1, OFUSG26009.1.p1	CAPO300048, CAPO300047
OG0003934	OFUSG21104.1.p1	CAPO301204
OG0003936	OFUSG05427.1.p1	CAPO302163
OG0003938	OFUSG01428.1.p1	CAPO305166
OG0003939	OFUSG23620.1.p1	CAPO303853
OG0003942	OFUSG01619.1.p1, OFUSG01622.1.p1	CAPO300632
OG0003944	OFUSG25022.1.p1	CAPO300493
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	CAPO300812
OG0003946	OFUSG05456.1.p1	CAPO303843
OG0003947	OFUSG06825.1.p1	CAPO306325
OG0003950	OFUSG18005.1.p1, OFUSG00160.1.p1	CAPO307097
OG0003954	OFUSG21108.1.p1	CAPO304758
OG0003955	OFUSG02744.1.p1	CAPO304097
OG0003959	OFUSG08034.1.p1	CAPO304028
OG0003961	OFUSG13571.1.p1	CAPO303890
OG0003965	OFUSG13482.2.p1, OFUSG13482.1.p1	CAPO302867
OG0003966	OFUSG00814.1.p1	CAPO301181
OG0003969	OFUSG11226.1.p1	CAPO304197
OG0003971	OFUSG09521.1.p1	CAPO301852
OG0003972	OFUSG05144.1.p1	CAPO308018
OG0003973	OFUSG11220.1.p1	CAPO307513
OG0003998	OFUSG22075.1.p1	CAPO305634
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	CAPO306327
OG0004000	OFUSG16319.1.p1, OFUSG16318.1.p1	CAPO302913
OG0004002	OFUSG26830.1.p1	CAPO305544
OG0004005	OFUSG08227.1.p1	CAPO305860, CAPO302213
OG0004007	OFUSG13400.1.p1	CAPO307105
OG0004009	OFUSG18112.1.p1	CAPO305072
OG0004010	OFUSG13189.1.p1	CAPO303524
OG0004012	OFUSG05810.1.p1	CAPO308011
OG0004014	OFUSG16971.1.p1	CAPO303473
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	CAPO305112
OG0004016	OFUSG05700.1.p1, OFUSG09938.1.p1	CAPO303609
OG0004017	OFUSG22331.1.p1	CAPO308124
OG0004023	OFUSG20348.1.p1	CAPO307204
OG0004027	OFUSG16592.1.p1	CAPO301145
OG0004031	OFUSG21709.1.p1	CAPO306218
OG0004032	OFUSG24694.1.p1	CAPO300291
OG0004033	OFUSG12090.1.p1	CAPO304862
OG0004035	OFUSG04760.1.p1	CAPO301995
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	CAPO306482
OG0004038	OFUSG23417.1.p1	CAPO307927
OG0004041	OFUSG11618.1.p1	CAPO306646
OG0004042	OFUSG09669.1.p1	CAPO302696
OG0004044	OFUSG00446.1.p1	CAPO300275
OG0004047	OFUSG18610.1.p1	CAPO304083
OG0004048	OFUSG19554.1.p1	CAPO304654
OG0004050	OFUSG06161.1.p1	CAPO308116
OG0004053	OFUSG09713.1.p1	CAPO301919
OG0004054	OFUSG25074.1.p1	CAPO308277
OG0004058	OFUSG09035.2.p1, OFUSG09035.1.p1	CAPO301904
OG0004059	OFUSG25150.1.p1	CAPO301877
OG0004064	OFUSG24453.1.p1, OFUSG24453.2.p1	CAPO304453
OG0004065	OFUSG16929.1.p1	CAPO304029
OG0004067	OFUSG11070.1.p1	CAPO301812
OG0004068	OFUSG00723.1.p1	CAPO301030
OG0004069	OFUSG24301.1.p1	CAPO307785
OG0004070	OFUSG10593.1.p1	CAPO302894
OG0004071	OFUSG25471.1.p1	CAPO306388
OG0004072	OFUSG16756.1.p1	CAPO305194
OG0004075	OFUSG10667.1.p1	CAPO308024
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	CAPO307967
OG0004079	OFUSG02739.1.p1	CAPO300687
OG0004080	OFUSG04397.1.p1	CAPO305236
OG0004081	OFUSG14219.1.p1	CAPO301069
OG0004082	OFUSG16877.1.p1	CAPO305460
OG0004083	OFUSG12099.1.p1	CAPO304047
OG0004084	OFUSG13172.1.p1	CAPO300193
OG0004085	OFUSG24648.1.p1	CAPO307782
OG0004090	OFUSG16668.1.p1	CAPO304280
OG0004091	OFUSG17304.1.p1	CAPO307795
OG0004092	OFUSG16191.1.p1	CAPO301516
OG0004093	OFUSG06671.1.p1, OFUSG06669.1.p1	CAPO303612
OG0004094	OFUSG07270.1.p1	CAPO306112
OG0004095	OFUSG07584.1.p1	CAPO302216
OG0004096	OFUSG25572.1.p1	CAPO306070
OG0004097	OFUSG00034.1.p1	CAPO300790
OG0004099	OFUSG10944.1.p1	CAPO306437
OG0004100	OFUSG19371.2.p1, OFUSG19371.1.p1	CAPO306356
OG0004101	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1	CAPO303749, CAPO302702
OG0004104	OFUSG24702.1.p1	CAPO303684
OG0004105	OFUSG23643.2.p1, OFUSG23643.1.p1	CAPO308098
OG0004106	OFUSG26433.1.p1	CAPO303386
OG0004108	OFUSG21004.1.p1	CAPO307282
OG0004110	OFUSG08891.1.p1	CAPO300855
OG0004112	OFUSG17318.2.p1, OFUSG17318.1.p1, OFUSG09769.1.p1	CAPO304610
OG0004113	OFUSG18704.1.p1	CAPO305835
OG0004114	OFUSG21821.1.p1	CAPO301854
OG0004115	OFUSG12847.1.p1	CAPO306386
OG0004116	OFUSG09323.1.p1	CAPO303186
OG0004119	OFUSG20234.1.p1	CAPO303741
OG0004120	OFUSG10176.1.p1, OFUSG10176.2.p1	CAPO303757
OG0004123	OFUSG21171.1.p1, OFUSG21171.2.p1	CAPO304624
OG0004124	OFUSG17737.1.p1	CAPO302738
OG0004125	OFUSG04663.1.p1	CAPO304359
OG0004130	OFUSG08210.1.p1, OFUSG00974.1.p1	CAPO307075
OG0004131	OFUSG23809.1.p1, OFUSG23809.2.p1	CAPO301925
OG0004133	OFUSG14516.1.p1	CAPO305598
OG0004134	OFUSG06800.1.p1	CAPO304433
OG0004136	OFUSG26327.1.p1	CAPO307338
OG0004140	OFUSG00701.1.p1	CAPO307995
OG0004142	OFUSG19191.1.p1	CAPO300440
OG0004144	OFUSG24310.1.p1	CAPO302917
OG0004148	OFUSG24269.1.p1	CAPO301152
OG0004150	OFUSG04655.1.p1	CAPO303497
OG0004151	OFUSG20857.1.p1	CAPO307015
OG0004153	OFUSG10672.1.p1	CAPO305022
OG0004154	OFUSG17126.2.p1, OFUSG17126.1.p1	CAPO308154
OG0004156	OFUSG05939.1.p1	CAPO307556
OG0004158	OFUSG04504.1.p1	CAPO302219
OG0004160	OFUSG23353.1.p1	CAPO302118
OG0004164	OFUSG17859.1.p1	CAPO306879
OG0004166	OFUSG05575.1.p1	CAPO300703
OG0004167	OFUSG11703.1.p1	CAPO305574
OG0004168	OFUSG15102.1.p1	CAPO303881
OG0004169	OFUSG10640.1.p1	CAPO302967
OG0004170	OFUSG08006.1.p1	CAPO305320
OG0004171	OFUSG07032.1.p1, OFUSG07032.2.p1	CAPO305810
OG0004176	OFUSG02603.1.p1	CAPO304072
OG0004179	OFUSG11027.2.p1, OFUSG11027.1.p1	CAPO304392
OG0004181	OFUSG03257.1.p1	CAPO304353
OG0004182	OFUSG01145.1.p1, OFUSG01146.2.p1, OFUSG01146.1.p1	CAPO305817
OG0004183	OFUSG25418.1.p1	CAPO301817
OG0004184	OFUSG12556.1.p1	CAPO302251
OG0004186	OFUSG11737.1.p1	CAPO307615
OG0004187	OFUSG20862.1.p1	CAPO301572
OG0004188	OFUSG25107.1.p1	CAPO308209
OG0004194	OFUSG09328.1.p1, OFUSG09329.1.p1, OFUSG05309.1.p1	CAPO301460, CAPO301973
OG0004198	OFUSG15844.1.p1	CAPO302636
OG0004215	OFUSG15336.1.p1, OFUSG23687.1.p1	CAPO307025
OG0004216	OFUSG23107.1.p1	CAPO304745
OG0004217	OFUSG02696.2.p1, OFUSG02696.1.p1	CAPO300553
OG0004219	OFUSG04405.1.p1	CAPO302642
OG0004222	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1	CAPO307934
OG0004223	OFUSG17090.1.p1, OFUSG17090.2.p1	CAPO308310
OG0004226	OFUSG15931.1.p1	CAPO301388
OG0004227	OFUSG13655.1.p1	CAPO302252
OG0004228	OFUSG23701.1.p1	CAPO303492
OG0004230	OFUSG08871.1.p1	CAPO305821
OG0004231	OFUSG09197.1.p1	CAPO300312
OG0004232	OFUSG19109.1.p1	CAPO301443
OG0004235	OFUSG17809.1.p1	CAPO306795
OG0004236	OFUSG12590.1.p1	CAPO301760
OG0004237	OFUSG02738.1.p1	CAPO301645
OG0004239	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1, OFUSG26090.1.p1	CAPO304082
OG0004240	OFUSG11405.2.p1, OFUSG11405.1.p1	CAPO301736
OG0004241	OFUSG14483.1.p1	CAPO304693
OG0004243	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1	CAPO302349
OG0004245	OFUSG19143.1.p1, OFUSG19143.2.p1	CAPO301120
OG0004246	OFUSG26279.1.p1	CAPO307710
OG0004247	OFUSG08927.1.p1	CAPO306324
OG0004248	OFUSG13174.1.p1	CAPO306807
OG0004249	OFUSG02524.1.p1	CAPO302316
OG0004250	OFUSG12266.1.p1	CAPO305518
OG0004252	OFUSG24821.1.p1	CAPO305536
OG0004254	OFUSG10303.1.p1	CAPO304883
OG0004257	OFUSG22307.1.p1	CAPO305171
OG0004258	OFUSG03080.1.p1	CAPO301342
OG0004259	OFUSG20013.1.p1	CAPO301048
OG0004261	OFUSG20642.1.p1	CAPO305950
OG0004263	OFUSG04157.2.p1, OFUSG04157.1.p1	CAPO304844
OG0004269	OFUSG06518.1.p1	CAPO308233
OG0004270	OFUSG09567.1.p1	CAPO303791
OG0004271	OFUSG19458.1.p1	CAPO303178
OG0004272	OFUSG19656.1.p1	CAPO303743
OG0004278	OFUSG19618.1.p1	CAPO303739
OG0004280	OFUSG08248.1.p1	CAPO302169
OG0004282	OFUSG23553.1.p1	CAPO306035
OG0004283	OFUSG02236.1.p1	CAPO301216
OG0004284	OFUSG19168.1.p1, OFUSG19166.1.p1	CAPO303039
OG0004285	OFUSG06639.1.p1, OFUSG06639.2.p1	CAPO306621
OG0004286	OFUSG08115.1.p1	CAPO300246
OG0004287	OFUSG12510.1.p1	CAPO305534
OG0004288	OFUSG23204.1.p1	CAPO302203
OG0004289	OFUSG11522.1.p1	CAPO307509
OG0004291	OFUSG11291.1.p1, OFUSG11293.1.p1	CAPO306696
OG0004292	OFUSG12754.1.p1	CAPO301407
OG0004295	OFUSG13465.2.p1, OFUSG13465.1.p1	CAPO300437
OG0004296	OFUSG10157.1.p1	CAPO307058
OG0004297	OFUSG26602.2.p1, OFUSG26602.1.p1	CAPO306140
OG0004299	OFUSG03171.1.p1	CAPO307863
OG0004300	OFUSG06251.1.p1	CAPO308218
OG0004301	OFUSG15532.1.p1	CAPO305855
OG0004302	OFUSG14824.1.p1	CAPO307149
OG0004303	OFUSG14746.1.p1	CAPO306261
OG0004304	OFUSG19501.1.p1	CAPO307407
OG0004305	OFUSG21306.1.p1	CAPO306704
OG0004307	OFUSG10009.1.p1	CAPO306787
OG0004308	OFUSG00660.1.p1	CAPO302385
OG0004309	OFUSG10951.1.p1	CAPO304021
OG0004310	OFUSG24234.1.p1	CAPO306903
OG0004312	OFUSG20320.1.p1	CAPO306752
OG0004314	OFUSG07970.1.p1	CAPO301283
OG0004315	OFUSG19262.1.p1	CAPO307076
OG0004316	OFUSG25561.1.p1	CAPO300656
OG0004319	OFUSG01252.1.p1	CAPO308294
OG0004320	OFUSG14079.1.p1, OFUSG18185.1.p1	CAPO300174
OG0004321	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1	CAPO306639
OG0004322	OFUSG21097.1.p1	CAPO307895
OG0004323	OFUSG01104.1.p1	CAPO307483
OG0004324	OFUSG23537.1.p1	CAPO300240
OG0004328	OFUSG21216.1.p1	CAPO305261
OG0004329	OFUSG06444.1.p1	CAPO302035
OG0004330	OFUSG21944.1.p1, OFUSG21944.2.p1	CAPO305393
OG0004331	OFUSG12334.1.p1	CAPO305384
OG0004333	OFUSG13517.2.p1, OFUSG13517.1.p1	CAPO303439
OG0004335	OFUSG03846.1.p1	CAPO302791
OG0004337	OFUSG19298.1.p1	CAPO300958
OG0004338	OFUSG03491.1.p1	CAPO300828
OG0004344	OFUSG12551.1.p1	CAPO307152
OG0004345	OFUSG26912.1.p1, OFUSG22749.1.p1	CAPO306847
OG0004347	OFUSG15122.1.p1	CAPO307703
OG0004348	OFUSG01419.1.p1	CAPO306158
OG0004349	OFUSG06694.1.p1	CAPO308184
OG0004350	OFUSG00516.1.p1	CAPO300994
OG0004351	OFUSG16980.1.p1	CAPO307239
OG0004352	OFUSG12778.1.p1	CAPO300873
OG0004353	OFUSG21237.1.p1	CAPO306055, CAPO306087
OG0004354	OFUSG09569.1.p1	CAPO307581
OG0004355	OFUSG13727.1.p1	CAPO303478
OG0004356	OFUSG07938.1.p1	CAPO300159
OG0004357	OFUSG17647.1.p1	CAPO303880
OG0004358	OFUSG05940.1.p1	CAPO301323
OG0004359	OFUSG19521.1.p1	CAPO305703
OG0004360	OFUSG16040.1.p1	CAPO301752
OG0004361	OFUSG08301.1.p1, OFUSG08299.1.p1	CAPO308302
OG0004363	OFUSG00806.1.p1	CAPO304580
OG0004364	OFUSG12581.1.p1	CAPO305213
OG0004365	OFUSG04532.1.p1	CAPO305948
OG0004368	OFUSG07493.1.p1	CAPO306084
OG0004369	OFUSG08176.1.p1	CAPO305592
OG0004370	OFUSG09597.1.p1	CAPO302143
OG0004372	OFUSG17293.1.p1	CAPO304892
OG0004373	OFUSG21375.1.p1	CAPO308311
OG0004374	OFUSG23996.1.p1	CAPO306983
OG0004375	OFUSG12091.1.p1	CAPO305927
OG0004376	OFUSG15296.1.p1	CAPO303203
OG0004377	OFUSG04513.1.p1	CAPO303614
OG0004378	OFUSG15382.1.p1	CAPO303140
OG0004379	OFUSG08124.1.p1	CAPO300162
OG0004380	OFUSG07867.1.p1	CAPO307847
OG0004381	OFUSG20032.1.p1	CAPO300684
OG0004382	OFUSG21856.1.p1	CAPO308307
OG0004383	OFUSG11903.1.p1	CAPO301688
OG0004385	OFUSG25602.1.p1, OFUSG25604.1.p1	CAPO306534
OG0004388	OFUSG15853.1.p1	CAPO303742
OG0004389	OFUSG17299.1.p1	CAPO302416
OG0004390	OFUSG26694.1.p1	CAPO300046
OG0004391	OFUSG18030.1.p1	CAPO305468
OG0004392	OFUSG17805.1.p1	CAPO303282
OG0004394	OFUSG03035.2.p1, OFUSG03035.1.p1	CAPO305886
