Orthogroup	OWEFU	APOSC_ok
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	APOSC_27352
OG0003853	OFUSG11282.1.p1	APOSC_04073
OG0003854	OFUSG09820.1.p1	APOSC_14713
OG0003855	OFUSG13289.1.p1	APOSC_03654
OG0003857	OFUSG18520.1.p1	APOSC_04358
OG0003858	OFUSG11682.1.p1	APOSC_25588
OG0003859	OFUSG18306.1.p1	APOSC_10642, APOSC_21993
OG0003860	OFUSG03969.1.p1	APOSC_03734, APOSC_20475, APOSC_24245
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	APOSC_21656
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	APOSC_08543
OG0003863	OFUSG06768.1.p1	APOSC_19667
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	APOSC_02644, APOSC_02643
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	APOSC_28988
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	APOSC_22466
OG0003867	OFUSG26425.1.p1	APOSC_04424
OG0003868	OFUSG25488.1.p1	APOSC_27663
OG0003869	OFUSG04233.1.p1	APOSC_00347, APOSC_00348
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	APOSC_17219
OG0003871	OFUSG14206.1.p1	APOSC_11807
OG0003872	OFUSG00219.1.p1	APOSC_02701
OG0003873	OFUSG12835.1.p1	APOSC_19201
OG0003874	OFUSG08683.1.p1	APOSC_04239
OG0003875	OFUSG26181.1.p1	APOSC_05969
OG0003876	OFUSG23627.1.p1	APOSC_09137
OG0003877	OFUSG14257.1.p1	APOSC_00794, APOSC_00795, APOSC_00278
OG0003878	OFUSG19403.1.p1	APOSC_09689
OG0003879	OFUSG20056.1.p1	APOSC_26925
OG0003880	OFUSG24988.1.p1	APOSC_22538
OG0003881	OFUSG18789.1.p1	APOSC_23136
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	APOSC_23637
OG0003883	OFUSG06274.1.p1	APOSC_26942
OG0003884	OFUSG16361.1.p1	APOSC_05090
OG0003885	OFUSG23663.1.p1	APOSC_18039
OG0003886	OFUSG04059.1.p1	APOSC_23174
OG0003887	OFUSG17832.1.p1	APOSC_03357
OG0003888	OFUSG00031.1.p1	APOSC_24599
OG0003889	OFUSG17908.2.p1, OFUSG17908.1.p1, OFUSG24139.1.p1, OFUSG21925.1.p1, OFUSG11313.1.p1	APOSC_27027
OG0003890	OFUSG25556.1.p1	APOSC_28156
OG0003892	OFUSG05645.1.p1	APOSC_27794, APOSC_27793
OG0003893	OFUSG11743.1.p1	APOSC_23559
OG0003894	OFUSG07444.1.p1	APOSC_10489, APOSC_10490
OG0003896	OFUSG17816.1.p1, OFUSG17816.2.p1	APOSC_25208
OG0003897	OFUSG17722.1.p1	APOSC_21763
OG0003898	OFUSG14490.1.p1	APOSC_19432
OG0003899	OFUSG03698.1.p1	APOSC_22343
OG0003900	OFUSG11237.1.p1	APOSC_04165
OG0003901	OFUSG13044.1.p1	APOSC_21632
OG0003903	OFUSG19115.1.p1	APOSC_19999
OG0003904	OFUSG15953.1.p1	APOSC_15257
OG0003905	OFUSG00192.1.p1	APOSC_03588
OG0003906	OFUSG09780.1.p1	APOSC_08587
OG0003909	OFUSG05066.1.p1	APOSC_27081
OG0003910	OFUSG00367.1.p1	APOSC_21565
OG0003911	OFUSG12915.1.p1	APOSC_27900, APOSC_05120
OG0003912	OFUSG22772.1.p1	APOSC_15763, APOSC_28939
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	APOSC_05119
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	APOSC_04314
OG0003915	OFUSG24695.1.p1	APOSC_24329, APOSC_24330
OG0003916	OFUSG20296.1.p1	APOSC_10822
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	APOSC_06187
OG0003918	OFUSG18006.1.p1	APOSC_02265
OG0003919	OFUSG14973.1.p1	APOSC_15353
OG0003920	OFUSG00473.1.p1	APOSC_10746
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	APOSC_12515, APOSC_12516
OG0003922	OFUSG24757.1.p1	APOSC_11194, APOSC_28594
OG0003923	OFUSG04254.1.p1	APOSC_27950
OG0003925	OFUSG16954.1.p1	APOSC_07611
OG0003926	OFUSG21486.1.p1	APOSC_26826
OG0003927	OFUSG24115.1.p1	APOSC_22644
OG0003928	OFUSG00021.1.p1	APOSC_02544
OG0003929	OFUSG20846.1.p1	APOSC_06476
OG0003930	OFUSG01262.1.p1	APOSC_13770, APOSC_13771
OG0003931	OFUSG10879.1.p1	APOSC_13164, APOSC_13163, APOSC_13162
OG0003932	OFUSG23661.1.p1	APOSC_27565, APOSC_27566
OG0003932	OFUSG26009.1.p1	APOSC_06227
OG0003933	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1	APOSC_18503
OG0003935	OFUSG12376.1.p1	APOSC_16375, APOSC_10688
OG0003936	OFUSG05427.1.p1	APOSC_20913, APOSC_20914
OG0003937	OFUSG06517.1.p1	APOSC_15204
OG0003938	OFUSG01428.1.p1	APOSC_18586, APOSC_24798, APOSC_19288
OG0003939	OFUSG23620.1.p1	APOSC_20627
OG0003942	OFUSG01619.1.p1	APOSC_06273
OG0003944	OFUSG25022.1.p1	APOSC_04799
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	APOSC_03054
OG0003946	OFUSG05456.1.p1	APOSC_04056
OG0003947	OFUSG06825.1.p1	APOSC_09900
OG0003948	OFUSG19164.1.p1	APOSC_20663
OG0003949	OFUSG01552.1.p1	APOSC_07284
OG0003950	OFUSG18005.1.p1	APOSC_26777
OG0003950	OFUSG00160.1.p1	APOSC_26776
OG0003951	OFUSG18740.1.p1	APOSC_02492
OG0003954	OFUSG21108.1.p1	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	OFUSG02744.1.p1	APOSC_20455
OG0003956	OFUSG26537.2.p1, OFUSG26537.1.p1	APOSC_19023
OG0003957	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1	APOSC_24926
OG0003959	OFUSG08034.1.p1	APOSC_17473
OG0003960	OFUSG01617.1.p1	APOSC_21636, APOSC_27152
OG0003961	OFUSG13571.1.p1	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003962	OFUSG02999.1.p1	APOSC_06351
OG0003964	OFUSG03151.1.p1, OFUSG03150.1.p1, OFUSG06602.1.p1	APOSC_27857
OG0003964	OFUSG05524.1.p1	APOSC_02451
OG0003965	OFUSG13482.2.p1, OFUSG13482.1.p1	APOSC_27311, APOSC_04938, APOSC_21685
OG0003966	OFUSG00814.1.p1	APOSC_04287, APOSC_04286
OG0003967	OFUSG17824.1.p1	APOSC_00755
OG0003968	OFUSG19570.1.p1	APOSC_18591
OG0003969	OFUSG11226.1.p1	APOSC_28380
OG0003970	OFUSG14929.1.p1	APOSC_12020
OG0003971	OFUSG09521.1.p1	APOSC_13871, APOSC_13872
OG0003972	OFUSG05144.1.p1	APOSC_12719
OG0003973	OFUSG11220.1.p1	APOSC_26122
OG0003976	OFUSG05977.1.p1	APOSC_10421, APOSC_09389, APOSC_19130
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	APOSC_26670, APOSC_28991
OG0004000	OFUSG16319.1.p1	APOSC_16851, APOSC_16850
OG0004002	OFUSG26830.1.p1	APOSC_21265, APOSC_08853, APOSC_21266, APOSC_26495, APOSC_06566
OG0004003	OFUSG03987.1.p1, OFUSG16776.1.p1, OFUSG20087.1.p1	APOSC_24953
OG0004004	OFUSG25436.1.p1	APOSC_12248
OG0004005	OFUSG08227.1.p1	APOSC_22073
OG0004006	OFUSG11482.1.p1, OFUSG11482.2.p1	APOSC_24936, APOSC_04405, APOSC_19679, APOSC_22807, APOSC_09413, APOSC_20863
OG0004007	OFUSG13400.1.p1	APOSC_15413
OG0004009	OFUSG18112.1.p1	APOSC_06993
OG0004010	OFUSG13189.1.p1	APOSC_29079
OG0004011	OFUSG10690.1.p1	APOSC_05203
OG0004012	OFUSG05810.1.p1	APOSC_16235
OG0004014	OFUSG16971.1.p1	APOSC_20610
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	APOSC_17114
OG0004016	OFUSG09938.1.p1	APOSC_22784
OG0004017	OFUSG22331.1.p1	APOSC_19336
OG0004018	OFUSG05631.2.p1, OFUSG05631.1.p1	APOSC_21251
OG0004019	OFUSG25454.1.p1	APOSC_05230
OG0004020	OFUSG13879.1.p1	APOSC_17338
OG0004021	OFUSG15028.1.p1	APOSC_11091
OG0004022	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1	APOSC_12529
OG0004023	OFUSG20348.1.p1	APOSC_09668
OG0004024	OFUSG24239.1.p1	APOSC_24614
OG0004025	OFUSG11341.1.p1	APOSC_18540
OG0004027	OFUSG16592.1.p1	APOSC_22364, APOSC_17364
OG0004028	OFUSG11042.2.p1, OFUSG11042.1.p1	APOSC_12300
OG0004029	OFUSG16671.1.p1, OFUSG16671.2.p1	APOSC_23175
OG0004030	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1	APOSC_07342
OG0004031	OFUSG21709.1.p1	APOSC_23905
OG0004032	OFUSG24694.1.p1	APOSC_10005
OG0004033	OFUSG12090.1.p1	APOSC_11152
OG0004034	OFUSG09199.1.p1	APOSC_05299
OG0004035	OFUSG04760.1.p1	APOSC_20229
OG0004036	OFUSG01682.1.p1	APOSC_26656
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	APOSC_28831
OG0004038	OFUSG23417.1.p1	APOSC_01523
OG0004039	OFUSG01899.1.p1	APOSC_16429
OG0004041	OFUSG11618.1.p1	APOSC_21580
OG0004042	OFUSG09669.1.p1	APOSC_19825
OG0004043	OFUSG01859.1.p1	APOSC_00567
OG0004044	OFUSG00446.1.p1	APOSC_05770
OG0004045	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1	APOSC_14071, APOSC_14073, APOSC_14072
OG0004046	OFUSG06348.1.p1	APOSC_05400
OG0004047	OFUSG18610.1.p1	APOSC_21433
OG0004048	OFUSG19554.1.p1	APOSC_03269
OG0004051	OFUSG26463.1.p1	APOSC_25343
OG0004052	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1	APOSC_23309
OG0004053	OFUSG09713.1.p1	APOSC_19964
OG0004054	OFUSG25074.1.p1	APOSC_22506
OG0004055	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1	APOSC_24425
OG0004056	OFUSG04179.1.p1, OFUSG04179.2.p1	APOSC_26145
OG0004057	OFUSG00824.1.p1	APOSC_25009
OG0004059	OFUSG25150.1.p1	APOSC_17749
OG0004060	OFUSG16459.1.p1	APOSC_16549, APOSC_14343
OG0004061	OFUSG13064.1.p1	APOSC_15590
OG0004062	OFUSG05949.1.p1, OFUSG06583.1.p1	APOSC_28106, APOSC_18721
OG0004064	OFUSG24453.1.p1, OFUSG24453.2.p1	APOSC_04465
OG0004065	OFUSG16929.1.p1	APOSC_27712
OG0004066	OFUSG07959.1.p1	APOSC_23734
OG0004066	OFUSG07452.2.p1, OFUSG07452.1.p1	APOSC_24624
OG0004067	OFUSG11070.1.p1	APOSC_24467
OG0004069	OFUSG24301.1.p1	APOSC_23393, APOSC_23392
OG0004070	OFUSG10593.1.p1	APOSC_25704
OG0004071	OFUSG25471.1.p1	APOSC_26899
OG0004072	OFUSG16756.1.p1	APOSC_16871
OG0004073	OFUSG00778.1.p1	APOSC_26782
OG0004074	OFUSG13092.1.p1	APOSC_20482
OG0004075	OFUSG10667.1.p1	APOSC_15061, APOSC_07499
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	APOSC_17521
OG0004078	OFUSG06016.1.p1	APOSC_08208
OG0004079	OFUSG02739.1.p1	APOSC_18093
OG0004080	OFUSG04397.1.p1	APOSC_26211, APOSC_26210
OG0004081	OFUSG14219.1.p1	APOSC_09127
OG0004082	OFUSG16877.1.p1	APOSC_04843
OG0004083	OFUSG12099.1.p1	APOSC_05092
OG0004084	OFUSG13172.1.p1	APOSC_14613
OG0004085	OFUSG24648.1.p1	APOSC_16126
OG0004086	OFUSG25026.2.p1, OFUSG25026.1.p1	APOSC_12553
OG0004087	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1	APOSC_05303
OG0004088	OFUSG13315.1.p1	APOSC_06799, APOSC_06800
OG0004089	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1	APOSC_13671
OG0004090	OFUSG16668.1.p1	APOSC_24285, APOSC_20269
OG0004091	OFUSG17304.1.p1	APOSC_12845
OG0004092	OFUSG16191.1.p1	APOSC_18299
OG0004093	OFUSG06671.1.p1, OFUSG06669.1.p1	APOSC_16358
OG0004094	OFUSG07270.1.p1	APOSC_04403
OG0004095	OFUSG07584.1.p1	APOSC_23518, APOSC_16725
OG0004096	OFUSG25572.1.p1	APOSC_13674
OG0004098	OFUSG21100.1.p1	APOSC_08501, APOSC_08500
OG0004099	OFUSG10944.1.p1	APOSC_18713
OG0004100	OFUSG19371.2.p1, OFUSG19371.1.p1	APOSC_15294
OG0004101	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1	APOSC_13319
OG0004102	OFUSG19005.1.p1	APOSC_25199
OG0004104	OFUSG24702.1.p1	APOSC_18419
OG0004105	OFUSG23643.2.p1, OFUSG23643.1.p1	APOSC_20157, APOSC_20158
OG0004106	OFUSG26433.1.p1	APOSC_10773
OG0004107	OFUSG08885.1.p1	APOSC_07621
OG0004108	OFUSG21004.1.p1	APOSC_13049, APOSC_13048
OG0004110	OFUSG08891.1.p1	APOSC_11200
OG0004111	OFUSG13311.1.p1	APOSC_09767
OG0004112	OFUSG09769.1.p1	APOSC_07040
OG0004113	OFUSG18704.1.p1	APOSC_14445
OG0004114	OFUSG21821.1.p1	APOSC_10050
OG0004116	OFUSG09323.1.p1	APOSC_01511, APOSC_01512
OG0004117	OFUSG25444.1.p1	APOSC_13222, APOSC_13221
OG0004119	OFUSG20234.1.p1	APOSC_04401, APOSC_04402
OG0004120	OFUSG10176.1.p1, OFUSG10176.2.p1	APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568
OG0004121	OFUSG13719.1.p1	APOSC_26762
OG0004122	OFUSG07267.2.p1, OFUSG07267.1.p1	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203
OG0004123	OFUSG21171.1.p1, OFUSG21171.2.p1	APOSC_21789, APOSC_21790
OG0004124	OFUSG17737.1.p1	APOSC_08825
OG0004125	OFUSG04663.1.p1	APOSC_11946
OG0004126	OFUSG19824.1.p1	APOSC_01843
OG0004129	OFUSG05877.1.p1, OFUSG05875.1.p1, OFUSG05882.1.p1	APOSC_17304, APOSC_28066
OG0004130	OFUSG08210.1.p1, OFUSG00974.1.p1	APOSC_15010
OG0004131	OFUSG23809.1.p1, OFUSG23809.2.p1	APOSC_25999
OG0004132	OFUSG20258.1.p1	APOSC_10373
OG0004133	OFUSG14516.1.p1	APOSC_04232
OG0004134	OFUSG06800.1.p1	APOSC_03000
OG0004135	OFUSG18236.1.p1	APOSC_06031
OG0004136	OFUSG26327.1.p1	APOSC_21530
OG0004137	OFUSG20131.2.p1, OFUSG20131.1.p1	APOSC_00636
OG0004138	OFUSG00273.1.p1	APOSC_03411
OG0004139	OFUSG21376.2.p1, OFUSG21376.1.p1	APOSC_17399
OG0004140	OFUSG00701.1.p1	APOSC_06874
OG0004142	OFUSG19191.1.p1	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815
OG0004143	OFUSG09777.1.p1, OFUSG09777.2.p1	APOSC_27168, APOSC_27167
OG0004144	OFUSG24310.1.p1	APOSC_00660
OG0004145	OFUSG25041.1.p1	APOSC_15326
OG0004146	OFUSG22678.1.p1	APOSC_14892
OG0004147	OFUSG21150.1.p1	APOSC_19122
OG0004148	OFUSG24269.1.p1	APOSC_15043, APOSC_15044
OG0004149	OFUSG24993.1.p1	APOSC_02970, APOSC_02971
OG0004150	OFUSG04655.1.p1	APOSC_13759
OG0004151	OFUSG20857.1.p1	APOSC_00107
OG0004153	OFUSG10672.1.p1	APOSC_08022
OG0004154	OFUSG17126.2.p1, OFUSG17126.1.p1	APOSC_22416
OG0004156	OFUSG05939.1.p1	APOSC_06425
OG0004158	OFUSG04504.1.p1	APOSC_10209
OG0004160	OFUSG23353.1.p1	APOSC_03754
OG0004161	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1	APOSC_20917
OG0004162	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1	APOSC_12130
OG0004164	OFUSG17859.1.p1	APOSC_18496
OG0004166	OFUSG05575.1.p1	APOSC_13131
OG0004167	OFUSG11703.1.p1	APOSC_00650
OG0004168	OFUSG15102.1.p1	APOSC_04235
OG0004169	OFUSG10640.1.p1	APOSC_25303
OG0004170	OFUSG08006.1.p1	APOSC_18036, APOSC_03003
OG0004171	OFUSG07032.1.p1, OFUSG07032.2.p1	APOSC_27996, APOSC_27995
OG0004175	OFUSG17098.1.p1	APOSC_14869
OG0004176	OFUSG02603.1.p1	APOSC_27087
OG0004178	OFUSG19368.1.p1	APOSC_21497
OG0004179	OFUSG11027.2.p1, OFUSG11027.1.p1	APOSC_26029
OG0004180	OFUSG16755.1.p1	APOSC_05627
OG0004181	OFUSG03257.1.p1	APOSC_19299
OG0004182	OFUSG01146.2.p1, OFUSG01146.1.p1	APOSC_22372, APOSC_24923
OG0004183	OFUSG25418.1.p1	APOSC_23810
OG0004184	OFUSG12556.1.p1	APOSC_01611
OG0004186	OFUSG11737.1.p1	APOSC_12750
OG0004187	OFUSG20862.1.p1	APOSC_18178
OG0004188	OFUSG25107.1.p1	APOSC_19051
OG0004189	OFUSG24213.1.p1	APOSC_00415
OG0004190	OFUSG09999.1.p1	APOSC_03589
OG0004191	OFUSG14418.1.p1	APOSC_20827, APOSC_19219, APOSC_06345, APOSC_01419, APOSC_01418, APOSC_23381, APOSC_02118, APOSC_12178, APOSC_26045, APOSC_11911, APOSC_17958, APOSC_16766, APOSC_16814, APOSC_06346
OG0004194	OFUSG09328.1.p1, OFUSG09329.1.p1, OFUSG05309.1.p1	APOSC_21076
OG0004214	OFUSG13516.1.p1	APOSC_21908, APOSC_21906, APOSC_21907
OG0004215	OFUSG15336.1.p1	APOSC_16447
OG0004216	OFUSG23107.1.p1	APOSC_18234
OG0004217	OFUSG02696.2.p1, OFUSG02696.1.p1	APOSC_15366, APOSC_15365
OG0004218	OFUSG21692.1.p1	APOSC_15148
OG0004219	OFUSG04405.1.p1	APOSC_25433, APOSC_25434
OG0004220	OFUSG19674.1.p1, OFUSG19674.2.p1	APOSC_28409, APOSC_28408
OG0004222	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1	APOSC_24192
OG0004223	OFUSG17090.1.p1, OFUSG17090.2.p1	APOSC_28636, APOSC_28635
OG0004225	OFUSG20907.1.p1	APOSC_27259
OG0004226	OFUSG15931.1.p1	APOSC_11744
OG0004227	OFUSG13655.1.p1	APOSC_07436
OG0004228	OFUSG23701.1.p1	APOSC_11334
OG0004229	OFUSG18108.1.p1	APOSC_18807
OG0004230	OFUSG08871.1.p1	APOSC_11830
OG0004231	OFUSG09197.1.p1	APOSC_04324
OG0004232	OFUSG19109.1.p1	APOSC_20829, APOSC_20830
OG0004233	OFUSG23247.1.p1	APOSC_18789
OG0004234	OFUSG13233.1.p1	APOSC_10718
OG0004235	OFUSG17809.1.p1	APOSC_13621
OG0004236	OFUSG12590.1.p1	APOSC_09759
OG0004237	OFUSG02738.1.p1	APOSC_08707, APOSC_07559
OG0004239	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1	APOSC_00833
OG0004240	OFUSG11405.2.p1, OFUSG11405.1.p1	APOSC_01716
OG0004241	OFUSG14483.1.p1	APOSC_26715
OG0004242	OFUSG19649.1.p1	APOSC_02510
OG0004243	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1	APOSC_21071
OG0004244	OFUSG23262.1.p1	APOSC_21479
OG0004245	OFUSG19143.1.p1, OFUSG19143.2.p1	APOSC_10499, APOSC_10498, APOSC_10497
OG0004246	OFUSG26279.1.p1	APOSC_02127
OG0004247	OFUSG08927.1.p1	APOSC_11597, APOSC_28927, APOSC_11598
OG0004248	OFUSG13174.1.p1	APOSC_02729
OG0004249	OFUSG02524.1.p1	APOSC_05383
OG0004250	OFUSG12266.1.p1	APOSC_22267
OG0004251	OFUSG22911.1.p1	APOSC_06011
OG0004252	OFUSG24821.1.p1	APOSC_15635
OG0004253	OFUSG22279.1.p1, OFUSG22279.2.p1	APOSC_17061
OG0004254	OFUSG10303.1.p1	APOSC_08300
OG0004255	OFUSG21308.1.p1	APOSC_05604
OG0004257	OFUSG22307.1.p1	APOSC_16172
OG0004258	OFUSG03080.1.p1	APOSC_15994
OG0004259	OFUSG20013.1.p1	APOSC_13815, APOSC_13814
OG0004260	OFUSG04270.1.p1	APOSC_11794
OG0004261	OFUSG20642.1.p1	APOSC_10630
OG0004262	OFUSG12557.1.p1	APOSC_02898
OG0004263	OFUSG04157.2.p1, OFUSG04157.1.p1	APOSC_25349
OG0004264	OFUSG10442.1.p1	APOSC_15069
OG0004265	OFUSG22437.1.p1	APOSC_13935
OG0004267	OFUSG00346.1.p1	APOSC_05994, APOSC_05993
OG0004268	OFUSG20277.1.p1	APOSC_02867
OG0004269	OFUSG06518.1.p1	APOSC_26344
OG0004270	OFUSG09567.1.p1	APOSC_08577
OG0004271	OFUSG19458.1.p1	APOSC_03782
OG0004272	OFUSG19656.1.p1	APOSC_04474
OG0004273	OFUSG10132.2.p1, OFUSG10132.1.p1	APOSC_19429
OG0004274	OFUSG12672.1.p1	APOSC_26837
OG0004275	OFUSG26487.1.p1, OFUSG07573.1.p1, OFUSG07573.2.p1	APOSC_18680
OG0004276	OFUSG20440.1.p1, OFUSG20440.2.p1	APOSC_27482
OG0004277	OFUSG00740.1.p1	APOSC_13693
OG0004278	OFUSG19618.1.p1	APOSC_20389
OG0004279	OFUSG26158.2.p1, OFUSG26158.1.p1	APOSC_07885
OG0004280	OFUSG08248.1.p1	APOSC_04874, APOSC_04875, APOSC_04873
OG0004281	OFUSG09512.2.p1, OFUSG09512.1.p1	APOSC_21034, APOSC_06671
OG0004282	OFUSG23553.1.p1	APOSC_02423
OG0004283	OFUSG02236.1.p1	APOSC_16308
OG0004284	OFUSG19166.1.p1	APOSC_01925
OG0004285	OFUSG06639.1.p1, OFUSG06639.2.p1	APOSC_03562
OG0004286	OFUSG08115.1.p1	APOSC_15917
OG0004287	OFUSG12510.1.p1	APOSC_23356, APOSC_26057
OG0004288	OFUSG23204.1.p1	APOSC_01399, APOSC_07188
OG0004289	OFUSG11522.1.p1	APOSC_21362
OG0004290	OFUSG20422.1.p1	APOSC_01455
OG0004291	OFUSG11291.1.p1	APOSC_10039
OG0004292	OFUSG12754.1.p1	APOSC_09946
OG0004294	OFUSG00840.1.p1, OFUSG00840.2.p1	APOSC_18528
OG0004295	OFUSG13465.2.p1, OFUSG13465.1.p1	APOSC_09213
OG0004296	OFUSG10157.1.p1	APOSC_26593
OG0004297	OFUSG26602.2.p1, OFUSG26602.1.p1	APOSC_02921
OG0004298	OFUSG09630.1.p1	APOSC_05561
OG0004299	OFUSG03171.1.p1	APOSC_24511
OG0004300	OFUSG06251.1.p1	APOSC_16240
OG0004301	OFUSG15532.1.p1	APOSC_06274
OG0004302	OFUSG14824.1.p1	APOSC_19513
OG0004303	OFUSG14746.1.p1	APOSC_24805
OG0004304	OFUSG19501.1.p1	APOSC_08537
OG0004305	OFUSG21306.1.p1	APOSC_13535
OG0004306	OFUSG26453.1.p1	APOSC_27082
OG0004307	OFUSG10009.1.p1	APOSC_13498
OG0004308	OFUSG00660.1.p1	APOSC_21945
OG0004309	OFUSG10951.1.p1	APOSC_21721
OG0004310	OFUSG24234.1.p1	APOSC_02803
OG0004311	OFUSG24363.1.p1, OFUSG09545.1.p1	APOSC_26182
OG0004312	OFUSG20320.1.p1	APOSC_18207
OG0004314	OFUSG07970.1.p1	APOSC_20468
OG0004315	OFUSG19262.1.p1	APOSC_13906
OG0004316	OFUSG25561.1.p1	APOSC_18673
OG0004317	OFUSG15608.1.p1	APOSC_12017
OG0004318	OFUSG10081.1.p1	APOSC_23679
OG0004319	OFUSG01252.1.p1	APOSC_18325
OG0004320	OFUSG14079.1.p1, OFUSG18185.1.p1	APOSC_24488, APOSC_09036, APOSC_11220
OG0004322	OFUSG21097.1.p1	APOSC_26489
OG0004323	OFUSG01104.1.p1	APOSC_23597
OG0004324	OFUSG23537.1.p1	APOSC_00330
OG0004325	OFUSG18623.1.p1	APOSC_03815
OG0004327	OFUSG03372.1.p1	APOSC_02149, APOSC_02601
OG0004328	OFUSG21216.1.p1	APOSC_00739
OG0004329	OFUSG06444.1.p1	APOSC_22442
OG0004330	OFUSG21944.1.p1, OFUSG21944.2.p1	APOSC_23881, APOSC_16360
OG0004331	OFUSG12334.1.p1	APOSC_03020
OG0004332	OFUSG09843.1.p1	APOSC_05532
OG0004333	OFUSG13517.2.p1, OFUSG13517.1.p1	APOSC_28574
OG0004334	OFUSG12737.1.p1	APOSC_24451
OG0004335	OFUSG03846.1.p1	APOSC_08465, APOSC_08464
OG0004337	OFUSG19298.1.p1	APOSC_04062, APOSC_04059, APOSC_04060
OG0004338	OFUSG03491.1.p1	APOSC_18224, APOSC_10748, APOSC_07049, APOSC_27265, APOSC_02738
OG0004339	OFUSG15590.1.p1	APOSC_06450
OG0004340	OFUSG10038.2.p1, OFUSG10038.1.p1	APOSC_09483
OG0004341	OFUSG11142.1.p1	APOSC_11753, APOSC_11752
OG0004342	OFUSG03471.1.p1	APOSC_21988, APOSC_21987
OG0004343	OFUSG18774.1.p1	APOSC_00769
OG0004344	OFUSG12551.1.p1	APOSC_16644
OG0004345	OFUSG26912.1.p1, OFUSG22749.1.p1	APOSC_22925
OG0004346	OFUSG03046.1.p1, OFUSG05680.1.p1	APOSC_06434, APOSC_06435
OG0004347	OFUSG15122.1.p1	APOSC_08065, APOSC_11892
OG0004348	OFUSG01419.1.p1	APOSC_28686, APOSC_28688, APOSC_28687
OG0004349	OFUSG06694.1.p1	APOSC_14515
OG0004350	OFUSG00516.1.p1	APOSC_22010
OG0004352	OFUSG12778.1.p1	APOSC_14704
OG0004353	OFUSG21237.1.p1	APOSC_11748, APOSC_11747
OG0004354	OFUSG09569.1.p1	APOSC_06624
OG0004355	OFUSG13727.1.p1	APOSC_01153
OG0004356	OFUSG07938.1.p1	APOSC_15655
OG0004357	OFUSG17647.1.p1	APOSC_28000, APOSC_16304
OG0004358	OFUSG05940.1.p1	APOSC_02914
OG0004359	OFUSG19521.1.p1	APOSC_28538, APOSC_28537
OG0004360	OFUSG16040.1.p1	APOSC_08667
OG0004361	OFUSG08301.1.p1	APOSC_24002
OG0004361	OFUSG08299.1.p1	APOSC_24001, APOSC_11870
OG0004362	OFUSG26828.1.p1	APOSC_23840
OG0004363	OFUSG00806.1.p1	APOSC_26797, APOSC_26798
