Orthogroup	OWEFU	BRALA
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	BRALA15184
OG0003362	OFUSG03496.1.p1	BRALA22433, BRALA22431, BRALA22432
OG0003364	OFUSG01690.1.p1	BRALA19189
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	BRALA13308
OG0003368	OFUSG05859.1.p1	BRALA11408
OG0003369	OFUSG10684.1.p1	BRALA06641
OG0003370	OFUSG26414.1.p1	BRALA13625
OG0003372	OFUSG13267.1.p1	BRALA01258, BRALA01257
OG0003373	OFUSG01669.1.p1	BRALA02259
OG0003374	OFUSG26002.1.p1	BRALA32765
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	BRALA16607
OG0003376	OFUSG18728.1.p1	BRALA08374
OG0003378	OFUSG07334.2.p1	BRALA18244
OG0003379	OFUSG17212.1.p1	BRALA10345
OG0003380	OFUSG22136.1.p1	BRALA19352
OG0003381	OFUSG25596.1.p1	BRALA18296
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	BRALA02288, BRALA02289
OG0003383	OFUSG13207.1.p1	BRALA00564
OG0003384	OFUSG18647.1.p1	BRALA21417
OG0003385	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1	BRALA24635
OG0003386	OFUSG23636.1.p1	BRALA30819
OG0003387	OFUSG24168.1.p1, OFUSG06341.1.p1	BRALA24624, BRALA24625
OG0003388	OFUSG05574.1.p1, OFUSG12062.1.p1	BRALA06749
OG0003391	OFUSG22091.1.p1	BRALA31037
OG0003392	OFUSG10509.1.p1, OFUSG22637.1.p1	BRALA06298
OG0003394	OFUSG17238.1.p1	BRALA00627
OG0003396	OFUSG01792.1.p1	BRALA02157
OG0003401	OFUSG25539.1.p1	BRALA10099
OG0003419	OFUSG08581.1.p1	BRALA33995
OG0003420	OFUSG07245.1.p1	BRALA02559
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1	BRALA22933
OG0003422	OFUSG07879.1.p1	BRALA08270
OG0003424	OFUSG11149.1.p1	BRALA27366
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	BRALA13513
OG0003426	OFUSG05883.1.p1	BRALA28983
OG0003428	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1	BRALA26986, BRALA33909
OG0003429	OFUSG00245.1.p1	BRALA02516
OG0003430	OFUSG08825.1.p1	BRALA25695
OG0003431	OFUSG04536.1.p1	BRALA07409
OG0003432	OFUSG21006.1.p1	BRALA13775, BRALA13773
OG0003433	OFUSG14095.1.p1	BRALA12225
OG0003434	OFUSG21297.1.p1	BRALA00541
OG0003436	OFUSG19899.1.p1	BRALA26214, BRALA27678, BRALA26204, BRALA08164, BRALA32776, BRALA26481, BRALA31231, BRALA28013
OG0003437	OFUSG26497.1.p1	BRALA06487, BRALA06489
OG0003438	OFUSG22455.1.p1	BRALA15011
OG0003438	OFUSG22452.1.p1	BRALA15012
OG0003439	OFUSG25767.1.p1	BRALA11592
OG0003440	OFUSG17782.5.p1, OFUSG17782.3.p1, OFUSG02835.1.p1, OFUSG17782.4.p1, OFUSG02835.5.p1, OFUSG02835.4.p1, OFUSG17782.2.p1, OFUSG17782.1.p1, OFUSG02835.2.p1, OFUSG02835.3.p1	BRALA22768
OG0003441	OFUSG06295.1.p1	BRALA20520
OG0003442	OFUSG02754.1.p1	BRALA19451
OG0003443	OFUSG21541.1.p1	BRALA15200
OG0003444	OFUSG01048.1.p1	BRALA23414, BRALA16370
OG0003445	OFUSG08071.1.p1	BRALA24008
OG0003447	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1	BRALA17322
OG0003448	OFUSG05291.1.p1	BRALA03321
OG0003449	OFUSG11081.1.p1	BRALA06506
OG0003450	OFUSG07443.2.p1, OFUSG07443.1.p1	BRALA18866
OG0003451	OFUSG00773.1.p1	BRALA12366
OG0003453	OFUSG15317.1.p1	BRALA22884
OG0003454	OFUSG03914.1.p1	BRALA14039
OG0003455	OFUSG08118.1.p1	BRALA02242
OG0003456	OFUSG10937.1.p1	BRALA13939, BRALA06592
OG0003457	OFUSG13164.1.p1, OFUSG13164.2.p1	BRALA14725
OG0003458	OFUSG16862.2.p1, OFUSG16862.1.p1	BRALA21912
OG0003458	OFUSG08431.1.p1	BRALA09460
OG0003459	OFUSG26819.1.p1	BRALA35733, BRALA30363
OG0003460	OFUSG11662.1.p1	BRALA22272
OG0003462	OFUSG25414.1.p1	BRALA10146
OG0003463	OFUSG12535.1.p1	BRALA13330
OG0003464	OFUSG18296.1.p1	BRALA27365, BRALA23056
OG0003465	OFUSG07312.1.p1	BRALA21319
OG0003466	OFUSG05792.1.p1	BRALA09926
OG0003467	OFUSG23205.1.p1, OFUSG23203.1.p1	BRALA12491
OG0003468	OFUSG11635.2.p1, OFUSG11635.1.p1	BRALA29135
OG0003469	OFUSG20501.1.p1	BRALA25637
OG0003471	OFUSG21826.1.p1	BRALA22485
OG0003472	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1	BRALA15949
OG0003473	OFUSG09701.1.p1	BRALA25278
OG0003474	OFUSG17217.1.p1	BRALA12831
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	BRALA12280, BRALA35136, BRALA12279
OG0003476	OFUSG18748.2.p1, OFUSG18748.1.p1	BRALA30873
OG0003476	OFUSG04382.1.p1	BRALA34458
OG0003477	OFUSG16889.1.p1	BRALA21273
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	BRALA22512
OG0003479	OFUSG18679.1.p1	BRALA30670
OG0003480	OFUSG05021.1.p1	BRALA03258
OG0003481	OFUSG05255.1.p1	BRALA02540
OG0003482	OFUSG07809.1.p1	BRALA27623
OG0003483	OFUSG10301.1.p1	BRALA32124
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	BRALA04161
OG0003486	OFUSG00463.1.p1	BRALA31683
OG0003487	OFUSG19263.1.p1	BRALA16372
OG0003488	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1	BRALA21271
OG0003489	OFUSG16880.2.p1, OFUSG16880.1.p1	BRALA14772
OG0003490	OFUSG22551.1.p1	BRALA23571
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	BRALA06006
OG0003492	OFUSG10309.1.p1	BRALA03827
OG0003493	OFUSG16867.1.p1	BRALA05370
OG0003495	OFUSG12797.1.p1	BRALA23065
OG0003495	OFUSG17060.1.p1	BRALA21289
OG0003497	OFUSG09698.1.p1	BRALA17605
OG0003498	OFUSG16874.1.p1	BRALA09693
OG0003502	OFUSG24055.1.p1	BRALA34217, BRALA32822
OG0003503	OFUSG18080.1.p1	BRALA35912
OG0003504	OFUSG11194.1.p1	BRALA25286
OG0003505	OFUSG05340.1.p1	BRALA03121
OG0003506	OFUSG02297.1.p1, OFUSG02297.2.p1	BRALA08237
OG0003507	OFUSG26289.1.p1	BRALA01241
OG0003508	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1	BRALA21200, BRALA21199
OG0003509	OFUSG17524.1.p1	BRALA05520
OG0003511	OFUSG19651.1.p1	BRALA16529
OG0003512	OFUSG15649.1.p1	BRALA07191, BRALA35635
OG0003513	OFUSG16489.1.p1, OFUSG16489.2.p1	BRALA14520
OG0003515	OFUSG03772.1.p1	BRALA18725
OG0003516	OFUSG05769.1.p1	BRALA11488
OG0003517	OFUSG00110.1.p1	BRALA23417
OG0003518	OFUSG20266.1.p1	BRALA01597
OG0003519	OFUSG16099.1.p1	BRALA07432
OG0003520	OFUSG25302.1.p1	BRALA13350
OG0003521	OFUSG03096.1.p1	BRALA28067
OG0003522	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1	BRALA06407
OG0003523	OFUSG12732.1.p1	BRALA15819
OG0003524	OFUSG17157.1.p1	BRALA19610
OG0003525	OFUSG06719.1.p1	BRALA04397
OG0003526	OFUSG21956.1.p1	BRALA24423
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	BRALA28828
OG0003529	OFUSG03865.1.p1	BRALA14479
OG0003530	OFUSG07887.1.p1	BRALA16960
OG0003531	OFUSG12011.1.p1	BRALA34155
OG0003532	OFUSG18965.1.p1	BRALA28381
OG0003533	OFUSG18691.1.p1	BRALA12757
OG0003534	OFUSG21581.1.p1, OFUSG21581.2.p1	BRALA20884, BRALA05884, BRALA05922
OG0003535	OFUSG05602.1.p1	BRALA31819
OG0003536	OFUSG13226.1.p1	BRALA01567
OG0003538	OFUSG03109.1.p1	BRALA11760
OG0003539	OFUSG03901.1.p1	BRALA09265
OG0003540	OFUSG09310.5.p1, OFUSG09310.1.p1, OFUSG09310.2.p1, OFUSG09310.4.p1, OFUSG09310.3.p1	BRALA18860
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	BRALA19973
OG0003542	OFUSG10628.1.p1	BRALA18626
OG0003543	OFUSG08206.1.p1	BRALA02287
OG0003544	OFUSG00118.1.p1	BRALA04094
OG0003545	OFUSG10958.1.p1	BRALA25349
OG0003546	OFUSG18888.1.p1	BRALA34597
OG0003547	OFUSG08232.1.p1	BRALA27840, BRALA27838, BRALA27839
OG0003548	OFUSG18862.1.p1	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003549	OFUSG00426.1.p1, OFUSG00426.2.p1	BRALA23902
OG0003550	OFUSG26575.1.p1	BRALA18608
OG0003551	OFUSG20908.1.p1	BRALA01030
OG0003552	OFUSG09931.1.p1	BRALA23094
OG0003553	OFUSG06674.1.p1	BRALA27934
OG0003554	OFUSG06869.1.p1	BRALA24475
OG0003555	OFUSG11192.1.p1	BRALA21968
OG0003556	OFUSG23492.1.p1	BRALA01809
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	BRALA02541
OG0003558	OFUSG09260.1.p1	BRALA16598
OG0003561	OFUSG00906.1.p1	BRALA28633
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	BRALA14777
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	BRALA18624
OG0003563	OFUSG08910.1.p1	BRALA06846
OG0003564	OFUSG18905.1.p1	BRALA27591
OG0003565	OFUSG20630.1.p1	BRALA01127
OG0003566	OFUSG01327.1.p1	BRALA19185
OG0003567	OFUSG10595.1.p1	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	OFUSG22628.1.p1	BRALA28427
OG0003569	OFUSG06908.1.p1	BRALA15282
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	BRALA00798
OG0003571	OFUSG20726.1.p1	BRALA31602, BRALA34916
OG0003573	OFUSG24084.1.p1	BRALA14969
OG0003574	OFUSG13132.1.p1	BRALA27168
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	BRALA00402
OG0003578	OFUSG22248.1.p1	BRALA29478, BRALA23275
OG0003579	OFUSG10676.1.p1	BRALA03835
OG0003581	OFUSG15076.2.p1, OFUSG15076.1.p1	BRALA20305, BRALA20292
OG0003582	OFUSG18764.1.p1	BRALA19721
OG0003584	OFUSG17484.2.p1, OFUSG17484.1.p1	BRALA08616
OG0003590	OFUSG16416.1.p1	BRALA29078, BRALA29079, BRALA29077
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	BRALA34091
OG0003598	OFUSG08278.1.p1	BRALA18340
OG0003599	OFUSG19669.1.p1	BRALA33877
OG0003600	OFUSG20892.1.p1, OFUSG20892.2.p1	BRALA22014
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	BRALA18126
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	BRALA06241
OG0003604	OFUSG15335.1.p1	BRALA31536
OG0003606	OFUSG00045.1.p1	BRALA22056
OG0003607	OFUSG21698.1.p1	BRALA10883
OG0003608	OFUSG07112.1.p1	BRALA18469
OG0003610	OFUSG17078.1.p1	BRALA09770
OG0003611	OFUSG05675.1.p1	BRALA24495
OG0003613	OFUSG06331.1.p1	BRALA11000
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	BRALA05371
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	BRALA20439, BRALA20440
OG0003617	OFUSG09939.1.p1	BRALA23864
OG0003617	OFUSG13257.1.p1	BRALA23865
OG0003619	OFUSG02086.1.p1	BRALA28306
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	BRALA15834
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	BRALA15694
OG0003622	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1	BRALA13428
OG0003623	OFUSG26432.1.p1	BRALA13875
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	BRALA34546, BRALA32644
OG0003626	OFUSG04578.1.p1	BRALA04725
OG0003627	OFUSG03441.1.p1	BRALA16210
OG0003628	OFUSG08759.1.p1	BRALA15102
OG0003629	OFUSG24613.1.p1	BRALA05892
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	BRALA29277
OG0003631	OFUSG03026.1.p1	BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	OFUSG12731.1.p1	BRALA35240, BRALA22349
OG0003633	OFUSG23275.2.p1, OFUSG23275.1.p1	BRALA10607
OG0003634	OFUSG23671.1.p1	BRALA14363
OG0003635	OFUSG03012.1.p1	BRALA18691
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	BRALA17877, BRALA30883
OG0003638	OFUSG08839.1.p1	BRALA12059
OG0003639	OFUSG15339.1.p1	BRALA34621, BRALA34483, BRALA34678
OG0003640	OFUSG04490.1.p1	BRALA04598
OG0003641	OFUSG04999.1.p1	BRALA22029
OG0003642	OFUSG19621.1.p1	BRALA14568
OG0003643	OFUSG06611.1.p1	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	OFUSG08254.1.p1	BRALA10140
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	BRALA13185
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	BRALA22868
OG0003647	OFUSG09021.1.p1	BRALA16527
OG0003648	OFUSG12169.1.p1	BRALA17389
OG0003649	OFUSG09804.1.p1	BRALA01612
OG0003650	OFUSG17294.1.p1	BRALA13666
OG0003651	OFUSG20951.1.p1	BRALA21916
OG0003652	OFUSG01151.1.p1	BRALA34260
OG0003653	OFUSG05169.1.p1	BRALA33747, BRALA20594, BRALA35513
OG0003654	OFUSG12938.1.p1	BRALA21275
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	BRALA33353
OG0003656	OFUSG04633.1.p1	BRALA04460
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	BRALA00140
OG0003658	OFUSG13331.1.p1	BRALA00325
OG0003659	OFUSG16187.1.p1	BRALA07055
OG0003660	OFUSG18031.1.p1	BRALA03685
OG0003661	OFUSG21299.1.p1	BRALA00518
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	BRALA28700
OG0003664	OFUSG09947.1.p1	BRALA25355
OG0003665	OFUSG11634.1.p1	BRALA15969, BRALA08702
OG0003666	OFUSG06309.1.p1	BRALA25648
OG0003667	OFUSG22163.1.p1	BRALA23581, BRALA23583, BRALA23582
OG0003668	OFUSG20064.1.p1	BRALA16595
OG0003669	OFUSG17201.1.p1	BRALA01156
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	BRALA32769
OG0003672	OFUSG10902.1.p1	BRALA18633
OG0003673	OFUSG00664.1.p1, OFUSG00664.2.p1	BRALA19291
OG0003674	OFUSG10012.1.p1	BRALA13017
OG0003675	OFUSG16158.1.p1	BRALA11375
OG0003676	OFUSG25502.1.p1	BRALA10096
OG0003676	OFUSG02343.1.p1	BRALA14472
OG0003677	OFUSG16450.1.p1	BRALA09088
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	BRALA05291
OG0003679	OFUSG13359.1.p1	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	BRALA09741
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	BRALA02162
OG0003682	OFUSG11924.1.p1	BRALA10785, BRALA10910
OG0003684	OFUSG20469.1.p1	BRALA26598
OG0003685	OFUSG04005.1.p1	BRALA04329
OG0003686	OFUSG20794.1.p1	BRALA12463
OG0003687	OFUSG03946.1.p1	BRALA14064
OG0003688	OFUSG13593.1.p1	BRALA05434
OG0003689	OFUSG04570.1.p1	BRALA09157
OG0003690	OFUSG11565.1.p1	BRALA33355, BRALA34982
OG0003691	OFUSG02029.1.p1	BRALA22954
OG0003692	OFUSG05600.1.p1	BRALA28877
OG0003693	OFUSG06103.1.p1	BRALA09225
OG0003694	OFUSG16805.1.p1	BRALA07902
OG0003695	OFUSG25573.1.p1	BRALA21829
OG0003696	OFUSG05739.1.p1	BRALA20035
OG0003697	OFUSG20990.1.p1	BRALA16767
OG0003698	OFUSG06501.1.p1	BRALA21409
OG0003699	OFUSG04253.1.p1, OFUSG04253.2.p1, OFUSG00039.1.p1, OFUSG00039.2.p1	BRALA35351
OG0003700	OFUSG10293.1.p1	BRALA23022
OG0003701	OFUSG23496.1.p1	BRALA16004
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	BRALA28909
OG0003703	OFUSG00686.1.p1	BRALA02399
OG0003704	OFUSG13029.1.p1	BRALA17852
OG0003705	OFUSG16726.1.p1	BRALA17124
OG0003706	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1	BRALA21768
OG0003707	OFUSG07911.1.p1	BRALA13435
OG0003708	OFUSG01108.1.p1	BRALA19031
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	BRALA29789
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	BRALA03254
OG0003712	OFUSG10374.1.p1	BRALA11231
OG0003713	OFUSG13204.1.p1	BRALA01757
OG0003714	OFUSG23674.1.p1	BRALA14362
OG0003716	OFUSG23366.1.p1	BRALA32334
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	BRALA21117
OG0003718	OFUSG16508.1.p1	BRALA07126
OG0003719	OFUSG08809.1.p1	BRALA14607
OG0003720	OFUSG17956.1.p1	BRALA02638
OG0003721	OFUSG25364.1.p1	BRALA12038
OG0003722	OFUSG08157.1.p1	BRALA24100
OG0003724	OFUSG13589.1.p1	BRALA05473
OG0003725	OFUSG23512.1.p1	BRALA00696
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	BRALA15025, BRALA15024
OG0003727	OFUSG08827.1.p1	BRALA25125
OG0003728	OFUSG08100.1.p1	BRALA23646
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	BRALA06888, BRALA06951
OG0003730	OFUSG06924.1.p1	BRALA29533
OG0003731	OFUSG12284.1.p1	BRALA21198
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	BRALA11685
OG0003733	OFUSG23436.1.p1	BRALA01134
OG0003734	OFUSG07747.1.p1	BRALA21794
OG0003735	OFUSG07143.1.p1	BRALA34167
OG0003736	OFUSG07991.1.p1	BRALA33666, BRALA33744, BRALA33746
OG0003737	OFUSG09928.1.p1	BRALA17522
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	BRALA18659
OG0003739	OFUSG15848.1.p1	BRALA14467
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	BRALA18578
OG0003743	OFUSG01059.1.p1	BRALA23724
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	BRALA24796
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	BRALA06719, BRALA03263, BRALA30410
OG0003746	OFUSG03863.1.p1	BRALA17015
OG0003747	OFUSG12626.1.p1	BRALA30716
OG0003748	OFUSG18694.1.p1	BRALA12755
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	BRALA26426, BRALA26425
OG0003750	OFUSG09220.1.p1	BRALA18863
OG0003751	OFUSG09214.1.p1	BRALA32676, BRALA06904
OG0003752	OFUSG17066.1.p1	BRALA25856
OG0003753	OFUSG10261.1.p1	BRALA16740
OG0003754	OFUSG07080.1.p1	BRALA29308
OG0003755	OFUSG15040.1.p1	BRALA35547, BRALA34607
OG0003756	OFUSG22980.1.p1	BRALA19970
OG0003758	OFUSG17693.1.p1	BRALA00093
OG0003759	OFUSG12849.1.p1	BRALA05624
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	BRALA04263
OG0003763	OFUSG00488.1.p1	BRALA24515
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	BRALA25043
OG0003765	OFUSG19192.1.p1	BRALA18952
OG0003767	OFUSG13414.1.p1	BRALA03143
OG0003769	OFUSG20297.1.p1	BRALA26566
OG0003770	OFUSG20677.1.p1	BRALA19409
OG0003771	OFUSG11060.1.p1	BRALA16711
OG0003772	OFUSG23284.1.p1	BRALA31033
OG0003773	OFUSG09985.1.p1	BRALA23295, BRALA25770, BRALA25032
OG0003775	OFUSG04486.1.p1	BRALA32177
OG0003776	OFUSG09068.1.p1	BRALA09052
OG0003778	OFUSG01438.1.p1	BRALA19187
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	BRALA31824
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	BRALA24563
OG0003783	OFUSG12974.1.p1, OFUSG24865.1.p1	BRALA33059, BRALA31263, BRALA33225, BRALA23412, BRALA24818, BRALA25725, BRALA25051, BRALA26801, BRALA21782, BRALA05016, BRALA18577, BRALA24914, BRALA33212, BRALA13089, BRALA14911, BRALA03219, BRALA25726, BRALA20283, BRALA25444, BRALA28200, BRALA10716, BRALA03317, BRALA24119, BRALA03318
OG0003794	OFUSG04954.1.p1	BRALA03340
OG0003795	OFUSG06423.1.p1	BRALA19714
OG0003798	OFUSG25667.1.p1	BRALA18800
OG0003803	OFUSG06983.1.p1	BRALA01090
OG0003805	OFUSG05195.1.p1	BRALA29394
OG0003806	OFUSG10861.1.p1	BRALA06429
OG0003807	OFUSG10356.1.p1	BRALA25353
OG0003808	OFUSG17077.1.p1	BRALA10356
OG0003809	OFUSG10992.1.p1	BRALA03811
OG0003811	OFUSG03655.1.p1	BRALA19420
OG0003812	OFUSG21387.1.p1	BRALA05555
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	BRALA03804
OG0003815	OFUSG11994.1.p1, OFUSG11994.2.p1	BRALA24118
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	BRALA06868
OG0003817	OFUSG09065.1.p1	BRALA10868
OG0003818	OFUSG03705.1.p1	BRALA21446
OG0003819	OFUSG00481.1.p1	BRALA22931
OG0003820	OFUSG08762.1.p1	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	OFUSG19123.1.p1	BRALA15354, BRALA15353
OG0003822	OFUSG07841.1.p1, OFUSG01113.1.p1	BRALA09143, BRALA09145, BRALA09146, BRALA09140
OG0003823	OFUSG23560.1.p1	BRALA13717
OG0003824	OFUSG05766.1.p1	BRALA21415
OG0003825	OFUSG06668.1.p1	BRALA17596
OG0003826	OFUSG22650.1.p1	BRALA34514, BRALA34863, BRALA34230
OG0003827	OFUSG17366.1.p1	BRALA00778, BRALA00768
OG0003828	OFUSG05118.1.p1	BRALA27337
OG0003829	OFUSG07448.1.p1	BRALA02842
OG0003830	OFUSG01216.1.p1	BRALA15659
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	BRALA11875
OG0003832	OFUSG06066.1.p1	BRALA17319
OG0003834	OFUSG05404.1.p1	BRALA27607
OG0003835	OFUSG13762.1.p1	BRALA21118
OG0003836	OFUSG03236.1.p1	BRALA34236, BRALA34753
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	BRALA19478
OG0003839	OFUSG14221.1.p1	BRALA02789
OG0003840	OFUSG26167.1.p1	BRALA04449
OG0003842	OFUSG06914.1.p1	BRALA00315
OG0003843	OFUSG25141.1.p1	BRALA33818, BRALA34158
OG0003844	OFUSG19682.1.p1	BRALA16546
OG0003845	OFUSG11473.1.p1	BRALA30351
OG0003846	OFUSG06704.1.p1	BRALA21704
OG0003847	OFUSG24334.1.p1	BRALA07349
OG0003847	OFUSG08415.1.p1	BRALA03050
OG0003848	OFUSG07600.1.p1	BRALA21811
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	BRALA21745, BRALA21651
OG0003850	OFUSG01254.1.p1	BRALA19297
OG0003851	OFUSG13241.1.p1	BRALA10650, BRALA10712
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	BRALA04443
OG0003853	OFUSG11282.1.p1	BRALA15182
OG0003854	OFUSG09820.1.p1	BRALA15033
OG0003855	OFUSG13289.1.p1	BRALA15994
OG0003856	OFUSG18199.1.p1	BRALA06378
OG0003857	OFUSG18520.1.p1	BRALA06379
OG0003858	OFUSG11682.1.p1	BRALA15163
OG0003859	OFUSG18306.1.p1	BRALA26266
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	BRALA12361
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	BRALA30431
OG0003863	OFUSG06768.1.p1	BRALA16261
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	BRALA28844
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	BRALA11341
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	BRALA23698
OG0003868	OFUSG25488.1.p1	BRALA21807
OG0003869	OFUSG04233.1.p1	BRALA14443
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	BRALA07708
OG0003872	OFUSG00219.1.p1	BRALA30315
OG0003873	OFUSG12835.1.p1	BRALA05761
OG0003874	OFUSG08683.1.p1	BRALA01611
OG0003875	OFUSG26181.1.p1	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	OFUSG23627.1.p1	BRALA00896
OG0003877	OFUSG14257.1.p1	BRALA23816
OG0003878	OFUSG19403.1.p1	BRALA20063
OG0003879	OFUSG20056.1.p1	BRALA15031
OG0003880	OFUSG24988.1.p1	BRALA11582
OG0003881	OFUSG18789.1.p1	BRALA24783
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	BRALA03161
OG0003883	OFUSG06274.1.p1	BRALA11445
OG0003884	OFUSG16361.1.p1	BRALA08005
OG0003885	OFUSG23663.1.p1	BRALA23768
OG0003886	OFUSG04059.1.p1	BRALA04852
OG0003887	OFUSG17832.1.p1	BRALA20668
OG0003888	OFUSG00031.1.p1	BRALA19321
OG0003889	OFUSG17908.2.p1, OFUSG17908.1.p1	BRALA06547, BRALA06540
OG0003889	OFUSG24139.1.p1	BRALA02812, BRALA02816
OG0003889	OFUSG21925.1.p1, OFUSG11313.1.p1	BRALA30158
OG0003890	OFUSG25556.1.p1	BRALA26936
OG0003892	OFUSG05645.1.p1	BRALA22723
OG0003893	OFUSG11743.1.p1	BRALA24429
OG0003894	OFUSG07444.1.p1	BRALA10135, BRALA10136
