Orthogroup	OWEFU	STRPU_ok
OG0004154	OFUSG17126.2.p1, OFUSG17126.1.p1	STRPU_23784
OG0004156	OFUSG05939.1.p1	STRPU_23130
OG0004158	OFUSG04504.1.p1	STRPU_24023, STRPU_02639
OG0004160	OFUSG23353.1.p1	STRPU_19074
OG0004161	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1	STRPU_24354
OG0004162	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1	STRPU_08075
OG0004164	OFUSG17859.1.p1	STRPU_04686
OG0004166	OFUSG05575.1.p1	STRPU_09733, STRPU_09689
OG0004168	OFUSG15102.1.p1	STRPU_14329
OG0004169	OFUSG10640.1.p1	STRPU_08900, STRPU_00919
OG0004170	OFUSG08006.1.p1	STRPU_12942, STRPU_12955
OG0004171	OFUSG07032.1.p1, OFUSG07032.2.p1	STRPU_16148
OG0004175	OFUSG17098.1.p1	STRPU_18679
OG0004176	OFUSG02603.1.p1	STRPU_05147, STRPU_05071
OG0004177	OFUSG08965.1.p1, OFUSG26245.1.p1, OFUSG19575.1.p1, OFUSG14721.1.p1	STRPU_13155, STRPU_07838, STRPU_25214, STRPU_24805
OG0004178	OFUSG19368.1.p1	STRPU_23007, STRPU_00881
OG0004179	OFUSG11027.2.p1, OFUSG11027.1.p1	STRPU_08384
OG0004180	OFUSG16755.1.p1	STRPU_14125, STRPU_14113
OG0004181	OFUSG03257.1.p1	STRPU_05420, STRPU_05421
OG0004182	OFUSG01146.2.p1, OFUSG01146.1.p1	STRPU_17424
OG0004183	OFUSG25418.1.p1	STRPU_20295
OG0004184	OFUSG12556.1.p1	STRPU_08996
OG0004186	OFUSG11737.1.p1	STRPU_21395
OG0004187	OFUSG20862.1.p1	STRPU_26055
OG0004188	OFUSG25107.1.p1	STRPU_16239, STRPU_16200, STRPU_10934
OG0004189	OFUSG24213.1.p1	STRPU_15403
OG0004190	OFUSG09999.1.p1	STRPU_08808
OG0004197	OFUSG24264.1.p1	STRPU_24927, STRPU_24926, STRPU_24925
OG0004214	OFUSG13516.1.p1	STRPU_24335
OG0004215	OFUSG15336.1.p1	STRPU_14765, STRPU_02559
OG0004216	OFUSG23107.1.p1	STRPU_26208
OG0004217	OFUSG02696.2.p1, OFUSG02696.1.p1	STRPU_04965
OG0004218	OFUSG21692.1.p1	STRPU_14308
OG0004219	OFUSG04405.1.p1	STRPU_24948
OG0004220	OFUSG19674.1.p1, OFUSG19674.2.p1	STRPU_26863
OG0004222	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1	STRPU_21148
OG0004223	OFUSG17090.1.p1, OFUSG17090.2.p1	STRPU_24406
OG0004225	OFUSG20907.1.p1	STRPU_23672, STRPU_23647
OG0004226	OFUSG15931.1.p1	STRPU_13717
OG0004227	OFUSG13655.1.p1	STRPU_11362
OG0004228	OFUSG23701.1.p1	STRPU_12983
OG0004229	OFUSG18108.1.p1	STRPU_04722
OG0004230	OFUSG08871.1.p1	STRPU_03309
OG0004231	OFUSG09197.1.p1	STRPU_26733
OG0004232	OFUSG19109.1.p1	STRPU_10212
OG0004233	OFUSG23247.1.p1	STRPU_11044, STRPU_00382
OG0004234	OFUSG13238.1.p1	STRPU_11065
OG0004235	OFUSG17809.1.p1	STRPU_02171, STRPU_09204
OG0004236	OFUSG12590.1.p1	STRPU_20693
OG0004237	OFUSG02738.1.p1	STRPU_05856
OG0004239	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1	STRPU_20308
OG0004240	OFUSG11405.2.p1, OFUSG11405.1.p1	STRPU_20696
OG0004241	OFUSG14483.1.p1	STRPU_06100
OG0004242	OFUSG19649.1.p1	STRPU_27250
OG0004243	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1	STRPU_25021
OG0004244	OFUSG23262.1.p1	STRPU_22838
OG0004245	OFUSG19143.1.p1, OFUSG19143.2.p1	STRPU_09672
OG0004246	OFUSG26279.1.p1	STRPU_22152
OG0004247	OFUSG08927.1.p1	STRPU_03726
OG0004248	OFUSG13174.1.p1	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	OFUSG02524.1.p1	STRPU_05688
OG0004250	OFUSG12266.1.p1	STRPU_20579
OG0004251	OFUSG22911.1.p1	STRPU_01202, STRPU_19972, STRPU_19973
OG0004252	OFUSG24821.1.p1	STRPU_06470, STRPU_06473
OG0004253	OFUSG22279.1.p1, OFUSG22279.2.p1	STRPU_14726
OG0004254	OFUSG10303.1.p1	STRPU_04154
OG0004255	OFUSG21308.1.p1	STRPU_11353
OG0004257	OFUSG22307.1.p1	STRPU_15432
OG0004258	OFUSG03080.1.p1	STRPU_05921
OG0004259	OFUSG20013.1.p1	STRPU_27359
OG0004260	OFUSG04270.1.p1	STRPU_22106
OG0004261	OFUSG20642.1.p1	STRPU_25985
OG0004262	OFUSG12557.1.p1	STRPU_21542
OG0004263	OFUSG04157.2.p1, OFUSG04157.1.p1	STRPU_13850
OG0004264	OFUSG10442.1.p1	STRPU_04270
OG0004265	OFUSG22437.1.p1	STRPU_26380
OG0004267	OFUSG00346.1.p1	STRPU_12036
OG0004268	OFUSG20277.1.p1	STRPU_04469
OG0004269	OFUSG06518.1.p1	STRPU_09466
OG0004270	OFUSG09567.1.p1	STRPU_27064
OG0004271	OFUSG19458.1.p1	STRPU_21998
OG0004272	OFUSG19656.1.p1	STRPU_26435
OG0004273	OFUSG10132.2.p1, OFUSG10132.1.p1	STRPU_08464
OG0004274	OFUSG12672.1.p1	STRPU_25495
OG0004275	OFUSG26487.1.p1, OFUSG07573.1.p1, OFUSG07573.2.p1	STRPU_16562, STRPU_16544
OG0004276	OFUSG20440.1.p1, OFUSG20440.2.p1	STRPU_25263
OG0004277	OFUSG00740.1.p1	STRPU_17561, STRPU_17589
OG0004278	OFUSG19618.1.p1	STRPU_26571
OG0004279	OFUSG26158.2.p1, OFUSG26158.1.p1	STRPU_19399
OG0004280	OFUSG08248.1.p1	STRPU_16617
OG0004281	OFUSG09512.2.p1, OFUSG09512.1.p1	STRPU_03363
OG0004282	OFUSG23553.1.p1	STRPU_24365
OG0004283	OFUSG02236.1.p1	STRPU_05367
OG0004284	OFUSG19166.1.p1	STRPU_10181
OG0004285	OFUSG06639.1.p1, OFUSG06639.2.p1	STRPU_09806
OG0004286	OFUSG08115.1.p1	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778
OG0004287	OFUSG12510.1.p1	STRPU_20550
OG0004288	OFUSG23204.1.p1	STRPU_25897
OG0004289	OFUSG11522.1.p1	STRPU_20972
OG0004290	OFUSG20422.1.p1	STRPU_25362
OG0004291	OFUSG11291.1.p1	STRPU_21078
OG0004292	OFUSG12754.1.p1	STRPU_18201
OG0004294	OFUSG00840.1.p1, OFUSG00840.2.p1	STRPU_11546
OG0004295	OFUSG13465.2.p1, OFUSG13465.1.p1	STRPU_18784
OG0004296	OFUSG10157.1.p1	STRPU_04115
OG0004297	OFUSG26602.2.p1, OFUSG26602.1.p1	STRPU_20036
OG0004298	OFUSG09630.1.p1	STRPU_00904, STRPU_23030
OG0004299	OFUSG03171.1.p1	STRPU_05475
OG0004300	OFUSG06251.1.p1	STRPU_21999
OG0004301	OFUSG15532.1.p1	STRPU_02519, STRPU_15137
OG0004302	OFUSG14824.1.p1	STRPU_14723
OG0004303	OFUSG14746.1.p1	STRPU_06629
OG0004304	OFUSG19501.1.p1	STRPU_10222
OG0004305	OFUSG21306.1.p1	STRPU_10897, STRPU_10895
OG0004306	OFUSG26453.1.p1	STRPU_00569, STRPU_07534
OG0004307	OFUSG10009.1.p1	STRPU_08356
OG0004308	OFUSG00660.1.p1	STRPU_17528
OG0004309	OFUSG10951.1.p1	STRPU_11289
OG0004310	OFUSG24234.1.p1	STRPU_22930
OG0004311	OFUSG24363.1.p1, OFUSG09545.1.p1	STRPU_26858
OG0004312	OFUSG20320.1.p1	STRPU_26183
OG0004314	OFUSG07970.1.p1	STRPU_19410
OG0004315	OFUSG19262.1.p1	STRPU_09779
OG0004316	OFUSG25561.1.p1	STRPU_16713
OG0004317	OFUSG15608.1.p1	STRPU_14184
OG0004318	OFUSG10081.1.p1	STRPU_08553
OG0004319	OFUSG01252.1.p1	STRPU_11528
OG0004320	OFUSG14079.1.p1, OFUSG18185.1.p1	STRPU_06054
OG0004321	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1	STRPU_04553
OG0004322	OFUSG21097.1.p1	STRPU_07127
OG0004323	OFUSG01104.1.p1	STRPU_17059, STRPU_17055
OG0004324	OFUSG23537.1.p1	STRPU_24904
OG0004325	OFUSG18623.1.p1	STRPU_13245
OG0004327	OFUSG03372.1.p1	STRPU_24331, STRPU_05772
OG0004328	OFUSG21216.1.p1	STRPU_24297
OG0004329	OFUSG06444.1.p1	STRPU_09615
OG0004330	OFUSG21944.1.p1, OFUSG21944.2.p1	STRPU_21871
OG0004331	OFUSG12334.1.p1	STRPU_21658, STRPU_21723
OG0004332	OFUSG09843.1.p1	STRPU_03284, STRPU_03249
OG0004333	OFUSG13517.2.p1, OFUSG13517.1.p1	STRPU_24897
OG0004334	OFUSG12737.1.p1	STRPU_18166, STRPU_18150
OG0004335	OFUSG03846.1.p1	STRPU_05371
OG0004337	OFUSG19298.1.p1	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400
OG0004338	OFUSG03491.1.p1	STRPU_05398
OG0004339	OFUSG15590.1.p1	STRPU_14320
OG0004340	OFUSG10038.2.p1, OFUSG10038.1.p1	STRPU_08486
OG0004341	OFUSG11142.1.p1	STRPU_02059, STRPU_09086
OG0004342	OFUSG03471.1.p1	STRPU_05762
OG0004343	OFUSG18774.1.p1	STRPU_05384
OG0004344	OFUSG12551.1.p1	STRPU_22062
OG0004345	OFUSG26912.1.p1, OFUSG22749.1.p1	STRPU_19863, STRPU_19890
OG0004346	OFUSG03046.1.p1, OFUSG05680.1.p1	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651
OG0004347	OFUSG15122.1.p1	STRPU_02516, STRPU_15134
OG0004348	OFUSG01419.1.p1	STRPU_06508
OG0004349	OFUSG06694.1.p1	STRPU_23509
OG0004350	OFUSG00516.1.p1	STRPU_16900
OG0004351	OFUSG16980.1.p1	STRPU_10892
OG0004352	OFUSG12778.1.p1	STRPU_10734
OG0004353	OFUSG21237.1.p1	STRPU_10473
OG0004354	OFUSG09569.1.p1	STRPU_03448
OG0004355	OFUSG13727.1.p1	STRPU_24976
OG0004356	OFUSG07938.1.p1	STRPU_16141, STRPU_16134
OG0004357	OFUSG17647.1.p1	STRPU_07481
OG0004358	OFUSG05940.1.p1	STRPU_23362
OG0004359	OFUSG19521.1.p1	STRPU_23834, STRPU_23872
OG0004360	OFUSG16040.1.p1	STRPU_24625
OG0004361	OFUSG08299.1.p1	STRPU_12471
OG0004362	OFUSG26828.1.p1	STRPU_01645, STRPU_11982
OG0004363	OFUSG00806.1.p1	STRPU_03832, STRPU_04504
OG0004364	OFUSG12581.1.p1	STRPU_21818
OG0004365	OFUSG04532.1.p1	STRPU_21985
OG0004366	OFUSG20392.1.p1, OFUSG20392.2.p1	STRPU_25733
OG0004367	OFUSG11817.1.p1	STRPU_21494, STRPU_21485
OG0004368	OFUSG07493.1.p1	STRPU_19467
OG0004369	OFUSG08176.1.p1	STRPU_19645, STRPU_19675
OG0004370	OFUSG09597.1.p1	STRPU_06731
OG0004372	OFUSG17293.1.p1	STRPU_18917, STRPU_18878, STRPU_18916
OG0004373	OFUSG21375.1.p1	STRPU_18651
OG0004374	OFUSG23996.1.p1	STRPU_14956, STRPU_14987
OG0004375	OFUSG12091.1.p1	STRPU_21903
OG0004376	OFUSG15296.1.p1	STRPU_14838
OG0004377	OFUSG04513.1.p1	STRPU_13587, STRPU_01605
OG0004378	OFUSG15382.1.p1	STRPU_14220
OG0004379	OFUSG08124.1.p1	STRPU_12632
OG0004380	OFUSG07867.1.p1	STRPU_04047
OG0004381	OFUSG20032.1.p1	STRPU_27030
OG0004382	OFUSG21856.1.p1	STRPU_26803
OG0004383	OFUSG11903.1.p1	STRPU_20811
OG0004384	OFUSG12014.1.p1	STRPU_21328
OG0004385	OFUSG25604.1.p1	STRPU_20019
OG0004386	OFUSG04530.1.p1	STRPU_15588, STRPU_02218
OG0004387	OFUSG10840.2.p1, OFUSG10840.1.p1, OFUSG26873.1.p1, OFUSG00550.1.p1, OFUSG04863.1.p1, OFUSG04860.1.p1, OFUSG20316.1.p1, OFUSG20317.1.p1	STRPU_03713, STRPU_03716
OG0004388	OFUSG15853.1.p1	STRPU_07888
OG0004389	OFUSG17299.1.p1	STRPU_18432, STRPU_18475
OG0004390	OFUSG26694.1.p1	STRPU_20364
OG0004391	OFUSG18030.1.p1	STRPU_04771
OG0004392	OFUSG17805.1.p1	STRPU_04849
OG0004393	OFUSG19024.1.p1	STRPU_10284
OG0004394	OFUSG03035.2.p1, OFUSG03035.1.p1	STRPU_05865
OG0004395	OFUSG06695.1.p1	STRPU_23960, STRPU_23934
OG0004396	OFUSG21440.1.p1	STRPU_10960
OG0004397	OFUSG20729.1.p1	STRPU_25491
OG0004398	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1	STRPU_14743
OG0004399	OFUSG18895.1.p1, OFUSG18895.2.p1	STRPU_23354
OG0004400	OFUSG13116.1.p1	STRPU_24835
OG0004401	OFUSG17102.1.p1	STRPU_22184
OG0004402	OFUSG03686.1.p1	STRPU_05533, STRPU_05593
OG0004403	OFUSG16597.1.p1	STRPU_22439
OG0004404	OFUSG13040.1.p1	STRPU_03631
OG0004405	OFUSG10510.1.p1	STRPU_09173, STRPU_02136
OG0004406	OFUSG11750.1.p1	STRPU_20717
OG0004407	OFUSG21556.1.p1, OFUSG21556.2.p1, OFUSG21556.3.p1	STRPU_21160, STRPU_21168, STRPU_21169
OG0004408	OFUSG24615.1.p1	STRPU_06859, STRPU_06855
OG0004409	OFUSG19201.1.p1	STRPU_21996
OG0004413	OFUSG19215.1.p1	STRPU_23910
OG0004414	OFUSG17204.1.p1	STRPU_24538
OG0004415	OFUSG04373.1.p1, OFUSG04373.2.p1	STRPU_13688, STRPU_02388
OG0004417	OFUSG21036.1.p1	STRPU_19276, STRPU_00411
OG0004418	OFUSG08241.1.p1	STRPU_12510, STRPU_12484
OG0004419	OFUSG06760.1.p1	STRPU_09977, STRPU_09954
OG0004420	OFUSG10004.1.p1	STRPU_11444
OG0004421	OFUSG09765.1.p1	STRPU_23460, STRPU_00982
OG0004422	OFUSG08631.1.p1	STRPU_27279, STRPU_27262
OG0004423	OFUSG12675.1.p1	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928
OG0004424	OFUSG18745.1.p1	STRPU_23668, STRPU_23642
OG0004425	OFUSG04544.1.p1	STRPU_24641
OG0004426	OFUSG14933.1.p1	STRPU_20530, STRPU_20532
OG0004457	OFUSG20337.1.p1	STRPU_25739
OG0004459	OFUSG05552.1.p1, OFUSG05552.2.p1	STRPU_09571
OG0004460	OFUSG04747.1.p1	STRPU_26151
OG0004461	OFUSG07105.1.p1	STRPU_16622
OG0004462	OFUSG14517.1.p1	STRPU_06172
OG0004463	OFUSG22280.1.p1, OFUSG22281.1.p1, OFUSG22282.1.p1	STRPU_15084
OG0004465	OFUSG21289.1.p1	STRPU_07028
OG0004467	OFUSG24126.1.p1	STRPU_15008
OG0004468	OFUSG15364.1.p1	STRPU_15279
OG0004471	OFUSG12708.2.p1, OFUSG12708.1.p1	STRPU_23984
OG0004472	OFUSG19542.1.p1	STRPU_10341
OG0004473	OFUSG06716.1.p1	STRPU_17245, STRPU_17246
OG0004474	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1	STRPU_11443
OG0004475	OFUSG10497.1.p1	STRPU_02128
OG0004476	OFUSG03473.1.p1	STRPU_05459
OG0004477	OFUSG09375.1.p1	STRPU_26944
OG0004478	OFUSG20237.1.p1, OFUSG20237.3.p1, OFUSG20237.2.p1	STRPU_25354
OG0004479	OFUSG05226.1.p1	STRPU_25490
OG0004480	OFUSG08523.2.p1, OFUSG08523.1.p1	STRPU_03305
OG0004483	OFUSG17696.1.p1	STRPU_22442
OG0004484	OFUSG23258.1.p1	STRPU_11038, STRPU_00376
OG0004485	OFUSG19643.1.p1	STRPU_02839
OG0004486	OFUSG20259.1.p1	STRPU_25549, STRPU_00815
OG0004487	OFUSG03509.1.p1	STRPU_05739
OG0004488	OFUSG08603.1.p1	STRPU_26430
OG0004489	OFUSG19255.1.p1	STRPU_01983, STRPU_22823
OG0004490	OFUSG01069.1.p1	STRPU_10416
OG0004491	OFUSG26923.1.p1	STRPU_26194
OG0004492	OFUSG22257.1.p1	STRPU_14985, STRPU_14954
OG0004493	OFUSG00611.1.p1	STRPU_17332, STRPU_17354, STRPU_17317
OG0004494	OFUSG10248.1.p1	STRPU_08650
OG0004495	OFUSG08418.1.p1	STRPU_20165, STRPU_20159
OG0004497	OFUSG20901.1.p1, OFUSG20901.2.p1	STRPU_25842
OG0004498	OFUSG20779.1.p1	STRPU_25250
OG0004499	OFUSG25056.1.p1, OFUSG25056.2.p1	STRPU_21553
OG0004500	OFUSG17190.1.p1	STRPU_07478
OG0004501	OFUSG00301.1.p1	STRPU_16986
OG0004502	OFUSG09554.1.p1, OFUSG25788.1.p1	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182
OG0004503	OFUSG03545.1.p1	STRPU_05123, STRPU_05048
OG0004505	OFUSG24304.1.p1	STRPU_24031, STRPU_02633
OG0004506	OFUSG10629.1.p1	STRPU_09238
OG0004507	OFUSG09055.1.p1	STRPU_26831
OG0004508	OFUSG08408.1.p1	STRPU_12775, STRPU_02362
OG0004509	OFUSG04151.1.p1	STRPU_20073, STRPU_19808, STRPU_00760
OG0004510	OFUSG02328.1.p1	STRPU_05336
OG0004511	OFUSG08755.1.p1	STRPU_25065
OG0004512	OFUSG12440.1.p1	STRPU_21468
OG0004513	OFUSG26259.1.p1	STRPU_24975
OG0004514	OFUSG14834.3.p1, OFUSG14834.1.p1, OFUSG14834.2.p1	STRPU_14566
OG0004515	OFUSG06070.1.p1	STRPU_09715, STRPU_09759
OG0004516	OFUSG22450.1.p1	STRPU_15095
OG0004517	OFUSG09941.1.p1, OFUSG09941.2.p1	STRPU_08537
OG0004518	OFUSG26235.1.p1	STRPU_20077, STRPU_20104
OG0004519	OFUSG19459.1.p1, OFUSG19459.2.p1	STRPU_23291
OG0004520	OFUSG14215.1.p1	STRPU_06769
OG0004521	OFUSG07989.1.p1	STRPU_15629, STRPU_15616
OG0004523	OFUSG09566.1.p1	STRPU_26732
OG0004524	OFUSG21076.1.p1	STRPU_18681
OG0004525	OFUSG21962.1.p1	STRPU_08186
OG0004526	OFUSG25412.1.p1	STRPU_19898, STRPU_19872
OG0004527	OFUSG00322.1.p1	STRPU_08149
OG0004529	OFUSG13290.1.p1	STRPU_24902
OG0004530	OFUSG03014.1.p1	STRPU_05253, STRPU_05269
OG0004531	OFUSG03844.2.p1, OFUSG03844.1.p1	STRPU_05381
OG0004531	OFUSG12734.2.p1, OFUSG12734.1.p1	STRPU_05466
OG0004532	OFUSG17819.1.p1	STRPU_09265
OG0004533	OFUSG16086.1.p1	STRPU_22451
OG0004534	OFUSG03583.1.p1	STRPU_04976
OG0004535	OFUSG11409.1.p1	STRPU_20971
OG0004536	OFUSG13349.2.p1, OFUSG13349.1.p1	STRPU_07016
OG0004537	OFUSG19069.1.p1	STRPU_20100, STRPU_20122
OG0004538	OFUSG25281.1.p1	STRPU_21077
OG0004539	OFUSG12073.1.p1	STRPU_00731, STRPU_20735
OG0004540	OFUSG16071.1.p1	STRPU_24633
OG0004542	OFUSG25591.2.p1, OFUSG25591.1.p1	STRPU_12852, STRPU_12862
OG0004543	OFUSG17197.1.p1	STRPU_22430
OG0004544	OFUSG05691.1.p1	STRPU_22295
OG0004545	OFUSG23646.1.p1, OFUSG23649.1.p1	STRPU_18557
OG0004546	OFUSG26604.1.p1	STRPU_20037
OG0004547	OFUSG06133.1.p1	STRPU_23159
OG0004548	OFUSG08416.1.p1	STRPU_20408
OG0004549	OFUSG08340.1.p1	STRPU_12502, STRPU_00638
OG0004550	OFUSG00208.1.p1	STRPU_11539
OG0004551	OFUSG16195.1.p1, OFUSG16195.2.p1	STRPU_13302
OG0004552	OFUSG24698.1.p1	STRPU_06150
OG0004553	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1	STRPU_17878
OG0004554	OFUSG07017.1.p1	STRPU_16784
OG0004555	OFUSG20338.1.p1	STRPU_25721
OG0004556	OFUSG24005.2.p1, OFUSG24005.1.p1	STRPU_15459
OG0004557	OFUSG04722.1.p1	STRPU_13516
OG0004558	OFUSG26445.1.p1	STRPU_00553, STRPU_10690
OG0004559	OFUSG09948.1.p1	STRPU_01434, STRPU_08736
OG0004560	OFUSG24827.1.p1	STRPU_06539, STRPU_06561
OG0004561	OFUSG24869.1.p1	STRPU_06803
OG0004563	OFUSG01035.1.p1	STRPU_12094
OG0004564	OFUSG11372.1.p1	STRPU_20730, STRPU_00727
OG0004565	OFUSG25212.1.p1	STRPU_21813
OG0004566	OFUSG17189.1.p1	STRPU_07797
OG0004567	OFUSG13070.1.p1	STRPU_24575
OG0004568	OFUSG11671.1.p1	STRPU_20635
OG0004569	OFUSG15462.1.p1	STRPU_15605, STRPU_02203
OG0004570	OFUSG21943.1.p1	STRPU_21345
OG0004571	OFUSG26032.1.p1, OFUSG26032.2.p1	STRPU_00500, STRPU_15931
OG0004572	OFUSG20446.1.p1	STRPU_08793
OG0004573	OFUSG14867.1.p1	STRPU_15071
OG0004574	OFUSG01611.1.p1	STRPU_12120, STRPU_12154
OG0004575	OFUSG08859.1.p1, OFUSG06745.1.p1	STRPU_26840, STRPU_07603, STRPU_15920, STRPU_05431, STRPU_08811
OG0004576	OFUSG06493.1.p1	STRPU_09627
OG0004577	OFUSG05229.1.p1	STRPU_26190
OG0004578	OFUSG08031.1.p1	STRPU_19395
OG0004579	OFUSG19362.1.p1	STRPU_22367
OG0004580	OFUSG13429.2.p1, OFUSG13429.1.p1	STRPU_11267, STRPU_11229
OG0004581	OFUSG26863.1.p1, OFUSG26863.2.p1	STRPU_06299, STRPU_06345
OG0004582	OFUSG21277.1.p1	STRPU_18765
OG0004583	OFUSG12908.1.p1	STRPU_07152
OG0004584	OFUSG16312.1.p1	STRPU_16995
OG0004585	OFUSG20357.1.p1	STRPU_25453
OG0004587	OFUSG02164.1.p1	STRPU_05894
OG0004588	OFUSG22313.1.p1	STRPU_15207, STRPU_15264
OG0004589	OFUSG24193.1.p1	STRPU_14409
OG0004590	OFUSG14930.2.p1, OFUSG14930.1.p1	STRPU_02506, STRPU_15126
OG0004591	OFUSG17812.1.p1	STRPU_08487, STRPU_02185, STRPU_09222
OG0004592	OFUSG21433.1.p1	STRPU_16297, STRPU_16316
OG0004593	OFUSG04892.1.p1	STRPU_09569
OG0004594	OFUSG00833.1.p1	STRPU_01638, STRPU_11974
OG0004595	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1	STRPU_22021
OG0004596	OFUSG07539.1.p1	STRPU_15860
OG0004599	OFUSG26506.1.p1	STRPU_22193
OG0004600	OFUSG14651.1.p1	STRPU_19612, STRPU_19703, STRPU_19613
OG0004601	OFUSG25669.1.p1	STRPU_20311
OG0004602	OFUSG18345.1.p1	STRPU_02109, STRPU_09139
OG0004603	OFUSG18121.1.p1	STRPU_08936
OG0004605	OFUSG10056.1.p1	STRPU_08470
OG0004608	OFUSG11818.1.p1	STRPU_21130
OG0004609	OFUSG07084.1.p1	STRPU_14843
OG0004610	OFUSG09759.1.p1	STRPU_26960
OG0004611	OFUSG13143.1.p1	STRPU_19068
OG0004612	OFUSG16853.2.p1, OFUSG16853.1.p1	STRPU_22551
OG0004613	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1	STRPU_23508
OG0004614	OFUSG11608.1.p1	STRPU_21766, STRPU_21702
OG0004616	OFUSG03912.1.p1	STRPU_24959
OG0004617	OFUSG01614.1.p1	STRPU_11791
OG0004618	OFUSG03094.1.p1, OFUSG03134.1.p1	STRPU_05168, STRPU_05089
OG0004619	OFUSG16672.1.p1	STRPU_13721
OG0004620	OFUSG20269.1.p1	STRPU_25631
OG0004621	OFUSG19375.1.p1, OFUSG19375.2.p1	STRPU_23746
OG0004622	OFUSG04709.2.p1, OFUSG04709.1.p1	STRPU_25019
OG0004624	OFUSG04529.1.p1	STRPU_01216
OG0004625	OFUSG15027.1.p1	STRPU_14762, STRPU_14761, STRPU_02562
OG0004627	OFUSG14785.1.p1, OFUSG14785.2.p1	STRPU_06756, STRPU_06778
OG0004628	OFUSG17226.1.p1	STRPU_22771, STRPU_01930
OG0004629	OFUSG14690.1.p1	STRPU_19582
OG0004630	OFUSG20291.1.p1, OFUSG20291.2.p1	STRPU_17376
OG0004631	OFUSG09085.1.p1, OFUSG09085.2.p1	STRPU_19286, STRPU_00400
OG0004632	OFUSG12694.1.p1	STRPU_22256
OG0004633	OFUSG13692.1.p1	STRPU_10593
OG0004634	OFUSG13542.1.p1	STRPU_11068
OG0004635	OFUSG19569.1.p1	STRPU_03202
OG0004637	OFUSG05044.1.p1	STRPU_25858, STRPU_25859
OG0004638	OFUSG08345.2.p1, OFUSG08345.1.p1	STRPU_20070
OG0004639	OFUSG25724.1.p1	STRPU_19843
OG0004640	OFUSG16860.1.p1	STRPU_07528
OG0004641	OFUSG08286.1.p1	STRPU_02602, STRPU_19925
OG0004642	OFUSG05078.1.p1	STRPU_25278
OG0004643	OFUSG14661.1.p1	STRPU_06998, STRPU_06982
OG0004644	OFUSG11984.1.p1, OFUSG11984.2.p1	STRPU_20458
OG0004646	OFUSG08555.1.p1	STRPU_26956
OG0004647	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1	STRPU_26907
OG0004648	OFUSG25016.1.p1	STRPU_26366
OG0004649	OFUSG22259.1.p1	STRPU_14306
OG0004650	OFUSG18552.1.p1	STRPU_25012
OG0004651	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1	STRPU_15638
OG0004652	OFUSG14432.1.p1	STRPU_07001, STRPU_06984
OG0004654	OFUSG07791.1.p1	STRPU_01730, STRPU_16755
OG0004655	OFUSG07897.1.p1	STRPU_12453
OG0004656	OFUSG13180.1.p1	STRPU_27342, STRPU_27341
OG0004657	OFUSG20946.1.p1	STRPU_10556
OG0004658	OFUSG00003.2.p1, OFUSG00003.1.p1	STRPU_17373
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	STRPU_23697
OG0004660	OFUSG00440.1.p1	STRPU_17218
OG0004661	OFUSG08935.1.p1	STRPU_26509, STRPU_26506
OG0004662	OFUSG12267.1.p1	STRPU_21060, STRPU_20817
OG0004663	OFUSG15708.1.p1	STRPU_15121, STRPU_02502
OG0004664	OFUSG14191.1.p1	STRPU_06426
OG0004665	OFUSG03945.1.p1	STRPU_13736
OG0004666	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1	STRPU_26004
OG0004667	OFUSG05624.1.p1	STRPU_22632
OG0004668	OFUSG21754.1.p1	STRPU_20801
OG0004669	OFUSG09155.1.p1	STRPU_00267, STRPU_03175
OG0004670	OFUSG16156.1.p1	STRPU_24120, STRPU_24116, STRPU_24111
OG0004671	OFUSG15323.1.p1, OFUSG15323.2.p1	STRPU_14675
