Orthogroup	OWEFU	ASTMX
OG0003734	OFUSG07747.1.p1	ASTMX11186
OG0003735	OFUSG07143.1.p1	ASTMX02980
OG0003736	OFUSG07991.1.p1	ASTMX06261
OG0003737	OFUSG09928.1.p1	ASTMX03311, ASTMX02075
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	ASTMX11368, ASTMX05001, ASTMX11367
OG0003739	OFUSG15848.1.p1	ASTMX15585
OG0003740	OFUSG07576.1.p1	ASTMX16206
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	ASTMX13806, ASTMX00905
OG0003743	OFUSG01059.1.p1	ASTMX18803
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	ASTMX08863, ASTMX05359
OG0003746	OFUSG03863.1.p1	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875
OG0003747	OFUSG12626.1.p1	ASTMX18158
OG0003748	OFUSG18694.1.p1	ASTMX14382, ASTMX00409, ASTMX06418
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	ASTMX08310, ASTMX01524
OG0003750	OFUSG09220.1.p1	ASTMX18029
OG0003751	OFUSG09214.1.p1	ASTMX04007
OG0003752	OFUSG17066.1.p1	ASTMX00327, ASTMX00468
OG0003753	OFUSG10261.1.p1	ASTMX14862
OG0003754	OFUSG07080.1.p1	ASTMX02185, ASTMX21230
OG0003755	OFUSG15040.1.p1	ASTMX22559, ASTMX14368
OG0003756	OFUSG22980.1.p1	ASTMX13569, ASTMX10898
OG0003758	OFUSG17693.1.p1	ASTMX20436, ASTMX20437
OG0003759	OFUSG12849.1.p1	ASTMX21302, ASTMX08728, ASTMX08729
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	ASTMX13246, ASTMX10082
OG0003763	OFUSG00488.1.p1	ASTMX20292, ASTMX20453
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	ASTMX16449
OG0003765	OFUSG19192.1.p1	ASTMX06405, ASTMX16635
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	ASTMX00690
OG0003767	OFUSG13414.1.p1	ASTMX00865
OG0003769	OFUSG20297.1.p1	ASTMX09113, ASTMX09112
OG0003770	OFUSG20677.1.p1	ASTMX04346
OG0003771	OFUSG11060.1.p1	ASTMX20761, ASTMX17664
OG0003772	OFUSG23284.1.p1	ASTMX02565
OG0003773	OFUSG09985.1.p1	ASTMX19481, ASTMX13827
OG0003776	OFUSG09068.1.p1	ASTMX07290, ASTMX16427, ASTMX19488
OG0003778	OFUSG01438.1.p1	ASTMX10296, ASTMX01093
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	ASTMX20791
OG0003780	OFUSG24721.1.p1	ASTMX11152, ASTMX07003, ASTMX04115, ASTMX05433, ASTMX16713
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305
OG0003794	OFUSG04954.1.p1	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269
OG0003795	OFUSG06423.1.p1	ASTMX22459, ASTMX04043
OG0003798	OFUSG25667.1.p1	ASTMX00649, ASTMX05334
OG0003803	OFUSG06983.1.p1	ASTMX15080, ASTMX04008
OG0003806	OFUSG10861.1.p1	ASTMX21196
OG0003807	OFUSG10356.1.p1	ASTMX03640
OG0003808	OFUSG17077.1.p1	ASTMX12243
OG0003809	OFUSG10992.1.p1	ASTMX20443, ASTMX12115
OG0003811	OFUSG03655.1.p1	ASTMX11112
OG0003812	OFUSG21387.1.p1	ASTMX06055
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	ASTMX06952, ASTMX11991
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	ASTMX10485, ASTMX10948
OG0003817	OFUSG09065.1.p1	ASTMX18647
OG0003818	OFUSG03705.1.p1	ASTMX08224
OG0003820	OFUSG08762.1.p1	ASTMX09663
OG0003821	OFUSG19123.1.p1	ASTMX15916, ASTMX00789
OG0003823	OFUSG23560.1.p1	ASTMX14106
OG0003824	OFUSG05766.1.p1	ASTMX15652
OG0003825	OFUSG06668.1.p1	ASTMX23005, ASTMX15234, ASTMX01205
OG0003826	OFUSG22650.1.p1	ASTMX13299
OG0003827	OFUSG17366.1.p1	ASTMX08906, ASTMX01691
OG0003828	OFUSG05118.1.p1	ASTMX09777
OG0003829	OFUSG07448.1.p1	ASTMX16879
OG0003830	OFUSG01217.1.p1, OFUSG01216.1.p1	ASTMX09924, ASTMX15222
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	ASTMX01621
OG0003832	OFUSG06066.1.p1	ASTMX16229, ASTMX15146, ASTMX00997
OG0003834	OFUSG05404.1.p1	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	OFUSG13762.1.p1	ASTMX08155
OG0003836	OFUSG03236.1.p1	ASTMX03922
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	ASTMX22200
OG0003838	OFUSG02211.1.p1	ASTMX07568, ASTMX14008
OG0003839	OFUSG14221.1.p1	ASTMX03107
OG0003840	OFUSG26167.1.p1	ASTMX21619, ASTMX10569
OG0003841	OFUSG25707.1.p1	ASTMX15813
OG0003843	OFUSG25141.1.p1	ASTMX11574, ASTMX03263
OG0003844	OFUSG19682.1.p1	ASTMX18569
OG0003845	OFUSG11473.1.p1	ASTMX21005
OG0003846	OFUSG06704.1.p1	ASTMX03272, ASTMX13082
OG0003848	OFUSG07600.1.p1	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	ASTMX06220, ASTMX00255, ASTMX13365
OG0003850	OFUSG01254.1.p1	ASTMX17827
OG0003851	OFUSG13241.1.p1	ASTMX05745, ASTMX14120
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	ASTMX13641
OG0003853	OFUSG11282.1.p1	ASTMX06603
OG0003855	OFUSG13289.1.p1	ASTMX18348
OG0003856	OFUSG18199.1.p1	ASTMX11397
OG0003857	OFUSG18520.1.p1	ASTMX17813
OG0003858	OFUSG11682.1.p1	ASTMX02510
OG0003859	OFUSG18306.1.p1	ASTMX19127
OG0003860	OFUSG03969.1.p1	ASTMX15680, ASTMX15679
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	ASTMX18934
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	ASTMX05392
OG0003863	OFUSG06768.1.p1	ASTMX05791, ASTMX12495
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	ASTMX07056
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	ASTMX14765, ASTMX05719
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	ASTMX09589
OG0003867	OFUSG26425.1.p1	ASTMX14392
OG0003868	OFUSG25488.1.p1	ASTMX14524, ASTMX02829
OG0003869	OFUSG04233.1.p1	ASTMX17801
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	ASTMX22404
OG0003871	OFUSG14206.1.p1	ASTMX07548
OG0003872	OFUSG00219.1.p1	ASTMX21986
OG0003873	OFUSG12835.1.p1	ASTMX18658
OG0003874	OFUSG08683.1.p1	ASTMX09158
OG0003875	OFUSG26181.1.p1	ASTMX20963, ASTMX20964
OG0003876	OFUSG23627.1.p1	ASTMX14613
OG0003877	OFUSG14257.1.p1	ASTMX18203
OG0003878	OFUSG19403.1.p1	ASTMX03060, ASTMX08366, ASTMX15924
OG0003879	OFUSG20056.1.p1	ASTMX00436, ASTMX12410
OG0003880	OFUSG24988.1.p1	ASTMX08770
OG0003881	OFUSG18789.1.p1	ASTMX17611
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	ASTMX10267
OG0003883	OFUSG06274.1.p1	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	OFUSG16361.1.p1	ASTMX15152, ASTMX03561
OG0003885	OFUSG23663.1.p1	ASTMX08439, ASTMX12624
OG0003886	OFUSG04059.1.p1	ASTMX18295
OG0003887	OFUSG17832.1.p1	ASTMX22919
OG0003888	OFUSG00031.1.p1	ASTMX04862
OG0003890	OFUSG25556.1.p1	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	OFUSG05645.1.p1	ASTMX02017
OG0003893	OFUSG11743.1.p1	ASTMX12940
OG0003894	OFUSG07444.1.p1	ASTMX11183
OG0003896	OFUSG17816.1.p1, OFUSG17816.2.p1	ASTMX05002, ASTMX19466, ASTMX14861
OG0003897	OFUSG17722.1.p1	ASTMX15050
OG0003898	OFUSG14490.1.p1	ASTMX22794, ASTMX14906
OG0003899	OFUSG03698.1.p1	ASTMX15271
OG0003900	OFUSG11237.1.p1	ASTMX18534
OG0003901	OFUSG13044.1.p1	ASTMX03818
OG0003903	OFUSG19115.1.p1	ASTMX01642
OG0003904	OFUSG15953.1.p1	ASTMX18259
OG0003906	OFUSG09780.1.p1	ASTMX18624
OG0003907	OFUSG02408.1.p1	ASTMX19208
OG0003909	OFUSG05066.1.p1	ASTMX16582
OG0003910	OFUSG00367.1.p1	ASTMX12237
OG0003911	OFUSG12915.1.p1	ASTMX11470
OG0003912	OFUSG22772.1.p1	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	ASTMX04669
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	ASTMX11027
OG0003915	OFUSG24695.1.p1	ASTMX09566, ASTMX08815
OG0003916	OFUSG20296.1.p1	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	ASTMX18206
OG0003918	OFUSG18006.1.p1	ASTMX12177, ASTMX18541, ASTMX19758
OG0003919	OFUSG14973.1.p1	ASTMX12796
OG0003920	OFUSG00473.1.p1	ASTMX20009
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	ASTMX11734
OG0003922	OFUSG24757.1.p1	ASTMX15692
OG0003923	OFUSG04254.1.p1	ASTMX17099
OG0003925	OFUSG16954.1.p1	ASTMX08709, ASTMX20939
OG0003926	OFUSG21486.1.p1	ASTMX05523, ASTMX21916
OG0003927	OFUSG24115.1.p1	ASTMX19425
OG0003928	OFUSG00021.1.p1	ASTMX15517
OG0003929	OFUSG20846.1.p1	ASTMX13853, ASTMX13851
OG0003930	OFUSG01262.1.p1	ASTMX19444
OG0003931	OFUSG10879.1.p1	ASTMX07722, ASTMX17814
OG0003932	OFUSG23661.1.p1	ASTMX07563
OG0003933	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1	ASTMX00968, ASTMX16168
OG0003934	OFUSG21104.1.p1	ASTMX17687
OG0003935	OFUSG12376.1.p1	ASTMX04582
OG0003936	OFUSG05427.1.p1	ASTMX10900
OG0003937	OFUSG06517.1.p1	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	OFUSG01428.1.p1	ASTMX03248
OG0003939	OFUSG23620.1.p1	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	OFUSG06736.1.p1, OFUSG17406.1.p1	ASTMX18138
OG0003941	OFUSG06614.1.p1	ASTMX14257, ASTMX07136
OG0003942	OFUSG01619.1.p1	ASTMX09921
OG0003944	OFUSG25022.1.p1	ASTMX15054, ASTMX15052
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	ASTMX02597, ASTMX09466
OG0003946	OFUSG05456.1.p1	ASTMX13157, ASTMX19007
OG0003947	OFUSG06825.1.p1	ASTMX14801, ASTMX09966
OG0003948	OFUSG19164.1.p1	ASTMX05108
OG0003949	OFUSG01552.1.p1	ASTMX18736
OG0003950	OFUSG00160.1.p1	ASTMX01715, ASTMX21177
OG0003951	OFUSG18740.1.p1	ASTMX19664, ASTMX19666
OG0003954	OFUSG21108.1.p1	ASTMX01818, ASTMX14108
OG0003955	OFUSG02744.1.p1	ASTMX22833
OG0003956	OFUSG26537.2.p1, OFUSG26537.1.p1	ASTMX02372
OG0003957	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1	ASTMX20838, ASTMX12337, ASTMX20420
OG0003959	OFUSG08034.1.p1	ASTMX03302, ASTMX06910
OG0003960	OFUSG01617.1.p1	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	OFUSG13571.1.p1	ASTMX03170
OG0003962	OFUSG02999.1.p1	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003965	OFUSG13482.2.p1, OFUSG13482.1.p1	ASTMX03247, ASTMX20007
OG0003966	OFUSG00814.1.p1	ASTMX07292
OG0003967	OFUSG17824.1.p1	ASTMX20908
OG0003968	OFUSG19570.1.p1	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	OFUSG11226.1.p1	ASTMX15238
OG0003970	OFUSG14929.1.p1	ASTMX20409
OG0003971	OFUSG09521.1.p1	ASTMX13704
OG0003972	OFUSG05144.1.p1	ASTMX06345
OG0003973	OFUSG11220.1.p1	ASTMX20732, ASTMX00524
OG0003974	OFUSG00134.1.p1	ASTMX14433, ASTMX09255, ASTMX15782, ASTMX16088, ASTMX02140, ASTMX14485
OG0003976	OFUSG05977.1.p1	ASTMX01639
OG0003978	OFUSG18906.1.p1	ASTMX08297, ASTMX02812, ASTMX13155, ASTMX22836
OG0003980	OFUSG25900.1.p1	ASTMX01006
OG0003981	OFUSG09908.1.p1, OFUSG09909.1.p1, OFUSG24833.1.p1, OFUSG09911.1.p1	ASTMX06719, ASTMX16289, ASTMX06271
OG0003997	OFUSG02634.3.p1, OFUSG02634.4.p1, OFUSG02634.1.p1, OFUSG02634.2.p1	ASTMX19928
OG0003998	OFUSG22075.1.p1	ASTMX11579
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	ASTMX08675
OG0004000	OFUSG16319.1.p1, OFUSG16318.1.p1	ASTMX20946, ASTMX22466
OG0004002	OFUSG26830.1.p1	ASTMX02497
OG0004004	OFUSG25436.1.p1	ASTMX03905, ASTMX06247
OG0004005	OFUSG08227.1.p1	ASTMX20415
OG0004007	OFUSG13400.1.p1	ASTMX12778, ASTMX11189
OG0004009	OFUSG18112.1.p1	ASTMX13881, ASTMX02524
OG0004010	OFUSG13189.1.p1	ASTMX10560
OG0004011	OFUSG10690.1.p1	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	OFUSG05810.1.p1	ASTMX09322
OG0004014	OFUSG16971.1.p1	ASTMX14768
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	ASTMX06018
OG0004016	OFUSG09938.1.p1	ASTMX17626
OG0004017	OFUSG22331.1.p1	ASTMX17823
OG0004018	OFUSG05631.2.p1, OFUSG05631.1.p1	ASTMX08144
OG0004019	OFUSG25454.1.p1	ASTMX14129
OG0004020	OFUSG13879.1.p1	ASTMX06319
OG0004021	OFUSG15028.1.p1	ASTMX13298
OG0004022	OFUSG16401.2.p1, OFUSG16401.1.p1	ASTMX22526, ASTMX22527
OG0004024	OFUSG24239.1.p1	ASTMX09124
OG0004025	OFUSG11341.1.p1	ASTMX08612
OG0004027	OFUSG16592.1.p1	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	OFUSG11042.2.p1, OFUSG11042.1.p1	ASTMX12118
OG0004029	OFUSG16671.1.p1, OFUSG16671.2.p1	ASTMX18232
OG0004030	OFUSG18316.1.p1	ASTMX21477
OG0004030	OFUSG18315.1.p1	ASTMX22070
OG0004031	OFUSG21709.1.p1	ASTMX18843, ASTMX17691
OG0004032	OFUSG24694.1.p1	ASTMX08807, ASTMX00143
OG0004033	OFUSG12090.1.p1	ASTMX04887, ASTMX02492
OG0004035	OFUSG04760.1.p1	ASTMX14250
OG0004036	OFUSG01682.1.p1	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	ASTMX08758
OG0004038	OFUSG23417.1.p1	ASTMX17922
OG0004039	OFUSG01899.1.p1	ASTMX18412
OG0004041	OFUSG11618.1.p1	ASTMX18634
OG0004042	OFUSG09669.1.p1	ASTMX03581
OG0004043	OFUSG01859.1.p1	ASTMX11048
OG0004044	OFUSG00446.1.p1	ASTMX16753, ASTMX06545
OG0004045	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1	ASTMX17396
OG0004046	OFUSG06348.1.p1	ASTMX14505
OG0004047	OFUSG18610.1.p1	ASTMX17932
OG0004048	OFUSG19554.1.p1	ASTMX09318, ASTMX01185
OG0004050	OFUSG06161.1.p1	ASTMX02174
OG0004051	OFUSG26463.1.p1	ASTMX16044, ASTMX05416
OG0004052	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1	ASTMX04949
OG0004053	OFUSG09713.1.p1	ASTMX01877
OG0004054	OFUSG25074.1.p1	ASTMX17729, ASTMX17210
OG0004055	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1	ASTMX13414
OG0004056	OFUSG04179.1.p1, OFUSG04179.2.p1	ASTMX07252
OG0004057	OFUSG00824.1.p1	ASTMX03071
OG0004058	OFUSG09035.2.p1, OFUSG09035.1.p1	ASTMX16581
OG0004059	OFUSG25150.1.p1	ASTMX13060
OG0004060	OFUSG16459.1.p1	ASTMX14465
OG0004061	OFUSG13064.1.p1	ASTMX13867
OG0004062	OFUSG05949.1.p1, OFUSG06583.1.p1	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004064	OFUSG24453.1.p1, OFUSG24453.2.p1	ASTMX15012, ASTMX15188
OG0004065	OFUSG16929.1.p1	ASTMX04796
OG0004066	OFUSG07959.1.p1	ASTMX11405
OG0004067	OFUSG11070.1.p1	ASTMX11484
OG0004068	OFUSG00723.1.p1	ASTMX02692
OG0004069	OFUSG24301.1.p1	ASTMX14586
OG0004070	OFUSG10593.1.p1	ASTMX22191
OG0004071	OFUSG25471.1.p1	ASTMX15749
OG0004072	OFUSG16756.1.p1	ASTMX10447
OG0004073	OFUSG00778.1.p1	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	OFUSG13092.1.p1	ASTMX01938
OG0004075	OFUSG10667.1.p1	ASTMX07747
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	ASTMX04315
OG0004079	OFUSG02739.1.p1	ASTMX14875
OG0004080	OFUSG04397.1.p1	ASTMX05403, ASTMX19661
OG0004081	OFUSG14219.1.p1	ASTMX22659, ASTMX16927
OG0004082	OFUSG16877.1.p1	ASTMX18322
OG0004083	OFUSG12099.1.p1	ASTMX04555
OG0004084	OFUSG13172.1.p1	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	OFUSG24648.1.p1	ASTMX19501
OG0004087	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1	ASTMX10679, ASTMX12061
OG0004088	OFUSG13315.1.p1	ASTMX08848, ASTMX05956
OG0004089	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1	ASTMX22983
OG0004090	OFUSG16668.1.p1	ASTMX00983, ASTMX04761
OG0004091	OFUSG17304.1.p1	ASTMX08610
OG0004092	OFUSG16191.1.p1	ASTMX02665, ASTMX15369
OG0004093	OFUSG06669.1.p1	ASTMX15171
OG0004094	OFUSG07270.1.p1	ASTMX11202, ASTMX15659
OG0004095	OFUSG07584.1.p1	ASTMX02227
OG0004096	OFUSG25572.1.p1	ASTMX11756, ASTMX12440
OG0004098	OFUSG21100.1.p1	ASTMX10587, ASTMX05486
OG0004099	OFUSG10944.1.p1	ASTMX10113, ASTMX01415
OG0004100	OFUSG19371.2.p1, OFUSG19371.1.p1	ASTMX07137, ASTMX02215
OG0004101	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1	ASTMX02879
OG0004102	OFUSG19005.1.p1	ASTMX01503
OG0004104	OFUSG24702.1.p1	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	OFUSG23643.2.p1, OFUSG23643.1.p1	ASTMX09841, ASTMX14708
OG0004106	OFUSG26433.1.p1	ASTMX00722, ASTMX04813, ASTMX00723
OG0004107	OFUSG08885.1.p1	ASTMX07060
OG0004108	OFUSG21004.1.p1	ASTMX02739
OG0004110	OFUSG08891.1.p1	ASTMX19810, ASTMX07616
OG0004111	OFUSG13311.1.p1	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	OFUSG09769.1.p1	ASTMX14225
OG0004114	OFUSG21821.1.p1	ASTMX09744
OG0004115	OFUSG12847.1.p1	ASTMX13900
OG0004116	OFUSG09323.1.p1	ASTMX12803
OG0004117	OFUSG25444.1.p1	ASTMX18757
OG0004119	OFUSG20234.1.p1	ASTMX07078
OG0004120	OFUSG10176.1.p1, OFUSG10176.2.p1	ASTMX06636
OG0004121	OFUSG13719.1.p1	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	OFUSG07267.2.p1, OFUSG07267.1.p1	ASTMX14333, ASTMX15081
OG0004123	OFUSG21171.1.p1, OFUSG21171.2.p1	ASTMX10854
OG0004124	OFUSG17737.1.p1	ASTMX06394, ASTMX08682
OG0004125	OFUSG04663.1.p1	ASTMX07853
OG0004126	OFUSG19824.1.p1	ASTMX20128, ASTMX16183
OG0004128	OFUSG05290.1.p1	ASTMX00947
OG0004128	OFUSG11678.1.p1	ASTMX03225
OG0004129	OFUSG05882.1.p1	ASTMX00603
OG0004130	OFUSG08210.1.p1, OFUSG00974.1.p1	ASTMX10123
OG0004131	OFUSG23809.1.p1, OFUSG23809.2.p1	ASTMX21499
OG0004132	OFUSG20258.1.p1	ASTMX06519, ASTMX02656
OG0004133	OFUSG14516.1.p1	ASTMX17631, ASTMX21212
OG0004134	OFUSG06800.1.p1	ASTMX11642
OG0004135	OFUSG18236.1.p1	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	OFUSG26327.1.p1	ASTMX21158
OG0004137	OFUSG20131.2.p1, OFUSG20131.1.p1	ASTMX11266
OG0004139	OFUSG21376.2.p1, OFUSG21376.1.p1, OFUSG21378.1.p1	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	OFUSG00701.1.p1	ASTMX22423
OG0004142	OFUSG19191.1.p1	ASTMX02145
OG0004143	OFUSG09777.1.p1, OFUSG09777.2.p1	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	OFUSG24310.1.p1	ASTMX14929, ASTMX00175
OG0004145	OFUSG25041.1.p1	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	OFUSG22678.1.p1	ASTMX19018
OG0004147	OFUSG21150.1.p1	ASTMX17723, ASTMX11442
OG0004148	OFUSG24269.1.p1	ASTMX01455, ASTMX21880
OG0004149	OFUSG24993.1.p1	ASTMX07554, ASTMX11481
OG0004150	OFUSG04655.1.p1	ASTMX22642, ASTMX02487
OG0004151	OFUSG20857.1.p1	ASTMX22046, ASTMX22047
OG0004153	OFUSG10672.1.p1	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	OFUSG17126.2.p1, OFUSG17126.1.p1	ASTMX07593
OG0004156	OFUSG05939.1.p1	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	OFUSG19454.1.p1	ASTMX01743, ASTMX08856
OG0004158	OFUSG04504.1.p1	ASTMX17963, ASTMX13614
OG0004160	OFUSG23353.1.p1	ASTMX22778, ASTMX12455
OG0004161	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1	ASTMX05466
OG0004162	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1	ASTMX04954
OG0004164	OFUSG17859.1.p1	ASTMX21726, ASTMX06576
OG0004166	OFUSG05575.1.p1	ASTMX15461
OG0004167	OFUSG11703.1.p1	ASTMX03947, ASTMX04645
OG0004168	OFUSG15102.1.p1	ASTMX13810
OG0004169	OFUSG10640.1.p1	ASTMX13212
OG0004170	OFUSG08006.1.p1	ASTMX13302
OG0004171	OFUSG07032.1.p1, OFUSG07032.2.p1	ASTMX04439
OG0004176	OFUSG02603.1.p1	ASTMX03670
OG0004178	OFUSG19368.1.p1	ASTMX22904, ASTMX19594, ASTMX16994
OG0004179	OFUSG11027.2.p1, OFUSG11027.1.p1	ASTMX12310
OG0004180	OFUSG16755.1.p1	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	OFUSG03257.1.p1	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	OFUSG01146.2.p1, OFUSG01146.1.p1	ASTMX15301, ASTMX20682
OG0004183	OFUSG25418.1.p1	ASTMX05065
OG0004184	OFUSG12556.1.p1	ASTMX12107
OG0004186	OFUSG11737.1.p1	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	OFUSG20862.1.p1	ASTMX02560, ASTMX16139
OG0004188	OFUSG25107.1.p1	ASTMX14408, ASTMX15241
OG0004189	OFUSG24213.1.p1	ASTMX04450, ASTMX18309, ASTMX03415
OG0004190	OFUSG09999.1.p1	ASTMX20708, ASTMX20709
OG0004197	OFUSG24264.1.p1	ASTMX05399, ASTMX01896
OG0004198	OFUSG15844.1.p1	ASTMX14215
OG0004214	OFUSG13516.1.p1	ASTMX13901
OG0004215	OFUSG15336.1.p1	ASTMX03007
OG0004216	OFUSG23107.1.p1	ASTMX16092
OG0004217	OFUSG02696.2.p1, OFUSG02696.1.p1	ASTMX14006
OG0004219	OFUSG04405.1.p1	ASTMX00489
OG0004220	OFUSG19674.1.p1, OFUSG19674.2.p1	ASTMX08970
OG0004222	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1	ASTMX08117
OG0004223	OFUSG17090.1.p1, OFUSG17090.2.p1	ASTMX10659, ASTMX14232
OG0004225	OFUSG20907.1.p1	ASTMX05299, ASTMX08023
OG0004226	OFUSG15931.1.p1	ASTMX13528, ASTMX10820
OG0004227	OFUSG13655.1.p1	ASTMX05705
OG0004228	OFUSG23701.1.p1	ASTMX11329, ASTMX10796
OG0004229	OFUSG18108.1.p1	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004230	OFUSG08871.1.p1	ASTMX14896, ASTMX12799
OG0004231	OFUSG09197.1.p1	ASTMX16394
OG0004232	OFUSG19109.1.p1	ASTMX11638
OG0004233	OFUSG23247.1.p1	ASTMX00748, ASTMX20025
OG0004234	OFUSG13238.1.p1, OFUSG13233.1.p1	ASTMX14357
OG0004235	OFUSG17809.1.p1	ASTMX16132
OG0004236	OFUSG12590.1.p1	ASTMX00523
OG0004237	OFUSG02738.1.p1	ASTMX01636
OG0004238	OFUSG21302.1.p1	ASTMX22211
OG0004239	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1	ASTMX02083
OG0004240	OFUSG11405.2.p1, OFUSG11405.1.p1	ASTMX04697
OG0004241	OFUSG14483.1.p1	ASTMX12979, ASTMX07284
OG0004242	OFUSG19649.1.p1	ASTMX15363
OG0004243	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1	ASTMX13834, ASTMX21975, ASTMX22252
OG0004244	OFUSG23262.1.p1	ASTMX14271
OG0004245	OFUSG19143.1.p1, OFUSG19143.2.p1	ASTMX06607
OG0004246	OFUSG26279.1.p1	ASTMX01465
OG0004247	OFUSG08927.1.p1	ASTMX09383
OG0004248	OFUSG13174.1.p1	ASTMX01974
OG0004249	OFUSG02524.1.p1	ASTMX07753
