Orthogroup	OWEFU	AMPFI_ok
OG0003554	OFUSG06869.1.p1	AMPFI_22132
OG0003555	OFUSG11192.1.p1	AMPFI_10844
OG0003555	OFUSG11190.1.p1	AMPFI_19471
OG0003556	OFUSG23492.1.p1	AMPFI_08098
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	AMPFI_05440
OG0003558	OFUSG09260.1.p1	AMPFI_20154
OG0003561	OFUSG00906.1.p1	AMPFI_06137
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	AMPFI_06538
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	AMPFI_05251
OG0003563	OFUSG08910.1.p1	AMPFI_22795
OG0003564	OFUSG18905.1.p1	AMPFI_08755
OG0003565	OFUSG20630.1.p1	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	OFUSG01327.1.p1	AMPFI_01090
OG0003567	OFUSG10595.1.p1	AMPFI_22713
OG0003568	OFUSG22628.1.p1	AMPFI_06943
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	AMPFI_06993
OG0003571	OFUSG20726.1.p1	AMPFI_12433
OG0003573	OFUSG24084.1.p1	AMPFI_10938
OG0003574	OFUSG13132.1.p1	AMPFI_12831
OG0003575	OFUSG04401.1.p1	AMPFI_25078, AMPFI_05187, AMPFI_10409, AMPFI_01526, AMPFI_13443, AMPFI_04097, AMPFI_25527, AMPFI_07788, AMPFI_20943, AMPFI_03648, AMPFI_07467, AMPFI_06169, AMPFI_02462, AMPFI_25148
OG0003576	OFUSG04770.2.p1, OFUSG04770.1.p1	AMPFI_02605
OG0003577	OFUSG26536.2.p1, OFUSG26536.1.p1	AMPFI_19335
OG0003578	OFUSG22248.1.p1	AMPFI_08173
OG0003579	OFUSG10676.1.p1	AMPFI_22532
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	AMPFI_11403
OG0003598	OFUSG08278.1.p1	AMPFI_08091
OG0003599	OFUSG19669.1.p1	AMPFI_03084
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	AMPFI_22792
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	AMPFI_14800
OG0003604	OFUSG15335.1.p1	AMPFI_14560
OG0003606	OFUSG00045.1.p1	AMPFI_02736
OG0003607	OFUSG21698.1.p1	AMPFI_01035, AMPFI_08981
OG0003608	OFUSG07112.1.p1	AMPFI_20147
OG0003610	OFUSG17078.1.p1	AMPFI_08064
OG0003611	OFUSG05675.1.p1	AMPFI_03674
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	AMPFI_22358
OG0003613	OFUSG06331.1.p1	AMPFI_14181
OG0003614	OFUSG08287.1.p1	AMPFI_19968, AMPFI_03730, AMPFI_22222
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	AMPFI_05633
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	AMPFI_05609
OG0003617	OFUSG09939.1.p1	AMPFI_00387
OG0003619	OFUSG02086.1.p1	AMPFI_10351
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	AMPFI_09860
OG0003622	OFUSG21558.1.p1, OFUSG21558.2.p1	AMPFI_21860, AMPFI_12437
OG0003623	OFUSG26432.1.p1	AMPFI_13962
OG0003626	OFUSG04578.1.p1	AMPFI_06082
OG0003627	OFUSG03441.1.p1	AMPFI_04313
OG0003628	OFUSG08759.1.p1	AMPFI_06318
OG0003629	OFUSG24613.1.p1	AMPFI_13944
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	AMPFI_13915
OG0003631	OFUSG03026.1.p1	AMPFI_20160
OG0003633	OFUSG23275.2.p1, OFUSG23275.1.p1	AMPFI_20276
OG0003634	OFUSG23671.1.p1	AMPFI_00355, AMPFI_24717, AMPFI_01365, AMPFI_14902, AMPFI_09982
OG0003635	OFUSG10052.1.p1	AMPFI_14547
OG0003635	OFUSG03012.1.p1	AMPFI_15181
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	AMPFI_00213
OG0003638	OFUSG08839.1.p1	AMPFI_07537
OG0003639	OFUSG15339.1.p1	AMPFI_22785, AMPFI_14707
OG0003639	OFUSG15340.1.p1	AMPFI_20047
OG0003640	OFUSG04490.1.p1	AMPFI_16498
OG0003641	OFUSG04999.1.p1	AMPFI_07323
OG0003642	OFUSG19621.1.p1	AMPFI_06630
OG0003643	OFUSG06611.1.p1	AMPFI_12454
OG0003644	OFUSG08254.1.p1	AMPFI_06306
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	AMPFI_16881
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	AMPFI_06564
OG0003647	OFUSG09021.1.p1	AMPFI_00053
OG0003648	OFUSG12169.1.p1	AMPFI_01550
OG0003649	OFUSG09804.1.p1	AMPFI_09951
OG0003650	OFUSG17294.1.p1	AMPFI_12108
OG0003651	OFUSG20951.1.p1	AMPFI_09243
OG0003652	OFUSG01151.1.p1	AMPFI_10927
OG0003653	OFUSG05169.1.p1	AMPFI_11406
OG0003654	OFUSG12938.1.p1	AMPFI_17684
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	AMPFI_08590
OG0003656	OFUSG04633.1.p1	AMPFI_15780
OG0003658	OFUSG13331.1.p1	AMPFI_13106
OG0003659	OFUSG16187.1.p1	AMPFI_02966
OG0003660	OFUSG18031.1.p1	AMPFI_24288, AMPFI_15577
OG0003661	OFUSG21299.1.p1	AMPFI_09102
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	AMPFI_13941
OG0003664	OFUSG09947.1.p1	AMPFI_25223
OG0003665	OFUSG11634.1.p1	AMPFI_01410
OG0003666	OFUSG06309.1.p1	AMPFI_10136
OG0003667	OFUSG22163.1.p1	AMPFI_08073
OG0003668	OFUSG20064.1.p1	AMPFI_07166
OG0003669	OFUSG17201.1.p1	AMPFI_11157
OG0003670	OFUSG17813.1.p1	AMPFI_20733
OG0003670	OFUSG13006.1.p1	AMPFI_18620
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	AMPFI_00179
OG0003672	OFUSG10902.1.p1	AMPFI_09980
OG0003673	OFUSG00664.1.p1, OFUSG00664.2.p1	AMPFI_11970, AMPFI_02480
OG0003674	OFUSG10012.1.p1	AMPFI_05762
OG0003675	OFUSG16158.1.p1	AMPFI_08157
OG0003676	OFUSG25502.1.p1, OFUSG02343.1.p1	AMPFI_18881
OG0003677	OFUSG16450.1.p1	AMPFI_07661
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	AMPFI_07460
OG0003679	OFUSG13359.1.p1	AMPFI_07845
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	AMPFI_09842
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	AMPFI_19503
OG0003682	OFUSG11924.1.p1	AMPFI_07578
OG0003684	OFUSG20469.1.p1	AMPFI_16180
OG0003684	OFUSG20472.1.p1	AMPFI_25038
OG0003685	OFUSG04005.1.p1	AMPFI_12477
OG0003686	OFUSG20794.1.p1	AMPFI_07985
OG0003687	OFUSG03946.1.p1	AMPFI_00830
OG0003689	OFUSG04570.1.p1	AMPFI_14009
OG0003690	OFUSG11565.1.p1	AMPFI_05747
OG0003691	OFUSG02029.1.p1	AMPFI_11092
OG0003692	OFUSG05599.1.p1, OFUSG05599.2.p1	AMPFI_04386
OG0003692	OFUSG05600.1.p1	AMPFI_03589
OG0003693	OFUSG06103.1.p1	AMPFI_02553
OG0003694	OFUSG16805.1.p1	AMPFI_08303
OG0003695	OFUSG25573.1.p1	AMPFI_15699
OG0003696	OFUSG05739.1.p1	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	OFUSG20990.1.p1	AMPFI_11115
OG0003698	OFUSG06501.1.p1	AMPFI_19011
OG0003699	OFUSG04253.1.p1, OFUSG04253.2.p1	AMPFI_24416
OG0003699	OFUSG00039.1.p1, OFUSG00039.2.p1	AMPFI_09512
OG0003700	OFUSG10293.1.p1	AMPFI_09947
OG0003701	OFUSG23496.1.p1	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	AMPFI_15283
OG0003703	OFUSG00686.1.p1	AMPFI_10771
OG0003704	OFUSG13029.1.p1	AMPFI_14195
OG0003705	OFUSG16726.1.p1	AMPFI_23254
OG0003706	OFUSG26117.1.p1	AMPFI_05005
OG0003707	OFUSG07911.1.p1	AMPFI_07583
OG0003708	OFUSG01108.1.p1	AMPFI_12625
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	AMPFI_12106, AMPFI_01123
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	AMPFI_07533, AMPFI_12979
OG0003712	OFUSG10374.1.p1	AMPFI_04984
OG0003713	OFUSG13204.1.p1	AMPFI_04283
OG0003714	OFUSG23674.1.p1	AMPFI_25572
OG0003716	OFUSG23366.1.p1	AMPFI_04436
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	AMPFI_19633, AMPFI_00073
OG0003718	OFUSG16508.1.p1	AMPFI_18529
OG0003719	OFUSG08809.1.p1	AMPFI_04202
OG0003720	OFUSG17956.1.p1	AMPFI_24923, AMPFI_22323
OG0003721	OFUSG25364.1.p1	AMPFI_08300
OG0003722	OFUSG08157.1.p1	AMPFI_16876
OG0003725	OFUSG23512.1.p1	AMPFI_06286
OG0003727	OFUSG08827.1.p1	AMPFI_11496
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	AMPFI_24000
OG0003730	OFUSG06924.1.p1	AMPFI_06364
OG0003731	OFUSG12284.1.p1	AMPFI_22155
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	AMPFI_21718
OG0003733	OFUSG23436.1.p1	AMPFI_08970
OG0003734	OFUSG07747.1.p1	AMPFI_18672
OG0003735	OFUSG07143.1.p1	AMPFI_19574
OG0003736	OFUSG07991.1.p1	AMPFI_04878
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	AMPFI_15996
OG0003739	OFUSG15848.1.p1	AMPFI_04457
OG0003740	OFUSG07576.1.p1	AMPFI_12630
OG0003743	OFUSG01059.1.p1	AMPFI_21068
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	AMPFI_11890
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	AMPFI_06392
OG0003748	OFUSG18694.1.p1	AMPFI_12821, AMPFI_25550
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	AMPFI_09561
OG0003750	OFUSG09220.1.p1	AMPFI_19492
OG0003751	OFUSG09214.1.p1	AMPFI_03897, AMPFI_10264
OG0003752	OFUSG17066.1.p1	AMPFI_09468
OG0003754	OFUSG07080.1.p1	AMPFI_09209
OG0003755	OFUSG15040.1.p1	AMPFI_19354
OG0003756	OFUSG22980.1.p1	AMPFI_17707
OG0003758	OFUSG17693.1.p1	AMPFI_19318
OG0003759	OFUSG12849.1.p1	AMPFI_06066
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	AMPFI_18129
OG0003763	OFUSG00488.1.p1	AMPFI_20405, AMPFI_19416, AMPFI_23055
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	AMPFI_00088
OG0003765	OFUSG19192.1.p1	AMPFI_01150, AMPFI_22446
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	AMPFI_01207
OG0003767	OFUSG13414.1.p1	AMPFI_01797
OG0003769	OFUSG20297.1.p1	AMPFI_03104, AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825
OG0003771	OFUSG11060.1.p1	AMPFI_07160
OG0003772	OFUSG23284.1.p1	AMPFI_07478
OG0003773	OFUSG09985.1.p1	AMPFI_10699
OG0003775	OFUSG04485.2.p1, OFUSG04485.1.p1	AMPFI_21974
OG0003776	OFUSG09068.1.p1	AMPFI_18606
OG0003778	OFUSG01438.1.p1	AMPFI_24942
OG0003794	OFUSG04954.1.p1	AMPFI_16922
OG0003795	OFUSG06423.1.p1	AMPFI_09136
OG0003798	OFUSG25667.1.p1	AMPFI_02948
OG0003803	OFUSG06983.1.p1	AMPFI_12565
OG0003805	OFUSG05195.1.p1	AMPFI_04647
OG0003806	OFUSG10861.1.p1	AMPFI_05818
OG0003807	OFUSG10356.1.p1	AMPFI_03351
OG0003808	OFUSG17077.1.p1	AMPFI_14079
OG0003809	OFUSG10992.1.p1	AMPFI_04031
OG0003811	OFUSG03655.1.p1	AMPFI_10478
OG0003812	OFUSG21387.1.p1	AMPFI_10138
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	AMPFI_07875
OG0003815	OFUSG11994.1.p1, OFUSG11994.2.p1	AMPFI_05813
OG0003818	OFUSG03705.1.p1	AMPFI_17759
OG0003819	OFUSG03060.1.p1	AMPFI_22880
OG0003819	OFUSG00481.1.p1	AMPFI_19740, AMPFI_17113, AMPFI_22517, AMPFI_21528
OG0003820	OFUSG08762.1.p1	AMPFI_17489
OG0003821	OFUSG19123.1.p1	AMPFI_03105
OG0003822	OFUSG07841.1.p1, OFUSG01113.1.p1	AMPFI_04513
OG0003823	OFUSG23560.1.p1	AMPFI_06889
OG0003824	OFUSG05766.1.p1	AMPFI_06085
OG0003825	OFUSG06668.1.p1	AMPFI_06918
OG0003827	OFUSG17366.1.p1	AMPFI_21409
OG0003828	OFUSG05118.1.p1	AMPFI_11909
OG0003829	OFUSG07448.1.p1	AMPFI_00127, AMPFI_00025
OG0003830	OFUSG01217.1.p1, OFUSG01216.1.p1	AMPFI_07093
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	AMPFI_12797
OG0003832	OFUSG06066.1.p1	AMPFI_20517
OG0003834	OFUSG05404.1.p1	AMPFI_10226
OG0003835	OFUSG13762.1.p1	AMPFI_03066
OG0003836	OFUSG03236.1.p1	AMPFI_14280
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	AMPFI_24684
OG0003838	OFUSG02211.1.p1	AMPFI_19657
OG0003839	OFUSG14221.1.p1	AMPFI_07382
OG0003840	OFUSG26167.1.p1	AMPFI_23271
OG0003841	OFUSG25707.1.p1	AMPFI_21826
OG0003843	OFUSG25141.1.p1	AMPFI_05992
OG0003844	OFUSG19682.1.p1	AMPFI_14349
OG0003845	OFUSG11473.1.p1	AMPFI_07956
OG0003846	OFUSG06704.1.p1	AMPFI_06425
OG0003847	OFUSG08415.1.p1	AMPFI_22971
OG0003848	OFUSG07600.1.p1	AMPFI_23978
OG0003850	OFUSG01254.1.p1	AMPFI_10267
OG0003851	OFUSG13241.1.p1	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	AMPFI_10208
OG0003853	OFUSG11282.1.p1	AMPFI_21676
OG0003854	OFUSG09820.1.p1	AMPFI_03224
OG0003855	OFUSG13289.1.p1	AMPFI_20260
OG0003856	OFUSG18199.1.p1	AMPFI_08524
OG0003857	OFUSG18520.1.p1	AMPFI_07120
OG0003858	OFUSG11682.1.p1	AMPFI_00370
OG0003860	OFUSG03969.1.p1	AMPFI_12427
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	AMPFI_02803
OG0003863	OFUSG06768.1.p1	AMPFI_16528
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	AMPFI_13775
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	AMPFI_11940
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	AMPFI_14452
OG0003867	OFUSG26425.1.p1	AMPFI_17746
OG0003868	OFUSG25488.1.p1	AMPFI_11838
OG0003869	OFUSG04233.1.p1	AMPFI_17164
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	AMPFI_05899
OG0003871	OFUSG14206.1.p1	AMPFI_16112, AMPFI_10551, AMPFI_09651
OG0003872	OFUSG00219.1.p1	AMPFI_14866
OG0003873	OFUSG12835.1.p1	AMPFI_09750
OG0003874	OFUSG08683.1.p1	AMPFI_14478
OG0003875	OFUSG26181.1.p1	AMPFI_06901
OG0003876	OFUSG23627.1.p1	AMPFI_22260
OG0003877	OFUSG14257.1.p1	AMPFI_15725, AMPFI_00796
OG0003878	OFUSG19403.1.p1	AMPFI_12599
OG0003879	OFUSG20056.1.p1	AMPFI_02846, AMPFI_04216, AMPFI_06329
OG0003880	OFUSG24988.1.p1	AMPFI_08957
OG0003881	OFUSG18789.1.p1	AMPFI_15319, AMPFI_15320
OG0003883	OFUSG06274.1.p1	AMPFI_12967
OG0003884	OFUSG16361.1.p1	AMPFI_11418
OG0003885	OFUSG23663.1.p1	AMPFI_12606
OG0003886	OFUSG04059.1.p1	AMPFI_05835
OG0003887	OFUSG17832.1.p1	AMPFI_10957
OG0003888	OFUSG00031.1.p1	AMPFI_01567
OG0003890	OFUSG25556.1.p1	AMPFI_14577
OG0003892	OFUSG05645.1.p1	AMPFI_11859, AMPFI_18544
OG0003893	OFUSG11743.1.p1	AMPFI_15310
OG0003894	OFUSG07444.1.p1	AMPFI_18671
OG0003896	OFUSG17816.1.p1, OFUSG17816.2.p1	AMPFI_07056
OG0003898	OFUSG14490.1.p1	AMPFI_09375
OG0003899	OFUSG03698.1.p1	AMPFI_00789
OG0003900	OFUSG11237.1.p1	AMPFI_23235
OG0003903	OFUSG19115.1.p1	AMPFI_19280
OG0003904	OFUSG15953.1.p1	AMPFI_04520
OG0003905	OFUSG00192.1.p1	AMPFI_11955
OG0003906	OFUSG09780.1.p1	AMPFI_11162
OG0003907	OFUSG02408.1.p1	AMPFI_25753
OG0003909	OFUSG05066.1.p1	AMPFI_23810, AMPFI_23809
OG0003910	OFUSG00367.1.p1	AMPFI_04464
OG0003911	OFUSG12915.1.p1	AMPFI_08416
OG0003912	OFUSG22772.1.p1	AMPFI_24373
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	AMPFI_21191
OG0003914	OFUSG03858.1.p1, OFUSG03858.2.p1	AMPFI_08353
OG0003915	OFUSG24695.1.p1	AMPFI_10789
OG0003916	OFUSG20296.1.p1	AMPFI_09047
OG0003917	OFUSG02661.1.p1, OFUSG02661.2.p1	AMPFI_16651, AMPFI_15299, AMPFI_01608
OG0003918	OFUSG18006.1.p1	AMPFI_05529
OG0003919	OFUSG14973.1.p1	AMPFI_15999
OG0003920	OFUSG00473.1.p1	AMPFI_25048
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	AMPFI_13490
OG0003922	OFUSG24757.1.p1	AMPFI_19502, AMPFI_02773
OG0003923	OFUSG04254.1.p1	AMPFI_15048, AMPFI_23190
OG0003925	OFUSG16954.1.p1	AMPFI_08582
OG0003927	OFUSG24115.1.p1	AMPFI_25825
OG0003928	OFUSG00021.1.p1	AMPFI_01023
OG0003929	OFUSG20846.1.p1	AMPFI_10054
OG0003930	OFUSG01262.1.p1	AMPFI_07230
OG0003931	OFUSG10879.1.p1	AMPFI_26056
OG0003932	OFUSG23661.1.p1	AMPFI_10182
OG0003932	OFUSG26009.1.p1	AMPFI_23012
OG0003933	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1	AMPFI_24509
OG0003934	OFUSG21104.1.p1	AMPFI_16560
OG0003936	OFUSG05427.1.p1	AMPFI_09358
OG0003937	OFUSG06517.1.p1	AMPFI_09658
OG0003938	OFUSG01428.1.p1	AMPFI_22623
OG0003939	OFUSG23620.1.p1	AMPFI_06063
OG0003940	OFUSG06736.1.p1, OFUSG17406.1.p1	AMPFI_19837
OG0003942	OFUSG01619.1.p1	AMPFI_14927
OG0003944	OFUSG25022.1.p1	AMPFI_07557
OG0003945	OFUSG25387.2.p1, OFUSG25387.1.p1	AMPFI_05796, AMPFI_08691
OG0003946	OFUSG05456.1.p1	AMPFI_00888
OG0003947	OFUSG06825.1.p1	AMPFI_23175
OG0003948	OFUSG19164.1.p1	AMPFI_09703
OG0003949	OFUSG01552.1.p1	AMPFI_12679
OG0003950	OFUSG00160.1.p1	AMPFI_25875
OG0003951	OFUSG18740.1.p1	AMPFI_11617
OG0003954	OFUSG21108.1.p1	AMPFI_06716
OG0003955	OFUSG02744.1.p1	AMPFI_11128
OG0003956	OFUSG26537.2.p1, OFUSG26537.1.p1	AMPFI_23118
OG0003957	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1	AMPFI_14329, AMPFI_10061, AMPFI_08683
OG0003959	OFUSG08034.1.p1	AMPFI_04671
OG0003960	OFUSG01617.1.p1	AMPFI_08480
OG0003961	OFUSG13571.1.p1	AMPFI_06314
OG0003962	OFUSG02999.1.p1	AMPFI_16905
OG0003964	OFUSG03151.1.p1, OFUSG03150.1.p1, OFUSG06602.1.p1, OFUSG05524.1.p1	AMPFI_01234
OG0003965	OFUSG13482.2.p1, OFUSG13482.1.p1	AMPFI_04828
OG0003966	OFUSG00814.1.p1	AMPFI_05727
OG0003967	OFUSG17824.1.p1	AMPFI_05943, AMPFI_08131
OG0003968	OFUSG19570.1.p1	AMPFI_06736
OG0003969	OFUSG11226.1.p1	AMPFI_07721
OG0003970	OFUSG14929.1.p1	AMPFI_07812
OG0003971	OFUSG09521.1.p1	AMPFI_14528
OG0003972	OFUSG05144.1.p1	AMPFI_15565
OG0003973	OFUSG11220.1.p1	AMPFI_20438
OG0003974	OFUSG00134.1.p1	AMPFI_21735
OG0003997	OFUSG02634.3.p1, OFUSG02634.4.p1, OFUSG02634.1.p1, OFUSG02634.2.p1	AMPFI_13806, AMPFI_18937
OG0003998	OFUSG22075.1.p1	AMPFI_02531, AMPFI_05249, AMPFI_09969
OG0004000	OFUSG16319.1.p1	AMPFI_16405, AMPFI_21863
OG0004002	OFUSG26830.1.p1	AMPFI_02137
OG0004003	OFUSG03987.1.p1, OFUSG16776.1.p1, OFUSG20087.1.p1	AMPFI_04742
OG0004004	OFUSG25436.1.p1	AMPFI_09791
OG0004005	OFUSG08227.1.p1	AMPFI_05677
OG0004006	OFUSG11482.1.p1, OFUSG11482.2.p1	AMPFI_24746, AMPFI_00872
OG0004007	OFUSG13400.1.p1	AMPFI_00209
OG0004009	OFUSG18112.1.p1	AMPFI_12935
OG0004010	OFUSG13189.1.p1	AMPFI_15924
OG0004011	OFUSG10690.1.p1	AMPFI_07886
OG0004012	OFUSG05810.1.p1	AMPFI_11587
OG0004013	OFUSG24853.1.p1	AMPFI_07165, AMPFI_07164, AMPFI_01740, AMPFI_25350, AMPFI_02077
OG0004014	OFUSG16971.1.p1	AMPFI_09780
OG0004015	OFUSG23645.1.p1, OFUSG23645.2.p1	AMPFI_12276
OG0004016	OFUSG05700.1.p1	AMPFI_03659
OG0004016	OFUSG09938.1.p1	AMPFI_07732
OG0004017	OFUSG22331.1.p1	AMPFI_05329, AMPFI_16787
OG0004018	OFUSG05631.2.p1, OFUSG05631.1.p1	AMPFI_23571
OG0004019	OFUSG25454.1.p1	AMPFI_04656, AMPFI_20503
OG0004020	OFUSG13879.1.p1	AMPFI_05398
OG0004021	OFUSG15028.1.p1	AMPFI_13532
OG0004022	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1	AMPFI_19771
OG0004023	OFUSG20348.1.p1	AMPFI_19933
OG0004024	OFUSG24239.1.p1	AMPFI_16537, AMPFI_25945
OG0004025	OFUSG11341.1.p1	AMPFI_13676, AMPFI_23617
OG0004027	OFUSG16592.1.p1	AMPFI_22283
OG0004028	OFUSG11042.2.p1, OFUSG11042.1.p1	AMPFI_10335
OG0004029	OFUSG16671.1.p1, OFUSG16671.2.p1	AMPFI_00310, AMPFI_16894, AMPFI_17990, AMPFI_10197
OG0004030	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1	AMPFI_22173
OG0004031	OFUSG21709.1.p1	AMPFI_05716
OG0004032	OFUSG24694.1.p1	AMPFI_18750
OG0004033	OFUSG12090.1.p1	AMPFI_03927
OG0004034	OFUSG09199.1.p1	AMPFI_05228
OG0004035	OFUSG04760.1.p1	AMPFI_24745
OG0004036	OFUSG01682.1.p1	AMPFI_19780
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	AMPFI_03972
OG0004039	OFUSG01899.1.p1	AMPFI_20896, AMPFI_13108
OG0004039	OFUSG01900.1.p1	AMPFI_01095, AMPFI_04352
OG0004040	OFUSG02275.1.p1, OFUSG02275.2.p1	AMPFI_23302
OG0004042	OFUSG09669.1.p1	AMPFI_16992
OG0004043	OFUSG01859.1.p1	AMPFI_09709
OG0004044	OFUSG00446.1.p1	AMPFI_00282
OG0004045	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1	AMPFI_08610
OG0004047	OFUSG18610.1.p1	AMPFI_19469
OG0004048	OFUSG19554.1.p1	AMPFI_12579
OG0004050	OFUSG06161.1.p1	AMPFI_00721
OG0004051	OFUSG26463.1.p1	AMPFI_17845
OG0004052	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1	AMPFI_05448
OG0004053	OFUSG09713.1.p1	AMPFI_17533
OG0004054	OFUSG25074.1.p1	AMPFI_08608
OG0004055	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1	AMPFI_10976
OG0004056	OFUSG04179.1.p1, OFUSG04179.2.p1	AMPFI_02644
OG0004057	OFUSG00824.1.p1	AMPFI_09381
OG0004058	OFUSG09035.2.p1, OFUSG09035.1.p1	AMPFI_02646
OG0004059	OFUSG25150.1.p1	AMPFI_10187
OG0004060	OFUSG16459.1.p1	AMPFI_14285
OG0004061	OFUSG13064.1.p1	AMPFI_10286
OG0004064	OFUSG24453.1.p1, OFUSG24453.2.p1	AMPFI_07536
OG0004065	OFUSG16929.1.p1	AMPFI_19408
OG0004066	OFUSG07452.2.p1, OFUSG07452.1.p1	AMPFI_11470
OG0004067	OFUSG11070.1.p1	AMPFI_09979
OG0004068	OFUSG00723.1.p1	AMPFI_18859
OG0004069	OFUSG24301.1.p1	AMPFI_11248
OG0004070	OFUSG10593.1.p1	AMPFI_16812
OG0004071	OFUSG25471.1.p1	AMPFI_07328
OG0004072	OFUSG16756.1.p1	AMPFI_04941
OG0004073	OFUSG00778.1.p1	AMPFI_04508
OG0004074	OFUSG13092.1.p1	AMPFI_16175
OG0004075	OFUSG10667.1.p1	AMPFI_22791
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	AMPFI_08732
OG0004078	OFUSG06016.1.p1	AMPFI_16143
OG0004079	OFUSG02739.1.p1	AMPFI_22149
OG0004080	OFUSG04397.1.p1	AMPFI_07191
OG0004081	OFUSG14219.1.p1	AMPFI_07325
OG0004082	OFUSG16877.1.p1	AMPFI_08776
OG0004083	OFUSG12099.1.p1	AMPFI_03305, AMPFI_21612, AMPFI_04296
OG0004084	OFUSG13172.1.p1	AMPFI_15041
OG0004085	OFUSG24648.1.p1	AMPFI_10044
OG0004086	OFUSG25026.2.p1, OFUSG25026.1.p1	AMPFI_24999
OG0004087	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1	AMPFI_07453
OG0004088	OFUSG13315.1.p1	AMPFI_17660, AMPFI_14733, AMPFI_18658
OG0004089	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1	AMPFI_00735
OG0004090	OFUSG16668.1.p1	AMPFI_22810
