Orthogroup	AMPFI_ok	Other
OG0005187	AMPFI_09348, AMPFI_03439	ORYLA10935
OG0005187	AMPFI_09348, AMPFI_03439	LYTVA_06957
OG0005187	AMPFI_09348, AMPFI_03439	HELIO_07825
OG0005187	AMPFI_09348, AMPFI_03439	STRPU_00668
OG0005187	AMPFI_09348, AMPFI_03439	HUMAN20363
OG0005261	AMPFI_08888	HELIO_01034
OG0005261	AMPFI_08888	LYTVA_23858, LYTVA_24509
OG0005261	AMPFI_08888	STRPU_24559
OG0005261	AMPFI_08888	TCONS_00018305.p1
OG0005261	AMPFI_08888	AENJA_21820
OG0005261	AMPFI_08888	SACKO_26304
OG0005299	AMPFI_20586	ORYLA20317
OG0005299	AMPFI_20586	DANRE25389
OG0005299	AMPFI_20586	HUMAN11407
OG0005299	AMPFI_20586	MOUSE49600
OG0005299	AMPFI_20586	XENTR00453
OG0005299	AMPFI_20586	bflo_13099
OG0005299	AMPFI_20586	BRALA20015
OG0005302	AMPFI_03808, AMPFI_18711	ASTMX22410, ASTMX02133, ASTMX14720, ASTMX02413
OG0005302	AMPFI_03808, AMPFI_18711	DANRE25178, DANRE25177
OG0005302	AMPFI_03808, AMPFI_18711	XENTR10050, XENTR08277
OG0005302	AMPFI_03808, AMPFI_18711	HUMAN09867, HUMAN27402, HUMAN14272
OG0005302	AMPFI_03808, AMPFI_18711	MOUSE51378, MOUSE51379, MOUSE48035
OG0005302	AMPFI_03808, AMPFI_18711	ORYLA02508, ORYLA14656
OG0005302	AMPFI_03808, AMPFI_18711	BRALA07884
OG0005302	AMPFI_03808, AMPFI_18711	bflo_07229
OG0005302	AMPFI_16177	MOUSE51380
OG0005305	AMPFI_00085	SACKO_23919
OG0005305	AMPFI_00085	TCONS_00009441.p1
OG0005305	AMPFI_00085	OFUSG23187.1.p1
OG0005305	AMPFI_00085	bflo_13200
OG0005305	AMPFI_00085	BRALA03385
OG0005305	AMPFI_00085	SCHMD25033
OG0005317	AMPFI_05644	ASTMX00041
OG0005321	AMPFI_08070	SACKO_31374
OG0005398	AMPFI_23611	BRALA08633
OG0005416	AMPFI_19434	BRALA35059
OG0005434	AMPFI_06335	bflo_14305
OG0005479	AMPFI_07297	HUMAN11180
OG0005494	AMPFI_11106	ASTMX11292
OG0005494	AMPFI_11106	APOSJ_12436
OG0005494	AMPFI_11107	APOSJ_30242
OG0005551	AMPFI_13220	DANRE03835
OG0005565	AMPFI_06482	HUMAN12663
OG0005600	AMPFI_21973	XENTR06836
OG0005600	AMPFI_21973	HUMAN29943
OG0005600	AMPFI_21973	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005600	AMPFI_21973	ORYLA16033
OG0005600	AMPFI_21973	DANRE40275
OG0005600	AMPFI_21973	ASTMX01740
OG0005600	AMPFI_21973	OFUSG18695.1.p1
OG0005600	AMPFI_21973	AENJA_23486
OG0005600	AMPFI_21973	BRALA12754
OG0005600	AMPFI_21973	bflo_12389
OG0005613	AMPFI_05065	MOUSE03014
OG0005652	AMPFI_22497	MOUSE31214
OG0005691	AMPFI_05726	DANRE25058
OG0005691	AMPFI_05726	SCHMD28962
OG0005701	AMPFI_09363	SACKO_25580
OG0005720	AMPFI_07237	AENJA_02583
OG0005729	AMPFI_16465	SCHMD24968
OG0005738	AMPFI_15740	HUMAN21605
OG0005763	AMPFI_06899	HUMAN23715
OG0005803	AMPFI_15963	SCHMD24297
OG0005812	AMPFI_07294	ASTMX06754
OG0005813	AMPFI_11130	OFUSG22102.2.p1, OFUSG22102.1.p1
OG0005850	AMPFI_20033	XENTR09236
OG0005850	AMPFI_20033	DANRE02454
OG0005850	AMPFI_20033	ORYLA13872
OG0005850	AMPFI_20033	ASTMX15848
OG0005929	AMPFI_10207	DANRE28880
OG0005966	AMPFI_00202	STRPU_00119
OG0006000	AMPFI_13395	APOSJ_59193
OG0006120	AMPFI_09581	bflo_09539
OG0006123	AMPFI_21221, AMPFI_22425	XENTR18981
OG0006123	AMPFI_21221, AMPFI_22425	ORYLA20495
OG0006123	AMPFI_21221, AMPFI_22425	HUMAN17179
OG0006123	AMPFI_21221, AMPFI_22425	MOUSE40394, MOUSE40393
OG0006123	AMPFI_21221, AMPFI_22425	DANRE06435
OG0006123	AMPFI_21221, AMPFI_22425	ASTMX03174
OG0006123	AMPFI_21221, AMPFI_22425	DROME16430
OG0006123	AMPFI_22425	SCHMD01986
OG0006193	AMPFI_14632	ORYLA12955
OG0006193	AMPFI_14632	ASTMX16796
OG0006193	AMPFI_14632	DANRE40110, DANRE40111
OG0006193	AMPFI_14632	XENTR04349
OG0006193	AMPFI_14632	MOUSE18405, MOUSE18400
OG0006193	AMPFI_14632	HUMAN14368
OG0006222	AMPFI_10422	APOSJ_08458, APOSJ_08459
OG0006222	AMPFI_10422	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006222	AMPFI_10422	BRALA20270, BRALA09580
OG0006222	AMPFI_10422	SACKO_07689
OG0006222	AMPFI_10422	AENJA_25258
OG0006222	AMPFI_10422	NEMVE01385
OG0006238	AMPFI_19131	MOUSE41253
OG0006286	AMPFI_00384	MOUSE35474
OG0006304	AMPFI_12955	HUMAN08878
OG0006361	AMPFI_13719	XENTR00507
OG0006391	AMPFI_11392	ORYLA03666
OG0006391	AMPFI_11392	ASTMX13826, ASTMX02973
OG0006391	AMPFI_11392	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371
OG0006391	AMPFI_11392	HUMAN05598
OG0006391	AMPFI_11392	MOUSE50989, MOUSE50991, MOUSE50988
OG0006391	AMPFI_11392	XENTR02605
OG0006391	AMPFI_11392	CAEEL16380, CAEEL11908
OG0006444	AMPFI_19071, AMPFI_08496, AMPFI_01225, AMPFI_22088, AMPFI_24579, AMPFI_21629, AMPFI_00911, AMPFI_24066	LYTVA_02499
OG0006496	AMPFI_10689	MOUSE23970
OG0006496	AMPFI_10689	HUMAN02168
OG0006512	AMPFI_15002	HUMAN20060
OG0006534	AMPFI_20504	HUMAN03548
OG0006550	AMPFI_17946	SACKO_32798
OG0006550	AMPFI_17946	TCONS_00049126.p1
OG0006550	AMPFI_17946	DANRE31528, DANRE31529, DANRE31527
OG0006550	AMPFI_17946	ASTMX02023
OG0006550	AMPFI_17946	ORYLA11254
OG0006550	AMPFI_17946	HUMAN02858
OG0006550	AMPFI_17946	MOUSE24976
OG0006550	AMPFI_17946	XENTR00769, XENTR00770
OG0006580	AMPFI_04144	SACKO_05003
OG0006580	AMPFI_04144	TCONS_00003702.p1
OG0006580	AMPFI_04144	NEMVE13359
OG0006580	AMPFI_04144	XENTR13958, XENTR13959
OG0006580	AMPFI_04144	ORYLA18562
OG0006580	AMPFI_04144	DANRE26459
OG0006580	AMPFI_04144	HUMAN12502
OG0006580	AMPFI_04144	MOUSE05305, MOUSE05304, MOUSE05303
OG0006580	AMPFI_04144	BRALA07037
OG0006580	AMPFI_04144	bflo_02508
OG0006606	AMPFI_02730	TCONS_00001826.p1
OG0006606	AMPFI_02730	SACKO_14668
OG0006606	AMPFI_02730	bflo_18082
OG0006606	AMPFI_02730	BRALA27981
OG0006623	AMPFI_15671	HUMAN04365
OG0006659	AMPFI_00737	TCONS_00050933.p1, TCONS_00050932.p1
OG0006659	AMPFI_00737	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106
OG0006659	AMPFI_19608	SCHMD00915
OG0006659	AMPFI_19608	BRALA15333
OG0006659	AMPFI_19608	bflo_10955
OG0006666	AMPFI_11045	MOUSE09373
OG0006670	AMPFI_14097	APOSC_09168
OG0006680	AMPFI_12617, AMPFI_10970	MOUSE28338
OG0006686	AMPFI_25558	bflo_17043
OG0006834	AMPFI_12943, AMPFI_13339, AMPFI_15708	APOSC_03732
OG0006835	AMPFI_05723	MOUSE45015
OG0006850	AMPFI_14881	HUMAN22746
OG0006875	AMPFI_24435, AMPFI_14505	MOUSE51192
OG0006909	AMPFI_14481	SCHMD08896
OG0006909	AMPFI_14481	BRALA33942
OG0006913	AMPFI_22851	XENTR04002
OG0006913	AMPFI_22851	HUMAN01275
OG0006913	AMPFI_22851	MOUSE37136, MOUSE37137
OG0006913	AMPFI_22851	ORYLA06363
OG0006925	AMPFI_14947	MOUSE27505
OG0006946	AMPFI_00482	HUMAN29373, HUMAN29374
OG0006955	AMPFI_17685	DANRE12440, DANRE12439, DANRE12441, DANRE12442
OG0006955	AMPFI_17685	MOUSE35291, MOUSE35293
OG0006961	AMPFI_02178	TCONS_00009618.p1, TCONS_00009615.p1
OG0006978	AMPFI_24207	ORYLA17388
OG0007038	AMPFI_15334	MOUSE31028
OG0007064	AMPFI_05178	DANRE07305
OG0007067	AMPFI_07752	BRALA03280
OG0007090	AMPFI_05362	MOUSE31320
OG0007134	AMPFI_10320	HUMAN03575
OG0007249	AMPFI_17736	AENJA_00124
OG0007249	AMPFI_17736	NEMVE03114
OG0007249	AMPFI_17736	LYTVA_04104
OG0007249	AMPFI_17736	STRPU_04960
OG0007249	AMPFI_17736	CAPO304279
OG0007277	AMPFI_06777	APOSJ_00797
OG0007296	AMPFI_21978, AMPFI_15132	MOUSE49539
OG0007309	AMPFI_09734	APOSJ_58403
OG0007328	AMPFI_20228, AMPFI_02514	ORYLA04937
OG0007328	AMPFI_20228, AMPFI_02514	DANRE04726
OG0007328	AMPFI_20228, AMPFI_02514	ASTMX18500
OG0007328	AMPFI_20228, AMPFI_02514	MOUSE46798
OG0007405	AMPFI_04156	MOUSE14443
OG0007410	AMPFI_24029	ORYLA16770
OG0007419	AMPFI_12181	HUMAN12143
OG0007963	AMPFI_01214	HUMAN00079
OG0008011	AMPFI_18612	MOUSE52843
OG0008057	AMPFI_14790	HUMAN19653
OG0008106	AMPFI_10462	DANRE43427
OG0008108	AMPFI_11284	HUMAN14058
OG0008108	AMPFI_11284	MOUSE49141
OG0008259	AMPFI_05338	HUMAN16698
OG0008380	AMPFI_19814	ASTMX14079
OG0008380	AMPFI_19814	DANRE17412
OG0008380	AMPFI_19814	ORYLA11845
OG0008380	AMPFI_19814	XENTR00197
OG0008380	AMPFI_19814	HUMAN02642
OG0008380	AMPFI_19814	MOUSE49927
OG0008380	AMPFI_19814	DROME20197
OG0008575	AMPFI_00619, AMPFI_15336	MOUSE42013
OG0008576	AMPFI_19249	BRALA11513
OG0008619	AMPFI_00966, AMPFI_10588	MOUSE08137
OG0008657	AMPFI_24751	APOSJ_27607, APOSJ_14785
OG0008657	AMPFI_24751	APOSC_25567, APOSC_25566
OG0008657	AMPFI_24751	BRALA32006
OG0008657	AMPFI_24751	bflo_12950
OG0008657	AMPFI_24751	OFUSG07868.1.p1
OG0008657	AMPFI_24751	TCONS_00023995.p1
OG0008657	AMPFI_24751	SACKO_05034
OG0008901	AMPFI_03752	MOUSE24830
OG0008927	AMPFI_15292	HUMAN23373
OG0009100	AMPFI_06829	AENJA_13017
OG0009100	AMPFI_06829	APOSJ_46385
OG0009404	AMPFI_15084	HUMAN25848
OG0011266	AMPFI_25334	TCONS_00008430.p1
