Orthogroup	APOSJ_ok	Other
OG0006961	APOSJ_19727, APOSJ_59934, APOSJ_19726, APOSJ_19725, APOSJ_54477, APOSJ_51879, APOSJ_54476	TCONS_00009613.p1
OG0007038	APOSJ_15892, APOSJ_15900, APOSJ_15890, APOSJ_59407	MOUSE31028
OG0007064	APOSJ_61161	DANRE07305
OG0007090	APOSJ_64568, APOSJ_64569, APOSJ_64567	MOUSE31320
OG0007134	APOSJ_25313, APOSJ_25312	HUMAN03575
OG0007277	APOSJ_00797	SACKO_20437
OG0007277	APOSJ_00797	TCONS_00010642.p1
OG0007277	APOSJ_00797	AENJA_03125, AENJA_24804
OG0007277	APOSJ_00797	AMPFI_06777
OG0007277	APOSJ_00797	BRALA22637
OG0007296	APOSJ_03010, APOSJ_03009, APOSJ_03012, APOSJ_03011	MOUSE49539
OG0007309	APOSJ_58403	BRALA20888
OG0007309	APOSJ_58403	bflo_23700
OG0007309	APOSJ_58403	AMPFI_09734
OG0007309	APOSJ_58403	NEMVE20201
OG0007309	APOSJ_58403	OFUSG12545.1.p1
OG0007405	APOSJ_42742	MOUSE14443
OG0007410	APOSJ_01525	ORYLA16770
OG0007419	APOSJ_55294, APOSJ_55296, APOSJ_55295	HUMAN12143
OG0007668	APOSJ_64552, APOSJ_50490	MOUSE37881, MOUSE37882, MOUSE37883
OG0007668	APOSJ_64552, APOSJ_50490	HUMAN07341
OG0007668	APOSJ_64552, APOSJ_50490	XENTR06339
OG0007668	APOSJ_64552, APOSJ_50490	DANRE35347
OG0007668	APOSJ_64552, APOSJ_50490	ASTMX20312
OG0007668	APOSJ_64552, APOSJ_50490	ORYLA17549
OG0007668	APOSJ_64552, APOSJ_50490	DROME16715, DROME16716, DROME16714
OG0007668	APOSJ_64552, APOSJ_50490	HELIO_03931
OG0007668	APOSJ_64552, APOSJ_50490	STRPU_14387
OG0007668	APOSJ_64552, APOSJ_50490	LYTVA_01048
OG0007668	APOSJ_64552, APOSJ_50490	AENJA_10381
OG0007963	APOSJ_00379, APOSJ_00378, APOSJ_00376, APOSJ_00377	HUMAN00079
OG0008011	APOSJ_62787	MOUSE52843
OG0008057	APOSJ_60111	HUMAN19653
OG0008106	APOSJ_58604	DANRE43427
OG0008108	APOSJ_46545	HUMAN14058
OG0008108	APOSJ_46545	MOUSE49141
OG0008217	APOSJ_02132, APOSJ_42758	LYTVA_26320
OG0008259	APOSJ_29572	HUMAN16698
OG0008575	APOSJ_14684, APOSJ_44275	MOUSE42013
OG0008576	APOSJ_16968	BRALA11513
OG0008619	APOSJ_32213, APOSJ_32214, APOSJ_56701, APOSJ_32215	MOUSE08137
OG0008657	APOSJ_27607, APOSJ_14785	AMPFI_24751
OG0008698	APOSJ_35074, APOSJ_35073	MOUSE34371
OG0008901	APOSJ_57335, APOSJ_57336	MOUSE24830
OG0008927	APOSJ_47095, APOSJ_19504	HUMAN23373
OG0009100	APOSJ_46385	BRALA05613
OG0009100	APOSJ_46385	bflo_21085, bflo_24905
OG0009100	APOSJ_46385	AENJA_13017
OG0009100	APOSJ_46385	AENJA_13017
OG0009100	APOSJ_46385	SACKO_04451
OG0009100	APOSJ_46385	TCONS_00004996.p1
OG0009100	APOSJ_46385	HELIO_07507
OG0009100	APOSJ_46385	STRPU_15379
OG0009100	APOSJ_46385	LYTVA_10925
OG0009100	APOSJ_46385	AMPFI_06829
OG0009404	APOSJ_62202	HUMAN25848
OG0009441	APOSJ_36021	BRALA12121, BRALA12119
OG0009441	APOSJ_36021	SCHMD18174
