Orthogroup	MOUSE	Other
OG0003464	MOUSE38665, MOUSE38667	LYTVA_06647
OG0003464	MOUSE38665, MOUSE38667	AENJA_10817, AENJA_05778
OG0003464	MOUSE38665, MOUSE38667	APOSC_02590
OG0003464	MOUSE38665, MOUSE38667	BRALA23056
OG0003464	MOUSE38665, MOUSE38667	bflo_22976
OG0003464	MOUSE38665, MOUSE38667	APOSJ_23668
OG0003508	MOUSE53216	AMPFI_00704
OG0003511	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313	AMPFI_18153
OG0003533	MOUSE10863, MOUSE10865, MOUSE10864	AMPFI_02269
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	BRALA35137
OG0003546	MOUSE32868, MOUSE23969, MOUSE23968	STRPU_19646
OG0003556	MOUSE29223	APOSJ_04978
OG0003557	MOUSE11069, MOUSE11070	LYTVA_20994
OG0003601	MOUSE35209, MOUSE35208, MOUSE35210	SACKO_22950, SACKO_22963
OG0003626	MOUSE50482	DROME07546
OG0003626	MOUSE50482	AENJA_05658
OG0003626	MOUSE50482	LYTVA_29415
OG0003626	MOUSE50482	HELIO_07783
OG0003626	MOUSE50482	CAEEL01251
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	APOSJ_43894
OG0003683	MOUSE20047	NEMVE21208
OG0003683	MOUSE20047	SCHMD16793, SCHMD26976, SCHMD08792
OG0003683	MOUSE20048	DANRE01519
OG0003683	MOUSE20048	SCHMD08791
OG0003683	MOUSE20048	AENJA_12950
OG0003683	MOUSE20048	ORYLA02323
OG0003689	MOUSE05393, MOUSE05394	DANRE13806
OG0003696	MOUSE35451, MOUSE35452	BRALA20035
OG0003696	MOUSE35451, MOUSE35452	bflo_11319
OG0003696	MOUSE35451, MOUSE35452	NEMVE11320
OG0003696	MOUSE35451, MOUSE35452	OFUSG05739.1.p1
OG0003696	MOUSE35452	SCHMD10456, SCHMD19979
OG0003696	MOUSE35452	CAEEL15341
OG0003696	MOUSE35452	APOSC_01727
OG0003696	MOUSE35452	APOSJ_64668, APOSJ_64669, APOSJ_12262
OG0003696	MOUSE35452	SACKO_23747
OG0003696	MOUSE35452	AMPFI_04491, AMPFI_03543
OG0003696	MOUSE35452	STRPU_23695
OG0003696	MOUSE35452	LYTVA_10724
OG0003696	MOUSE35452	HELIO_11257
OG0003696	MOUSE35452	DANRE24940
OG0003696	MOUSE35452	DANRE24940
OG0003697	MOUSE06524	STRPU_00014
OG0003697	MOUSE06524	HELIO_12072
OG0003740	MOUSE45976, MOUSE45977	APOSC_08481
OG0003740	MOUSE45975	APOSC_07560, APOSC_10879
OG0003755	MOUSE04960	HELIO_08454
OG0003755	MOUSE04960	STRPU_15415
OG0003755	MOUSE04960	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618
OG0003755	MOUSE04960	APOSC_08866
OG0003755	MOUSE04960	AMPFI_19354
OG0003755	MOUSE04960	SACKO_29745
OG0003755	MOUSE04960	OFUSG15040.1.p1
OG0003755	MOUSE04960	bflo_20955
OG0003755	MOUSE04960	AENJA_24952
OG0003755	MOUSE04960	BRALA35547
OG0003755	MOUSE04960	TCONS_00038918.p1
OG0003755	MOUSE04960	DANRE07965, DANRE07966
OG0003755	MOUSE04960	ASTMX14368
OG0003806	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978	APOSC_27759
OG0003808	MOUSE34022, MOUSE34021	APOSJ_56883
OG0003826	MOUSE04366	BRALA34514, BRALA34863
OG0003831	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298	APOSC_18338
OG0003846	MOUSE40451, MOUSE40452, MOUSE40453	LYTVA_08542
OG0003853	MOUSE18179	OFUSG11282.1.p1
OG0003853	MOUSE18179	bflo_21440
OG0003853	MOUSE18179	NEMVE09522
OG0003853	MOUSE18179	APOSC_04073
OG0003853	MOUSE18179	APOSJ_22563, APOSJ_22564, APOSJ_22566
OG0003853	MOUSE18179	SACKO_06109
OG0003853	MOUSE18179	LYTVA_09397
OG0003853	MOUSE18179	BRALA15182
OG0003853	MOUSE18179	DANRE05313
OG0003853	MOUSE18179	DANRE05313
OG0003857	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135	LYTVA_25367
OG0003923	MOUSE22537, MOUSE22540	AMPFI_23190
OG0003944	MOUSE15418, MOUSE15417	APOSC_03774, APOSC_25388, APOSC_28777
OG0003973	MOUSE28068	APOSC_26122
OG0003973	MOUSE28068	APOSJ_04402
OG0003973	MOUSE28068	AMPFI_20438
OG0003973	MOUSE28068	STRPU_21229
OG0003973	MOUSE28068	SACKO_17940
OG0004011	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920	TCONS_00030947.p1
OG0004020	MOUSE22764	XENTR18787
OG0004020	MOUSE22764	BRALA33134
OG0004020	MOUSE22764	XENTR18787
OG0004020	MOUSE22764	ORYLA03618
OG0004020	MOUSE22764	DROME17726, DROME17727
OG0004020	MOUSE22764	SACKO_23773
OG0004020	MOUSE22764	TCONS_00021521.p1
OG0004020	MOUSE22764	STRPU_06472
OG0004020	MOUSE22764	SCHMD29535, SCHMD26610
OG0004020	MOUSE22764	AENJA_17512
OG0004027	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607	APOSJ_49299
OG0004028	MOUSE11049	TCONS_00040538.p1, TCONS_00033273.p1
OG0004085	MOUSE22019	XENTR02748
OG0004085	MOUSE22019	ORYLA12276
OG0004085	MOUSE22019	DANRE15264, DANRE15263
OG0004085	MOUSE22019	ASTMX19501
OG0004085	MOUSE22019	NEMVE19893, NEMVE17924
OG0004108	MOUSE41099, MOUSE41100	DROME07361
OG0004108	MOUSE41099, MOUSE41100	APOSC_13048
OG0004108	MOUSE41099, MOUSE41100	AMPFI_11075
OG0004108	MOUSE41099, MOUSE41100	STRPU_08376
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	APOSJ_24987
OG0004122	MOUSE25320, MOUSE25316, MOUSE25318, MOUSE25317, MOUSE25319	APOSC_10900
OG0004126	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106	AMPFI_19897
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	AMPFI_23022
OG0004143	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729	AMPFI_12398
OG0004146	MOUSE37809	AENJA_22878
OG0004146	MOUSE37809	bflo_20192
OG0004146	MOUSE37809	BRALA17718
OG0004146	MOUSE37809	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825
OG0004146	MOUSE37809	APOSC_14892
OG0004146	MOUSE37809	SACKO_21251
OG0004146	MOUSE37809	TCONS_00004845.p1, TCONS_00004826.p1
OG0004150	MOUSE53097	AENJA_23752
OG0004150	MOUSE53097	STRPU_17897
OG0004150	MOUSE53097	LYTVA_10446, LYTVA_04771
OG0004150	MOUSE53097	HELIO_10914
OG0004150	MOUSE53097	APOSC_13759
OG0004150	MOUSE53097	APOSJ_63641, APOSJ_63642
OG0004150	MOUSE53097	AMPFI_13804
OG0004150	MOUSE53097	ASTMX22642
OG0004150	MOUSE53097	ASTMX22642
OG0004164	MOUSE00811, MOUSE00815	BRALA03977
OG0004180	MOUSE35508	LYTVA_15146
OG0004223	MOUSE20000, MOUSE20002	LYTVA_15378
OG0004229	MOUSE00997, MOUSE00996, MOUSE00995	LYTVA_26921
OG0004266	MOUSE37617	bflo_19973
OG0004279	MOUSE32542, MOUSE32541, MOUSE32540	AENJA_07838, AENJA_17816
OG0004332	MOUSE51034, MOUSE51033	DROME03199
OG0004332	MOUSE51034, MOUSE51033	BRALA05495
OG0004332	MOUSE51034, MOUSE51033	OFUSG09842.3.p1, OFUSG09842.2.p1, OFUSG09842.1.p1
OG0004332	MOUSE51034, MOUSE51033	AMPFI_16570, AMPFI_16569
OG0004332	MOUSE51034, MOUSE51033	HELIO_03735
OG0004338	MOUSE45178	APOSC_27265
OG0004358	MOUSE40773	AMPFI_25051
OG0004358	MOUSE40771, MOUSE40770	AMPFI_19007
OG0004358	MOUSE40771, MOUSE40770	AENJA_18673
OG0004375	MOUSE27750, MOUSE27753	AENJA_20974
OG0004375	MOUSE27750, MOUSE27753	SACKO_01917
OG0004375	MOUSE27750, MOUSE27753	TCONS_00033009.p1, TCONS_00033519.p1
OG0004375	MOUSE27750, MOUSE27753	HELIO_10600
OG0004375	MOUSE27750, MOUSE27753	STRPU_21903
OG0004375	MOUSE27750, MOUSE27753	LYTVA_14843
OG0004375	MOUSE27750, MOUSE27753	APOSC_22061, APOSC_22062
OG0004375	MOUSE27750, MOUSE27753	APOSJ_18781, APOSJ_53821, APOSJ_18780, APOSJ_18779
OG0004375	MOUSE27750	AMPFI_20500
OG0004375	MOUSE27750	NEMVE20939, NEMVE22727
OG0004375	MOUSE27753	AMPFI_21503
OG0004404	MOUSE49452, MOUSE51622	APOSC_15852
OG0004487	MOUSE36553, MOUSE36554	APOSC_13922
OG0004516	MOUSE04945	bflo_04748
OG0004520	MOUSE15698	APOSC_25046
OG0004539	MOUSE18812, MOUSE18811, MOUSE07825, MOUSE07824	APOSC_15371
OG0004546	MOUSE10351, MOUSE09030, MOUSE17546, MOUSE17545	APOSC_02200
OG0004559	MOUSE06489, MOUSE06490	SACKO_28715
OG0004559	MOUSE06489, MOUSE06490	TCONS_00014585.p1
OG0004559	MOUSE06489, MOUSE06490	SCHMD09022
OG0004559	MOUSE06489, MOUSE06490	bflo_23454
OG0004559	MOUSE06489, MOUSE06490	BRALA23018
OG0004559	MOUSE06489, MOUSE06490	AMPFI_05855
OG0004559	MOUSE06489, MOUSE06490	STRPU_01434, STRPU_08736
OG0004559	MOUSE06489, MOUSE06490	HELIO_05624
OG0004559	MOUSE06489, MOUSE06490	AENJA_11902
OG0004559	MOUSE06489, MOUSE06490	OFUSG09948.1.p1
OG0004559	MOUSE06489, MOUSE06490	HUMAN13596, HUMAN13595
OG0004559	MOUSE06489, MOUSE06490	HUMAN13596, HUMAN13595
OG0004573	MOUSE04825	BRALA32832
OG0004573	MOUSE04827, MOUSE51637	AENJA_13416
OG0004573	MOUSE04827, MOUSE51637	HELIO_11161
OG0004573	MOUSE04827, MOUSE51637	STRPU_15071
OG0004573	MOUSE04827, MOUSE51637	APOSJ_29168, APOSJ_29167
OG0004573	MOUSE04827, MOUSE51637	APOSC_22038
OG0004573	MOUSE04827, MOUSE51637	BRALA32832
OG0004573	MOUSE04827, MOUSE51637	AMPFI_12921
OG0004573	MOUSE04827, MOUSE51637	LYTVA_17192
OG0004573	MOUSE04827, MOUSE51637	BRALA32832
OG0004573	MOUSE04827, MOUSE51637	NEMVE10987, NEMVE20146
OG0004573	MOUSE04827, MOUSE51637	CAPO305859
OG0004594	MOUSE20484	APOSJ_48750
OG0004600	MOUSE25947	bflo_26500
OG0004600	MOUSE25947	BRALA00319
OG0004600	MOUSE25947	NEMVE18939
OG0004600	MOUSE25947	TCONS_00016332.p1
OG0004600	MOUSE25947	OFUSG14651.1.p1
OG0004600	MOUSE25947	AENJA_16453
OG0004600	MOUSE25947	AMPFI_15811
OG0004600	MOUSE25947	APOSJ_55066, APOSJ_55069
OG0004600	MOUSE25947	HELIO_10167
OG0004600	MOUSE25947	STRPU_19612, STRPU_19703, STRPU_19613
OG0004600	MOUSE25947	LYTVA_05795
OG0004605	MOUSE16937, MOUSE16936	AMPFI_01215
OG0004605	MOUSE16939, MOUSE16938, MOUSE16933, MOUSE16932	AMPFI_03310
OG0004609	MOUSE43690, MOUSE04669	APOSC_14861
OG0004615	MOUSE37120	bflo_15851
OG0004615	MOUSE37120	BRALA18480, BRALA18477
OG0004615	MOUSE37120	STRPU_19902
OG0004615	MOUSE37120	HELIO_08842
OG0004615	MOUSE37120	LYTVA_21893
OG0004615	MOUSE37120	APOSC_02446
OG0004615	MOUSE37120	APOSJ_16248, APOSJ_49467, APOSJ_34360, APOSJ_34362
OG0004615	MOUSE37120	BRALA18479
OG0004615	MOUSE37120	BRALA18479
OG0004615	MOUSE37120	AMPFI_22837
OG0004648	MOUSE18454, MOUSE18802, MOUSE14540, MOUSE14646	APOSC_19767
OG0004659	MOUSE23617, MOUSE23616	AMPFI_24972
OG0004688	MOUSE10857	bflo_12196
OG0004688	MOUSE10857	BRALA20055
OG0004688	MOUSE10857	AENJA_26638
OG0004688	MOUSE10857	HELIO_02857
OG0004688	MOUSE10857	LYTVA_12281
OG0004688	MOUSE10857	STRPU_23968, STRPU_23943
OG0004688	MOUSE10857	APOSC_11316
OG0004688	MOUSE10857	APOSJ_13617, APOSJ_13618, APOSJ_19940, APOSJ_13619, APOSJ_07848, APOSJ_13621, APOSJ_26716, APOSJ_19938, APOSJ_26715
OG0004688	MOUSE10857	SACKO_26453, SACKO_26468, SACKO_26437
OG0004688	MOUSE10857	TCONS_00049473.p1, TCONS_00049474.p1, TCONS_00049775.p1
OG0004688	MOUSE10857	ASTMX00758
OG0004688	MOUSE10857	DANRE02853, DANRE02852
OG0004748	MOUSE50892, MOUSE50893	AENJA_02211
OG0004751	MOUSE20253	TCONS_00011195.p1
OG0004751	MOUSE20253	AENJA_03078
OG0004751	MOUSE20253	BRALA35736
OG0004751	MOUSE20253	SCHMD09867, SCHMD09866
OG0004754	MOUSE14944, MOUSE14950, MOUSE14953, MOUSE14951	LYTVA_09941
OG0004769	MOUSE31723	APOSC_17401
OG0004795	MOUSE37925, MOUSE37923	BRALA35226, BRALA35282
OG0004795	MOUSE37925, MOUSE37923	ASTMX05972
OG0004817	MOUSE26507	SACKO_27094
OG0004817	MOUSE26507	LYTVA_29184
OG0004836	MOUSE38155	DANRE07543
OG0004836	MOUSE38155	DANRE07543
OG0004836	MOUSE38155	OFUSG21246.1.p1
OG0004836	MOUSE38155	HUMAN26406
OG0004836	MOUSE38155	HUMAN26406
OG0004836	MOUSE38155	BRALA34047
OG0004854	MOUSE21947, MOUSE21946, MOUSE21945	APOSC_24117
OG0004890	MOUSE05046	APOSC_28544
OG0004896	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289	AMPFI_15316
OG0004898	MOUSE50603, MOUSE50602	AENJA_15712
OG0004900	MOUSE22531, MOUSE22525	BRALA24271
OG0004900	MOUSE22531, MOUSE22525	bflo_20996
OG0004900	MOUSE22531, MOUSE22525	NEMVE15535, NEMVE25162
OG0004900	MOUSE22525	AENJA_15868
OG0004900	MOUSE22525	CAEEL07133
OG0004900	MOUSE22525	SCHMD16292
OG0004922	MOUSE13359	AENJA_18036
OG0004945	MOUSE33252, MOUSE33253, MOUSE33251, MOUSE33254	AENJA_22088
OG0004949	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541	LYTVA_17623
OG0004963	MOUSE37240	APOSJ_05108
OG0004963	MOUSE37240	APOSC_23226, APOSC_23224
OG0004963	MOUSE37240	AENJA_23812
OG0004963	MOUSE37240	TCONS_00034989.p1
OG0004963	MOUSE37240	SACKO_23165
OG0004963	MOUSE37240	STRPU_03333
OG0004963	MOUSE37240	SCHMD23165, SCHMD03796
OG0004963	MOUSE37240	LYTVA_11711
OG0004963	MOUSE37240	BRALA04605
OG0004971	MOUSE18798, MOUSE18799	AMPFI_03928
OG0004971	MOUSE18798, MOUSE18799	LYTVA_21887
OG0004981	MOUSE10970	APOSC_14915
OG0004991	MOUSE52621, MOUSE52617, MOUSE52618, MOUSE52620, MOUSE52619	APOSC_17350
OG0005073	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455	AMPFI_05809
OG0005116	MOUSE15697, MOUSE15696	APOSJ_32781, APOSJ_43383, APOSJ_32775, APOSJ_43377, APOSJ_38856, APOSJ_38858, APOSJ_26538, APOSJ_56095, APOSJ_32777, APOSJ_56065
OG0005139	MOUSE30931	HELIO_08484
OG0005144	MOUSE31301, MOUSE31302, MOUSE31300	APOSJ_13306
OG0005144	MOUSE31301, MOUSE31302, MOUSE31300	AMPFI_14298
OG0005144	MOUSE31301, MOUSE31302, MOUSE31300	OFUSG18995.1.p1, OFUSG18995.2.p1
OG0005144	MOUSE31301, MOUSE31302, MOUSE31300	AENJA_10084
OG0005155	MOUSE13083	STRPU_06007
OG0005171	MOUSE24797, MOUSE24796	LYTVA_04687, LYTVA_13351, LYTVA_04233
OG0005179	MOUSE36304	NEMVE07829
OG0005179	MOUSE36304	bflo_15145
OG0005179	MOUSE36304	BRALA08226
OG0005179	MOUSE36304	APOSC_17938
OG0005179	MOUSE36304	APOSJ_47615, APOSJ_07566, APOSJ_07567
OG0005179	MOUSE36304	STRPU_05161, STRPU_05082
OG0005179	MOUSE36304	HELIO_06111
OG0005179	MOUSE36304	LYTVA_10937
OG0005179	MOUSE36304	AENJA_13683
OG0005179	MOUSE36304	SACKO_15705
OG0005179	MOUSE36304	TCONS_00043901.p1, TCONS_00043891.p1
OG0005179	MOUSE36304	AMPFI_07671
OG0005237	MOUSE20097	SCHMD13955
OG0005299	MOUSE49600	AMPFI_20586
OG0005302	MOUSE51378, MOUSE51379, MOUSE48035	AMPFI_03808, AMPFI_18711
OG0005302	MOUSE51380	AENJA_26379
OG0005302	MOUSE51380	SACKO_17756
OG0005302	MOUSE51380	TCONS_00019869.p1
OG0005302	MOUSE51380	HELIO_02253
OG0005302	MOUSE51380	STRPU_22612
OG0005302	MOUSE51380	LYTVA_14456
OG0005302	MOUSE51380	AMPFI_16177
OG0005302	MOUSE51380	APOSC_06309
OG0005302	MOUSE51380	APOSJ_40279, APOSJ_40280
OG0005321	MOUSE03028, MOUSE03027, MOUSE03030, MOUSE03029	SACKO_31374
OG0005329	MOUSE24678	APOSJ_03101, APOSJ_52326, APOSJ_03105, APOSJ_14588, APOSJ_56646, APOSJ_52328, APOSJ_52329, APOSJ_24921, APOSJ_52324, APOSJ_24925, APOSJ_21118, APOSJ_56642
OG0005329	MOUSE24678	APOSC_23238
OG0005329	MOUSE24678	HELIO_11287
OG0005329	MOUSE24678	STRPU_20509
OG0005329	MOUSE24678	LYTVA_25644
OG0005370	MOUSE29200, MOUSE29198	APOSC_19517
OG0005370	MOUSE29201	LYTVA_12163
OG0005418	MOUSE26413	bflo_25080
OG0005418	MOUSE26413	BRALA34707
OG0005418	MOUSE26413	HELIO_11469
OG0005418	MOUSE26413	STRPU_11326
OG0005418	MOUSE26413	LYTVA_24170
OG0005418	MOUSE26413	APOSC_16714
OG0005418	MOUSE26413	APOSJ_52060, APOSJ_52059, APOSJ_55323
OG0005418	MOUSE26413	SACKO_22284, SACKO_27752
OG0005433	MOUSE19851, MOUSE19850	BRALA32085
OG0005459	MOUSE02028	bflo_12126
OG0005459	MOUSE02028	STRPU_23360
OG0005499	MOUSE27960, MOUSE20454	APOSC_20319
OG0005600	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112	AMPFI_21973
OG0005613	MOUSE03014	TCONS_00011077.p1
OG0005613	MOUSE03014	SACKO_09102
OG0005613	MOUSE03014	AENJA_24898
OG0005613	MOUSE03014	APOSJ_40937, APOSJ_40936
OG0005613	MOUSE03014	APOSC_22849
OG0005613	MOUSE03014	AMPFI_05065
OG0005613	MOUSE03014	STRPU_21112
OG0005613	MOUSE03014	HELIO_01777
OG0005613	MOUSE03014	LYTVA_07852
OG0005652	MOUSE31214	LYTVA_21904
OG0005652	MOUSE31214	HELIO_07272
OG0005652	MOUSE31214	STRPU_23662, STRPU_23636
OG0005652	MOUSE31214	AMPFI_22497
OG0005652	MOUSE31214	APOSC_07517
OG0005652	MOUSE31214	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540
OG0005652	MOUSE31214	TCONS_00047231.p1
OG0005652	MOUSE31214	SACKO_07569
OG0005652	MOUSE31214	OFUSG06459.1.p1
OG0005652	MOUSE31214	bflo_04118
OG0005652	MOUSE31214	BRALA01979
OG0005701	MOUSE11437	SACKO_25580
OG0005720	MOUSE27884, MOUSE27887	AENJA_02583
OG0005754	MOUSE32226, MOUSE32227	DANRE17368, DANRE17369, DANRE17367
OG0005754	MOUSE32226	SCHMD05805
OG0005754	MOUSE32226	BRALA35534
OG0005754	MOUSE32226	DROME07364
OG0005754	MOUSE32227	SCHMD05804
OG0005754	MOUSE32227	LYTVA_11135
OG0005829	MOUSE00183	NEMVE24686
OG0005829	MOUSE00183	DROME17916, DROME17917, DROME17918
OG0005829	MOUSE00183	SCHMD10491
OG0005829	MOUSE00183	CAEEL01850, CAEEL14048
OG0005829	MOUSE00183	bflo_04456
OG0005829	MOUSE00183	BRALA19303
OG0005829	MOUSE00183	DANRE18382
OG0005829	MOUSE00183	DANRE18382
OG0005853	MOUSE07627	LYTVA_13543
OG0006000	MOUSE24686, MOUSE24684, MOUSE24685	APOSJ_59193
OG0006087	MOUSE27350	APOSC_27471
OG0006102	MOUSE01673	TCONS_00029782.p1
OG0006120	MOUSE40195	STRPU_00038
OG0006123	MOUSE40394, MOUSE40393	AMPFI_21221, AMPFI_22425
OG0006146	MOUSE41109	OFUSG10156.1.p1
OG0006146	MOUSE41109	bflo_07212
OG0006146	MOUSE41109	BRALA34369, BRALA34115
OG0006146	MOUSE41109	SCHMD09246
OG0006193	MOUSE18405, MOUSE18400	AMPFI_14632
OG0006217	MOUSE36677	APOSC_27262
OG0006231	MOUSE32029, MOUSE32030, MOUSE32031	APOSC_21160
OG0006238	MOUSE41253	LYTVA_04855
OG0006238	MOUSE41253	STRPU_12641
OG0006238	MOUSE41253	HELIO_00495
OG0006238	MOUSE41253	APOSJ_52361, APOSJ_18584, APOSJ_18585, APOSJ_18586
OG0006238	MOUSE41253	APOSC_06392
OG0006238	MOUSE41253	AMPFI_19131
OG0006286	MOUSE35474	TCONS_00029938.p1, TCONS_00030675.p1
OG0006286	MOUSE35474	SACKO_27133
OG0006286	MOUSE35474	OFUSG08272.1.p1
OG0006286	MOUSE35474	AENJA_19771
OG0006286	MOUSE35474	AMPFI_00384
OG0006286	MOUSE35474	APOSC_10357
OG0006286	MOUSE35474	APOSJ_60701, APOSJ_60699, APOSJ_60700
OG0006286	MOUSE35474	HELIO_12161
OG0006286	MOUSE35474	STRPU_16014
OG0006286	MOUSE35474	BRALA20294
OG0006286	MOUSE35474	LYTVA_20377, LYTVA_20379
OG0006286	MOUSE35474	SCHMD01297, SCHMD01298
OG0006391	MOUSE50989, MOUSE50991, MOUSE50988	AMPFI_11392
OG0006468	MOUSE32105	AENJA_01370
OG0006491	MOUSE18971	APOSC_25623
OG0006493	MOUSE45213	XENTR17127, XENTR17126
OG0006493	MOUSE45213	DANRE19720
OG0006493	MOUSE45213	ASTMX06078
OG0006493	MOUSE45213	ORYLA06218
OG0006496	MOUSE23970	OFUSG25735.1.p1
OG0006496	MOUSE23970	AMPFI_10689
OG0006496	MOUSE23970	STRPU_19486
OG0006496	MOUSE23970	HELIO_00474
OG0006496	MOUSE23970	LYTVA_17185
OG0006496	MOUSE23970	APOSC_20816
OG0006496	MOUSE23970	APOSJ_25711
OG0006496	MOUSE23970	AENJA_03702
OG0006496	MOUSE23970	NEMVE00019
OG0006496	MOUSE23970	TCONS_00016568.p1
OG0006496	MOUSE23970	bflo_17077
OG0006496	MOUSE23970	BRALA20624
OG0006496	MOUSE23970	SACKO_27963
OG0006496	MOUSE23970	ASTMX13132
OG0006496	MOUSE23970	HUMAN02168
OG0006496	MOUSE23970	HUMAN02168
OG0006496	MOUSE23970	CAEEL08493
OG0006511	MOUSE27840, MOUSE44519	APOSC_10649
OG0006525	MOUSE09825, MOUSE09824	AENJA_06860
OG0006537	MOUSE48761	APOSC_19643
OG0006550	MOUSE24976	AMPFI_17946
OG0006580	MOUSE05305, MOUSE05304, MOUSE05303	AMPFI_04144
OG0006584	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381	LYTVA_01051
OG0006595	MOUSE11155	LYTVA_09564
OG0006595	MOUSE11155	STRPU_04349
OG0006595	MOUSE11155	HELIO_09575
OG0006595	MOUSE11155	APOSC_28606
OG0006599	MOUSE36733	STRPU_04862
OG0006599	MOUSE36733	HELIO_03613
OG0006599	MOUSE36733	SCHMD28680
OG0006599	MOUSE36733	LYTVA_06203, LYTVA_14788
OG0006626	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964	SACKO_20620
OG0006666	MOUSE09373	TCONS_00048338.p1
OG0006666	MOUSE09373	STRPU_22001
OG0006666	MOUSE09373	LYTVA_29336
OG0006666	MOUSE09373	HELIO_12248
OG0006666	MOUSE09373	APOSJ_01542, APOSJ_01541
OG0006666	MOUSE09373	APOSC_28091
OG0006666	MOUSE09373	AENJA_20282
OG0006666	MOUSE09373	AMPFI_11045
OG0006666	MOUSE09373	SACKO_30813
OG0006666	MOUSE09373	SCHMD00843
OG0006666	MOUSE09373	CAEEL05999
OG0006666	MOUSE09373	DROME07406, DROME07405, DROME07404, DROME07403
OG0006670	MOUSE24192, MOUSE24191	APOSC_09168
OG0006680	MOUSE28338	STRPU_15636
OG0006680	MOUSE28338	HELIO_02680
OG0006680	MOUSE28338	APOSC_07702
OG0006680	MOUSE28338	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121
OG0006680	MOUSE28338	AENJA_21658
OG0006680	MOUSE28338	AMPFI_12617, AMPFI_10970
OG0006680	MOUSE28338	SCHMD07321, SCHMD04365
OG0006736	MOUSE53273	APOSC_27964
OG0006758	MOUSE41066	APOSJ_41069
OG0006758	MOUSE41066	APOSC_29158
OG0006835	MOUSE45015	CAEEL10984
OG0006835	MOUSE45015	AENJA_00594
OG0006835	MOUSE45015	NEMVE16968
OG0006835	MOUSE45015	SCHMD11727, SCHMD11726
OG0006835	MOUSE45015	AMPFI_05723
OG0006875	MOUSE51192	AENJA_03390
OG0006875	MOUSE51192	STRPU_14351
OG0006875	MOUSE51192	LYTVA_03423, LYTVA_15770
OG0006875	MOUSE51192	HELIO_10647
OG0006875	MOUSE51192	APOSJ_11128
OG0006875	MOUSE51192	APOSC_10381
OG0006875	MOUSE51192	DROME18909
OG0006875	MOUSE51192	AMPFI_24435, AMPFI_14505
OG0006875	MOUSE51192	SCHMD14340
OG0006875	MOUSE51192	CAEEL10848
OG0006913	MOUSE37136, MOUSE37137	AMPFI_22851
OG0006916	MOUSE49691, MOUSE49690	LYTVA_25691, LYTVA_07151
OG0006925	MOUSE27505	bflo_01234
OG0006925	MOUSE27505	BRALA18547
OG0006925	MOUSE27505	TCONS_00056528.p1
OG0006925	MOUSE27505	SACKO_14274
OG0006925	MOUSE27505	AENJA_07849
OG0006925	MOUSE27505	APOSJ_50920
OG0006925	MOUSE27505	APOSC_12360
OG0006925	MOUSE27505	STRPU_26381
OG0006925	MOUSE27505	LYTVA_15745
OG0006925	MOUSE27505	HELIO_06577
OG0006925	MOUSE27505	DROME11109
OG0006925	MOUSE27505	AMPFI_14947
OG0006955	MOUSE35291, MOUSE35293	DANRE12440, DANRE12439, DANRE12441, DANRE12442
OG0006955	MOUSE35291, MOUSE35293	DANRE12440, DANRE12439, DANRE12441, DANRE12442
OG0006955	MOUSE35291, MOUSE35293	APOSC_17210
OG0006955	MOUSE35291, MOUSE35293	APOSJ_47404
OG0006955	MOUSE35291, MOUSE35293	AMPFI_17685
OG0006955	MOUSE35291, MOUSE35293	bflo_10967
OG0006955	MOUSE35291, MOUSE35293	BRALA12723
OG0006955	MOUSE35291, MOUSE35293	SACKO_20495
OG0006955	MOUSE35291, MOUSE35293	TCONS_00048448.p1
OG0006955	MOUSE35291, MOUSE35293	HELIO_06102
OG0006955	MOUSE35291, MOUSE35293	STRPU_23524
OG0006955	MOUSE35291, MOUSE35293	LYTVA_08321
