Orthogroup	HUMAN	Other
OG0006512	HUMAN20060	AENJA_05769, AENJA_05293
OG0006512	HUMAN20060	HELIO_00915
OG0006512	HUMAN20060	ASTMX17346
OG0006525	HUMAN28845	AENJA_06860
OG0006534	HUMAN03548	BRALA16302
OG0006534	HUMAN03548	bflo_09361
OG0006534	HUMAN03548	TCONS_00027612.p1
OG0006534	HUMAN03548	SACKO_03373
OG0006534	HUMAN03548	APOSC_20823
OG0006534	HUMAN03548	APOSJ_33092, APOSJ_33090, APOSJ_33091, APOSJ_33093
OG0006534	HUMAN03548	STRPU_10089, STRPU_10152
OG0006534	HUMAN03548	HELIO_09880
OG0006534	HUMAN03548	LYTVA_04214, LYTVA_29677, LYTVA_29678
OG0006534	HUMAN03548	AMPFI_20504
OG0006537	HUMAN22896	APOSC_19643
OG0006550	HUMAN02858	AMPFI_17946
OG0006580	HUMAN12502	AMPFI_04144
OG0006584	HUMAN20560	LYTVA_01051
OG0006623	HUMAN04365	AENJA_15760
OG0006623	HUMAN04365	AMPFI_15671
OG0006623	HUMAN04365	APOSJ_47572, APOSJ_15793
OG0006623	HUMAN04365	APOSC_06502, APOSC_06503
OG0006623	HUMAN04365	STRPU_13116, STRPU_13085
OG0006623	HUMAN04365	LYTVA_20399
OG0006623	HUMAN04365	DROME03084
OG0006623	HUMAN04365	HELIO_11233
OG0006623	HUMAN04365	SCHMD00154
OG0006626	HUMAN20006, HUMAN21273	SACKO_20620
OG0006670	HUMAN02070, HUMAN02071	APOSC_09168
OG0006709	HUMAN17844, HUMAN17845	STRPU_13686, STRPU_02389
OG0006709	HUMAN17844, HUMAN17845	HELIO_01142
OG0006709	HUMAN17844, HUMAN17845	LYTVA_04967
OG0006709	HUMAN17844, HUMAN17845	bflo_19084
OG0006709	HUMAN17844, HUMAN17845	NEMVE06920
OG0006758	HUMAN20524	APOSJ_41069
OG0006758	HUMAN20524	APOSC_29158
OG0006850	HUMAN22746	DANRE16405, DANRE16404
OG0006850	HUMAN22746	ORYLA00398, ORYLA00397
OG0006850	HUMAN22746	ASTMX17410
OG0006850	HUMAN22746	XENTR05570
OG0006850	HUMAN22746	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006850	HUMAN22746	bflo_18002
OG0006850	HUMAN22746	BRALA31268
OG0006850	HUMAN22746	NEMVE06805
OG0006850	HUMAN22746	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1
OG0006850	HUMAN22746	APOSC_10380
OG0006850	HUMAN22746	STRPU_17760
OG0006850	HUMAN22746	LYTVA_19496
OG0006850	HUMAN22746	AENJA_01611, AENJA_09638
OG0006850	HUMAN22746	AMPFI_14881
OG0006913	HUMAN01275	AMPFI_22851
OG0006916	HUMAN11501	LYTVA_25691, LYTVA_07151
OG0006946	HUMAN29373, HUMAN29374	OFUSG07877.1.p1
OG0006946	HUMAN29373, HUMAN29374	DROME06810
OG0006946	HUMAN29373, HUMAN29374	AENJA_08651
OG0006946	HUMAN29373, HUMAN29374	BRALA10185
OG0006946	HUMAN29373, HUMAN29374	bflo_16430
OG0006946	HUMAN29373, HUMAN29374	AMPFI_00482
OG0006946	HUMAN29373, HUMAN29374	APOSJ_08475
OG0006946	HUMAN29373, HUMAN29374	APOSC_14039
OG0006946	HUMAN29373, HUMAN29374	STRPU_19536
OG0006946	HUMAN29373, HUMAN29374	HELIO_08697
OG0006946	HUMAN29373, HUMAN29374	LYTVA_12777
OG0007040	HUMAN30265	APOSC_28613
OG0007095	HUMAN16273	APOSC_23242
OG0007128	HUMAN13992, HUMAN13994	APOSC_00622
OG0007134	HUMAN03575	OFUSG05978.1.p1
OG0007134	HUMAN03575	bflo_10408
OG0007134	HUMAN03575	BRALA13846
OG0007134	HUMAN03575	TCONS_00041920.p1
OG0007134	HUMAN03575	AENJA_24826
OG0007134	HUMAN03575	APOSJ_25313, APOSJ_25312
OG0007134	HUMAN03575	APOSC_24007
OG0007134	HUMAN03575	AMPFI_10320
OG0007134	HUMAN03575	STRPU_09504
OG0007134	HUMAN03575	HELIO_02796
OG0007134	HUMAN03575	LYTVA_20762, LYTVA_28832
OG0007134	HUMAN03575	SACKO_04099
OG0007304	HUMAN16563	SACKO_17525
OG0007389	HUMAN29100, HUMAN29099	LYTVA_13623
OG0007418	HUMAN13111	AENJA_16895
OG0007419	HUMAN12143	OFUSG18337.1.p1
OG0007419	HUMAN12143	TCONS_00012322.p1
OG0007419	HUMAN12143	SACKO_18390
OG0007419	HUMAN12143	APOSC_03939
OG0007419	HUMAN12143	APOSJ_55294, APOSJ_55296, APOSJ_55295
OG0007419	HUMAN12143	AMPFI_12181
OG0007419	HUMAN12143	STRPU_08298
OG0007419	HUMAN12143	HELIO_03480
OG0007419	HUMAN12143	bflo_22990
OG0007419	HUMAN12143	AENJA_16935
OG0007419	HUMAN12143	BRALA32702
OG0007438	HUMAN02955	LYTVA_04235
OG0007453	HUMAN10744	HELIO_07039
OG0007495	HUMAN19626, HUMAN19624	APOSC_05318
OG0007600	HUMAN07630	SACKO_26367
OG0007609	HUMAN07130	LYTVA_26890
OG0007668	HUMAN07341	APOSJ_64552, APOSJ_50490
OG0007706	HUMAN10609, HUMAN10610	APOSC_22591
OG0007823	HUMAN03449	APOSC_12438
OG0007963	HUMAN00079	OFUSG16928.1.p1
OG0007963	HUMAN00079	STRPU_11066
OG0007963	HUMAN00079	LYTVA_14762
OG0007963	HUMAN00079	HELIO_01376
OG0007963	HUMAN00079	APOSC_07038
OG0007963	HUMAN00079	APOSJ_00379, APOSJ_00378, APOSJ_00376, APOSJ_00377
OG0007963	HUMAN00079	AMPFI_01214
OG0007963	HUMAN00079	AENJA_06564, AENJA_24525
OG0007963	HUMAN00079	TCONS_00052236.p1
OG0007963	HUMAN00079	ORYLA18504
OG0008057	HUMAN19653	APOSJ_60111
OG0008057	HUMAN19653	APOSC_02687
OG0008057	HUMAN19653	AMPFI_14790
OG0008057	HUMAN19653	STRPU_13507
OG0008057	HUMAN19653	HELIO_04003
OG0008057	HUMAN19653	LYTVA_01401
OG0008057	HUMAN19653	bflo_14159, bflo_26941
OG0008108	HUMAN14058	SACKO_04879
OG0008108	HUMAN14058	TCONS_00020693.p1, TCONS_00014257.p1
OG0008108	HUMAN14058	APOSJ_46545
OG0008108	HUMAN14058	APOSC_17504
OG0008108	HUMAN14058	HELIO_11492
OG0008108	HUMAN14058	LYTVA_26623
OG0008108	HUMAN14058	STRPU_26222
OG0008108	HUMAN14058	AMPFI_11284
OG0008108	HUMAN14058	OFUSG04761.1.p1
OG0008108	HUMAN14058	DROME01195, DROME01194
OG0008108	HUMAN14058	CAEEL00549
OG0008108	HUMAN14058	SCHMD04631
OG0008108	HUMAN14058	MOUSE49141
OG0008108	HUMAN14058	MOUSE49141
OG0008216	HUMAN08718	HELIO_10403
OG0008217	HUMAN20199	LYTVA_26320
OG0008259	HUMAN16698	STRPU_24361
OG0008259	HUMAN16698	HELIO_09486
OG0008259	HUMAN16698	AMPFI_05338
OG0008259	HUMAN16698	SACKO_18354
OG0008259	HUMAN16698	TCONS_00017570.p1
OG0008259	HUMAN16698	AENJA_08568
OG0008259	HUMAN16698	APOSJ_29572
OG0008259	HUMAN16698	APOSC_03340, APOSC_03341
OG0008259	HUMAN16698	LYTVA_23738
OG0008259	HUMAN16698	SCHMD23077
OG0008264	HUMAN23694	APOSC_16007
OG0008348	HUMAN18638	TCONS_00014673.p1
OG0008363	HUMAN04961	CAEEL02853
OG0008363	HUMAN04961	AENJA_22641
OG0008363	HUMAN04961	SACKO_04760
OG0008363	HUMAN04961	SCHMD07091
OG0008380	HUMAN02642	AMPFI_19814
OG0008576	HUMAN03809	BRALA11513
OG0008656	HUMAN16932	APOSC_06708
OG0008693	HUMAN13384, HUMAN13383	LYTVA_01451, LYTVA_11823
OG0008822	HUMAN10580	APOSC_17501
OG0008927	HUMAN23373	STRPU_19297, STRPU_01850
OG0008927	HUMAN23373	LYTVA_00372
OG0008927	HUMAN23373	HELIO_11802
OG0008927	HUMAN23373	AMPFI_15292
OG0008927	HUMAN23373	APOSC_11189, APOSC_10766
OG0008927	HUMAN23373	APOSJ_47095, APOSJ_19504
OG0009404	HUMAN25848	OFUSG00691.1.p1
OG0009404	HUMAN25848	SACKO_32585
OG0009404	HUMAN25848	TCONS_00000426.p1
OG0009404	HUMAN25848	AENJA_24582
OG0009404	HUMAN25848	STRPU_17290
OG0009404	HUMAN25848	LYTVA_02202
OG0009404	HUMAN25848	HELIO_03194
OG0009404	HUMAN25848	APOSJ_62202
OG0009404	HUMAN25848	APOSC_13165
OG0009404	HUMAN25848	AMPFI_15084
